id,status_code,status_label
tagw1240,1,not endangered
tuni1251,3,shifting
bond1246,1,not endangered
boun1243,1,not endangered
teen1242,2,threatened
loma1258,1,not endangered
baat1238,1,not endangered
long1389,1,not endangered
koro1298,1,not endangered
lala1261,1,not endangered
duli1241,6,extinct
kuga1239,2,threatened
kumb1238,1,not endangered
tooo1238,6,extinct
kuoo1238,1,not endangered
krob1245,1,not endangered
mbat1247,1,not endangered
ebri1238,1,not endangered
tafi1243,2,threatened
nyan1302,1,not endangered
siwu1238,1,not endangered
lele1264,1,not endangered
sekp1241,3,shifting
sele1249,3,shifting
waci1239,1,not endangered
kpes1238,2,threatened
ewee1241,1,not endangered
agun1238,3,shifting
adan1248,2,threatened
wudu1238,2,threatened
gunn1250,1,not endangered
defi1235,1,not endangered
weme1239,1,not endangered
fonn1241,1,not endangered
cigb1235,1,not endangered
maxi1236,1,not endangered
ayiz1245,1,not endangered
xwel1235,1,not endangered
gbes1238,1,not endangered
kota1272,1,not endangered
west2456,1,not endangered
saxw1241,1,not endangered
east2390,1,not endangered
tofi1235,1,not endangered
irig1241,2,threatened
koro1323,1,not endangered
bete1261,4,moribund
lufu1237,3,shifting
akum1238,3,shifting
ikul1238,1,not endangered
kada1284,1,not endangered
doka1242,2,threatened
chee1238,2,threatened
ning1271,3,shifting
kani1277,1,not endangered
kanu1277,1,not endangered
surr1238,2,threatened
vagh1247,2,threatened
yang1290,5,nearly extinct
akpo1243,6,extinct
alum1246,1,not endangered
hash1238,3,shifting
samb1307,6,extinct
horo1245,2,threatened
fyam1238,3,shifting
ruku1239,3,shifting
liji1238,1,not endangered
tanj1247,1,not endangered
eggo1239,2,threatened
akee1238,2,threatened
eten1239,1,not endangered
isek1239,1,not endangered
izie1238,1,not endangered
ikaa1238,1,not endangered
ukwu1241,1,not endangered
nucl1417,1,not endangered
cici1237,2,threatened
laru1238,3,shifting
elem1253,1,not endangered
baan1241,3,shifting
goka1239,1,not endangered
usag1244,2,threatened
kugb1241,3,shifting
ogbi1239,1,not endangered
obul1239,3,shifting
odua1238,1,not endangered
abua1244,1,not endangered
abur1244,1,not endangered
ogbo1242,1,not endangered
koro1304,2,threatened
kion1242,6,extinct
bakp1238,3,shifting
agoi1246,1,not endangered
doko1243,3,shifting
koro1324,1,not endangered
asun1235,2,threatened
nupe1254,1,not endangered
gbag1258,2,threatened
gbar1246,1,not endangered
etul1245,1,not endangered
kpan1246,2,threatened
etky1238,1,not endangered
tigo1236,1,not endangered
ndoo1241,2,threatened
keny1279,1,not endangered
befa1241,2,threatened
ambe1247,2,threatened
bekw1241,1,not endangered
mbon1252,3,shifting
nagu1244,6,extinct
biky1238,6,extinct
mbee1249,1,not endangered
esim1238,1,not endangered
mesa1245,1,not endangered
abar1238,3,shifting
fang1248,3,shifting
mbuu1238,3,shifting
epie1238,1,not endangered
uvbi1238,1,not endangered
okpe1250,1,not endangered
isok1239,1,not endangered
eruw1238,4,moribund
urho1239,1,not endangered
adam1253,1,not endangered
bagi1244,1,not endangered
jola1263,1,not endangered
mank1251,2,threatened
east2379,3,shifting
ande1247,6,extinct
gupa1247,3,shifting
djam1256,3,shifting
dhuw1249,3,shifting
guma1253,3,shifting
pany1241,4,moribund
yinh1234,5,nearly extinct
kurr1243,5,nearly extinct
yind1247,4,moribund
ngar1287,4,moribund
kari1304,6,extinct
gayi1238,6,extinct
bidy1243,6,extinct
yand1261,6,extinct
guny1241,6,extinct
marg1253,6,extinct
gugu1253,6,extinct
waru1264,6,extinct
yara1254,6,extinct
dadi1251,6,extinct
yith1234,6,extinct
woiw1237,6,extinct
wath1238,6,extinct
west2443,6,extinct
gund1249,5,nearly extinct
duun1241,6,extinct
baty1234,6,extinct
dhun1239,6,extinct
cond1242,6,extinct
midd1357,4,moribund
lowe1444,6,extinct
twee1234,6,extinct
awab1243,6,extinct
wori1245,6,extinct
hawk1239,6,extinct
sydn1236,6,extinct
dhur1239,6,extinct
thur1254,6,extinct
ngun1277,6,extinct
gund1248,6,extinct
ngar1297,6,extinct
jait1239,6,extinct
nhir1234,6,extinct
ngam1265,6,extinct
dier1241,4,moribund
atam1239,6,extinct
angu1242,6,extinct
yang1305,5,nearly extinct
wikm1246,4,moribund
wike1239,6,extinct
ngar1235,3,shifting
guri1247,3,shifting
djuw1238,5,nearly extinct
pint1251,3,shifting
pudi1238,5,nearly extinct
many1256,3,shifting
wang1288,4,moribund
kart1247,5,nearly extinct
mehi1240,3,shifting
waur1244,3,shifting
curr1243,2,threatened
bani1255,3,shifting
mash1270,2,threatened
yine1238,3,shifting
caqu1242,2,threatened
mach1267,3,shifting
nant1250,2,threatened
hier1240,6,extinct
cune1239,6,extinct
pisi1234,6,extinct
tran1282,6,extinct
lati1261,6,extinct
uppe1395,2,threatened
lowe1385,3,shifting
slov1269,2,threatened
czec1258,1,not endangered
pola1255,6,extinct
kash1274,2,threatened
chur1257,6,extinct
sout1528,1,not endangered
slav1254,3,shifting
slov1268,1,not endangered
ukra1253,2,threatened
rusy1239,2,threatened
kodi1252,5,nearly extinct
stan1325,1,not endangered
anci1242,6,extinct
zemi1238,3,shifting
shum1235,4,moribund
gran1245,3,shifting
gand1259,6,extinct
dhiv1236,1,not endangered
sout2671,2,threatened
nort2665,2,threatened
nort2666,2,threatened
sout2672,2,threatened
bact1239,6,extinct
pahl1241,6,extinct
munj1244,3,shifting
yidg1240,3,shifting
yazg1240,2,threatened
cent1973,1,not endangered
sout2649,1,not endangered
nort2646,1,not endangered
khot1251,6,extinct
tums1237,6,extinct
oldd1237,6,extinct
gutn1238,3,shifting
oldn1244,6,extinct
norw1258,1,not endangered
juti1236,3,shifting
scan1238,2,threatened
dani1285,1,not endangered
napo1242,2,threatened
tena1240,2,threatened
jung1240,3,shifting
herd1236,1,not endangered
nget1241,1,not endangered
lele1276,1,not endangered
nanc1253,1,not endangered
toba1280,1,not endangered
kaba1292,2,threatened
mabi1242,6,extinct
kaja1254,1,not endangered
zire1244,3,shifting
mubi1246,1,not endangered
masm1239,1,not endangered
ngiz1242,2,threatened
zumb1240,1,not endangered
mbur1239,1,not endangered
ciwo1236,2,threatened
beln1234,1,not endangered
ngas1240,1,not endangered
mwag1236,1,not endangered
tamb1267,2,threatened
fyer1241,1,not endangered
ronn1241,1,not endangered
shaa1247,3,shifting
kule1247,1,not endangered
jara1274,1,not endangered
tera1251,1,not endangered
gaan1243,2,threatened
hwan1240,1,not endangered
boga1251,1,not endangered
bata1314,2,threatened
baca1246,1,not endangered
cuvo1236,1,not endangered
mefe1242,1,not endangered
buwa1243,1,not endangered
gava1241,2,threatened
maza1304,1,not endangered
nucl1683,2,threatened
bana1305,2,threatened
mbar1260,3,shifting
musg1254,1,not endangered
sout3051,1,not endangered
nort3047,1,not endangered
mser1242,4,moribund
lagw1237,2,threatened
jina1244,2,threatened
maje1243,3,shifting
taga1278,3,shifting
tema1243,3,shifting
yaak1241,4,moribund
gede1246,1,not endangered
sida1246,1,not endangered
alag1248,3,shifting
argo1244,2,threatened
amha1245,1,not endangered
zayy1238,3,shifting
hara1271,1,not endangered
stan1318,1,not endangered
olda1245,6,extinct
jaba1234,2,threatened
faif1234,1,not endangered
mehr1241,1,not endangered
bath1244,4,moribund
hars1241,3,shifting
loma1260,1,not endangered
toma1245,1,not endangered
jena1242,1,not endangered
seek1238,1,not endangered
ngen1256,2,threatened
beng1286,1,not endangered
yaou1238,1,not endangered
guro1248,1,not endangered
dann1241,1,not endangered
shan1282,3,shifting
kyen1242,2,threatened
busa1253,1,not endangered
boko1266,1,not endangered
boko1267,1,not endangered
ongk1234,5,nearly extinct
sanz1248,3,shifting
taba1259,2,threatened
aghw1237,6,extinct
udii1243,3,shifting
mich1243,4,moribund
plai1258,4,moribund
otta1242,4,moribund
wamp1249,6,extinct
loup1243,6,extinct
loup1245,6,extinct
mahi1248,6,extinct
unam1242,6,extinct
muns1251,5,nearly extinct
caol1238,1,not endangered
tayy1238,2,threatened
tsun1242,1,not endangered
daiz1235,2,threatened
minz1236,1,not endangered
nong1247,1,not endangered
nung1283,1,not endangered
yang1286,1,not endangered
zuoj1238,1,not endangered
maon1241,3,shifting
chad1240,2,threatened
aich1238,2,threatened
makc1235,3,shifting
caom1238,1,not endangered
nort2735,2,threatened
qaua1234,4,moribund
gwii1239,3,shifting
gana1274,3,shifting
jude1258,1,not endangered
kowi1239,3,shifting
gese1240,2,threatened
bati1253,3,shifting
daii1240,2,threatened
nort2860,4,moribund
dawe1237,3,shifting
leti1246,3,shifting
luan1263,2,threatened
kisa1266,1,not endangered
roma1332,2,threatened
nila1244,6,extinct
seru1245,6,extinct
term1237,1,not endangered
deng1253,1,not endangered
tugu1245,2,threatened
tetu1246,1,not endangered
tetu1245,1,not endangered
wuvu1239,1,not endangered
seim1238,1,not endangered
tean1237,4,moribund
tane1237,5,nearly extinct
vano1237,5,nearly extinct
nang1262,4,moribund
ayiw1239,2,threatened
paam1238,1,not endangered
nama1268,1,not endangered
hano1246,1,not endangered
anei1239,3,shifting
namo1248,1,not endangered
west2519,1,not endangered
gilb1244,1,not endangered
naur1243,3,shifting
kosr1238,3,shifting
long1395,3,shifting
matb1237,2,threatened
yere1243,3,shifting
dusn1237,5,nearly extinct
meos1237,3,shifting
yoke1238,3,shifting
pauw1243,6,extinct
urua1244,3,shifting
seka1247,2,threatened
onin1245,3,shifting
saru1242,2,threatened
umaa1242,2,threatened
sedo1237,2,threatened
tomb1245,3,shifting
pamo1252,3,shifting
bala1314,3,shifting
pend1242,3,shifting
taji1246,3,shifting
damp1237,3,shifting
taje1237,5,nearly extinct
lauj1238,3,shifting
tomi1243,3,shifting
dond1249,3,shifting
cent2089,2,threatened
east2694,2,threatened
nort2885,1,not endangered
taga1270,1,not endangered
fili1244,1,not endangered
irig1242,1,not endangered
alba1269,1,not endangered
mtir1236,5,nearly extinct
mtir1235,2,threatened
isar1235,5,nearly extinct
cent2087,1,not endangered
sout2912,1,not endangered
ataa1240,5,nearly extinct
maga1264,1,not endangered
karo1299,1,not endangered
akla1240,1,not endangered
inon1237,1,not endangered
romb1245,1,not endangered
kara1489,1,not endangered
mans1262,2,threatened
taga1268,1,not endangered
taga1272,1,not endangered
cina1236,2,threatened
cent2090,3,shifting
east2482,2,threatened
west2559,1,not endangered
bata1289,2,threatened
maka1311,2,threatened
bent1237,2,threatened
coas1295,2,threatened
high1275,2,threatened
pann1239,2,threatened
dakk1238,3,shifting
enre1239,2,threatened
maiw1250,2,threatened
duri1242,2,threatened
mali1283,2,threatened
bugi1244,1,not endangered
camp1262,2,threatened
tama1335,2,threatened
emba1238,2,threatened
bada1261,1,not endangered
beso1237,3,shifting
napu1241,3,shifting
budo1241,4,moribund
pana1303,3,shifting
sang1337,1,not endangered
sang1336,3,shifting
tons1240,2,threatened
tond1251,4,moribund
tomb1243,3,shifting
nucl1557,1,not endangered
baub1235,2,threatened
biat1246,2,threatened
sara1329,3,shifting
rara1235,2,threatened
kaya1325,2,threatened
bara1370,2,threatened
baha1257,2,threatened
mend1267,2,threatened
cent2101,2,threatened
daro1239,1,not endangered
seka1248,1,not endangered
aohe1237,2,threatened
west2564,2,threatened
waha1238,3,shifting
main1275,2,threatened
papa1268,3,shifting
tata1257,2,threatened
oldc1255,6,extinct
east2563,2,threatened
west2650,2,threatened
jara1266,1,not endangered
biha1246,5,nearly extinct
rade1240,1,not endangered
mual1241,1,not endangered
kota1275,2,threatened
maka1305,1,not endangered
mala1482,4,moribund
sril1245,3,shifting
baba1267,5,nearly extinct
beta1252,2,threatened
pera1256,3,shifting
coco1260,2,threatened
kaur1269,1,not endangered
cent2053,1,not endangered
kubu1239,2,threatened
stan1306,1,not endangered
indo1316,1,not endangered
temu1239,3,shifting
teng1267,2,threatened
oran1258,4,moribund
bali1279,2,threatened
mala1479,1,not endangered
oran1259,3,shifting
jaku1244,2,threatened
jamb1236,1,not endangered
paku1239,4,moribund
maan1238,2,threatened
pang1291,1,not endangered
sale1244,2,threatened
hulu1246,6,extinct
loun1239,6,extinct
lisa1239,3,shifting
sepa1242,3,shifting
telu1263,4,moribund
paul1238,4,moribund
ilon1239,2,threatened
agta1234,1,not endangered
para1306,1,not endangered
itaw1240,1,not endangered
yoga1237,2,threatened
cent2084,3,shifting
fair1238,3,shifting
pamp1244,2,threatened
pudt1235,2,threatened
remb1250,3,shifting
kepo1237,3,shifting
komo1261,2,threatened
palu1252,3,shifting
dhao1237,3,shifting
sabu1255,1,not endangered
lewo1244,1,not endangered
lama1277,1,not endangered
ilea1237,1,not endangered
adon1237,1,not endangered
sout2896,2,threatened
levu1239,1,not endangered
nort2935,4,moribund
sout2954,4,moribund
okin1246,4,moribund
toku1246,4,moribund
larg1235,1,not endangered
geee1239,2,threatened
luop1235,1,not endangered
numa1251,3,shifting
buna1273,2,threatened
naog1238,2,threatened
sout2754,1,not endangered
name1237,1,not endangered
nort2747,2,threatened
nort2939,3,shifting
juqu1238,3,shifting
maza1292,2,threatened
coat1238,2,threatened
isth1238,2,threatened
blag1240,3,shifting
rett1240,2,threatened
tere1277,2,threatened
teiw1235,3,shifting
sarr1247,6,extinct
suma1269,4,moribund
mari1432,3,shifting
bisi1244,3,shifting
disa1239,2,threatened
kulf1238,3,shifting
furu1242,2,threatened
ngam1268,1,not endangered
horo1247,6,extinct
gula1268,1,not endangered
sarr1246,1,not endangered
jaya1242,3,shifting
fong1243,5,nearly extinct
chaz1235,3,shifting
sout3001,3,shifting
chig1239,3,shifting
nort2985,2,threatened
ocot1243,2,threatened
nort2986,2,threatened
sila1250,2,threatened
ixta1235,2,threatened
diux1235,2,threatened
tida1235,2,threatened
cuya1240,3,shifting
coat1241,3,shifting
apas1235,3,shifting
soya1236,3,shifting
mixt1425,3,shifting
yucu1254,2,threatened
tezo1238,3,shifting
caca1250,3,shifting
sanm1301,2,threatened
sanl1248,2,threatened
ayau1235,2,threatened
tata1258,2,threatened
elal1235,1,not endangered
lach1249,1,not endangered
coat1244,1,not endangered
elot1235,3,shifting
tena1241,1,not endangered
east2556,2,threatened
texc1235,1,not endangered
quer1236,2,threatened
mezq1235,1,not endangered
ixte1237,3,shifting
tila1239,3,shifting
ojit1237,2,threatened
soch1239,3,shifting
usil1237,3,shifting
tepe1279,3,shifting
pala1351,2,threatened
ozum1235,3,shifting
vall1253,3,shifting
leal1235,2,threatened
lala1270,2,threatened
tepi1241,2,threatened
coat1240,3,shifting
tlam1239,2,threatened
mich1245,2,threatened
zaca1241,1,not endangered
isth1242,1,not endangered
taba1265,5,nearly extinct
isth1241,2,threatened
isth1240,2,threatened
nucl1305,1,not endangered
oldk1250,6,extinct
utno1237,1,not endangered
east2340,1,not endangered
west2408,1,not endangered
gums1237,1,not endangered
arap1275,6,extinct
miri1270,6,extinct
poka1242,4,moribund
hill1258,3,shifting
tagi1241,2,threatened
naaa1245,3,shifting
hain1238,2,threatened
leiz1236,2,threatened
dung1253,2,threatened
gang1272,4,moribund
poum1235,1,not endangered
oina1234,4,moribund
vaip1239,2,threatened
gang1266,2,threatened
munc1235,1,not endangered
daai1236,1,not endangered
kaan1248,1,not endangered
hran1239,2,threatened
saka1283,1,not endangered
biet1238,2,threatened
fala1243,2,threatened
bual1235,1,not endangered
bawm1236,2,threatened
chas1234,1,not endangered
lash1243,2,threatened
danu1251,1,not endangered
oldb1235,6,extinct
nucl1310,1,not endangered
tavo1242,1,not endangered
nalu1239,2,threatened
sama1296,5,nearly extinct
lamu1257,3,shifting
tang1372,3,shifting
lolo1259,1,not endangered
nisi1238,1,not endangered
azha1235,1,not endangered
honi1244,1,not endangered
sila1247,3,shifting
cosa1234,3,shifting
sang1320,3,shifting
tsho1240,2,threatened
zbua1234,3,shifting
japh1234,3,shifting
shan1274,2,threatened
tang1334,6,extinct
horp1239,2,threatened
byan1241,3,shifting
thak1245,3,shifting
chan1310,3,shifting
mana1288,3,shifting
narp1239,3,shifting
east2345,3,shifting
bhot1235,2,threatened
stod1241,2,threatened
tibe1272,1,not endangered
chon1285,1,not endangered
baim1244,3,shifting
sder1236,2,threatened
kham1282,1,not endangered
brok1249,3,shifting
brok1248,3,shifting
lakh1240,3,shifting
east2354,2,threatened
west2420,1,not endangered
sure1238,3,shifting
wali1261,6,extinct
bant1281,3,shifting
yakk1236,3,shifting
nort2727,3,shifting
east2357,4,moribund
west2422,3,shifting
kulu1253,3,shifting
nach1240,2,threatened
pony1234,1,not endangered
khia1236,2,threatened
phom1236,2,threatened
kony1248,2,threatened
andr1246,6,extinct
seng1275,6,extinct
tepo1239,1,not endangered
plap1239,4,moribund
nort2810,1,not endangered
weso1238,1,not endangered
wewe1238,1,not endangered
mala1522,3,shifting
kank1244,6,extinct
lopn1238,5,nearly extinct
bash1264,2,threatened
tata1255,1,not endangered
urum1249,3,shifting
kumy1244,2,threatened
kara1465,2,threatened
alab1256,3,shifting
lano1248,3,shifting
sabu1253,6,extinct
mint1239,4,moribund
bate1262,3,shifting
kave1238,3,shifting
cent1992,2,threatened
sout2692,1,not endangered
krao1238,2,threatened
bhum1234,1,not endangered
doii1241,1,not endangered
para1301,1,not endangered
xiyu1235,2,threatened
awac1238,2,threatened
nucl1290,1,not endangered
west2396,2,threatened
east2330,6,extinct
hare1244,4,moribund
bear1241,3,shifting
tana1290,5,nearly extinct
uppe1437,5,nearly extinct
cane1242,3,shifting
para1315,3,shifting
veps1250,4,moribund
livv1243,3,shifting
ludi1246,5,nearly extinct
guar1292,3,shifting
xeta1241,6,extinct
ache1246,4,moribund
tupi1273,6,extinct
nhen1239,3,shifting
apia1248,6,extinct
anam1249,6,extinct
araw1273,3,shifting
aman1266,6,extinct
turi1247,6,extinct
temb1276,4,moribund
para1312,3,shifting
suru1261,3,shifting
toca1235,3,shifting
urub1250,3,shifting
avac1239,4,moribund
waya1270,3,shifting
baru1269,1,not endangered
dogh1241,2,threatened
gain1243,1,not endangered
kora1294,1,not endangered
mape1249,3,shifting
kate1253,1,not endangered
moma1243,3,shifting
miga1241,1,not endangered
boro1279,1,not endangered
buru1306,1,not endangered
tobo1251,1,not endangered
kumu1247,1,not endangered
kina1251,3,shifting
komb1273,1,not endangered
sele1250,1,not endangered
abag1245,5,nearly extinct
aghu1255,2,threatened
cent2118,2,threatened
mand1444,2,threatened
mand1445,2,threatened
wamb1259,2,threatened
ketu1238,3,shifting
kwer1265,4,moribund
buru1307,4,moribund
mian1256,3,shifting
suga1249,3,shifting
bimi1240,2,threatened
yong1280,3,shifting
sout2940,3,shifting
nort2916,3,shifting
erav1244,1,not endangered
east2516,2,threatened
utuu1240,1,not endangered
silo1240,3,shifting
yara1250,3,shifting
para1307,2,threatened
ukur1240,3,shifting
usan1239,2,threatened
bila1257,3,shifting
yabe1255,2,threatened
wana1269,2,threatened
mauw1238,2,threatened
bepo1240,4,moribund
moer1240,4,moribund
musa1266,3,shifting
magi1243,4,moribund
payn1244,4,moribund
more1258,3,shifting
anam1248,1,not endangered
cakc1235,3,shifting
kaqc1270,2,threatened
okol1243,1,not endangered
dong1294,2,threatened
ngba1285,1,not endangered
gbay1286,1,not endangered
shem1239,1,not endangered
syen1235,1,not endangered
bolg1251,1,not endangered
koke1240,3,shifting
bong1282,3,shifting
niel1243,3,shifting
noyy1238,4,moribund
turk1306,1,not endangered
cerm1238,1,not endangered
lobi1245,1,not endangered
dyan1251,1,not endangered
khee1238,3,shifting
dogo1294,1,not endangered
kaan1246,1,not endangered
waja1259,1,not endangered
voro1240,1,not endangered
bena1260,1,not endangered
rang1269,1,not endangered
pang1286,1,not endangered
nucl1240,1,not endangered
peer1241,1,not endangered
long1387,2,threatened
nimb1256,6,extinct
doya1240,1,not endangered
zand1248,1,not endangered
geme1244,3,shifting
nzak1247,1,not endangered
pamb1243,6,extinct
ngal1296,6,extinct
bara1361,2,threatened
made1252,1,not endangered
golo1234,3,shifting
gbay1278,3,shifting
ndai1238,5,nearly extinct
dama1267,5,nearly extinct
mamb1294,2,threatened
tupu1244,1,not endangered
kara1478,2,threatened
nzak1246,1,not endangered
thaa1239,3,shifting
mooo1239,1,not endangered
leel1242,1,not endangered
kyak1243,1,not endangered
bura1271,1,not endangered
looo1238,2,threatened
makn1235,3,shifting
magh1238,3,shifting
abur1243,1,not endangered
beti1248,3,shifting
kago1247,2,threatened
kama1358,1,not endangered
yesk1239,1,not endangered
cori1240,1,not endangered
sham1277,1,not endangered
hyam1245,1,not endangered
beez1238,3,shifting
baaz1234,1,not endangered
kutu1262,2,threatened
idon1238,3,shifting
mada1282,1,not endangered
ninz1246,1,not endangered
yaaa1242,1,not endangered
peee1238,2,threatened
taro1263,1,not endangered
cara1270,3,shifting
bero1242,1,not endangered
moko1243,1,not endangered
izii1239,1,not endangered
mgbo1238,1,not endangered
ezaa1238,1,not endangered
ikwo1238,1,not endangered
pong1250,2,threatened
fung1245,2,threatened
bauc1238,2,threatened
gurm1246,3,shifting
hung1276,3,shifting
dama1268,6,extinct
clel1238,1,not endangered
huns1239,1,not endangered
basa1282,1,not endangered
lopa1238,1,not endangered
cuba1236,2,threatened
teee1242,1,not endangered
khan1278,1,not endangered
ilue1241,3,shifting
okob1241,2,threatened
efai1241,1,not endangered
obul1238,3,shifting
ochi1235,6,extinct
olul1245,2,threatened
kupa1238,1,not endangered
kaka1264,1,not endangered
yala1263,1,not endangered
alag1242,2,threatened
wann1241,1,not endangered
suga1248,2,threatened
samb1311,1,not endangered
gaaa1245,3,shifting
dong1293,3,shifting
deny1238,2,threatened
kend1252,3,shifting
ndem1249,1,not endangered
boky1238,2,threatened
putu1241,1,not endangered
buma1244,1,not endangered
kulu1255,2,threatened
lame1257,1,not endangered
ndoe1238,2,threatened
bita1251,1,not endangered
batu1255,1,not endangered
ambo1249,2,threatened
abon1238,2,threatened
bube1242,4,moribund
yeyi1239,4,moribund
seki1238,2,threatened
kosh1246,3,shifting
bukw1238,2,threatened
buuu1246,3,shifting
mund1328,3,shifting
dege1246,1,not endangered
enge1239,1,not endangered
ghot1243,1,not endangered
esan1238,1,not endangered
bini1246,1,not endangered
uham1238,1,not endangered
iyay1238,1,not endangered
osos1238,1,not endangered
okpa1238,2,threatened
olom1241,2,threatened
bayo1255,2,threatened
jola1262,2,threatened
gusi1246,2,threatened
band1340,3,shifting
pape1239,2,threatened
mand1419,1,not endangered
ayer1246,6,extinct
nucl1333,1,not endangered
dhuw1250,1,not endangered
boon1243,6,extinct
daun1234,6,extinct
wotj1234,6,extinct
madh1244,6,extinct
wadi1260,6,extinct
ladj1234,6,extinct
nari1241,6,extinct
gida1240,6,extinct
minj1242,6,extinct
birr1241,6,extinct
yarl1238,6,extinct
dira1238,6,extinct
angg1238,6,extinct
yadh1237,6,extinct
paka1251,6,extinct
kuku1280,6,extinct
kuku1282,6,extinct
kuku1283,6,extinct
kuku1281,6,extinct
bili1250,5,nearly extinct
yank1247,5,nearly extinct
ngaa1240,3,shifting
pitj1243,2,threatened
asha1243,2,threatened
mily1238,6,extinct
cari1274,6,extinct
side1240,6,extinct
lyci1241,6,extinct
oldi1245,6,extinct
gala1252,6,extinct
nori1240,6,extinct
west3000,6,extinct
sile1253,2,threatened
poli1260,3,shifting
bulg1262,1,not endangered
mace1250,1,not endangered
chak1265,2,threatened
pann1240,1,not endangered
medi1251,6,extinct
khah1234,1,not endangered
kash1277,1,not endangered
jaun1243,2,threatened
mand1409,1,not endangered
pais1238,6,extinct
maha1305,6,extinct
sinh1246,1,not endangered
vedd1240,6,extinct
part1239,6,extinct
semn1249,2,threatened
oldo1234,6,extinct
osse1243,2,threatened
khwa1238,6,extinct
lari1253,2,threatened
bash1263,3,shifting
sout2645,3,shifting
kumz1235,2,threatened
shug1248,2,threatened
oldw1238,6,extinct
sari1246,2,threatened
oldh1241,6,extinct
midd1321,6,extinct
fran1264,6,extinct
olds1250,6,extinct
dale1238,3,shifting
oldn1246,6,extinct
faro1244,2,threatened
icel1247,1,not endangered
nort2973,2,threatened
sout2990,1,not endangered
kimr1241,1,not endangered
gabr1253,1,not endangered
saru1245,3,shifting
somr1248,1,not endangered
ndam1251,3,shifting
tuma1260,1,not endangered
mire1238,1,not endangered
soko1263,3,shifting
tamk1242,3,shifting
saba1276,3,shifting
boor1242,4,moribund
milt1241,3,shifting
dang1274,2,threatened
bidi1241,1,not endangered
miga1249,1,not endangered
birg1239,1,not endangered
mogu1251,1,not endangered
tora1267,3,shifting
bade1248,1,not endangered
siri1278,3,shifting
paaa1242,3,shifting
ajaw1236,6,extinct
miya1266,1,not endangered
dass1243,3,shifting
geji1246,3,shifting
jimi1255,4,moribund
guru1271,2,threatened
bogh1241,1,not endangered
cakf1236,1,not endangered
mish1244,2,threatened
goem1240,2,threatened
mont1280,2,threatened
yiwo1237,1,not endangered
dera1248,2,threatened
kare1348,1,not endangered
duhw1236,2,threatened
mund1334,2,threatened
nzan1240,1,not endangered
holm1250,6,extinct
zizi1238,3,shifting
jimi1254,3,shifting
tsuv1243,4,moribund
shar1249,2,threatened
kamw1239,1,not endangered
kiry1234,1,not endangered
marg1265,1,not endangered
bura1292,2,threatened
ciba1236,1,not endangered
nggw1242,3,shifting
puta1243,4,moribund
mata1306,1,not endangered
park1239,1,not endangered
dghw1239,2,threatened
gvok1239,1,not endangered
glav1244,2,threatened
molo1266,1,not endangered
zulg1242,1,not endangered
mofu1248,1,not endangered
nort3046,1,not endangered
afad1236,2,threatened
masl1241,3,shifting
mpad1242,2,threatened
malg1250,2,threatened
ngal1301,6,extinct
beni1249,4,moribund
tsam1247,3,shifting
gaww1239,1,not endangered
kamb1316,1,not endangered
alab1254,1,not endangered
libi1250,1,not endangered
hadi1240,1,not endangered
goro1270,2,threatened
iraq1241,1,not endangered
silt1240,1,not endangered
wola1253,1,not endangered
seba1251,1,not endangered
mesq1240,1,not endangered
kist1241,1,not endangered
gafa1240,6,extinct
cypr1248,3,shifting
nort3139,2,threatened
meso1252,1,not endangered
east2690,1,not endangered
jude1265,1,not endangered
liby1240,1,not endangered
hass1238,1,not endangered
alge1239,1,not endangered
jude1264,2,threatened
alge1240,1,not endangered
taiz1242,1,not endangered
hadr1236,1,not endangered
hija1235,1,not endangered
impe1235,6,extinct
ugar1238,6,extinct
sama1313,6,extinct
hebr1245,1,not endangered
anci1244,6,extinct
kono1268,1,not endangered
vaii1241,1,not endangered
ligb1244,3,shifting
tonj1246,6,extinct
jalk1242,3,shifting
jeri1242,4,moribund
loko1255,1,not endangered
mend1266,1,not endangered
zial1235,2,threatened
band1352,1,not endangered
tiey1235,1,not endangered
tiem1235,1,not endangered
duun1242,1,not endangered
bank1258,3,shifting
klad1234,1,not endangered
nucl1770,1,not endangered
gooa1234,1,not endangered
tour1242,1,not endangered
lezg1247,2,threatened
seve1240,2,threatened
algo1255,2,threatened
mohe1244,6,extinct
wamp1250,6,extinct
west2630,5,nearly extinct
east2544,6,extinct
male1292,3,shifting
mikm1235,3,shifting
tays1238,2,threatened
yong1275,1,not endangered
yong1276,1,not endangered
guib1245,1,not endangered
youj1238,1,not endangered
bouy1240,2,threatened
gela1264,6,extinct
whit1267,4,moribund
gree1278,4,moribund
irar1238,2,threatened
kuri1260,3,shifting
empl1237,3,shifting
tela1241,2,threatened
imro1237,3,shifting
west2535,3,shifting
cent2072,4,moribund
sout2883,4,moribund
seri1255,3,shifting
east2462,4,moribund
bilb1242,1,not endangered
ring1244,2,threatened
amar1273,2,threatened
aput1237,3,shifting
pera1257,4,moribund
kani1282,6,extinct
kani1283,6,extinct
pakt1239,1,not endangered
penc1239,1,not endangered
lenk1247,3,shifting
naun1237,4,moribund
asum1237,4,moribund
tani1255,4,moribund
amba1266,1,not endangered
nalo1235,1,not endangered
natu1246,1,not endangered
saaa1241,1,not endangered
apma1240,1,not endangered
nort2839,3,shifting
sout2859,1,not endangered
lonw1238,3,shifting
