subcategory,rank,year,name,restaurant,city
Outstanding Service,Winner,2013,Del Posto,"New York, New York",NA
Best Chefs,Semifinalist,2013,Billy Allin,Cakes & Ale,"Decatur, Georgia"
Best Chefs,Semifinalist,2013,Bjorn Somlo,Nudel,"Lenox, Massachusetts"
Outstanding Service,Semifinalist,2013,Eastern Standard Kitchen & Drinks,"Boston, Massachusetts",NA
Best Chefs,Semifinalist,2013,Bob Gerken,Travail Kitchen and Amusements,"Robbinsdale, Minnesota"
Outstanding Restaurant,Semifinalist,2013,Vincent on Camelback,"Phoenix, Arizona",NA
Best Chefs,Semifinalist,2013,Bowman Brown,Forage,"Salt Lake City, Utah"
Best Chefs,Semifinalist,2013,Brandon McGlamery,Luma on Park,"Winter Park, Florida"
Best Chefs,Semifinalist,2013,Regina Mehallick,R Bistro,"Indianapolis, Indiana"
Best Chefs,Semifinalist,2013,Brett Knipmeyer,Kinley's Restaurant & Bar,"Anchorage, Alaska"
Best Chefs,Semifinalist,2013,Brian Hill,Francine Bistro,"Camden, Maine"
Outstanding Pastry Chef,Winner,2013,Brooks Headley,Del Posto,"New York, New York"
Outstanding Restaurant,Semifinalist,2013,Vidalia,"Washington, District of Columbia",NA
Best Chefs,Semifinalist,2013,Bun Lai,Miya's Sushi,"New Haven, Connecticut"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Burt Williams,Williams Selyem Winery,"Healdsburg, California"
Best Chefs,Semifinalist,2013,Carl Schroeder,Market Restaurant + Bar,"Del Mar, California"
Best Chefs,Semifinalist,2013,Carl Thorne-Thomsen,Story,"Prairie Village, Kansas"
Best Chefs,Semifinalist,2013,Carlo Mirarchi,Roberta's,"New York, New York"
Outstanding Service,Semifinalist,2013,Victoria & Albert's at Disney's Grand Floridian Resort & Spa,"Lake Buena Vista, Florida",NA
Best Chefs,Semifinalist,2013,CÃ©sar Ramirez,Chef's Table at Brooklyn Fare,"New York, New York"
Best Chefs,Semifinalist,2013,Martin Rios,Restaurant Martin,"Santa Fe, New Mexico"
Outstanding Service,Nominee,2013,Vetri,"Philadelphia, Pennsylvania",NA
Outstanding Pastry Chef,Semifinalist,2013,Cheryl Maffei,Hungry Ghost Bread,"Northampton, Massachusetts"
Best New Restaurant,Semifinalist,2013,Vernick Food & Drink,"Philadelphia, Pennsylvania",NA
Best New Restaurant,Semifinalist,2013,Underbelly,"Houston, Texas",NA
Best Chefs,Semifinalist,2013,Chris Ainsworth,Saffron Mediterranean Kitchen,"Walla Walla, Washington"
Rising Star Chef of the Year,Semifinalist,2013,Chris Weber,The Herbfarm,"Woodinville, Washington"
Rising Star Chef of the Year,Semifinalist,2013,Christopher Kearse,Will BYOB,"Philadelphia, Pennsylvania"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Chuck Furuya,DK Restaurants,"Maui, Hawaii"
Outstanding Restaurant Design (76 Seats and Over),Nominee,2013,MC2 Architects,Triniti,"Houston, Texas"
Outstanding Restaurant Design (76 Seats and Over),Nominee,2013,MC2 Architects,Triniti,"Houston, Texas"
Outstanding Wine Program,Semifinalist,2013,Troquet,"Boston, Massachusetts",NA
Best Chefs,Semifinalist,2013,Damian Heath,Lot 12 Public House,"Berkeley Springs, West Virginia"
Rising Star Chef of the Year,Semifinalist,2013,Daniel Bonanno,A Pig in a Fur Coat,"Madison, Wisconsin"
Best Chefs,Semifinalist,2013,David Baruthio,Baru 66,"Des Moines, Iowa"
Best Chefs,Semifinalist,2013,David Swanson,Braise,"Milwaukee, Wisconsin"
Best Chefs,Semifinalist,2013,Martin Heuser,Affare,"Kansas City, Missouri"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Don Feinberg,Vanberg & DeWulf,"Cooperstown, New York"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Duncan Meyers,Arnot-Roberts,"Healdsburg, California"
Best Chefs,Semifinalist,2013,Shinji Kurita,ShinBay,"Scottsdale, Arizona"
Outstanding Restaurateur,Semifinalist,2013,Eddie Hernandez,Taqueria del Sol,"Atlanta, Georgia"
Best Chefs,Semifinalist,2013,Elliott Moss,The Admiral,"Asheville, North Carolina"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Eric Seed,Haus Alpenz,"Edina, Minnesota"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Eric Solomon,Eric Solomon Selections European Cellars,"Charlotte, North Carolina"
Best Chefs,Semifinalist,2013,Gabrielle Quiñónez Denton,Ox,"Portland, Oregon"
Best Chefs,Semifinalist,2013,Gary Kucy,Rupert's,"McCall, Idaho"
Outstanding Restaurateur,Semifinalist,2013,George Formaro,Centro et al.,"Des Moines, Iowa"
Rising Star Chef of the Year,Semifinalist,2013,Giorgio Rapicavoli,Eating House,"Coral Gables, Florida"
Outstanding Service,Nominee,2013,Topolobampo,"Chicago, Illinois",NA
Best Chefs,Semifinalist,2013,Greg Denton,Ox,"Portland, Oregon"
Rising Star Chef of the Year,Semifinalist,2013,Hari Cameron,A(muse),"Rehoboth Beach, Delaware"
Best New Restaurant,Semifinalist,2013,Thirty Acres,"Jersey City, New Jersey",NA
Outstanding Pastry Chef,Nominee,2013,Hedy Goldsmith,Michael's Genuine Food & Drink,"Miami, Florida"
Best New Restaurant,Semifinalist,2013,The Whale Wins,"Seattle, Washington",NA
Best Chefs,Semifinalist,2013,James Dumas,High West Distillery & Saloon,"Park City, Utah"
Best Chefs,Semifinalist,2013,James Honaker,Bistro Enzo,"Billings, Montana"
Outstanding Bar Program,Semifinalist,2013,The Varnish,"Los Angeles, California",NA
Best Chefs,Semifinalist,2013,James Lewis,Bettola,"Birmingham, Alabama"
Best Chefs,Semifinalist,2013,James Winberg,Travail Kitchen and Amusements,"Robbinsdale, Minnesota"
Outstanding Service,Nominee,2013,The Restaurant at Meadowood,"St. Helena, California",NA
Rising Star Chef of the Year,Semifinalist,2013,Janina O'Leary,TRACE,"Austin, Texas"
Outstanding Bar Program,Semifinalist,2013,The Porter Beer Bar,"Atlanta, Georgia",NA
Outstanding Chef,Nominee,2013,Suzanne Jennifer Goin,Lucques,"West Hollywood, California"
Best New Restaurant,Nominee,2013,The Ordinary,"Charleston, South Carolina",NA
Best Chefs,Semifinalist,2013,Margot McCormack,Margot Caf?& Bar,"Nashville, Tennessee"
Outstanding Service,Semifinalist,2013,The Oakroom at the Seelbach Hilton,"Louisville, Kentucky",NA
Best Chefs,Semifinalist,2013,Jeff Drew,Snake River Grill,"Jackson Hole, Wyoming"
Outstanding Service,Semifinalist,2013,Michael Mina,"San Francisco, California",NA
Best Chefs,Semifinalist,2013,Jennifer James,Jennifer James 101,"Albuquerque, New Mexico"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Manfred Krankl,Sine Qua Non,"Ventura, California"
Outstanding Bar Program,Semifinalist,2013,The Hawthorne,"Boston, Massachusetts",NA
Best Chefs,Semifinalist,2013,John Gadau,Sardine,"Madison, Wisconsin"
Best Chefs,Semifinalist,2013,John Gorham,Toro Bravo,"Portland, Oregon"
Outstanding Wine Program,Semifinalist,2013,The Grill Room at Windsor Court Hotel,"New Orleans, Louisiana",NA
Outstanding Service,Semifinalist,2013,The French Room at the Adolphus,"Dallas, Texas",NA
Best Chefs,Semifinalist,2013,Jon Seymour,V. Mertz,"Omaha, Nebraska"
Outstanding Pastry Chef,Semifinalist,2013,Jonathan Stevens,Hungry Ghost Bread,"Northampton, Massachusetts"
Best Chefs,Semifinalist,2013,Jose Enrique,Jose Enrique,"San Juan, Puerto Rico"
Best Chefs,Semifinalist,2013,Josef Centeno,Baco Mercat,"Los Angeles, California"
America's Classics,Winner,2013,Keens Steakhouse,"New York, New York",NA
Best Chefs,Semifinalist,2013,Joshua Keeler,Two Boroughs Larder,"Charleston, South Carolina"
Best Chefs,Semifinalist,2013,Nicolaus Balla,Bar Tartine,"San Francisco, California"
Outstanding Restaurateur,Semifinalist,2013,Nick Pihakis,Jim 'N Nick's Bar-B-Q,"Birmingham, Alabama"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Nick Floyd,Three Floyds Brewing,"Munster, Indiana"
Outstanding Restaurateur,Semifinalist,2013,Nick Badovinus,Flavor Hook et al.,"Dallas, Texas"
Outstanding Restaurant,Semifinalist,2013,Naha,"Chicago, Illinois",NA
Best Chefs,Semifinalist,2013,Nathaniel Wade,Misery Loves Co.,"Winooski, Vermont"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Nathan Roberts,Arnot-Roberts,"Healdsburg, California"
Best Chefs,Semifinalist,2013,Nathan Lockwood,Altura,"Seattle, Washington"
Outstanding Restaurant Design (75 Seats and Under),Nominee,2013,Capella Garcia Arquitectura,minibar by Jose Andres,"Washington, District of Columbia"
Outstanding Restaurateur,Semifinalist,2013,Mike Klank,Taqueria del Sol,"Atlanta, Georgia"
Outstanding Restaurateur,Semifinalist,2013,Kim Bartmann,Barbette et al.,"Minneapolis, Minnesota"
Outstanding Restaurant,Nominee,2013,Highlands Bar and Grill,"Birmingham, Alabama",NA
Outstanding Wine Program,Semifinalist,2013,4 Olives Wine Bar,"Manhattan, Kansas",NA
Outstanding Wine Program,Nominee,2013,A16,"San Francisco, California",NA
Outstanding Wine Program,Semifinalist,2013,Addison at the Grand Del Mar,"San Diego, California",NA
Outstanding Restaurateur,Semifinalist,2013,Levi Goode,Goode Company Restaurants,"Houston, Texas"
Best Chefs,Semifinalist,2013,Maiya Keck,Maiya's,"Marfa, Texas"
Outstanding Wine Program,Semifinalist,2013,Angus Barn,"Raleigh, North Carolina",NA
Best Chefs,Nominee,2013,Jason Franey,Canlis,"Seattle, Washington"
Outstanding Bar Program,Semifinalist,2013,Anvil Bar & Refuge,"Houston, Texas",NA
Best Chefs,Semifinalist,2013,Myles C Anton,Trattoria Stella,"Traverse City, Michigan"
Best Chefs,Semifinalist,2013,Lenny Russo,Heartland Restaurant & Farm Direct Market,"St. Paul, Minnesota"
Outstanding Restaurant,Nominee,2013,August,"New Orleans, Louisiana",NA
Best Chefs,Semifinalist,2013,Mark Estee,Campo,"Reno, Nevada"
Outstanding Service,Semifinalist,2013,Bacchanalia,"Atlanta, Georgia",NA
Best New Restaurant,Semifinalist,2013,Balena,"Chicago, Illinois",NA
Outstanding Bar Program,Nominee,2013,Bar Agricole,"San Francisco, California",NA
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Mike Floyd,Three Floyds Brewing,"Munster, Indiana"
Best Chefs,Semifinalist,2013,Mike Brown,Travail Kitchen and Amusements,"Robbinsdale, Minnesota"
Outstanding Wine Program,Semifinalist,2013,Nopa,"San Francisco, California",NA
Best Chefs,Nominee,2013,Michelle Gayer,Salty Tart,"Minneapolis, Minnesota"
Outstanding Restaurant Design (75 Seats and Under),Nominee,2013,Capella Garcia Arquitectura,minibar by Jose Andres,"Washington, District of Columbia"
Rising Star Chef of the Year,Semifinalist,2013,Michael Toscano,Perla,"New York, New York"
Outstanding Chef,Semifinalist,2013,Michael Symon,Lola,"Cleveland, Ohio"
Best Chefs,Semifinalist,2013,Michael Stoltzfus,Coquette,"New Orleans, Louisiana"
Best Chefs,Semifinalist,2013,Michael Sohocki,Restaurant Gwendolyn,"San Antonio, Texas"
Best Chefs,Semifinalist,2013,Konstantinos Pitsillides,Kanella,"Philadelphia, Pennsylvania"
Best Chefs,Semifinalist,2013,Michael Cimarusti,Providence,"Los Angeles, California"
Best Chefs,Semifinalist,2013,Justin Wills,Restaurant Beck,"Depoe Bay, Oregon"
Best Chefs,Nominee,2013,Spike Gjerde,Woodberry Kitchen,"Baltimore, Maryland"
Rising Star Chef of the Year,Semifinalist,2013,Kris Yenbamroong,Night + Market,"West Hollywood, California"
Best Chefs,Semifinalist,2013,Tim McKee,La Belle Vie,"Minneapolis, Minnesota"
Best Chefs,Semifinalist,2013,Seif Chirchi,Joule,"Seattle, Washington"
Best Chefs,Semifinalist,2013,Rachel Yang,Joule,"Seattle, Washington"
Best New Restaurant,Nominee,2013,Grace,"Chicago, Illinois",NA
Rising Star Chef of the Year,Semifinalist,2013,Justin Woodward,Castagna,"Portland, Oregon"
Outstanding Restaurant,Semifinalist,2013,Oleana,"Cambridge, Massachusetts",NA
Best New Restaurant,Semifinalist,2013,Hog & Hominy,"Memphis, Tennessee",NA
Best Chefs,Nominee,2013,Alon Shaya,Domenica,"New Orleans, Louisiana"
Outstanding Bar Program,Semifinalist,2013,High West Distillery & Saloon,"Park City, Utah",NA
Outstanding Wine Program,Semifinalist,2013,Five & Ten,"Athens, Georgia",NA
Outstanding Restaurant,Semifinalist,2013,Lantern,"Chapel Hill, North Carolina",NA
Best Chefs,Semifinalist,2013,Dan Kluger,ABC Kitchen,"New York, New York"
Outstanding Restaurant,Semifinalist,2013,Fore Street,"Portland, Maine",NA
Outstanding Restaurant,Semifinalist,2013,Foreign Cinema,"San Francisco, California",NA
Outstanding Bar Program,Nominee,2013,Holeman & Finch Public House,"Atlanta, Georgia",NA
Best Chefs,Semifinalist,2013,Zack Bruell,Cowell & Hubbard,"Cleveland, Ohio"
Best Chefs,Winner,2013,Wylie Dufresne,wd-50,"New York, New York"
Outstanding Pastry Chef,Semifinalist,2013,William Werner,Craftsman and Wolves,"San Francisco, California"
Outstanding Restaurant,Semifinalist,2013,Jaleo,"Washington, District of Columbia",NA
Best Chefs,Semifinalist,2013,Viet Pham,Forage,"Salt Lake City, Utah"
Best Chefs,Semifinalist,2013,Michael Hudman,Andrew Michael Italian Kitchen,"Memphis, Tennessee"
Best Chefs,Semifinalist,2013,Tyler Brown,Capitol Grille at the Hermitage Hotel,"Nashville, Tennessee"
Best Chefs,Semifinalist,2013,Trevett Hooper,Legume,"Pittsburgh, Pennsylvania"
Outstanding Chef,Semifinalist,2013,Donald Link,Herbsaint,"New Orleans, Louisiana"
Best New Restaurant,Semifinalist,2013,Ox,"Portland, Oregon",NA
Best Chefs,Semifinalist,2013,Andrew Ticer,Andrew Michael Italian Kitchen,"Memphis, Tennessee"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Tom Peters,Monk's Cafe,"Philadelphia, Pennsylvania"
Best Chefs,Semifinalist,2013,Alex Stupak,Empellon Cocina,"New York, New York"
Outstanding Chef,Winner,2013,Paul Kahan,Blackbird,"Chicago, Illinois"
Best Chefs,Semifinalist,2013,Anita Lo,Annisa,"New York, New York"
Best New Restaurant,Semifinalist,2013,Oxheart,"Houston, Texas",NA
Best Chefs,Nominee,2013,Cathal Armstrong,Restaurant Eve,"Alexandria, Virginia"
Best New Restaurant,Semifinalist,2013,Pabu at Four Seasons Hotel,"Baltimore, Maryland",NA
Best Chefs,Semifinalist,2013,Scott M Crawford,Herons at the Umstead Hotel and Spa,"Cary, North Carolina"
Outstanding Pastry Chef,Semifinalist,2013,Tiffany MacIsaac,Birch & Barley,"Washington, District of Columbia"
Best Chefs,Nominee,2013,Paul Virant,Vie,"Western Springs, Illinois"
Outstanding Restaurant,Semifinalist,2013,Patina,"Los Angeles, California",NA
Best Chefs,Nominee,2013,Jonathon Sawyer,Greenhouse Tavern,"Cleveland, Ohio"
Best Chefs,Semifinalist,2013,Peter Arpke,Beach Bistro,"Holmes Beach, Florida"
Best Chefs,Semifinalist,2013,Tim Loomis,Liquids and Solids at the Handlebar,"Lake Placid, New York"
Best Chefs,Semifinalist,2013,Christopher Nugent,Goosefoot,"Chicago, Illinois"
Best Chefs,Nominee,2013,Steven F. Satterfield,Miller Union,"Atlanta, Georgia"
Outstanding Restaurateur,Semifinalist,2013,Ashok Bajaj,Knightsbridge Restaurant Group,"Washington, District of Columbia"
Outstanding Restaurateur,Semifinalist,2013,Terri Stark,Stark Reality Restaurants,"Santa Rosa/Healdsburg, California"
Best Chefs,Semifinalist,2013,Teiichi Sakurai,Tei-An,"Dallas, Texas"
Best Chefs,Winner,2013,Jennifer Jasinski,Rioja,"Denver, Colorado"
Best Chefs,Semifinalist,2013,Michael Leviton,LumiÃ©â€“Å¾e,"Newton, Massachusetts"
Best Chefs,Semifinalist,2013,Eric Warnstedt,Hen of the Wood,"Waterbury, Vermont"
Best Chefs,Semifinalist,2013,David LeFevre,M.B. Post,"Manhattan Beach, California"
Best Chefs,Semifinalist,2013,Julie Petrakis,The Ravenous Pig,"Winter Park, Florida"
Best Chefs,Semifinalist,2013,Andrew Kirschner,Tar & Roses,"Santa Monica, California"
Best New Restaurant,Semifinalist,2013,Forequarter,"Madison, Wisconsin",NA
Best Chefs,Semifinalist,2013,Giuseppe Tentori,Boka,"Chicago, Illinois"
Best Chefs,Semifinalist,2013,Jeremiah Bacon,The Macintosh,"Charleston, South Carolina"
Rising Star Chef of the Year,Semifinalist,2013,Will Gilson,Puritan and Company,"Cambridge, Massachusetts"
Best Chefs,Semifinalist,2013,Jean-Robert De Cavel,Jean-Robert's Table,"Cincinnati, Ohio"
Humanitarian of the Year,Winner,2013,Emeril Lagasse,NA,NA
Outstanding Pastry Chef,Semifinalist,2013,William Leaman,Bakery Nouveau,"Seattle, Washington"
Best New Restaurant,Semifinalist,2013,Lockeland Table,"Nashville, Tennessee",NA
Outstanding Chef,Nominee,2013,Sean Brock,McCrady's,"Charleston, South Carolina"
Best Chefs,Nominee,2013,Gerard Craft,Niche,"Clayton, Missouri"
Best Chefs,Nominee,2013,April Bloomfield,The Spotted Pig,"New York, New York"
Best Chefs,Semifinalist,2013,Cindy Wolf,Charleston,"Baltimore, Maryland"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2013,Sam Calagione,Dogfish Head Craft Brewery,"Milton, Delaware"
Best Chefs,Nominee,2013,Justin Devillier,La Petite Grocery,"New Orleans, Louisiana"
Best Chefs,Semifinalist,2013,Greg S Baker,The Refinery,"Tampa, Florida"
Outstanding Chef,Semifinalist,2013,Maria Hines,Tilth,"Seattle, Washington"
Outstanding Pastry Chef,Semifinalist,2013,Tandra Watkins,Ashley's at the Capital Hotel,"Little Rock, Arkansas"
Best Chefs,Semifinalist,2013,Taite Pearson,della Mano,"Ketchum, Idaho"
Outstanding Bar Program,Nominee,2013,Pegu Club,"New York, New York",NA
Outstanding Chef,Winner,2013,David Chang,Momofuku Noodle Bar,"New York, New York"
Outstanding Restaurateur,Semifinalist,2013,John Howie,John Howie Restaurant Group,"Bellevue, Washington"
Best Chefs,Semifinalist,2013,Sylva Senat,Tashan,"Philadelphia, Pennsylvania"
Best Chefs,Semifinalist,2013,Scott Howell,Nana's,"Durham, North Carolina"
Outstanding Service,Semifinalist,2013,Persimmon,"Bristol, Rhode Island",NA
Best Chefs,Semifinalist,2013,Bill Taibe,Le Farm,"Westport, Connecticut"
Outstanding Chef,Semifinalist,2013,David Kinch,Manresa,"Los Gatos, California"
Who's Who of Food & Beverage in America,Winner,2013,Dorothy Kalins,"New York, New York",NA
Outstanding Wine Program,Nominee,2013,Picasso at Bellagio,"Las Vegas, Nevada",NA
Best Chefs,Semifinalist,2013,Michael Chiarello,Bottega,"Yountville, California"
Best Chefs,Semifinalist,2013,Sean Wilson,Proof,"Des Moines, Iowa"
Best New Restaurant,Semifinalist,2013,BierBeisl,"Beverly Hills, California",NA
Best Chefs,Winner,2013,Stephanie Izard,Girl & the Goat,"Chicago, Illinois"
Best Chefs,Semifinalist,2013,James Campbell Caruso,La Boca,"Santa Fe, New Mexico"
Best Chefs,Semifinalist,2013,Sean Rembold,Diner,"New York, New York"
Outstanding Wine Program,Semifinalist,2013,Press,"St. Helena, California",NA
Best Chefs,Semifinalist,2013,Clay Conley,Buccan,"Palm Beach, Florida"
Best Chefs,Semifinalist,2013,Scott Drewno,The Source,"Washington, District of Columbia"
Best Chefs,Nominee,2013,Mark Ladner,Del Posto,"New York, New York"
America's Classics,Winner,2013,Prince's Hot Chicken Shack,"Nashville, Tennessee",NA
Outstanding Restaurateur,Semifinalist,2013,Sam Fox,Fox Restaurant Concepts,"Phoenix, Arizona"
Outstanding Chef,Nominee,2013,Gary Danko,Restaurant Gary Danko,"San Francisco, California"
Outstanding Service,Semifinalist,2013,Providence,"Los Angeles, California",NA
Best Chefs,Semifinalist,2013,Steven Brown,Tilia,"Minneapolis, Minnesota"
Outstanding Service,Semifinalist,2013,Fountain Restaurant at Four Seasons Hotel,"Philadelphia, Pennsylvania",NA
Outstanding Restaurateur,Semifinalist,2013,Stephen Starr,Starr Restaurants,"Philadelphia, Pennsylvania"
Best New Restaurant,Semifinalist,2013,Puritan & Company,"Cambridge, Massachusetts",NA
Best Chefs,Nominee,2013,Michael White,Marea,"New York, New York"
Outstanding Chef,Semifinalist,2013,Tim McKee,La Belle Vie,"Minneapolis, Minnesota"
Outstanding Chef,Nominee,2013,Nancy Silverton,Pizzeria Mozza,"Los Angeles, California"
Outstanding Service,Nominee,2013,Quince,"San Francisco, California",NA
Best Chefs,Semifinalist,2013,Ian Boden,Glass Haus Kitchen,"Charlottesville, Virginia"
Rising Star Chef of the Year,Semifinalist,2013,Justin Yu,Oxheart,"Houston, Texas"
Best Chefs,Nominee,2013,Vikram Sunderam,Rasika,"Washington, District of Columbia"
Best Chefs,Semifinalist,2013,Sara Jenkins,Porsena,"New York, New York"
Best Chefs,Winner,2013,Melissa Kelly,Primo,"Rockland, Maine"
Best Chefs,Semifinalist,2013,Scott Hunnel,Victoria & Albert's at Disney's Grand Floridian Resort & Spa,"Lake Buena Vista, Florida"
Outstanding Chef,Semifinalist,2013,Stephan Pyles,Stephan Pyles Restaurant,"Dallas, Texas"
Outstanding Wine Program,Winner,2013,Frasca Food and Wine,"Boulder, Colorado",NA
Outstanding Restaurant Design (76 Seats and Over),Nominee,2013,Rockwell Group,Jaleo at the Cosmopolitan of Las Vegas,"Las Vegas, Nevada"
Outstanding Bar Program,Semifinalist,2013,Restaurant Eve,"Alexandria, Virginia",NA
Best Chefs,Semifinalist,2013,Tony Conte,The Oval Room,"Washington, District of Columbia"
Best New Restaurant,Nominee,2013,Rich Table,"San Francisco, California",NA
Best Chefs,Nominee,2013,Andrew Zimmerman,Sepia,"Chicago, Illinois"
Best Chefs,Semifinalist,2013,Clayton Chapman,The Grey Plume,"Omaha, Nebraska"
Outstanding Bar Program,Semifinalist,2013,Rivera,"Los Angeles, California",NA
Best Chefs,Winner,2013,Colby Garrelts,Bluestem,"Kansas City, Missouri"
Best Chefs,Semifinalist,2013,Jason Stratton,Spinasse,"Seattle, Washington"
Best Chefs,Semifinalist,2013,Rob C McDaniel,SpringHouse,"Alexander City, Alabama"
Best Chefs,Semifinalist,2013,John Rivera Sedlar,Rivera,"Los Angeles, California"
Best Chefs,Semifinalist,2013,George Mendes,Aldea,"New York, New York"
Best Chefs,Semifinalist,2013,Doug Flicker,Piccolo,"Minneapolis, Minnesota"
Best Chefs,Semifinalist,2013,Luciano Del Signore,Bacco Ristorante,"Southfield, Michigan"
Outstanding Service,Semifinalist,2013,Sapor Cafe and Bar,"Minneapolis, Minnesota",NA
Best Chefs,Nominee,2013,Gerry Hayden,The North Fork Table & Inn,"Southold, New York"
Outstanding Restaurant,Semifinalist,2013,Greens Restaurant,"San Francisco, California",NA
Outstanding Chef,Semifinalist,2013,Marc Vetri,Vetri,"Philadelphia, Pennsylvania"
Best Chefs,Nominee,2013,Brad Spence,Amis,"Philadelphia, Pennsylvania"
Best Chefs,Semifinalist,2013,Kathleen Blake,The Rusty Spoon,"Orlando, Florida"
Outstanding Wine Program,Semifinalist,2013,Sepia,"Chicago, Illinois",NA
Rising Star Chef of the Year,Semifinalist,2013,Joe Cicala,Le Virt?,"Philadelphia, Pennsylvania"
Outstanding Restaurateur,Winner,2013,Maguy Le Coze,Le Bernardin,"New York, New York"
Best New Restaurant,Semifinalist,2013,Shanik,"Seattle, Washington",NA
Best Chefs,Semifinalist,2013,Jackie Sappington,The Country Cat Dinnerhouse & Bar,"Portland, Oregon"
Who's Who of Food & Beverage in America,Winner,2013,Eric Asimov,"New York, New York",NA
Outstanding Wine Program,Semifinalist,2013,Sierra Mar at Post Ranch Inn,"Big Sur, California",NA
Best Chefs,Semifinalist,2013,Alex Seidel,Fruition Restaurant,"Denver, Colorado"
Outstanding Restaurant,Nominee,2013,The Slanted Door,"San Francisco, California",NA
Outstanding Service,Semifinalist,2013,Biga on the Banks,"San Antonio, Texas",NA
Outstanding Restaurateur,Semifinalist,2013,Frank Bonanno,Bonanno Concepts,"Denver, Colorado"
Best Chefs,Semifinalist,2013,Paul Fehribach,Big Jones,"Chicago, Illinois"
Best Chefs,Semifinalist,2013,Craig Deihl,Cypress,"Charleston, South Carolina"
Rising Star Chef of the Year,Semifinalist,2013,Katie Button,Curate,"Asheville, North Carolina"
Outstanding Restaurateur,Nominee,2013,Piero Selvaggio,Valentino Restaurant Group,"Los Angeles, California"
Outstanding Restaurant,Winner,2013,Blue Hill,"New York, New York",NA
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Wendy Littlefield,Vanberg & DeWulf,"Cooperstown, New York"
Best New Restaurant,Semifinalist,2013,Bluebeard,"Indianapolis, Indiana",NA
Best New Restaurant,Semifinalist,2013,Borgne,"New Orleans, Louisiana",NA
Who's Who of Food & Beverage in America,Winner,2013,Zarela Martinez,"New York, New York",NA
Outstanding Restaurant,Nominee,2013,Spiaggia,"Chicago, Illinois",NA
Best Chefs,Semifinalist,2013,Aaron Josinsky,Misery Loves Co.,"Winooski, Vermont"
Best Chefs,Nominee,2013,Cathy A Whims,Nostrana,"Portland, Oregon"
Outstanding Pastry Chef,Nominee,2013,Dominique Ansel,Dominique Ansel Bakery,"New York, New York"
Best Chefs,Semifinalist,2013,Dominique Crenn,Atelier Crenn,"San Francisco, California"
Best Chefs,Semifinalist,2013,Anne Kearney,Rue Dumaine,"Dayton, Ohio"
Best New Restaurant,Winner,2013,State Bird Provisions,"San Francisco, California",NA
Best New Restaurant,Semifinalist,2013,Tar & Roses,"Santa Monica, California",NA
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2013,Garrett Oliver,The Brooklyn Brewery,"New York, New York"
Outstanding Pastry Chef,Semifinalist,2013,Karen Hatfield,The Sycamore Kitchen,"Los Angeles, California"
Best Chefs,Semifinalist,2013,Matthias Merges,Yusho,"Chicago, Illinois"
Outstanding Service,Semifinalist,2013,Brigtsen's,"New Orleans, Louisiana",NA
Outstanding Chef,Semifinalist,2013,Michael Tusk,Quince,"San Francisco, California"
Outstanding Restaurant,Semifinalist,2013,Terra,"St. Helena, California",NA
Best Chefs,Nominee,2013,Joanne Chang,Flour Bakery + Cafe,"Boston, Massachusetts"
Best Chefs,Semifinalist,2013,Joe Ng,RedFarm,"New York, New York"
Outstanding Restaurateur,Nominee,2013,Caroline Styne,Lucques,"West Hollywood, California"
Best Chefs,Semifinalist,2013,Jose Mendin,Pubbelly,"Miami Beach, Florida"
Outstanding Pastry Chef,Semifinalist,2013,Laura Sawicki,La Condesa,"Austin, Texas"
Best Chefs,Semifinalist,2013,Marco Canora,Hearth,"New York, New York"
Best Chefs,Semifinalist,2013,Max Mackissock,The Squeaky Bean,"Denver, Colorado"
Outstanding Bar Program,Semifinalist,2013,The Abbot's Cellar,"San Francisco, California",NA
Best New Restaurant,Semifinalist,2013,Butcher & the Boar,"Minneapolis, Minnesota",NA
Best Chefs,Semifinalist,2013,Paul Liebrandt,Corton,"New York, New York"
Best New Restaurant,Semifinalist,2013,Khong River House,"Miami Beach, Florida",NA
Best Chefs,Semifinalist,2013,Rene Ortiz,La Condesa,"Austin, Texas"
Best Chefs,Semifinalist,2013,Seamus Mullen,Tertulia,"New York, New York"
Best Chefs,Semifinalist,2013,Champe Speidel,Persimmon,"Bristol, Rhode Island"
Best Chefs,Semifinalist,2013,Steve Atkins,The Kitchen Table Bistro,"Richmond, Vermont"
Best Chefs,Nominee,2013,Kevin Binkley,Binkley's Restaurant,"Cave Creek, Arizona"
