individual,year,year_recode,season,locality,sex,body_mass_grams,body_condition_index,straight_carapace_length_mm
1538,2021,14,Spring,Plateau,m,1004,5.737142857,175
1539,2010,3,Summer,Plateau,m,785,5.009572431,156.7
154,2008,1,Summer,Plateau,m,1187,6.370076205,186.34
154,2008,1,Spring,Plateau,m,1235,6.659117869,185.46
154,2011,4,Summer,Plateau,m,1146,6.184565569,185.3
154,2011,4,Spring,Plateau,m,1210,6.505376344,186
1540,2017,10,Spring,Plateau,m,1190,6.611111111,180
1540,2019,12,Spring,Plateau,m,1184,6.469945355,183
1540,2023,16,Summer,Plateau,m,1250,6.793478261,184
1541,2010,3,Summer,Plateau,m,827,5.076734193,162.9
1541,2011,4,Summer,Plateau,m,745,4.598765432,162
1541,2011,4,Summer,Plateau,m,746,4.604938272,162
1541,2012,5,Spring,Plateau,m,815,5.030864198,162
1541,2016,9,Spring,Plateau,m,929,5.664634146,164
1541,2017,10,Spring,Plateau,m,857,5.322981366,161
1541,2018,11,Summer,Plateau,m,930,5.670731707,164
1541,2020,13,Summer,Plateau,m,849,5.176829268,164
1541,2021,14,Summer,Plateau,m,898,5.509202454,163
1541,2023,16,Summer,Plateau,m,939,5.690909091,165
1545,2010,3,Summer,Plateau,m,1214,6.349372385,191.2
1545,2012,5,Spring,Plateau,m,1273,6.7,190
1545,2018,11,Summer,Plateau,m,1259,6.591623037,191
1545,2019,12,Spring,Plateau,m,1260,6.631578947,190
155,2008,1,Spring,Plateau,m,896,5.440854991,164.68
155,2010,3,Spring,Plateau,m,926,5.602613746,165.28
155,2014,7,Summer,Plateau,m,1019,6.047477745,168.5
155,2015,8,Summer,Plateau,m,961,5.706650831,168.4
155,2016,9,Spring,Plateau,m,992,5.94011976,167
155,2017,10,Spring,Plateau,m,980,5.975609756,164
155,2018,11,Spring,Plateau,m,968,5.831325301,166
155,2019,12,Spring,Plateau,m,962,5.83030303,165
1550,2010,3,Summer,Plateau,m,930,5.441778818,170.9
1550,2011,4,Summer,Plateau,m,866,5.094117647,170
1551,2010,3,Summer,Plateau,m,852,5.188794153,164.2
1551,2016,9,Spring,Plateau,m,948,5.710843373,166
1551,2016,9,Spring,Plateau,m,958,5.806060606,165
1551,2017,10,Spring,Plateau,m,922,5.554216867,166
1551,2018,11,Summer,Plateau,m,975,5.838323353,167
1551,2019,12,Summer,Plateau,m,934,5.626506024,166
1552,2010,3,Summer,Plateau,f,1220,6.458443621,188.9
1555,2011,4,Spring,Plateau,m,1061,6.087205967,174.3
1559,2011,4,Summer,Plateau,m,876,5.23297491,167.4
1559,2013,6,Spring,Plateau,m,934.5,5.426829268,172.2
1559,2013,6,Spring,Plateau,m,961,5.895705521,163
1559,2016,9,Summer,Plateau,m,975,5.873493976,166
1559,2017,10,Spring,Plateau,m,950,5.722891566,166
1559,2019,12,Spring,Plateau,m,928,5.556886228,167
1559,2020,13,Summer,Plateau,m,988,5.951807229,166
1559,2022,15,Spring,Plateau,m,989,5.886904762,168
1559,2022,15,Summer,Plateau,m,1040,6.19047619,168
156,2008,1,Spring,Plateau,m,1225,6.746337702,181.58
156,2009,2,Summer,Plateau,m,1210,6.590413943,183.6
156,2010,3,Summer,Plateau,m,1201,6.58804169,182.3
156,2016,9,Spring,Plateau,m,1269,6.972527473,182
156,2017,10,Spring,Plateau,m,1243,6.905555556,180
1562,2020,13,Summer,Plateau,m,639,4.203947368,152
1563,2010,3,Summer,Plateau,m,758,4.779319042,158.6
1563,2011,4,Summer,Plateau,m,731,4.626582278,158
1563,2011,4,Spring,Plateau,m,761,4.786163522,159
1563,2012,5,Spring,Plateau,m,798,4.975062344,160.4
1563,2016,9,Summer,Plateau,m,834,5.116564417,163
1563,2017,10,Spring,Plateau,m,796,5.006289308,159
1563,2017,10,Summer,Plateau,m,789,4.93125,160
1563,2019,12,Summer,Plateau,m,828,5.111111111,162
1563,2022,15,Summer,Plateau,m,825,5.092592593,162
1569,2010,3,Summer,Plateau,m,767,4.876033058,157.3
1569,2017,10,Spring,Plateau,m,824,5.15,160
1569,2018,11,Spring,Plateau,m,867,5.351851852,162
1569,2023,16,Summer,Plateau,m,916,5.551515152,165
157,2008,1,Summer,Plateau,m,1240,6.739863029,183.98
157,2008,1,Spring,Plateau,m,1272,6.898047722,184.4
157,2011,4,Summer,Plateau,m,1244,6.688172043,186
157,2011,4,Spring,Plateau,m,1283,7.030136986,182.5
157,2011,4,Summer,Plateau,m,1362,7.422343324,183.5
157,2012,5,Summer,Plateau,m,1348,7.259019925,185.7
157,2015,8,Summer,Plateau,m,1398,7.342436975,190.4
157,2016,9,Summer,Plateau,m,1433,7.582010582,189
157,2017,10,Summer,Plateau,m,1405,7.433862434,189
157,2017,10,Spring,Plateau,m,1450,7.795698925,186
157,2018,11,Spring,Plateau,m,1479,7.825396825,189
157,2021,14,Spring,Plateau,m,1405,7.433862434,189
1570,2018,11,Spring,Plateau,f,1387,7.377659574,188
1573,2010,3,Summer,Plateau,m,900,5.325443787,169
1573,2011,4,Spring,Plateau,m,888,5.270029674,168.5
1573,2015,8,Summer,Plateau,m,927,5.386403254,172.1
1573,2017,10,Spring,Plateau,m,937,5.577380952,168
1573,2018,11,Spring,Plateau,m,935,5.5,170
1573,2019,12,Spring,Plateau,m,913,5.370588235,170
1573,2020,13,Summer,Plateau,m,900,5.325443787,169
1574,2010,3,Summer,Plateau,m,1105,6.021798365,183.5
1574,2011,4,Spring,Plateau,m,1108,6.203807391,178.6
1574,2011,4,Summer,Plateau,m,1184,6.61452514,179
1574,2013,6,Spring,Plateau,m,1168,6.365122616,183.5
1574,2016,9,Summer,Plateau,m,1229,6.679347826,184
1574,2017,10,Summer,Plateau,m,1128,6.097297297,185
1574,2018,11,Spring,Plateau,m,1184,6.4,185
1574,2019,12,Spring,Plateau,m,1108,5.989189189,185
1574,2020,13,Summer,Plateau,m,1142,6.042328042,189
1574,2021,14,Spring,Plateau,m,1126,6.053763441,186
1574,2022,15,Summer,Plateau,m,1238,6.655913978,186
1575,2010,3,Summer,Plateau,m,972,5.727754862,169.7
1575,2012,5,Summer,Plateau,m,947,5.570588235,170
1575,2018,11,Spring,Plateau,m,1003,5.865497076,171
1575,2019,12,Spring,Plateau,m,998,5.83625731,171
1575,2021,14,Spring,Plateau,m,947,5.505813953,172
1575,2022,15,Summer,Plateau,m,1015,5.867052023,173
1575,2022,15,Spring,Plateau,m,1010,5.906432749,171
1576,2010,3,Summer,Plateau,m,804,5.183752418,155.1
1578,2020,13,Summer,Beach,f,768,5.019607843,153
1578,2021,14,Spring,Beach,f,795,5.063694268,157
1578,2022,15,Spring,Beach,f,894,5.418181818,165
158,2016,9,Summer,Plateau,m,1030,6.167664671,167
158,2017,10,Summer,Plateau,m,1031,6.100591716,169
158,2017,10,Spring,Plateau,m,1031,6.248484848,165
158,2018,11,Summer,Plateau,m,1147,6.591954023,174
158,2019,12,Spring,Plateau,m,1128,6.520231214,173
1584,2010,3,Summer,Plateau,m,1002,5.859649123,171
1584,2016,9,Spring,Plateau,m,1080,6.315789474,171
1584,2018,11,Summer,Plateau,m,1047,6.087209302,172
1584,2019,12,Spring,Plateau,m,1014,5.895348837,172
1584,2020,13,Summer,Plateau,m,960,5.614035088,171
1585,2010,3,Summer,Plateau,m,1032,5.660998354,182.3
1585,2017,10,Summer,Plateau,m,1008,5.47826087,184
1585,2019,12,Spring,Plateau,m,1103,6.093922652,181
1586,2010,3,Summer,Plateau,m,1296,6.79245283,190.8
1586,2015,8,Summer,Plateau,m,1394,7.275574113,191.6
1586,2016,9,Spring,Plateau,m,1377,7.209424084,191
1586,2017,10,Summer,Plateau,m,1325,6.937172775,191
1586,2018,11,Summer,Plateau,m,1415,7.369791667,192
1587,2010,3,Summer,Plateau,m,1154,6.418242492,179.8
1587,2015,8,Summer,Plateau,m,1232,6.72122204,183.3
1587,2016,9,Spring,Plateau,m,1209,6.624657534,182.5
1587,2017,10,Spring,Plateau,m,1190,6.685393258,178
1587,2018,11,Summer,Plateau,m,1144,6.355555556,180
1587,2021,14,Spring,Plateau,m,1077,5.950276243,181
159,2008,1,Spring,Plateau,m,1238,6.50210084,190.4
159,2009,2,Summer,Plateau,m,1280,6.783972864,188.68
159,2011,4,Summer,Plateau,m,1089,5.823529412,187
1591,2010,3,Summer,Beach,m,884,5.497512438,160.8
1591,2011,4,Spring,Beach,m,843,5.14966402,163.7
1591,2011,4,Summer,Beach,m,859,5.250611247,163.6
1591,2011,4,Spring,Beach,m,879,5.366300366,163.8
1591,2012,5,Spring,Beach,m,888,5.411334552,164.1
1591,2012,5,Summer,Beach,m,888,5.414634146,164
1591,2014,7,Summer,Beach,m,934,5.695121951,164
1592,2010,3,Summer,Plateau,m,981,5.706806283,171.9
1592,2015,8,Summer,Plateau,m,1159,6.540632054,177.2
1592,2016,9,Summer,Plateau,m,1100,6.179775281,178
1593,2010,3,Summer,Plateau,m,1103,6.014176663,183.4
1593,2014,7,Summer,Plateau,m,1110,6.194196429,179.2
1594,2017,10,Spring,Plateau,m,1060,6.022727273,176
1594,2023,16,Summer,Plateau,m,1314,6.952380952,189
1595,2018,11,Spring,Plateau,m,745,4.933774834,151
1595,2022,15,Spring,Plateau,m,996,6.073170732,164
1599,2023,16,Spring,Plateau,m,821,5.229299363,157
16,2008,1,Summer,Plateau,m,1257,6.497131338,193.47
16,2008,1,Spring,Plateau,m,1299,6.713872235,193.48
16,2010,3,Spring,Plateau,m,1382,7.072671443,195.4
16,2010,3,Spring,Plateau,m,1421,7.272262027,195.4
16,2016,9,Spring,Plateau,m,1396,7.177377892,194.5
16,2016,9,Spring,Plateau,m,1413,7.283505155,194
16,2021,14,Spring,Plateau,m,1308,6.639593909,197
16,2021,14,Summer,Plateau,m,1394,7.076142132,197
160,2008,1,Summer,Plateau,m,1179,6.279627164,187.75
160,2008,1,Spring,Plateau,m,1272,6.677165354,190.5
160,2010,3,Spring,Plateau,m,1264,6.600522193,191.5
160,2011,4,Spring,Plateau,m,1259,6.654334038,189.2
1602,2013,6,Spring,Plateau,m,741,4.907284768,151
1602,2017,10,Summer,Plateau,m,950,5.864197531,162
1602,2020,13,Summer,Plateau,m,1000,6.060606061,165
1605,2020,13,Summer,Beach,m,610,4.066666667,150
1605,2021,14,Spring,Beach,m,623,4.153333333,150
1606,2012,5,Summer,Plateau,m,678,4.3378119,156.3
1606,2018,11,Spring,Plateau,m,743,4.702531646,158
1607,2023,16,Summer,Plateau,m,708,4.62745098,153
1608,2010,3,Summer,Plateau,m,1091,6.105204253,178.7
1608,2015,8,Summer,Plateau,m,1145,6.385945343,179.3
1608,2016,9,Spring,Plateau,m,1155,6.416666667,180
1608,2017,10,Summer,Plateau,m,1145,6.396648045,179
1608,2021,14,Summer,Plateau,m,1114,6.188888889,180
1609,2022,15,Summer,Plateau,m,760,4.871794872,156
161,2008,1,Spring,Plateau,m,1281,6.763463569,189.4
161,2009,2,Summer,Plateau,m,1314,7.075166918,185.72
161,2010,3,Spring,Plateau,m,1289,6.836382922,188.55
1612,2022,15,Spring,Plateau,f,718,4.723684211,152
1613,2014,7,Summer,Plateau,f,763,4.941709845,154.4
1613,2017,10,Spring,Plateau,f,1064,6.222222222,171
1613,2018,11,Summer,Plateau,f,1284,7.093922652,181
1613,2021,14,Spring,Plateau,f,1337,7.188172043,186
1614,2011,4,Spring,Plateau,m,1260,6.840390879,184.2
1614,2016,9,Spring,Plateau,m,1404,7.630434783,184
1614,2018,11,Spring,Plateau,m,1432,7.657754011,187
1614,2019,12,Spring,Plateau,m,1370,7.405405405,185
1614,2021,14,Summer,Plateau,m,1444,7.721925134,187
1614,2022,15,Spring,Plateau,m,1377,7.247368421,190
162,2008,1,Summer,Plateau,m,1605,7.754372403,206.98
162,2008,1,Spring,Plateau,m,1652,8.058536585,205
162,2009,2,Spring,Plateau,m,1633,8.068181818,202.4
162,2010,3,Spring,Plateau,m,1650,8.101738191,203.66
162,2011,4,Summer,Plateau,m,1720,8.452088452,203.5
162,2016,9,Summer,Plateau,m,1682,8.245098039,204
162,2016,9,Spring,Plateau,m,1720,8.431372549,204
162,2017,10,Spring,Plateau,m,1668,8.216748768,203
162,2018,11,Spring,Plateau,m,1718,8.380487805,205
162,2019,12,Spring,Plateau,m,1663,8.192118227,203
162,2021,14,Spring,Plateau,m,1624,7.960784314,204
162,2022,15,Spring,Plateau,m,1659,8.092682927,205
1620,2011,4,Summer,Plateau,m,760,4.622871046,164.4
1620,2011,4,Spring,Plateau,m,841,5.146878825,163.4
1620,2012,5,Spring,Plateau,m,885,5.376670717,164.6
1620,2017,10,Summer,Plateau,m,951,5.529069767,172
1620,2018,11,Spring,Plateau,m,1003,5.9,170
1620,2019,12,Spring,Plateau,m,938,5.616766467,167
1620,2021,14,Spring,Plateau,m,974,5.729411765,170
1622,2016,9,Spring,Plateau,m,780,5.098039216,153
1622,2017,10,Spring,Plateau,m,844,5.44516129,155
1622,2021,14,Spring,Plateau,m,958,5.736526946,167
1623,2014,7,Summer,Plateau,m,661,4.406666667,150
1623,2015,8,Summer,Plateau,m,742,4.756410256,156
1623,2016,9,Summer,Plateau,m,849,5.145454545,165
1623,2017,10,Spring,Plateau,m,871,5.31097561,164
1623,2020,13,Summer,Plateau,m,958,5.537572254,173
1624,2011,4,Summer,Plateau,m,1354,6.838383838,198
1624,2011,4,Spring,Plateau,m,1397,7.109414758,196.5
1624,2016,9,Summer,Plateau,m,1403,7.015,200
1624,2017,10,Spring,Plateau,m,1473,7.328358209,201
1624,2018,11,Spring,Plateau,m,1524,7.62,200
1624,2019,12,Spring,Plateau,m,1500,7.462686567,201
1624,2021,14,Summer,Plateau,m,1518,7.514851485,202
1627,2022,15,Summer,Plateau,m,1030,6.130952381,168
1627,2023,16,Summer,Plateau,m,1090,6.374269006,171
163,2008,1,Summer,Plateau,m,1247,6.3860296,195.27
163,2008,1,Spring,Plateau,m,1391,7.004028197,198.6
164,2008,1,Spring,Plateau,m,798,4.871794872,163.8
164,2009,2,Summer,Plateau,m,859,5.174698795,166
164,2010,3,Spring,Plateau,m,844,5.025604383,167.94
164,2011,4,Summer,Plateau,m,762,4.562874251,167
164,2011,4,Summer,Plateau,m,751,4.518652226,166.2
164,2011,4,Summer,Plateau,m,880,5.285285285,166.5
1641,2011,4,Spring,Plateau,m,945,5.64516129,167.4
1641,2013,6,Spring,Plateau,m,1075.4,6.252325581,172
1641,2015,8,Summer,Plateau,m,1173,6.553072626,179
1641,2017,10,Summer,Plateau,m,1041,5.948571429,175
1641,2018,11,Summer,Plateau,m,1209,6.830508475,177
1641,2019,12,Spring,Plateau,m,1118,6.316384181,177
1641,2021,14,Spring,Plateau,m,1166,6.587570621,177
1641,2023,16,Summer,Plateau,m,1291,7.093406593,182
1643,2019,12,Spring,Beach,m,873,5.422360248,161
1646,2011,4,Summer,Plateau,m,1276,6.769230769,188.5
1646,2011,4,Spring,Plateau,m,1237,6.618512574,186.9
1646,2012,5,Spring,Plateau,m,1248,6.648907832,187.7
1646,2016,9,Summer,Plateau,m,1262,6.712765957,188
1646,2017,10,Spring,Plateau,m,1270,6.79144385,187
1646,2019,12,Summer,Plateau,m,1200,6.417112299,187
1646,2020,13,Summer,Plateau,m,1280,6.88172043,186
1647,2020,13,Summer,Plateau,m,669,4.37254902,153
1647,2021,14,Summer,Plateau,m,723,4.694805195,154
1648,2011,4,Summer,Plateau,m,1077,6.15780446,174.9
1648,2012,5,Spring,Plateau,m,1039,5.903409091,176
1648,2017,10,Summer,Plateau,m,1040,5.810055866,179
1648,2019,12,Spring,Plateau,m,1018,5.532608696,184
1648,2021,14,Spring,Plateau,m,1098,6.066298343,181
1649,2011,4,Summer,Plateau,m,1046,6.241050119,167.6
1649,2016,9,Spring,Plateau,m,1152,6.736842105,171
1649,2017,10,Spring,Plateau,m,1181,7.029761905,168
1649,2019,12,Summer,Plateau,m,1090,6.337209302,172
1649,2021,14,Summer,Plateau,m,1099,6.389534884,172
165,2008,1,Summer,Plateau,m,1183,6.048675734,195.58
165,2008,1,Spring,Plateau,m,1276,6.516853933,195.8
165,2009,2,Spring,Plateau,m,1276.5,6.522738886,195.7
165,2011,4,Summer,Plateau,m,1242,6.336734694,196
165,2014,7,Summer,Plateau,m,1410,7.085427136,199
165,2015,8,Summer,Plateau,m,1419,7.112781955,199.5
165,2016,9,Summer,Plateau,m,1409,7.116161616,198
165,2017,10,Spring,Plateau,m,1362,6.878787879,198
165,2023,16,Summer,Plateau,m,1400,7.035175879,199
1653,2023,16,Spring,Plateau,f,942,5.779141104,163
1655,2015,8,Summer,Plateau,m,825,5.198487713,158.7
1655,2017,10,Summer,Plateau,m,922,5.423529412,170
1655,2018,11,Spring,Plateau,m,1002,5.894117647,170
1655,2022,15,Summer,Plateau,m,1107,6.289772727,176
1657,2011,4,Summer,Plateau,m,998,5.775462963,172.8
1657,2011,4,Summer,Plateau,m,1050,6.069364162,173
1657,2017,10,Summer,Plateau,m,1033,5.936781609,174
1657,2019,12,Spring,Plateau,m,1049,6.028735632,174
1657,2022,15,Spring,Plateau,m,1039,6.005780347,173
1658,2011,4,Summer,Plateau,m,1256,7.016759777,179
1658,2017,10,Summer,Plateau,m,1151,6.359116022,181
1658,2018,11,Summer,Plateau,m,1225,6.693989071,183
1658,2019,12,Spring,Plateau,m,1255,6.747311828,186
1659,2011,4,Summer,Plateau,m,983,6.14375,160
1659,2015,8,Summer,Plateau,m,1045,6.333333333,165
1659,2016,9,Summer,Plateau,m,1005,6.054216867,166
1659,2016,9,Spring,Plateau,m,1086,6.581818182,165
1659,2017,10,Summer,Plateau,m,1033,6.222891566,166
1659,2017,10,Spring,Plateau,m,1082,6.597560976,164
1659,2018,11,Summer,Plateau,m,1072,6.419161677,167
1659,2019,12,Spring,Plateau,m,1092,6.578313253,166
1659,2021,14,Summer,Plateau,m,1114,6.591715976,169
166,2008,1,Spring,Plateau,f,855,5.298054282,161.38
166,2009,2,Spring,Plateau,f,946,5.721543486,165.34
166,2017,10,Spring,Plateau,f,994,5.812865497,171
1664,2018,11,Spring,Plateau,m,706,4.706666667,150
1666,2023,16,Spring,Beach,f,880,5.714285714,154
1667,2011,4,Summer,Beach,m,1046,6.106246351,171.3
1667,2016,9,Spring,Beach,m,1085,6.2,175
1667,2017,10,Spring,Beach,m,1096,6.298850575,174
1667,2019,12,Spring,Beach,m,1124,6.422857143,175
1667,2020,13,Summer,Beach,m,1087,6.106741573,178
1667,2021,14,Spring,Beach,m,1136,6.418079096,177
1669,2015,8,Summer,Plateau,m,874,5.479623824,159.5
1669,2016,9,Summer,Plateau,m,1015,6.077844311,167
1669,2018,11,Summer,Plateau,m,1157,6.573863636,176
1669,2019,12,Spring,Plateau,m,1132,6.468571429,175
1669,2021,14,Spring,Plateau,m,1233,6.85,180
1669,2022,15,Spring,Plateau,m,1284,7.133333333,180
167,2008,1,Spring,Plateau,m,886,5.450295276,162.56
167,2008,1,Summer,Plateau,m,906,5.593283121,161.98
167,2010,3,Summer,Plateau,m,893,5.49200492,162.6
167,2011,4,Spring,Plateau,m,895,5.511083744,162.4
1670,2011,4,Summer,Plateau,m,983,5.553672316,177
1670,2017,10,Spring,Plateau,m,1117,6.275280899,178
1671,2011,4,Summer,Plateau,m,1164,6.502793296,179
1671,2017,10,Summer,Plateau,m,1280,7.111111111,180
1671,2018,11,Summer,Plateau,m,1319,7.327777778,180
1671,2019,12,Spring,Plateau,m,1251,6.95,180
1671,2022,15,Summer,Plateau,m,1299,7.17679558,181
1672,2023,16,Summer,Plateau,f,738,4.855263158,152
1673,2011,4,Summer,Plateau,m,1061,6.289270895,168.7
1673,2014,7,Summer,Plateau,m,1120,6.530612245,171.5
1673,2019,12,Spring,Plateau,m,1019,6.029585799,169
1674,2011,4,Summer,Plateau,f,1047,5.598930481,187
1674,2019,12,Spring,Plateau,f,1389,7.050761421,197
1674,2023,16,Summer,Plateau,f,1420,7.171717172,198
1675,2011,4,Summer,Plateau,m,605,4.030646236,150.1
1675,2012,5,Spring,Plateau,m,718,4.754966887,151
1679,2016,9,Spring,Plateau,m,712,4.564102564,156
168,2008,1,Spring,Plateau,m,918,5.230769231,175.5
168,2009,2,Spring,Plateau,m,910,5.192878338,175.24
168,2010,3,Spring,Plateau,m,975,5.558089157,175.42
168,2011,4,Summer,Plateau,m,844,4.850574713,174
168,2011,4,Summer,Plateau,m,856,4.905444126,174.5
168,2011,4,Summer,Plateau,m,839,4.9644970410000004,169
168,2014,7,Summer,Plateau,m,1025,5.857142857,175
168,2016,9,Summer,Plateau,m,908,5.159090909,176
168,2016,9,Spring,Plateau,m,996,5.691428571,175
168,2018,11,Spring,Plateau,m,968,5.531428571,175
1681,2011,4,Summer,Plateau,m,1017,5.729577465,177.5
1681,2016,9,Summer,Plateau,m,1140,6.263736264,182
1681,2017,10,Spring,Plateau,m,1171,6.541899441,179
1681,2018,11,Spring,Plateau,m,1167,6.447513812,181
1681,2020,13,Summer,Plateau,m,1140,6.263736264,182
1682,2023,16,Spring,Beach,m,834,5.245283019,159
1683,2011,4,Summer,Plateau,m,1145,6.43258427,178
1683,2016,9,Spring,Plateau,m,1274,7.157303371,178
1686,2018,11,Spring,Plateau,m,775,4.905063291,158
1686,2021,14,Summer,Plateau,m,834,5.180124224,161
1688,2011,4,Summer,Beach,m,782,4.984066284,156.9
1688,2016,9,Spring,Beach,m,814,5.285714286,154
1688,2020,13,Summer,Beach,m,809,5.185897436,156
1689,2011,4,Summer,Plateau,m,1014,5.814220183,174.4
1689,2012,5,Spring,Plateau,m,1103,6.196629213,178
1689,2017,10,Spring,Plateau,m,1165,6.619318182,176
1689,2019,12,Summer,Plateau,m,1177,6.538888889,180
1689,2023,16,Summer,Plateau,m,1321,7.298342541,181
169,2008,1,Spring,Plateau,m,969,5.75415677,168.4
169,2010,3,Spring,Plateau,m,1018,5.939323221,171.4
169,2011,4,Summer,Plateau,m,1022,5.941860465,172
169,2015,8,Summer,Plateau,m,1126,6.565597668,171.5
169,2016,9,Spring,Plateau,m,1095,6.403508772,171
169,2016,9,Spring,Plateau,m,1098,6.458823529,170
169,2017,10,Summer,Plateau,m,1035,5.948275862,174
169,2018,11,Summer,Plateau,m,1103,6.412790698,172
169,2019,12,Spring,Plateau,m,1024,5.988304094,171
1690,2011,4,Summer,Plateau,m,746,4.745547074,157.2
1690,2016,9,Summer,Plateau,m,1034,6.154761905,168
1690,2017,10,Summer,Plateau,m,970,5.639534884,172
1690,2018,11,Summer,Plateau,m,1029,6.01754386,171
1690,2021,14,Spring,Plateau,m,1004,5.837209302,172
1691,2023,16,Spring,Plateau,m,758,4.797468354,158
1691,2023,16,Summer,Plateau,m,842,5.229813665,161
1694,2011,4,Summer,Plateau,m,1257,6.721925134,187
1694,2019,12,Spring,Plateau,m,1243,6.611702128,188
1694,2020,13,Summer,Plateau,m,1275,6.818181818,187
1694,2021,14,Spring,Plateau,m,1250,6.64893617,188
1696,2011,4,Summer,Plateau,m,928,5.207631874,178.2
1696,2015,8,Summer,Plateau,m,1100,5.945945946,185
1696,2016,9,Spring,Plateau,m,1060,5.840220386,181.5
1696,2017,10,Summer,Plateau,m,1034,5.681318681,182
1696,2019,12,Spring,Plateau,m,970,5.187165775,187
1697,2012,5,Spring,Plateau,f,1226,6.747385801,181.7
1698,2023,16,Summer,Plateau,m,1040,6.011560694,173
17,2008,1,Spring,Plateau,m,959,5.715137068,167.8
17,2008,1,Summer,Plateau,m,999,5.917545315,168.82
17,2009,2,Spring,Plateau,m,976,5.805377112,168.12
17,2009,2,Summer,Plateau,m,991,5.886895568,168.34
17,2011,4,Summer,Plateau,m,1005,5.967933492,168.4
17,2011,4,Summer,Plateau,m,985,5.898203593,167
17,2011,4,Spring,Plateau,m,995,5.933214073,167.7
17,2011,4,Summer,Plateau,m,1056,6.285714286,168
17,2012,5,Spring,Plateau,m,1007,5.96563981,168.8
17,2013,6,Spring,Plateau,m,1038,6.178571429,168
17,2015,8,Summer,Plateau,m,1058,6.165501166,171.6
17,2016,9,Spring,Plateau,m,1062,6.284023669,169
17,2016,9,Summer,Plateau,m,1052,6.224852071,169
17,2017,10,Spring,Plateau,m,1020,6.0355029589999996,169
17,2019,12,Spring,Plateau,m,999,5.911242604,169
17,2021,14,Summer,Plateau,m,1040,6.117647059,170
17,2022,15,Spring,Plateau,m,1028,6.047058824,170
170,2008,1,Summer,Plateau,m,1276,6.680628272,191
170,2008,1,Spring,Plateau,m,1397,7.360379347,189.8
170,2009,2,Spring,Plateau,m,1352.5,6.968057702,194.1
1702,2016,9,Spring,Plateau,m,698,4.653333333,150
1702,2018,11,Spring,Plateau,m,700,4.666666667,150
1702,2019,12,Spring,Plateau,m,688,4.586666667,150
1702,2023,16,Spring,Plateau,m,726,4.84,150
1703,2012,5,Spring,Plateau,m,1070,6.184971098,173
1705,2016,9,Summer,Plateau,m,878,5.25748503,167
1707,2021,14,Spring,Plateau,f,740,4.868421053,152
1711,2012,5,Summer,Plateau,m,1099,6.01532567,182.7
1714,2012,5,Summer,Beach,m,883,5.653008963,156.2
1715,2021,14,Summer,Plateau,f,922,5.455621302,169
1715,2022,15,Spring,Plateau,f,984,5.857142857,168
1716,2017,10,Spring,Plateau,m,897,5.787096774,155
1716,2018,11,Spring,Plateau,m,985,6.194968553,159
1716,2020,13,Summer,Plateau,m,925,5.674846626,163
1717,2012,5,Summer,Plateau,m,1048,5.957930642,175.9
1717,2017,10,Summer,Plateau,m,1044,5.931818182,176
1717,2021,14,Spring,Plateau,m,1120,6.327683616,177
1719,2016,9,Summer,Plateau,f,833,5.20625,160
1719,2022,15,Summer,Plateau,f,1244,6.582010582,189
1719,2022,15,Spring,Plateau,f,1220,6.524064171,187
172,2008,1,Spring,Plateau,m,1208,6.579520697,183.6
