individual,year,year_recode,season,locality,sex,body_mass_grams,body_condition_index,straight_carapace_length_mm
440,2008,1,Summer,Plateau,m,1294,7.258652606,178.27
441,2008,1,Summer,Beach,m,1071,6.060434586,176.72
441,2010,3,Spring,Beach,m,1132,6.295884316,179.8
441,2011,4,Summer,Beach,m,1169,6.589627959,177.4
443,2008,1,Summer,Beach,m,845,5.033956869,167.86
446,2008,1,Summer,Plateau,m,1114,6.378106035,174.66
446,2010,3,Spring,Plateau,m,1237,7.14615829,173.1
446,2011,4,Summer,Plateau,m,1094,6.287356322,174
446,2011,4,Spring,Plateau,m,1106,6.309184256,175.3
446,2011,4,Summer,Plateau,m,1180,6.685552408,176.5
446,2012,5,Spring,Plateau,m,1184,6.727272727,176
446,2012,5,Summer,Plateau,m,1186,6.750142288,175.7
446,2016,9,Summer,Plateau,m,1187,6.782857143,175
446,2016,9,Spring,Plateau,m,1250,7.102272727,176
446,2017,10,Spring,Plateau,m,1164,6.689655172,174
446,2017,10,Spring,Plateau,m,1159,6.699421965,173
446,2018,11,Summer,Plateau,m,1061,6.062857143,175
446,2019,12,Spring,Plateau,m,1020,5.828571429,175
446,2019,12,Summer,Plateau,m,1052,6.011428571,175
446,2020,13,Summer,Plateau,m,1030,5.91954023,174
446,2020,13,Summer,Plateau,m,1200,6.818181818,176
446,2021,14,Spring,Plateau,m,1157,6.611428571,175
446,2022,15,Summer,Plateau,m,1226,6.965909091,176
446,2023,16,Summer,Plateau,m,1240,7.005649718,177
447,2008,1,Summer,Plateau,m,756,4.892887192,154.51
447,2009,2,Spring,Plateau,m,783,5.059446886,154.76
447,2009,2,Spring,Plateau,m,781,5.051093002,154.62
447,2011,4,Spring,Plateau,m,761,4.878205128,156
447,2012,5,Spring,Plateau,m,818,5.233525272,156.3
447,2013,6,Spring,Plateau,m,845.7,5.352531646,158
447,2016,9,Spring,Plateau,m,833,5.409090909,154
447,2017,10,Spring,Plateau,m,830,5.320512821,156
447,2020,13,Summer,Plateau,m,834,5.346153846,156
448,2011,4,Summer,Plateau,m,747,4.930693069,151.5
448,2014,7,Summer,Plateau,m,771,5.082399473,151.7
449,2008,1,Summer,Plateau,m,1161,6.104421894,190.19
449,2009,2,Spring,Plateau,m,1140,5.894519131,193.4
449,2009,2,Spring,Plateau,m,1196,6.29010203,190.14
449,2010,3,Spring,Plateau,m,1222,6.384535005,191.4
449,2011,4,Summer,Plateau,m,1089,5.804904051,187.6
449,2013,6,Spring,Plateau,m,1236,6.404145078,193
449,2015,8,Summer,Plateau,m,1243,6.361310133,195.4
449,2016,9,Spring,Plateau,m,1238,6.515789474,190
449,2016,9,Spring,Plateau,m,1277,6.685863874,191
449,2017,10,Spring,Plateau,m,1228,6.463157895,190
449,2017,10,Summer,Plateau,m,1215,6.394736842,190
449,2018,11,Spring,Plateau,m,1226,6.418848168,191
449,2019,12,Spring,Plateau,m,1158,6.094736842,190
449,2023,16,Spring,Plateau,m,1236,6.505263158,190
452,2008,1,Summer,Beach,m,1123,6.277951699,178.88
453,2008,1,Summer,Plateau,m,1227,6.80758988,180.24
453,2011,4,Summer,Plateau,m,1105,6.207865169,178
453,2011,4,Summer,Plateau,m,1097,6.204751131,176.8
453,2011,4,Summer,Plateau,m,1139,6.471590909,176
453,2015,8,Summer,Plateau,m,1170,6.503613118,179.9
453,2016,9,Spring,Plateau,m,1120,6.327683616,177
453,2016,9,Spring,Plateau,m,1203,6.683333333,180
453,2017,10,Summer,Plateau,m,1017,5.745762712,177
453,2022,15,Summer,Plateau,m,1163,6.533707865,178
453,2022,15,Spring,Plateau,m,1159,6.622857143,175
454B,2010,3,Spring,Plateau,m,1320,7.353760446,179.5
454B,2011,4,Summer,Plateau,m,1245,6.916666667,180
454B,2011,4,Summer,Plateau,m,1318,7.293857222,180.7
454B,2012,5,Spring,Plateau,m,1303,7.238888889,180
454B,2015,8,Summer,Plateau,m,1350,7.618510158,177.2
454B,2016,9,Spring,Plateau,m,1343,7.419889503,181
454B,2017,10,Summer,Plateau,m,1296,7.120879121,182
454B,2022,15,Spring,Plateau,m,1280,7.150837989,179
456,2008,1,Summer,Beach,m,794,5.062806861,156.83
456,2010,3,Summer,Beach,m,832,5.193508115,160.2
456,2011,4,Summer,Beach,m,785,4.96835443,158
456,2012,5,Spring,Beach,m,825,5.25477707,157
456,2013,6,Spring,Beach,m,851,5.420382166,157
456,2016,9,Spring,Beach,m,870,5.488958991,158.5
457,2010,3,Spring,Beach,m,767,5.066050198,151.4
457,2011,4,Summer,Beach,m,769,4.961290323,155
457,2012,5,Summer,Beach,m,785,5.10071475,153.9
458,2008,1,Summer,Beach,m,872,5.144846304,169.49
458,2009,2,Summer,Beach,m,929,5.465991998,169.96
458,2009,2,Spring,Beach,m,925,5.47985782,168.8
458,2010,3,Spring,Beach,m,913,5.351699883,170.6
458,2010,3,Spring,Beach,m,983,5.772166765,170.3
458,2011,4,Summer,Beach,m,911,5.339976553,170.6
458,2012,5,Spring,Beach,m,915,5.376028202,170.2
458,2014,7,Summer,Beach,m,982,5.709302326,172
458,2016,9,Summer,Beach,m,997,5.899408284,169
458,2020,13,Summer,Beach,m,912,5.302325581,172
458,2021,14,Spring,Beach,m,905,5.292397661,171
458,2022,15,Summer,Beach,m,987,5.771929825,171
462,2008,1,Summer,Beach,m,1159,6.368131868,182
462,2009,2,Spring,Beach,m,1209,6.787558949,178.12
462,2010,3,Spring,Beach,m,1212,6.649111257,182.28
462,2011,4,Summer,Beach,m,1169,6.433681893,181.7
462,2011,4,Summer,Beach,m,1275,6.948228883,183.5
462,2011,4,Spring,Beach,m,1198,6.674094708,179.5
462,2012,5,Summer,Beach,m,1175,6.41025641,183.3
462,2012,5,Spring,Beach,m,1213,6.723946785,180.4
462,2015,8,Summer,Beach,m,1260,6.766917293,186.2
462,2016,9,Spring,Beach,m,1259,6.955801105,181
462,2017,10,Summer,Beach,m,1144,6.320441989,181
462,2018,11,Summer,Beach,m,1207,6.668508287,181
462,2019,12,Spring,Beach,m,1197,6.613259669,181
462,2019,12,Summer,Beach,m,1252,6.917127072,181
462,2020,13,Summer,Beach,m,1198,6.582417582,182
462,2021,14,Summer,Beach,m,1270,6.93989071,183
462,2023,16,Spring,Beach,m,1229,6.827777778,180
462,2023,16,Summer,Beach,m,1240,6.850828729,181
463,2008,1,Summer,Beach,f,1051,6.1889059,169.82
463,2010,3,Spring,Beach,f,1100,6.400558594,171.86
463,2011,4,Spring,Beach,f,1031,6.071849234,169.8
465,2008,1,Summer,Plateau,m,1051,5.933830172,177.12
465,2009,2,Spring,Plateau,m,1018,5.769012807,176.46
465,2009,2,Spring,Plateau,m,1028,5.888417917,174.58
465,2009,2,Summer,Plateau,m,1066,6.136311306,173.72
465,2010,3,Summer,Plateau,m,1106,6.356321839,174
465,2011,4,Spring,Plateau,m,1036,5.940366972,174.4
465,2011,4,Summer,Plateau,m,1095,6.282271945,174.3
465,2012,5,Spring,Plateau,m,1095,6.293103448,174
465,2012,5,Spring,Plateau,m,1108,6.367816092,174
465,2013,6,Spring,Plateau,m,1090,6.228571429,175
465,2014,7,Summer,Plateau,m,1158,6.62850601,174.7
465,2016,9,Summer,Plateau,m,1135,6.485714286,175
465,2017,10,Summer,Plateau,m,1095,6.293103448,174
465,2018,11,Spring,Plateau,m,1094,6.251428571,175
465,2019,12,Spring,Plateau,m,1041,5.982758621,174
465,2021,14,Spring,Plateau,m,1055,6.028571429,175
465,2021,14,Summer,Plateau,m,1072,6.16091954,174
465,2021,14,Summer,Plateau,m,1100,6.285714286,175
465,2022,15,Summer,Plateau,m,1071,6.155172414,174
465,2022,15,Spring,Plateau,m,1079,6.201149425,174
466,2008,1,Summer,Plateau,m,1105,5.611415803,196.92
466,2010,3,Spring,Plateau,m,1134,5.768643809,196.58
466,2013,6,Spring,Plateau,m,1243,6.246231156,199
466,2014,7,Summer,Plateau,m,1333,6.59248269,202.2
466,2016,9,Spring,Plateau,m,1323,6.615,200
466,2017,10,Summer,Plateau,m,1236,6.149253731,201
466,2018,11,Spring,Plateau,m,1312,6.495049505,202
466,2019,12,Spring,Plateau,m,1286,6.334975369,203
466,2021,14,Spring,Plateau,m,1354,6.669950739,203
467,2008,1,Summer,Plateau,m,962,5.473684211,175.75
467,2009,2,Spring,Plateau,m,1036,5.849802372,177.1
467,2010,3,Spring,Plateau,m,1067,6.048752834,176.4
467,2011,4,Summer,Plateau,m,1002,5.75862069,174
467,2011,4,Summer,Plateau,m,1065,6.13832853,173.5
467,2011,4,Spring,Plateau,m,1052,6.080924855,173
467,2015,8,Summer,Plateau,m,1094,6.18079096,177
467,2015,8,Summer,Plateau,m,1093,6.245714286,175
467,2016,9,Spring,Plateau,m,1124,6.534883721,172
467,2017,10,Summer,Plateau,m,1041,5.982758621,174
467,2017,10,Spring,Plateau,m,1056,6.139534884,172
467,2018,11,Spring,Plateau,m,1072,6.125714286,175
467,2019,12,Spring,Plateau,m,1042,5.988505747,174
467,2020,13,Summer,Plateau,m,1095,6.36627907,172
468,2008,1,Summer,Plateau,m,1108,5.774743316,191.87
468,2009,2,Spring,Plateau,m,1171,6.204959729,188.72
468,2009,2,Summer,Plateau,m,1264,6.667369976,189.58
468,2010,3,Spring,Plateau,m,1282,6.733193277,190.4
468,2011,4,Spring,Plateau,m,1231,6.455165181,190.7
468,2016,9,Summer,Plateau,m,1332,6.830769231,195
468,2017,10,Spring,Plateau,m,1308,6.884210526,190
468,2019,12,Spring,Plateau,m,1291,6.654639175,194
468,2020,13,Summer,Plateau,m,1400,7.216494845,194
468,2022,15,Spring,Plateau,m,1355,6.9132653060000004,196
470,2008,1,Summer,Plateau,m,993,5.84323879,169.94
470,2009,2,Spring,Plateau,m,952,5.597365945,170.08
470,2011,4,Summer,Plateau,m,1045,6.147058824,170
470,2012,5,Spring,Plateau,m,979,5.897590361,166
470,2014,7,Summer,Plateau,m,1084,6.291352293,172.3
470,2016,9,Spring,Plateau,m,1083,6.296511628,172
470,2016,9,Summer,Plateau,m,1122,6.448275862,174
470,2017,10,Spring,Plateau,m,1053,6.157894737,171
470,2018,11,Spring,Plateau,m,1050,6.069364162,173
470,2021,14,Spring,Plateau,m,1034,5.976878613,173
471,2008,1,Summer,Plateau,m,1014,5.762673335,175.96
471,2011,4,Summer,Plateau,m,1294,7.071038251,183
471,2015,8,Summer,Plateau,m,1388,7.422459893,187
471,2016,9,Spring,Plateau,m,1412,7.550802139,187
471,2017,10,Summer,Plateau,m,1309,6.962765957,188
471,2017,10,Spring,Plateau,m,1400,7.52688172,186
471,2018,11,Spring,Plateau,m,1391,7.39893617,188
471,2019,12,Spring,Plateau,m,1296,6.893617021,188
471,2020,13,Summer,Plateau,m,1309,6.889473684,190
471,2020,13,Summer,Plateau,m,1438,7.64893617,188
472,2008,1,Summer,Plateau,m,1266,6.912744349,183.14
472,2009,2,Summer,Plateau,m,1259,6.792921118,185.34
472,2009,2,Spring,Plateau,m,1272,6.957663275,182.82
472,2011,4,Summer,Plateau,m,1237,6.796703297,182
472,2013,6,Spring,Plateau,m,1334,7.32967033,182
472,2015,8,Summer,Plateau,m,1334,7.199136535,185.3
472,2017,10,Spring,Plateau,m,1325,7.28021978,182
472,2018,11,Summer,Plateau,m,1370,7.445652174,184
472,2019,12,Spring,Plateau,m,1236,6.717391304,184
472,2022,15,Summer,Plateau,m,1336,7.221621622,185
472,2022,15,Spring,Plateau,m,1357,7.415300546,183
472,2023,16,Summer,Plateau,m,1366,7.265957447,188
473,2008,1,Summer,Plateau,m,903,5.128933318,176.06
474,2008,1,Summer,Plateau,m,1466,7.470444354,196.24
474,2009,2,Summer,Plateau,m,1510,7.731694828,195.3
474,2011,4,Summer,Plateau,m,1484,7.61025641,195
474,2011,4,Spring,Plateau,m,1471,7.621761658,193
474,2011,4,Spring,Plateau,m,1474,7.637305699,193
474,2012,5,Spring,Plateau,m,1315,6.778350515,194
474,2013,6,Spring,Plateau,m,1533,7.99687011,191.7
474,2015,8,Summer,Plateau,m,1517,7.673242286,197.7
474,2016,9,Spring,Plateau,m,1529,7.722222222,198
474,2019,12,Spring,Plateau,m,1440,7.461139896,193
474,2021,14,Spring,Plateau,m,1473,7.553846154,195
474,2023,16,Summer,Plateau,m,1552,7.958974359,195
475,2008,1,Summer,Plateau,m,1035,5.786648776,178.86
475,2009,2,Spring,Plateau,m,1015,5.689461883,178.4
475,2010,3,Spring,Plateau,m,1013,5.659850263,178.98
475,2011,4,Summer,Plateau,m,1064,5.944134078,179
475,2011,4,Spring,Plateau,m,1064,5.954113039,178.7
475,2011,4,Summer,Plateau,m,1121,6.231239578,179.9
475,2012,5,Summer,Plateau,m,1035,5.782122905,179
475,2014,7,Summer,Plateau,m,1107,6.122787611,180.8
475,2015,8,Summer,Plateau,m,1114,6.137741047,181.5
475,2016,9,Summer,Plateau,m,1177,6.575418994,179
476,2008,1,Summer,Plateau,m,1134,6.507517503,174.26
477,2008,1,Summer,Plateau,m,843,5.130858186,164.3
477,2017,10,Summer,Plateau,m,764,4.602409639,166
478,2008,1,Summer,Plateau,m,1057,5.874180282,179.94
478,2009,2,Spring,Plateau,m,1020,5.677390627,179.66
478,2010,3,Spring,Plateau,m,1162,6.367123288,182.5
478,2011,4,Spring,Plateau,m,1108,6.051338067,183.1
478,2014,7,Summer,Plateau,m,1124,6.192837466,181.5
478,2016,9,Spring,Plateau,m,1159,6.438888889,180
478,2016,9,Summer,Plateau,m,1179,6.478021978,182
478,2017,10,Summer,Plateau,m,1143,6.314917127,181
478,2018,11,Summer,Plateau,m,1166,6.44198895,181
478,2019,12,Spring,Plateau,m,1164,6.430939227,181
478,2022,15,Spring,Plateau,m,1162,6.455555556,180
479,2008,1,Summer,Plateau,m,916,5.639699544,162.42
479,2010,3,Summer,Plateau,m,938,5.66083283,165.7
479,2010,3,Spring,Plateau,m,955,5.823170732,164
479,2011,4,Spring,Plateau,m,912,5.46434991,166.9
479,2011,4,Summer,Plateau,m,950,5.722891566,166
479,2011,4,Summer,Plateau,m,964,5.78978979,166.5
479,2011,4,Summer,Plateau,m,932,5.731857319,162.6
479,2012,5,Spring,Plateau,m,938,5.684848485,165
479,2016,9,Spring,Plateau,m,975,5.873493976,166
479,2017,10,Summer,Plateau,m,956,5.829268293,164
479,2019,12,Spring,Plateau,m,933,5.68902439,164
479,2020,13,Summer,Plateau,m,917,5.557575758,165
48,2010,3,Spring,Plateau,m,1214,6.941903019,174.88
48,2010,3,Spring,Plateau,m,1239,7.031782066,176.2
48,2011,4,Summer,Plateau,m,1194,6.818960594,175.1
48,2011,4,Summer,Plateau,m,1227,7.055779183,173.9
48,2016,9,Spring,Plateau,m,1251,7.148571429,175
48,2017,10,Spring,Plateau,m,1217,6.954285714,175
48,2018,11,Summer,Plateau,m,1272,7.186440678,177
48,2020,13,Summer,Plateau,m,1221,7.017241379,174
480,2008,1,Summer,Plateau,m,893,5.477855478,163.02
480,2011,4,Summer,Plateau,m,969,5.854984894,165.5
480,2012,5,Summer,Plateau,m,957,5.747747748,166.5
480,2012,5,Spring,Plateau,m,981,5.916767189,165.8
480,2014,7,Summer,Plateau,m,977,5.839808727,167.3
480,2016,9,Summer,Plateau,m,971,5.814371257,167
480,2017,10,Summer,Plateau,m,925,5.572289157,166
480,2019,12,Spring,Plateau,m,965,5.778443114,167
480,2021,14,Summer,Plateau,m,1040,6.19047619,168
480,2021,14,Spring,Plateau,m,1006,6.023952096,167
481,2008,1,Summer,Plateau,m,752,4.604175595,163.33
481,2009,2,Spring,Plateau,m,774,4.732787086,163.54
481,2011,4,Spring,Plateau,m,761,4.7532792,160.1
481,2011,4,Summer,Plateau,m,827,5.120743034,161.5
481,2016,9,Summer,Plateau,m,845,5.121212121,165
481,2019,12,Spring,Plateau,m,840,5.090909091,165
481,2020,13,Summer,Plateau,m,897,5.60625,160
482,2008,1,Summer,Plateau,m,1263,6.705245275,188.36
482,2009,2,Summer,Plateau,m,1360,7.046632124,193
482,2011,4,Summer,Plateau,m,1286,6.652871185,193.3
482,2011,4,Summer,Plateau,m,1315,6.866840731,191.5
482,2012,5,Spring,Plateau,m,1343,7.105820106,189
482,2016,9,Spring,Plateau,m,1376,7.18537859,191.5
482,2016,9,Spring,Plateau,m,1427,7.432291667,192
482,2017,10,Spring,Plateau,m,1366,7.189473684,190
482,2018,11,Summer,Plateau,m,1452,7.5625,192
482,2019,12,Spring,Plateau,m,1321,6.880208333,192
483,2008,1,Summer,Plateau,m,1126,6.18715314,181.99
483,2009,2,Spring,Plateau,m,1098,6.027006258,182.18
483,2013,6,Spring,Plateau,m,1160,6.338797814,183
483,2016,9,Spring,Plateau,m,1146,6.262295082,183
483,2017,10,Summer,Plateau,m,1120,6.153846154,182
483,2019,12,Spring,Plateau,m,1142,6.240437158,183
483,2022,15,Summer,Plateau,m,1224,6.652173913,184
483,2023,16,Spring,Plateau,m,1172,6.43956044,182
483,2023,16,Summer,Plateau,m,1186,6.445652174,184
485,2008,1,Summer,Plateau,m,901,5.36565031,167.92
485,2009,2,Summer,Plateau,m,1005,5.962976148,168.54
485,2010,3,Spring,Plateau,m,964,5.607911576,171.9
485,2011,4,Summer,Plateau,m,959,5.585323238,171.7
485,2011,4,Summer,Plateau,m,1014,5.947214076,170.5
485,2015,8,Summer,Plateau,m,994,5.765661253,172.4
485,2016,9,Spring,Plateau,m,1016,6.01183432,169
485,2017,10,Spring,Plateau,m,966,5.784431138,167
485,2018,11,Summer,Plateau,m,1013,5.958823529,170
485,2021,14,Spring,Plateau,m,952,5.633136095,169
485,2021,14,Summer,Plateau,m,960,5.748502994,167
486,2008,1,Summer,Plateau,m,1019,5.821526508,175.04
486,2009,2,Summer,Plateau,m,1065,6.106651376,174.4
486,2010,3,Spring,Plateau,m,941,5.326013131,176.68
486,2012,5,Summer,Plateau,m,1015,5.767045455,176
486,2016,9,Summer,Plateau,m,1041,5.948571429,175
486,2023,16,Summer,Plateau,m,1077,6.119318182,176
487,2008,1,Summer,Plateau,m,1081,6.094604499,177.37
487,2011,4,Summer,Plateau,m,1164,6.371100164,182.7
488,2008,1,Summer,Plateau,m,967,5.449115294,177.46
488,2009,2,Spring,Plateau,m,989,5.522054718,179.1
488,2009,2,Spring,Plateau,m,1177,6.562221231,179.36
488,2010,3,Summer,Plateau,m,1071,5.986584684,178.9
488,2010,3,Spring,Plateau,m,1109,6.223344557,178.2
488,2012,5,Spring,Plateau,m,1066,5.988764045,178
488,2015,8,Summer,Plateau,m,1146,6.391522588,179.3
488,2016,9,Summer,Plateau,m,1157,6.463687151,179
488,2017,10,Spring,Plateau,m,1035,5.830985915,177.5
488,2018,11,Summer,Plateau,m,1110,6.201117318,179
488,2021,14,Summer,Plateau,m,1092,6.066666667,180
488,2022,15,Spring,Plateau,m,1085,6.061452514,179
489,2008,1,Summer,Beach,m,1236,6.80129863,181.73
489,2009,2,Summer,Beach,m,1140,6.262359921,182.04
489,2011,4,Summer,Beach,m,1262,6.866158868,183.8
489,2017,10,Spring,Beach,m,1202,6.604395604,182
490,2008,1,Summer,Plateau,m,1190,6.435911303,184.9
490,2009,2,Spring,Plateau,m,1195,6.46575046,184.82
490,2010,3,Spring,Plateau,m,1313,7.051557465,186.2
490,2011,4,Summer,Plateau,m,1254,6.731078905,186.3
490,2016,9,Summer,Plateau,m,1263,6.718085106,188
490,2017,10,Spring,Plateau,m,1288,6.924731183,186
490,2018,11,Spring,Plateau,m,1298,6.904255319,188
490,2019,12,Summer,Plateau,m,1182,6.253968254,189
491,2008,1,Summer,Plateau,m,1163,6.464702613,179.9
491,2010,3,Spring,Plateau,m,1201,6.661120355,180.3
491,2011,4,Spring,Plateau,m,1126,6.214128035,181.2
491,2011,4,Summer,Plateau,m,1179,6.478021978,182
491,2016,9,Summer,Plateau,m,1247,6.889502762,181
491,2017,10,Summer,Plateau,m,1197,6.540983607,183
491,2020,13,Summer,Plateau,m,1149,6.278688525,183
491,2023,16,Summer,Plateau,m,1190,6.467391304,184
493,2008,1,Summer,Plateau,m,1227,6.450425823,190.22
493,2009,2,Summer,Plateau,m,1168,6.212105095,188.02
493,2009,2,Spring,Plateau,m,1197,6.335344554,188.94
493,2010,3,Summer,Plateau,m,1188,6.242774566,190.3
493,2011,4,Spring,Plateau,m,1232,6.4,192.5
493,2011,4,Summer,Plateau,m,1205,6.478494624,186
493,2011,4,Spring,Plateau,m,1242,6.561014263,189.3
493,2012,5,Summer,Plateau,m,1180,6.210526316,190
493,2015,8,Summer,Plateau,m,1340,6.971904266,192.2
493,2016,9,Spring,Plateau,m,1250,6.613756614,189
493,2017,10,Summer,Plateau,m,1320,6.910994764,191
493,2020,13,Summer,Plateau,m,1100,5.85106383,188
493,2020,13,Summer,Plateau,m,1212,6.446808511,188
493,2021,14,Spring,Plateau,m,1225,6.447368421,190
493,2022,15,Spring,Plateau,m,1256,6.610526316,190
494,2008,1,Summer,Plateau,m,817,5.126113691,159.38
494,2016,9,Spring,Plateau,m,860,5.39184953,159.5
494,2016,9,Spring,Plateau,m,880,5.534591195,159
494,2017,10,Summer,Plateau,m,878,5.4875,160
494,2019,12,Spring,Plateau,m,808,5.146496815,157
494,2021,14,Summer,Plateau,m,872,5.45,160
494,2023,16,Summer,Plateau,m,868,5.425,160
495,2008,1,Summer,Plateau,m,895,5.359923344,166.98
495,2009,2,Spring,Plateau,m,825,4.921553421,167.63
495,2009,2,Summer,Plateau,m,844,5.048450772,167.18
495,2010,3,Spring,Plateau,m,886,5.214832254,169.9
495,2011,4,Spring,Plateau,m,877,5.20783848,168.4
495,2011,4,Spring,Plateau,m,881,5.244047619,168
495,2011,4,Summer,Plateau,m,918,5.431952663,169
495,2011,4,Summer,Plateau,m,923,5.526946108,167
495,2016,9,Spring,Plateau,m,884,5.357575758,165
495,2017,10,Spring,Plateau,m,833,5.018072289,166
495,2018,11,Spring,Plateau,m,922,5.554216867,166
495,2019,12,Spring,Plateau,m,760,4.550898204,167
495,2020,13,Summer,Plateau,m,893,5.379518072,166
495,2021,14,Spring,Plateau,m,858,5.137724551,167
495,2022,15,Summer,Plateau,m,917,5.491017964,167
496,2008,1,Summer,Plateau,m,1024,5.675016626,180.44
496,2010,3,Spring,Plateau,m,1026,5.684210526,180.5
496,2011,4,Spring,Plateau,m,1042,5.611200862,185.7
496,2011,4,Summer,Plateau,m,1092,6.117647059,178.5
497,2008,1,Summer,Plateau,m,1185,6.366175997,186.14
497,2010,3,Spring,Plateau,m,1288,6.862013852,187.7
497,2011,4,Summer,Plateau,m,1288,6.869333333,187.5
497,2015,8,Summer,Plateau,m,1318,6.90052356,191
497,2016,9,Spring,Plateau,m,1350,7.105263158,190
497,2016,9,Spring,Plateau,m,1342,7.100529101,189
497,2017,10,Spring,Plateau,m,1366,7.304812834,187
497,2018,11,Spring,Plateau,m,1345,7.116402116,189
497,2019,12,Spring,Plateau,m,1300,6.951871658,187
497,2021,14,Spring,Plateau,m,1316,7,188
497,2023,16,Summer,Plateau,m,1352,7.115789474,190
499,2008,1,Summer,Plateau,m,1109,6.15632286,180.14
499,2009,2,Spring,Plateau,m,1127,6.24445922,180.48
499,2010,3,Spring,Plateau,m,1153,6.392061204,180.38
499,2011,4,Summer,Plateau,m,1165,6.383561644,182.5
499,2011,4,Spring,Plateau,m,1168,6.428178316,181.7
499,2012,5,Spring,Plateau,m,1175,6.491712707,181
499,2016,9,Spring,Plateau,m,1235,6.785714286,182
499,2017,10,Spring,Plateau,m,1194,6.670391061,179
499,2018,11,Spring,Plateau,m,1156,6.386740331,181
499,2019,12,Spring,Plateau,m,1154,6.340659341,182
499,2021,14,Summer,Plateau,m,1188,6.563535912,181
499,2023,16,Summer,Plateau,m,1212,6.659340659,182
501,2008,1,Summer,Plateau,m,1208,6.49183147,186.08
501,2009,2,Summer,Plateau,m,1288,7.010668408,183.72
501,2010,3,Spring,Plateau,m,1265,6.682514527,189.3
501,2010,3,Spring,Plateau,m,1253,6.67625746,187.68
501,2011,4,Spring,Plateau,m,1239,6.600958977,187.7
501,2011,4,Summer,Plateau,m,1290,6.861702128,188
501,2016,9,Summer,Plateau,m,1334,7.021052632,190
501,2017,10,Spring,Plateau,m,1255,6.783783784,185
501,2021,14,Spring,Plateau,m,1266,6.734042553,188
501,2023,16,Spring,Plateau,m,1275,6.781914894,188
502,2008,1,Summer,Plateau,m,1250,6.956424954,179.69
502,2009,2,Spring,Plateau,m,1155,6.418806269,179.94
502,2010,3,Spring,Plateau,m,1191,6.627712855,179.7
502,2012,5,Spring,Plateau,m,1213,6.757660167,179.5
502,2014,7,Summer,Plateau,m,1307,7.213024283,181.2
503,2008,1,Summer,Plateau,m,1192,6.628851073,179.82
503,2009,2,Summer,Plateau,m,1208,6.688815061,180.6
503,2010,3,Spring,Plateau,m,1140,6.298342541,181
503,2011,4,Summer,Plateau,m,1160,6.553672316,177
503,2013,6,Spring,Plateau,m,1171,6.46961326,181
503,2015,8,Summer,Plateau,m,1241,6.87534626,180.5
503,2016,9,Spring,Plateau,m,1171,6.434065934,182
503,2016,9,Spring,Plateau,m,1168,6.453038674,181
503,2016,9,Summer,Plateau,m,1191,6.543956044,182
503,2017,10,Summer,Plateau,m,1233,6.774725275,182
503,2018,11,Summer,Plateau,m,1219,6.697802198,182
503,2020,13,Summer,Plateau,m,1153,6.441340782,179
503,2021,14,Summer,Plateau,m,1210,6.612021858,183
504,2008,1,Summer,Plateau,m,905,5.091134113,177.76
504,2009,2,Summer,Plateau,m,955,5.304966115,180.02
504,2009,2,Summer,Plateau,m,1006,5.615719549,179.14
504,2010,3,Spring,Plateau,m,931,5.118196811,181.9
504,2010,3,Spring,Plateau,m,1005,5.627099664,178.6
505,2008,1,Summer,Plateau,m,997,5.840656122,170.7
505,2010,3,Spring,Plateau,m,994,5.756979034,172.66
505,2011,4,Spring,Plateau,m,1019,5.876585928,173.4
505,2011,4,Summer,Plateau,m,1098,6.29587156,174.4
505,2013,6,Spring,Plateau,m,1069,6.122565865,174.6
505,2016,9,Summer,Plateau,m,1136,6.454545455,176
505,2017,10,Spring,Plateau,m,1060,6.091954023,174
505,2019,12,Spring,Plateau,m,1142,6.525714286,175
506,2008,1,Summer,Plateau,m,885,5.23730619,168.98
506,2009,2,Spring,Plateau,m,879,5.198107629,169.1
506,2011,4,Summer,Plateau,m,922,5.391812865,171
506,2011,4,Spring,Plateau,m,913,5.402366864,169
506,2012,5,Summer,Plateau,m,973,5.656976744,172
506,2013,6,Spring,Plateau,m,940,5.562130178,169
506,2014,7,Summer,Plateau,m,969,5.601156069,173
506,2015,8,Summer,Plateau,m,965,5.561959654,173.5
506,2021,14,Spring,Plateau,m,954,5.546511628,172
507,2008,1,Summer,Plateau,m,1038,5.785953177,179.4
507,2010,3,Spring,Plateau,m,1160,6.440866185,180.1
507,2010,3,Spring,Plateau,m,1191,6.580110497,181
507,2011,4,Summer,Plateau,m,1186,6.498630137,182.5
507,2016,9,Spring,Plateau,m,1279,6.989071038,183
507,2017,10,Spring,Plateau,m,1187,6.451086957,184
507,2019,12,Spring,Plateau,m,1153,6.266304348,184
507,2021,14,Spring,Plateau,m,1075,5.810810811,185
507,2022,15,Spring,Plateau,m,1224,6.652173913,184
508,2008,1,Summer,Plateau,m,1276,6.800255809,187.64
508,2010,3,Spring,Plateau,m,1371,7.339400428,186.8
508,2011,4,Summer,Plateau,m,1281,6.832,187.5
508,2011,4,Spring,Plateau,m,1335,7.150508838,186.7
508,2011,4,Summer,Plateau,m,1326,7.234042553,183.3
508,2013,6,Spring,Plateau,m,1393,7.449197861,187
508,2016,9,Summer,Plateau,m,1387,7.377659574,188
508,2016,9,Summer,Plateau,m,1387,7.377659574,188
509,2008,1,Summer,Plateau,m,888,5.258482857,168.87
509,2009,2,Spring,Plateau,m,901,5.318772137,169.4
