STATE,AWARD,RECIPIENT,NAME,SESSION,YEAR
IL,256139,65,Blessing Rieman College of Nursing,2014-15,2014
IL,4309892,1074,Bradley University,2014-15,2014
IL,1291733,929,Business Industrial Resources,2014-15,2014
IL,390327,102,Cain's Barber College,2014-15,2014
IL,692903,196,"Calc, Institute of Technology",2014-15,2014
IL,369183,116,Cameo Beauty Academy,2014-15,2014
IL,197677,65,Cannella School of Hair Design,2014-15,2014
IL,316887,102,Cannella School of Hair Design,2014-15,2014
IL,185521,54,Cannella School of Hair Design,2014-15,2014
IL,163507,53,Cannella School of Hair Design,2014-15,2014
IL,135200,38,Cannella School of Hair Design,2014-15,2014
IL,440168,124,Cannella School of Hair Design,2014-15,2014
IL,459906,129,Capital Area Sch of Prac Nrsg,2014-15,2014
IL,437881,109,Capri Oak Forest College of Beauty,2014-15,2014
IL,3958047,1190,Carl Sandburg College,2014-15,2014
IL,26997171,7971,Chamberlain College of Nursing,2014-15,2014
IL,965212,261,Chicago Ort Technical Institute,2014-15,2014
IL,11406578,2865,Chicago State University,2014-15,2014
IL,46557,10,Christian Life College,2014-15,2014
IL,13724158,4178,City Colleges of Chicago-Malcolm x,2014-15,2014
IL,25106458,7705,College of Dupage,2014-15,2014
IL,10089058,3626,College of Lake County,2014-15,2014
IL,14833235,3554,Columbia College,2014-15,2014
IL,7797130,2105,Computer Systems Institute,2014-15,2014
IL,303691,77,Concept College of Cosmetology,2014-15,2014
IL,2891032,707,Concordia University,2014-15,2014
IL,1300642,468,Cortiva Institute - Chicago,2014-15,2014
IL,545189,152,Cosmetology and Spa Institute (the),2014-15,2014
IL,735690,202,Cosmetology Concepts,2014-15,2014
IL,1939401,720,Coyne American Institute,2014-15,2014
IL,58984,16,Creative Touch Cosmetology School,2014-15,2014
IL,146838,38,Curve Metric School of Hair Design,2014-15,2014
IL,3830027,1210,Danville Area Community College,2014-15,2014
IL,110126,27,Debutantes School of Cosmetology and Nai,2014-15,2014
IL,23281230,6030,Depaul University,2014-15,2014
IL,121691734,35800,Devry University,2014-15,2014
IL,4940737,1112,Dominican University,2014-15,2014
IL,1928233,503,East West University,2014-15,2014
IL,13300323,3119,Eastern Illinois University,2014-15,2014
IL,476273,132,Educators of Beauty,2014-15,2014
IL,129451,37,Educators of Beauty,2014-15,2014
IL,10469693,3521,Elgin Community College,2014-15,2014
IL,4089522,1003,Elmhurst College,2014-15,2014
IL,1022494,318,Environmental Technical Institute,2014-15,2014
IL,1181706,289,Eureka College,2014-15,2014
IL,358190,144,European Massage Therapy School,2014-15,2014
IL,1444110,506,Everest College,2014-15,2014
IL,857259,233,"First Institute, Inc.",2014-15,2014
IL,1438895,352,Fox College,2014-15,2014
IL,650213,208,g Skin & Beauty Institute,2014-15,2014
IL,106228,31,Gem City College,2014-15,2014
IL,7731313,2086,Governors State University,2014-15,2014
IL,205573,55,Graham Hospital Sch of Nursing,2014-15,2014
IL,1824709,440,Greenville College,2014-15,2014
IL,506194,153,Hair Professionals Acad Cosmetology,2014-15,2014
IL,172947,48,Hair Professionals Career College,2014-15,2014
IL,214265,70,Hair Professionals Career College,2014-15,2014
IL,179407,54,Hair Professionals Sch Cosmetology,2014-15,2014
IL,329174,86,Hairmasters Inst of Cosmetology,2014-15,2014
IL,21438922,6011,Harold Washington College,2014-15,2014
IL,12809332,3957,Harper College,2014-15,2014
IL,630762,165,Harrington College of Design,2014-15,2014
IL,4826389,1511,Heartland Community College,2014-15,2014
IL,1183778,253,Hebrew Theological College,2014-15,2014
IL,3154068,987,Highland Community College,2014-15,2014
IL,13381,7,Hvac Technical Institute,2014-15,2014
IL,834271,218,Il Eastern Comm Colgs-Frontier,2014-15,2014
IL,1185586,330,Il Eastern Comm Colgs-Lincoln Trail,2014-15,2014
IL,1988287,555,Il Eastern Comm Colgs-Olney Central,2014-15,2014
IL,1354171,351,Il Eastern Comm Colgs-Wabash Valley,2014-15,2014
IL,989889,243,Illinois Center for Broadcasting,2014-15,2014
IL,9936052,3242,Illinois Central College,2014-15,2014
IL,1672078,381,Illinois College,2014-15,2014
IL,13065647,3559,Illinois Institute of Art (the),2014-15,2014
IL,4011215,890,Illinois Institute of Technology,2014-15,2014
IL,18971,14,Illinois School of Health Careers,2014-15,2014
IL,21365325,5107,Illinois State University,2014-15,2014
IL,4651643,1468,Illinois Valley Community College,2014-15,2014
IL,1535477,363,Illinois Wesleyan University,2014-15,2014
IL,174245,47,Innovations Design Academy,2014-15,2014
IL,1566429,371,International Acad of Design & Tech,2014-15,2014
IL,181916,66,j Renee Career Facilitation,2014-15,2014
IL,7120593,2013,John a Logan College,2014-15,2014
IL,3413647,1099,John Wood Community College,2014-15,2014
IL,12721509,3996,Joliet Junior College,2014-15,2014
IL,1895931,484,Judson University,2014-15,2014
IL,5710353,1964,Kankakee Community College,2014-15,2014
IL,5336341,1586,Kaskaskia College,2014-15,2014
IL,2457808,796,Kendall College,2014-15,2014
IL,13603215,3882,Kennedy King College,2014-15,2014
IL,6433142,1819,Kishwaukee College,2014-15,2014
IL,2052304,459,Knox College,2014-15,2014
IL,97626,23,La' James College Hairstyling,2014-15,2014
IL,2545637,583,Lake Forest College,2014-15,2014
IL,6732201,1856,Lake Land College,2014-15,2014
IL,718279,167,Lakeview  College of Nursing,2014-15,2014
IL,442631,122,Larry's Barber College,2014-15,2014
IL,4347882,1067,Le Cordon Bleu College of Culinary Arts,2014-15,2014
IL,7183738,2302,Lewis and Clark Community College,2014-15,2014
IL,6466796,1609,Lewis University,2014-15,2014
IL,1130901,302,Lincoln Christian University,2014-15,2014
IL,3349258,793,Lincoln College,2014-15,2014
IL,8852689,2821,Lincoln Land Community College,2014-15,2014
IL,11804843,2800,Loyola University Chicago,2014-15,2014
IL,217338,51,Mac Daniel's Beauty School,2014-15,2014
IL,563006,165,Maccormac College,2014-15,2014
IL,1491180,339,Macmurray College,2014-15,2014
IL,5724580,1948,Mchenry County College,2014-15,2014
IL,3821806,975,Mckendree University,2014-15,2014
IL,1206766,324,Methodist College,2014-15,2014
IL,1363070,491,Midstate College,2014-15,2014
IL,11117887,2828,Midwest Technical Institute,2014-15,2014
IL,972521,283,Midwestern Career College,2014-15,2014
IL,3753331,912,Millikin University,2014-15,2014
IL,2457526,580,Monmouth College,2014-15,2014
IL,4298780,1198,Moody Bible Institute,2014-15,2014
IL,17938622,5119,Moraine Valley Community College,2014-15,2014
IL,193443,42,Morrison Institute of Technology,2014-15,2014
IL,142443,38,Morthland College,2014-15,2014
IL,7549987,2218,Morton College,2014-15,2014
IL,294823,76,Mr Johns School of Cosmetology,2014-15,2014
IL,148793,40,"Mr. John's School of Jacksonville,  Inc,",2014-15,2014
IL,37265,15,Ms Roberts Academy of Beauty Cult,2014-15,2014
IL,278325,82,National Latino Education Institute,2014-15,2014
IL,127601,35,National Univ of Health Sciences,2014-15,2014
IL,2918162,887,National-Louis University,2014-15,2014
IL,161047,41,Networks Barber College,2014-15,2014
IL,149436,41,Niles School of Cosmetology,2014-15,2014
IL,2853955,727,North Central College,2014-15,2014
IL,3811436,943,North Park University,2014-15,2014
IL,16850391,4428,Northeastern Illinois Univ,2014-15,2014
IL,30101565,7095,Northern Illinois University,2014-15,2014
IL,3856328,1270,Northwestern College,2014-15,2014
IL,5102475,1254,Northwestern Univ,2014-15,2014
IL,7244444,2438,Oakton Community College,2014-15,2014
IL,157720,47,Oehrlein School of Cosmetology,2014-15,2014
IL,7583419,2228,Olive-Harvey College,2014-15,2014
IL,4793722,1189,Olivet Nazarene University,2014-15,2014
IL,10165734,2934,Parkland College,2014-15,2014
IL,274498,67,Paul Mitchell the School Normal,2014-15,2014
IL,461673,158,Pccti  it & Healthcare,2014-15,2014
IL,495368,132,Pivot Point Academy,2014-15,2014
IL,9474022,2908,Prairie State College,2014-15,2014
IL,119081,37,Professional's Choice Hair Dsn Acad,2014-15,2014
IL,1937252,465,Quincy University,2014-15,2014
IL,3658496,1022,Rend Lake College,2014-15,2014
IL,9260325,2807,Richard j Daley College,2014-15,2014
IL,4495545,1551,Richland Community College,2014-15,2014
IL,8163936,2059,Robert Morris University Illinois,2014-15,2014
IL,9480475,3031,Rock Valley College,2014-15,2014
IL,1916646,626,Rockford Career College,2014-15,2014
IL,2281025,558,Rockford University,2014-15,2014
IL,7350608,1871,Roosevelt University,2014-15,2014
IL,394528,104,Rosel School of Cosmetology,2014-15,2014
IL,236610,50,Rush University,2014-15,2014
IL,438519,113,Saint Anthony College of Nursing,2014-15,2014
IL,170889,44,Salon Professional Academy (the),2014-15,2014
IL,17259,7,Salon Professional Academy of Elgin (the,2014-15,2014
IL,3122563,988,Sauk Valley Community College,2014-15,2014
IL,2395634,563,School of Art Institute of Chicago,2014-15,2014
IL,3084163,896,Shawnee Community College,2014-15,2014
IL,41989,12,Shear Learning Academy of Cosmetology,2014-15,2014
IL,197193,42,Shimer College,2014-15,2014
IL,212155,69,Skin Care and Spa Institute,2014-15,2014
IL,1578622,405,Solex College,2014-15,2014
IL,9500,5,Solex Medical Academy,2014-15,2014
IL,466248,150,Soma Institute - The National School of,2014-15,2014
IL,11475496,3693,South Suburban College,2014-15,2014
IL,2586361,734,Southeastern Illinois College,2014-15,2014
IL,25179039,5976,Southern Ill Univ-Carbondale,2014-15,2014
IL,17397108,4236,Southern Ill Univ-Edwardsville,2014-15,2014
IL,15856273,5049,Southwestern Illinois College,2014-15,2014
IL,2830469,747,Spoon River College,2014-15,2014
IL,5722087,1470,St Augustine College,2014-15,2014
IL,450842,135,St Francis Med Clg of Nrsg,2014-15,2014
IL,111213,23,St John's College of Nursing,2014-15,2014
IL,6807028,1614,St Xavier University,2014-15,2014
IL,175331,54,State Career School,2014-15,2014
IL,662867,172,Taylor Business Institute,2014-15,2014
IL,155790,33,Telshe Yeshiva-Chicago,2014-15,2014
IL,881864,244,Trend Setters Coll of Cosmetology,2014-15,2014
IL,169821,48,Trenz Beauty Academy,2014-15,2014
IL,603544,149,Tribeca Flashpoint Media Arts Academy,2014-15,2014
IL,669337,190,Tricoci University of Beauty Culture,2014-15,2014
IL,401721,107,Tricoci University of Beauty Culture,2014-15,2014
IL,544104,152,Tricoci University of Beauty Culture,2014-15,2014
IL,635626,194,Tricoci University of Beauty Culture,2014-15,2014
IL,397660,111,Tricoci University of Beauty Culture,2014-15,2014
IL,403851,128,Tricoci University of Beauty Culture,2014-15,2014
IL,103639,23,Tri-County Beauty Academy,2014-15,2014
IL,1865142,525,Trinity Christian College,2014-15,2014
IL,287846,79,Trinity College of Nursing and Health Sc,2014-15,2014
IL,1714202,427,Trinity International University,2014-15,2014
IL,12791230,3868,Triton College,2014-15,2014
IL,10122993,3079,Truman College,2014-15,2014
IL,158023,44,Unity Cosmetology College,2014-15,2014
IL,30607866,6875,Univ of Illinois @ Urbana-Champaign,2014-15,2014
IL,39541703,9028,Univ of Illinois at Chicago,2014-15,2014
IL,4620706,1214,Univ of Illinois at Springfield,2014-15,2014
IL,293765,92,Universal Spa Training Academy,2014-15,2014
IL,62770,16,University of Aesthetics & Cosmetology (,2014-15,2014
IL,56607,19,University of Aesthetics (the),2014-15,2014
IL,2694503,639,University of Chicago,2014-15,2014
IL,437071,134,University of Spa & Cosmetology Art,2014-15,2014
IL,2595195,651,University of St Francis,2014-15,2014
IL,223783,52,Vandercook College of Music,2014-15,2014
IL,2751761,766,Vatterott College,2014-15,2014
IL,8388125,2756,Waubonsee Community College,2014-15,2014
IL,714005,176,West Suburban College of Nursing,2014-15,2014
IL,20273138,4819,Western Illinois University,2014-15,2014
IL,2868188,729,Westwood College - Dupage,2014-15,2014
IL,3575487,939,Westwood College - O'hare Airport,2014-15,2014
IL,2077671,493,Wheaton College,2014-15,2014
IL,218111,66,Worsham College of Mortuary Science,2014-15,2014
IL,15922011,5092,Wright College,2014-15,2014
IN,84907,21,Alexandria Sch of Scientific Therap,2014-15,2014
IN,1019580,273,Ancilla College-Financial Aid Offc,2014-15,2014
IN,2719234,675,Anderson University,2014-15,2014
IN,14746,4,"Apex School of Beauty Culture, Inc",2014-15,2014
IN,94494,26,Avant Gard the School,2014-15,2014
IN,407776,111,Aveda Fredric's Institute,2014-15,2014
IN,642682,193,Aviation Institute of Maintenance,2014-15,2014
IN,22613881,5437,Ball State University,2014-15,2014
IN,3313301,867,Bethel College Inc,2014-15,2014
IN,2646135,632,Butler University,2014-15,2014
IN,1762893,432,Calumet College of Saint Joseph,2014-15,2014
IN,646611,158,College of Court Reporting,2014-15,2014
IN,747660,214,Creative Hair Styling Academy,2014-15,2014
IN,619850,164,Crossroads Bible College,2014-15,2014
IN,1819424,430,Depauw University,2014-15,2014
IN,78449,24,Don Roberts Beauty Schools,2014-15,2014
IN,137672,40,Don Roberts School of Hair Design,2014-15,2014
IN,1219648,277,Earlham College,2014-15,2014
IN,126929,29,Excel Academies of Cosmetology - Merrill,2014-15,2014
IN,1600065,382,Franklin College of Indiana,2014-15,2014
IN,1083237,271,Goshen College,2014-15,2014
IN,2239053,580,Grace College & Theo Seminary,2014-15,2014
IN,193562,52,Hair Arts Academy,2014-15,2014
IN,302075,101,Hair Fashions by Kaye Beauty Clg,2014-15,2014
IN,227046,72,Hair Fashions by Kaye Beauty Clg,2014-15,2014
IN,1554657,355,Hanover College,2014-15,2014
IN,16951116,5197,Harrison College,2014-15,2014
IN,676408,159,Holy Cross College,2014-15,2014
IN,274362,90,Honors Beauty College,2014-15,2014
IN,1604552,417,Huntington University,2014-15,2014
IN,136626,46,Ideal Beauty Academy,2014-15,2014
IN,18860575,5444,Indiana Institute of Technology,2014-15,2014
IN,20560443,4893,Indiana State University,2014-15,2014
IN,5735758,1459,Indiana Univ Kokomo,2014-15,2014
IN,6677736,1791,Indiana Univ-East,2014-15,2014
IN,2997084,832,Indiana University - Purdue University i,2014-15,2014
IN,11220082,2915,Indiana University - South Bend,2014-15,2014
IN,25857955,6056,Indiana University-Bloomington,2014-15,2014
IN,9606390,2570,Indiana University-Southeast,2014-15,2014
IN,8575518,2153,Indiana Univ-Northwest,2014-15,2014
IN,15570255,4173,Indiana Univ-Purdue Univ Fort Wayne,2014-15,2014
IN,35454282,8857,Indiana Univ-Purdue Univ Indpls,2014-15,2014
IN,20205368,5751,Indiana Wesleyan University,2014-15,2014
IN,2504185,585,International Business College,2014-15,2014
IN,208325452,58177,Itt Technical Institute,2014-15,2014
IN,165478474,54702,Ivy Tech Community College of Indiana,2014-15,2014
IN,324590,84,j Michael Harrold Beauty Academy,2014-15,2014
IN,3387081,1024,Kaplan College,2014-15,2014
IN,76749,21,Knox Beauty College,2014-15,2014
IN,417931,116,Lafayette Beauty Academy,2014-15,2014
IN,373325,96,Lil Lou's Barber College,2014-15,2014
IN,28741998,8024,Lincoln College of Technology,2014-15,2014
IN,1861063,457,Manchester University,2014-15,2014
IN,2590204,621,Marian University,2014-15,2014
IN,1391961,373,Martin University,2014-15,2014
IN,245428,52,Master's of Cosmetology College,2014-15,2014
IN,10496395,3052,Medtech College,2014-15,2014
IN,343055,78,Merrillville Beauty College,2014-15,2014
IN,186186,64,Mid-America Clg Funeral Service,2014-15,2014
IN,4919712,1374,National College,2014-15,2014
IN,1463121,364,Oakland City University,2014-15,2014
IN,362094,102,Paul Mitchell the School Indianapolis,2014-15,2014
IN,425110,113,Pj's College of Cosmetology,2014-15,2014
IN,110539,34,Pj's College of Cosmetology,2014-15,2014
IN,11809886,3069,Purdue Univ Calumet,2014-15,2014
IN,5738982,1475,Purdue Univ North Central Campus,2014-15,2014
IN,23823732,5839,Purdue University,2014-15,2014
IN,533048,169,Ravenscroft Beauty College,2014-15,2014
IN,382380,101,Rem Spa Inc,2014-15,2014
IN,429670,114,Roger's Academy of Hair Design,2014-15,2014
IN,1405148,355,Rose Hulman Institute of Technology,2014-15,2014
IN,614762,158,Rudae's School of Beauty Culture,2014-15,2014
IN,582458,143,Saint Elizabeth School of Nursing,2014-15,2014
IN,1372252,392,Saint Mary-of-the-Woods College,2014-15,2014
IN,303121,88,Salon Professional Academy (the),2014-15,2014
IN,376658,108,Salon Professional Academy (the),2014-15,2014
IN,1311270,318,St Joseph's College,2014-15,2014
IN,1399265,337,St Mary's College,2014-15,2014
IN,527173,142,Success Schools,2014-15,2014
IN,1529462,380,Taylor University,2014-15,2014
IN,635925,186,Techskills - Indianapolis,2014-15,2014
IN,2877077,758,Trine University,2014-15,2014
IN,2477392,592,University of Evansville,2014-15,2014
IN,5914138,1515,University of Indianapolis,2014-15,2014
IN,3753928,898,University of Notre Dame,2014-15,2014
IN,3105272,828,University of Saint Francis,2014-15,2014
IN,11427688,2897,University of Southern Indiana,2014-15,2014
IN,3516054,823,Valparaiso University,2014-15,2014
IN,104306,31,Vincennes Beauty College,2014-15,2014
IN,16782076,4471,Vincennes University,2014-15,2014
IN,1047998,248,Wabash College,2014-15,2014
KS,3299946,945,Allen County Community College,2014-15,2014
KS,2425682,672,Baker University,2014-15,2014
KS,549661,133,Barclay College,2014-15,2014
KS,3110382,1006,Barton County Community College,2014-15,2014
KS,1914399,461,Benedictine College,2014-15,2014
KS,1239980,298,Bethany College,2014-15,2014
KS,900372,222,Bethel College,2014-15,2014
KS,4471428,1313,Brown Mackie College (the),2014-15,2014
KS,467038,128,Bryan College,2014-15,2014
KS,12745539,3889,Butler County Community College,2014-15,2014
KS,2952444,798,Central Christian College of Kansas,2014-15,2014
KS,102617,30,Cleveland Chiropractic College,2014-15,2014
KS,2699628,776,Cloud County Community College,2014-15,2014
KS,2516225,668,Coffeyville Community College,2014-15,2014
KS,1939553,523,Colby Community College,2014-15,2014
KS,5761248,1668,Cowley County Community College & Area v,2014-15,2014
KS,527037,146,Crave Beauty Academy,2014-15,2014
KS,2822767,751,Dodge City Community College,2014-15,2014
KS,1203177,362,Donnelly College,2014-15,2014
KS,6743455,1639,Emporia State University,2014-15,2014
KS,174886,59,Entourage Institute of Beauty and Esthet,2014-15,2014
KS,561779,142,Eric Fisher Academy,2014-15,2014
KS,1360216,366,Flint Hills Technical College,2014-15,2014
KS,13795724,3819,Fort Hays State University,2014-15,2014
KS,3019630,810,Fort Scott Community College,2014-15,2014
KS,2517333,678,Friends University,2014-15,2014
KS,3711422,1034,Garden City Community College,2014-15,2014
KS,2787701,627,Haskell Indian Nations University,2014-15,2014
KS,491484,127,Hays Academy of Hair Design,2014-15,2014
KS,674228,179,Hesston College,2014-15,2014
KS,3720682,1075,Highland Community College,2014-15,2014
KS,6659385,2051,Hutchinson Community College,2014-15,2014
KS,1637397,469,Independence Community College,2014-15,2014
KS,14556231,4457,Johnson County Community College,2014-15,2014
KS,39550,10,Kansas City College & Bible School,2014-15,2014
KS,10655199,3348,Kansas City Kansas Community Clg,2014-15,2014
KS,19701964,5005,Kansas State University,2014-15,2014
KS,1283994,307,Kansas Wesleyan University,2014-15,2014
KS,89353,24,Labaron Hairdressing Academy,2014-15,2014
KS,2064251,589,Labette Community College,2014-15,2014
KS,1378671,390,Manhattan Area Technical College,2014-15,2014
KS,456836,114,Manhattan Christian College,2014-15,2014
KS,510369,133,Marinello School of Beauty,2014-15,2014
KS,1255627,388,Marinello School of Beauty,2014-15,2014
KS,1114428,268,Mcpherson College,2014-15,2014
KS,2464298,642,Mid America Nazarene University,2014-15,2014
KS,109857,28,Mitsu Sato Hair Academy,2014-15,2014
KS,2763953,768,Neosho County Community College,2014-15,2014
KS,1823845,477,Newman University,2014-15,2014
KS,1534360,373,North Central Kansas Tech Colg,2014-15,2014
KS,914308,210,Northwest Kansas Technical School,2014-15,2014
KS,321304,75,Old Town Barber and Beauty College,2014-15,2014
KS,3914949,1212,Ottawa University,2014-15,2014
KS,476773,129,Paul Mitchell the School - Overland Park,2014-15,2014
KS,518827,134,Paul Mitchell the School Wichita,2014-15,2014
KS,473719,158,Pinnacle Career Institute,2014-15,2014
KS,10153768,2497,Pittsburg State University,2014-15,2014
KS,1887100,489,Pratt Community College,2014-15,2014
KS,620952,150,Salina Area Technical College,2014-15,2014
KS,1558043,427,Seward Co Comm Co/Area Technical School,2014-15,2014
KS,128058,32,Sidney's Hairdressing College,2014-15,2014
KS,2279975,676,Southwestern College,2014-15,2014
KS,1383777,364,Sterling College,2014-15,2014
KS,1139606,315,Tabor College,2014-15,2014
KS,18218583,4565,University of Kansas,2014-15,2014
KS,1350403,329,University of St Mary,2014-15,2014
KS,1729348,491,Washburn Institute of Technology,2014-15,2014
KS,8557929,2241,Washburn University,2014-15,2014
KS,4336501,1431,Wichita Area Technical College,2014-15,2014
KS,17946721,4663,Wichita State University,2014-15,2014
KS,4537823,1219,Wichita Technical Institute,2014-15,2014
KS,9887194,2755,Wright Career College,2014-15,2014
KS,386309,99,z Hair Academy,2014-15,2014
KY,1510771,344,Alice Lloyd College,2014-15,2014
KY,197681,48,American College of Barbering,2014-15,2014
KY,133589,28,"Appalachian Beauty School, Inc.",2014-15,2014
KY,2164383,558,Asbury College,2014-15,2014
KY,7327450,2039,Ashland Community and Technical College,2014-15,2014
KY,3743643,1041,Ata Career Education,2014-15,2014
KY,316990,72,Barrett & Company Sch Hair Design,2014-15,2014
KY,5154045,1608,Beckfield College,2014-15,2014
KY,2682661,642,Bellarmine University,2014-15,2014
KY,831555,197,Bellefonte Academy of Beauty,2014-15,2014
KY,6176067,1336,Berea College,2014-15,2014
KY,10882612,2799,Big Sandy Community and Technical Colg,2014-15,2014
KY,19561397,5793,Bluegrass Community & Technical College,2014-15,2014
KY,8511485,2421,Bowling Green Technical College,2014-15,2014
KY,2465998,614,Brescia University,2014-15,2014
KY,263542,65,Brighton Center's Center for Employ,2014-15,2014
KY,4902597,1229,Campbellsville University,2014-15,2014
KY,899557,215,Centre College,2014-15,2014
KY,445216,121,Clear Creek Baptist Bible College,2014-15,2014
KY,135014,33,Collins School of Cosmetology,2014-15,2014
KY,1947292,593,Daymar College,2014-15,2014
KY,150945,43,Daymar College,2014-15,2014
KY,26657749,6571,Eastern Kentucky University,2014-15,2014
KY,11985019,3637,Elizabethtown Community  and Technical c,2014-15,2014
KY,1265019,309,Employment Solutions,2014-15,2014
KY,9834171,2928,Galen Health Institutes,2014-15,2014
KY,8082835,2524,Gateway Community & Technology Coll,2014-15,2014
KY,1526903,362,Georgetown College,2014-15,2014
KY,7534652,1938,Hazard Community College,2014-15,2014
KY,206415,44,Head's West Kentucky Beauty College,2014-15,2014
KY,2861537,930,Henderson Community College,2014-15,2014
KY,8100130,2434,Hopkinsville Community College,2014-15,2014
KY,24331213,7609,Jefferson Community and Technical Colleg,2014-15,2014
KY,536074,146,Jenny Lea Academy of Cosmetology,2014-15,2014
KY,145458,33,Jenny Lea Academy of Cosmetology,2014-15,2014
KY,1151522,263,Kentucky Christian University,2014-15,2014
KY,195480,52,Kentucky Mountain Bible College,2014-15,2014
KY,5048332,1206,Kentucky State University,2014-15,2014
KY,1431062,350,Kentucky Wesleyan College,2014-15,2014
KY,178120,65,Lexington Healing Arts Academy,2014-15,2014
KY,165573,44,Lindsey Institute of Cosmetology,2014-15,2014
KY,5731685,1352,Lindsey Wilson College,2014-15,2014
KY,5314450,1603,Madisonville Community College,2014-15,2014
KY,8363371,2385,Maysville Cmnty & Techncl Colg,2014-15,2014
KY,939593,226,Medquest College,2014-15,2014
KY,2335362,646,Midway University,2014-15,2014
KY,16419627,3938,Morehead State University,2014-15,2014
KY,13382312,3291,Murray State University,2014-15,2014
KY,17536988,4604,Northern Kentucky University,2014-15,2014
KY,79119,18,Nu-Tek Academy of Beauty,2014-15,2014
KY,6574101,2090,Owensboro Community & Technical College,2014-15,2014
KY,285267,67,Pat Wilson's Beauty College,2014-15,2014
KY,628066,169,Paul Mitchell the School - Louisville,2014-15,2014
KY,773263,191,Paul Mitchell the School Lexington,2014-15,2014
KY,1058720,308,Pj's College of Cosmetology,2014-15,2014
KY,239108,64,Pj's College of Cosmetology,2014-15,2014
KY,1003049,250,Salon Professional Academy the,2014-15,2014
KY,483642,134,Simmons College of Kentucky,2014-15,2014
KY,18798349,5400,Somerset Community College,2014-15,2014
KY,8780141,2167,Southeast Kentucky Community and Technic,2014-15,2014
KY,179723,49,Southeast School of Cosmetology,2014-15,2014
KY,2542204,620,Spalding University,2014-15,2014
KY,2113233,616,Spencerian College,2014-15,2014
KY,1127655,283,St. Catharine College,2014-15,2014
KY,869251,255,Sullivan College of Technology and Desig,2014-15,2014
KY,8301921,2519,Sullivan University,2014-15,2014
KY,1994750,492,Thomas more College,2014-15,2014
KY,1034033,240,Transylvania University,2014-15,2014
KY,468815,129,Trend Setters Acad of Beauty Cult,2014-15,2014
KY,195408,46,Tri-State Institute of Hair Design,2014-15,2014
KY,2074230,473,Union College,2014-15,2014
KY,23535922,5637,University of Kentucky,2014-15,2014
KY,19217108,4889,University of Louisville,2014-15,2014
KY,4058353,871,University of Pikeville,2014-15,2014
KY,4410998,1076,University of the Cumberlands,2014-15,2014
KY,11168583,3311,West Kentucky Cmnty & Technical Colg,2014-15,2014
KY,26370074,6662,Western Kentucky University,2014-15,2014
LA,10109655,2435,(the) University of New Orleans,2014-15,2014
LA,205683,51,a & w Healthcare Educators,2014-15,2014
LA,280586,80,American School of Business,2014-15,2014
LA,7020988,1888,Aveda Institute,2014-15,2014
LA,708729,183,Aveda Institute Baton Rouge,2014-15,2014
LA,429830,120,Aveda Institute Lafayette,2014-15,2014
LA,1026734,289,Ayers Career College,2014-15,2014
LA,17776520,5014,Baton Rouge Community College,2014-15,2014
LA,198838,55,Baton Rouge Gen Med Ctr Sch Nsg,2014-15,2014
LA,196532,42,Baton Rouge School of Computers,2014-15,2014
LA,62328,14,Blalock's Professional Beauty College,2014-15,2014
LA,10767163,3517,Blue Cliff Sch Therapeutic Massage,2014-15,2014
LA,170816,38,Bos-Man's Barber College,2014-15,2014
LA,21460488,5627,Bossier Parish Community College,2014-15,2014
LA,933803,240,Camelot Career College,2014-15,2014
LA,1290568,271,Cameron College,2014-15,2014
LA,1622645,476,Capital Area Technical College,2014-15,2014
LA,219121,52,Celebrity Stylist Beauty School,2014-15,2014
LA,877479,202,Centenary College of Louisiana,2014-15,2014
LA,3100078,781,Central Louisiana Technical College,2014-15,2014
LA,141779,41,Cloyd's Beauty School #1,2014-15,2014
LA,158086,42,"Cloyd's Beauty School #2, Inc",2014-15,2014
LA,194242,59,"Cloyd's Beauty School #3, Inc",2014-15,2014
LA,727013,212,Compass Career College,2014-15,2014
LA,244263,64,Cosmetology Training Center,2014-15,2014
LA,36075,14,Court Reporting Institute of Louisi,2014-15,2014
LA,1580757,361,Crescent City Sch Gaming & Bartendg,2014-15,2014
LA,44626730,12794,Delgado Community College,2014-15,2014
LA,1561295,429,Delta College,2014-15,2014
LA,2755125,669,Delta College of Arts & Tech Inc,2014-15,2014
LA,938248,257,Delta Sch of Business & Technology,2014-15,2014
LA,177512,54,Demmon School of Beauty,2014-15,2014
LA,213368,60,Denham Springs Beauty College,2014-15,2014
LA,885033,297,Diesel Driving Academy,2014-15,2014
LA,1054046,382,Diesel Driving Academy,2014-15,2014
LA,4581741,1001,Dillard University,2014-15,2014
LA,168473,45,"d-Jay's Schl of Beauty, Arts & Sci",2014-15,2014
LA,6863703,1903,Fortis College - Baton Rouge,2014-15,2014
LA,14031579,3082,Grambling State University,2014-15,2014
LA,186562,49,"Guy's Academy Hair, Skin & Nails",2014-15,2014
LA,190179,43,Healthcare Training Institute,2014-15,2014
LA,7007,3,Infinity College,2014-15,2014
LA,2325953,593,Iti Technical College,2014-15,2014
LA,127665,28,John Jay Beauty College,2014-15,2014
LA,278335,65,John Jay Kenner Academy,2014-15,2014
LA,3129662,881,L. E. Fletcher Technical Community Colle,2014-15,2014
LA,935883,245,La State Univ Health Sciences Ctr,2014-15,2014
LA,154910,34,Louisiana Academy of Beauty,2014-15,2014
LA,1883328,430,Louisiana College,2014-15,2014
