song_id,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
Give It AwayGeorge Strait,George Strait,Give It Away,"['contemporary country', 'country', 'country road']",1qHRFZE8qykNXYZadzmi1m,NA,209320,FALSE,It Just Comes Natural,0.669,0.651,5,-5.79,1,0.0275,0.472,1.09e-4,0.272,0.605,148.091,4,62
Give It AwayRed Hot Chili Peppers,Red Hot Chili Peppers,Give It Away,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",0uppYCG86ajpV2hSR3dJJ0,https://p.scdn.co/mp3-preview/fcdf3224d230b26b637418c2d1028bc482db7fce?cid=b8d3901151d34489a160e3cf0ab1fa94,282906,FALSE,Blood Sugar Sex Magik (Deluxe Edition),0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,4,74
Give It AwayThe Chi-lites,The Chi-lites,Give It Away,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",1ruJBQ8VifAL4nZjB91pkK,https://p.scdn.co/mp3-preview/a10cde5abae1bc7a681b23b57965ee04e106e843?cid=b8d3901151d34489a160e3cf0ab1fa94,164853,FALSE,20 Greatest Hits,0.555,0.469,7,-12.176,1,0.0522,0.206,7.81e-5,0.238,0.771,86.658,4,19
Give It To HerTanto Metro & Devonte,Tanto Metro & Devonte,Give It To Her,"['dancehall', 'old school dancehall']",00FU5uypELwgQuM9IbFC6G,https://p.scdn.co/mp3-preview/79b1e01e6fee3710088f285e56aa318f46a21312?cid=b8d3901151d34489a160e3cf0ab1fa94,209053,FALSE,The Beat Goes On,0.6,0.583,9,-6.617,0,0.281,0.0918,0,0.0992,0.763,126.517,5,45
Give It To Me BabyRick James,Rick James,Give It To Me Baby,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",13v3siPyvy5TTEZYmGPPse,NA,248133,FALSE,Street Songs (Deluxe Edition),0.705,0.746,11,-8.615,1,0.042,0.127,7.9e-5,0.128,0.964,119.566,4,65
Give It To Me GoodTrixter,Trixter,Give It To Me Good,"['glam metal', 'hard rock', 'sleaze rock']",3JHSUI91AZhxM1BZpxS8Ar,NA,210333,FALSE,Trixter,0.58,0.751,6,-11.353,1,0.0416,0.0224,0.00644,0.112,0.453,115.972,4,38
Give It To MeThe J. Geils Band,The J. Geils Band,Give It To Me,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'new wave pop', 'power pop', 'rock', 'roots rock', 'soft rock']",67trulk6j7vx2hYGXiJAxq,https://p.scdn.co/mp3-preview/a1596a0899c8f7d5a6277648887d852ecb28322e?cid=b8d3901151d34489a160e3cf0ab1fa94,390066,FALSE,Bloodshot,0.601,0.531,0,-13.784,1,0.0431,0.475,0.229,0.058,0.818,117.676,4,41
Give It To MeThe Mob,The Mob,Give It To Me,"['edm', 'electro house', 'glitch', 'glitch hop']",5hjT0dW0lq19oppV3S4ogB,https://p.scdn.co/mp3-preview/2275966746be6d2265823fd7fedaf8387e41e821?cid=b8d3901151d34489a160e3cf0ab1fa94,182600,FALSE,The Heritage / Colossus Story,0.649,0.888,10,-7.946,1,0.0381,0.124,0.00158,0.064,0.964,132.375,4,2
Give It To MeTimbaland Featuring Nelly Furtado & Justin Timberlake,Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",0wbDgMuAoy7O7pL3a69uZx,NA,234026,TRUE,Shock Value,0.973,0.723,8,-4.017,1,0.0569,0.17,2.82e-4,0.0863,0.751,110.625,4,55
Give It To The PeopleThe Righteous Brothers,The Righteous Brothers,Give It To The People,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll']",3Ffekn1PvnwTgGu9Cwb6Bd,NA,205546,FALSE,Gold,0.618,0.795,8,-8.502,1,0.0274,0.456,0,0.348,0.797,95.574,4,5
Give It To YouJordan Knight,Jordan Knight,Give It To You,[],6xNnPtnmqpktZLFkgT21u7,NA,289760,FALSE,Jordan Knight,0.83,0.655,7,-7.072,1,0.0544,0.0552,1.09e-6,0.0567,0.653,134.869,4,42
Give It To YouMartha Wash,Martha Wash,Give It To You,['diva house'],43q7tUWo0XY7znhZf9bEAK,https://p.scdn.co/mp3-preview/20e407332b3e63e472b787a076a9b38a88262010?cid=b8d3901151d34489a160e3cf0ab1fa94,229906,FALSE,Martha Wash,0.793,0.824,11,-7.325,0,0.058,0.00949,0.531,0.0596,0.76,114.059,4,17
Give It Up (turn It Loose)Tyrone Davis,Tyrone Davis,Give It Up (turn It Loose),"['chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",711LK8KpaM6x6NM6mVDssL,https://p.scdn.co/mp3-preview/1d41cc8960f28b37b3b1143cfd85da01c4580ef0?cid=b8d3901151d34489a160e3cf0ab1fa94,259533,FALSE,The Best Of Tyrone Davis: In The Mood,0.839,0.542,1,-12.056,1,0.0352,0.293,6.99e-5,0.0708,0.965,115.651,4,22
Give It Up Or Turnit A LooseJames Brown,James Brown,Give It Up Or Turnit A Loose,"['funk', 'motown', 'soul']",5TQcUuSZ9VUXCxGdVj7VxO,NA,369960,FALSE,In the Jungle Groove,0.703,0.88,11,-7.133,0,0.0608,0.00964,0.456,0.111,0.743,114.763,4,33
Give It Up To MeShakira Featuring Lil Wayne,Shakira Featuring Lil Wayne,Give It Up To Me,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",5lR4YDKdhJUkGUYMrMRx43,https://p.scdn.co/mp3-preview/2fb88ef2aa2b3e510bd6abbc543125ab00e6ee0b?cid=b8d3901151d34489a160e3cf0ab1fa94,183573,FALSE,She Wolf (Expanded Edition),0.841,0.729,5,-6.311,0,0.0705,0.443,0,0.122,0.688,115.984,4,46
"Give It Up, Turn It LooseEn Vogue",En Vogue,"Give It Up, Turn It Loose","['dance pop', 'girl group', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",61vIGLnOsYaydUUKfJ9XC5,https://p.scdn.co/mp3-preview/e109eea2329e7bcf8f74ebe4068e045e8e8ece29?cid=b8d3901151d34489a160e3cf0ab1fa94,312040,FALSE,Funky Divas,0.836,0.58,1,-8.778,1,0.0692,0.19,2.71e-4,0.0379,0.939,93.015,4,33
Give It UpKC,KC,Give It Up,"['disco', 'funk', 'motown', 'soft rock']",3yDhZq8f17SmumVmEyCaRN,https://p.scdn.co/mp3-preview/3e9ffefc4ac24ad8b0e473c91d496e58285273ae?cid=b8d3901151d34489a160e3cf0ab1fa94,254240,FALSE,All In a Night's Work (Expanded Version),0.862,0.624,3,-11.63,1,0.0565,0.0192,1.53e-4,0.0465,0.882,124.896,4,62
Give It UpPublic Enemy,Public Enemy,Give It Up,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",60XB3lgW3j3G5HeVeNgDL7,NA,271426,TRUE,Muse Sick-N-Hour Mess Age,0.73,0.773,0,-6.135,1,0.172,0.0538,0,0.592,0.554,94.57,4,32
Give It UpThe Goodmen,The Goodmen,Give It Up,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give It UpThe Steve Miller Band,The Steve Miller Band,Give It Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give It UpWilson Phillips,Wilson Phillips,Give It Up,"['girl group', 'new wave pop', 'pop rock', 'soft rock']",1pT0nVzqrjOSKcHpWZiAIt,NA,291066,FALSE,Shadows And Light,0.321,0.746,11,-10.413,1,0.0448,0.236,3.78e-5,0.26,0.914,185.764,3,23
Give It UpZZ Top,ZZ Top,Give It Up,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",470PZEQc7PUnvhp73hSrJc,https://p.scdn.co/mp3-preview/34b81322f899848b38a4c5b51cca9ebb67824dc1?cid=b8d3901151d34489a160e3cf0ab1fa94,209426,FALSE,Recycler,0.664,0.665,10,-9.881,1,0.0282,0.00812,1.14e-4,0.149,0.53,123.95,4,38
Give It What You Got/Peace PipeB.T. Express,B.T. Express,Give It What You Got/Peace Pipe,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me A Reason To Be GoneMaureen McGovern,Maureen McGovern,Give Me A Reason To Be Gone,['bubblegum pop'],4mahAIH1RYF6DFblTr3Sor,NA,165946,FALSE,Best Of/20th Century,0.682,0.632,11,-7.533,0,0.0295,0.364,0,0.194,0.96,115.436,4,3
Give Me A Sign (Forever And Ever)Breaking Benjamin,Breaking Benjamin,Give Me A Sign (Forever And Ever),"['alternative metal', 'nu metal', 'post-grunge']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me All NightCarly Simon,Carly Simon,Give Me All Night,"['adult standards', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",1U3KVZbVXDqHt8ZRLrZSh0,https://p.scdn.co/mp3-preview/4db82eb1a64c043fbf0b7d39e176f0f596cc7773?cid=b8d3901151d34489a160e3cf0ab1fa94,261200,FALSE,Coming Around Again,0.611,0.565,0,-12.979,1,0.0253,0.0565,1.17e-6,0.28,0.688,107.413,4,25
Give Me All Your LoveWhitesnake,Whitesnake,Give Me All Your Love,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",3uBV7qO7PSMatjXySYy6eo,https://p.scdn.co/mp3-preview/30c5e901060dd0c7401e53429531a12568baa7db?cid=b8d3901151d34489a160e3cf0ab1fa94,208133,FALSE,Whitesnake (2018 Remaster),0.196,0.936,9,-6.401,0,0.113,8.95e-4,1.09e-4,0.0827,0.152,102.731,1,36
Give Me All Your Luvin'Madonna Featuring Nicki Minaj & M.I.A.,Madonna Featuring Nicki Minaj & M.I.A.,Give Me All Your Luvin',"['dance pop', 'pop']",2woCC5hiuPTDAonxhEojP0,NA,202760,FALSE,MDNA,0.68,0.885,11,-4.36,1,0.0382,0.00557,7.04e-4,0.377,0.879,144.998,4,42
Give Me An InchIan Matthews,Ian Matthews,Give Me An Inch,['country rock'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me Back My HometownEric Church,Eric Church,Give Me Back My Hometown,"['contemporary country', 'country', 'country road', 'modern country rock']",3MykNWa65IP2VN1Qa6B9yK,NA,252493,FALSE,The Outsiders,0.619,0.677,1,-7.789,1,0.0295,0.506,0.0592,0.0825,0.5,103.96,4,59
"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer","Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",4QNpBfC0zvjKqPJcyqBy9W,https://p.scdn.co/mp3-preview/3906aa5012624d4e35c2108207745eb48f3bdf0f?cid=b8d3901151d34489a160e3cf0ab1fa94,252306,FALSE,Planet Pit (Deluxe Version),0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.529,129.023,4,79
Give Me Just A Little More TimeChairman Of The Board,Chairman Of The Board,Give Me Just A Little More Time,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me Just One Night (Una Noche)98 Degrees,98 Degrees,Give Me Just One Night (Una Noche),[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me Love - (Give Me Peace On Earth)George Harrison,George Harrison,Give Me Love - (Give Me Peace On Earth),"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",4XMRt4xFqLzGs4wDKkSSeu,NA,215693,FALSE,Living In The Material World (Remastered),0.388,0.564,5,-11.531,1,0.0484,0.485,0.00989,0.127,0.6,79.294,4,61
Give Me One More ChanceWilmer And The Dukes,Wilmer And The Dukes,Give Me One More Chance,['deep free jazz'],6bxUQ1ydrmWr3Km6DQQZ5a,https://p.scdn.co/mp3-preview/6e34b0246c335738f88762e0a5214f0580423565?cid=b8d3901151d34489a160e3cf0ab1fa94,137866,FALSE,Rock and Pop Oldies Mi,0.548,0.529,2,-14.565,1,0.041,0.201,4.24e-5,0.0783,0.945,127.974,4,7
Give Me One ReasonTracy Chapman,Tracy Chapman,Give Me One Reason,"['folk', 'lilith', 'pop rock', 'singer-songwriter']",4vDBJeeQCbhP9FaPPMsYkY,https://p.scdn.co/mp3-preview/21e293c4edf7cc7134436e5ac63705e18cc306da?cid=b8d3901151d34489a160e3cf0ab1fa94,268333,FALSE,New Beginning,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-6,0.108,0.602,100.22,4,70
Give Me ThatWebbie Featuring Bun B,Webbie Featuring Bun B,Give Me That,"['baton rouge rap', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0KGZzYTmH3lfpSKOcjnOkp,https://p.scdn.co/mp3-preview/2ce2a0ba9b6cdd938259fca4798eb5c2cb1761f8?cid=b8d3901151d34489a160e3cf0ab1fa94,267720,TRUE,Savage Life,0.674,0.773,8,-6.002,1,0.288,0.00694,0,0.312,0.506,78.001,4,38
Give Me The Keys (And I'll Drive You Crazy)Huey Lewis & The News,Huey Lewis & The News,Give Me The Keys (And I'll Drive You Crazy),"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",2YTrirCCoBrwQkKIXMWu1n,NA,277626,FALSE,Small World,0.67,0.725,10,-13.207,1,0.0326,0.243,3.22e-4,0.132,0.914,135.672,4,29
Give Me The NightGeorge Benson,George Benson,Give Me The Night,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",62GYoGszQfROZswLee6W3O,https://p.scdn.co/mp3-preview/1bf8969b69ee254141720888a13a7386a90f83a5?cid=b8d3901151d34489a160e3cf0ab1fa94,222626,FALSE,The George Benson Collection,0.85,0.466,1,-15.673,1,0.0555,0.314,0.0234,0.129,0.86,109.936,4,63
Give Me The ReasonLuther Vandross,Luther Vandross,Give Me The Reason,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",4jwj7WcGHwNpG0ovatCbST,https://p.scdn.co/mp3-preview/2046df044e75a953813b6bdbaa307b35354ecf79?cid=b8d3901151d34489a160e3cf0ab1fa94,285600,FALSE,Give Me The Reason,0.751,0.639,5,-11.497,0,0.0361,0.0849,5.86e-4,0.0763,0.875,140.004,4,42
Give Me TimeDusty Springfield,Dusty Springfield,Give Me Time,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']",6duLDfk7RheKAup8VFt0P1,NA,187866,FALSE,The Look Of Love,0.433,0.584,4,-7.348,0,0.0334,0.0468,0,0.2,0.354,95.876,3,11
Give Me TonightShannon,Shannon,Give Me Tonight,['christmas instrumental'],4KhOfYSg4ULCbTjCLj3EB2,https://p.scdn.co/mp3-preview/9cc97d462cd76a4595b4dbda204ed83245c68134?cid=b8d3901151d34489a160e3cf0ab1fa94,233493,FALSE,The Best Is Yet To Come,0.697,0.979,9,-7.262,0,0.0538,0.0199,0.0127,0.317,0.583,119.083,4,45
Give Me YouMary J. Blige,Mary J. Blige,Give Me You,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",322YZMhGoiDqtgjMum2Odb,NA,305160,FALSE,Mary (Limited Edition Bonus Pack),0.653,0.417,9,-7.86,1,0.0462,0.0437,6.67e-5,0.307,0.0424,109.961,4,26
Give Me Your LoveBarbara Mason,Barbara Mason,Give Me Your Love,"['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'southern soul']",3rNgQNJ8dFcTxabYUnFwXd,https://p.scdn.co/mp3-preview/2f80d6447a5026e0f963c51d75ca646f40485fdc?cid=b8d3901151d34489a160e3cf0ab1fa94,178400,FALSE,The Best of the Buddah Years,0.54,0.597,4,-12.315,0,0.0942,0.271,0,0.324,0.768,85.471,4,13
Give Me Your LoveNat King Cole,Nat King Cole,Give Me Your Love,['adult standards'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Me...A ReasonBuffy,Buffy,Give Me...A Reason,"['american folk revival', 'canadian indigenous', 'canadian singer-songwriter', 'folk', 'native american', 'traditional folk']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give My Love A TryLinda Jones,Linda Jones,Give My Love A Try,"['classic soul', 'motown', 'northern soul', 'southern soul']",0Cf60FPZbeZa3PKob5GKbM,https://p.scdn.co/mp3-preview/f56441fa37aa24d49d4264eaa3bdcf68adc479e4?cid=b8d3901151d34489a160e3cf0ab1fa94,152133,FALSE,Best of Loma Records-Rise and Fall of a 1960's Soul Label,0.406,0.486,1,-9.826,0,0.0373,0.786,0,0.674,0.651,72.219,4,8
Give Myself A PartyDon Gibson,Don Gibson,Give Myself A Party,"['nashville sound', 'rock-and-roll', 'rockabilly']",7u514EtyvrUmFw7fipyHue,https://p.scdn.co/mp3-preview/490a32bd5ef35e6b35ddfd95df1890a925332546?cid=b8d3901151d34489a160e3cf0ab1fa94,160173,FALSE,RCA Country Legends: Don Gibson,0.627,0.499,7,-8.414,1,0.0304,0.544,0,0.411,0.931,111.869,4,15
Give Peace A ChancePlastic Ono Band,Plastic Ono Band,Give Peace A Chance,['experimental rock'],0sUQj8SflMlJrqJE7Z4u9o,NA,292973,FALSE,Power To The People - The Hits,0.442,0.853,1,-12.57,1,0.123,0.326,0,0.816,0.208,83.871,4,55
Give Peace A ChanceThe Peace Choir,The Peace Choir,Give Peace A Chance,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give The People What They WantThe O'Jays,The O'Jays,Give The People What They Want,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",1PpqJwngLvPd0VotrqusQm,https://p.scdn.co/mp3-preview/ab1f193f3e9980477ed55e6c045645e3a8636ba0?cid=b8d3901151d34489a160e3cf0ab1fa94,250666,FALSE,The Ultimate O'Jays,0.692,0.843,7,-6.003,0,0.266,0.0917,0,0.627,0.871,97.863,4,36
Give To LiveSammy Hagar,Sammy Hagar,Give To Live,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",0R8vaqcl7316PnMAWFTSK3,NA,264093,FALSE,I Never Said Goodbye,0.494,0.642,2,-9.728,1,0.0299,0.017,8.12e-6,0.0459,0.404,76.922,4,34
"Give U My Heart (From ""Boomerang"")Babyface (Featuring Toni Braxton)",Babyface (Featuring Toni Braxton),"Give U My Heart (From ""Boomerang"")","['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Up Your GunsThe Buoys,The Buoys,Give Up Your Guns,[],5kVFPD9CCQdFjd4cnTtHYB,https://p.scdn.co/mp3-preview/af6c3d87b8ddf1761040a67a4d7203db86ae8ed5?cid=b8d3901151d34489a160e3cf0ab1fa94,254374,FALSE,The Buoys,0.417,0.502,11,-12.621,0,0.0282,0.48,0.00432,0.202,0.66,131.325,4,39
Give Us Your BlessingRay Peterson,Ray Peterson,Give Us Your Blessing,"['adult standards', 'brill building pop', 'merseybeat', 'rock-and-roll']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Give Us Your BlessingsThe Shangri-Las,The Shangri-Las,Give Us Your Blessings,"['brill building pop', 'classic girl group']",5MrBeFD9PY3pCyB9lfB6Ai,NA,194560,FALSE,The Best Of The Shangri-Las,0.617,0.484,1,-9.952,1,0.0549,0.806,0.00129,0.172,0.403,114.293,4,17
Give You What You Want (Fa Sure)Chico DeBarge,Chico DeBarge,Give You What You Want (Fa Sure),"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']",2ZDxfuXmTIRCdXChbtHpW9,NA,280040,FALSE,The Game,0.854,0.714,10,-7.342,0,0.0458,0.0118,0,0.0903,0.782,132,4,19
Give Your Baby A Standing OvationThe Dells,The Dells,Give Your Baby A Standing Ovation,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",468bO2Lgk55gUGKZb143ks,NA,274373,FALSE,20th Century Masters: The Millennium Collection: Best Of The Dells,0.431,0.771,4,-5.025,1,0.0959,0.374,0,0.468,0.788,137.029,4,31
Give Your Heart A BreakDemi Lovato,Demi Lovato,Give Your Heart A Break,"['dance pop', 'pop', 'post-teen pop']",3sP3c86WFjOzHHnbhhZcLA,NA,205346,FALSE,Unbroken,0.643,0.695,6,-3.099,1,0.0463,0.236,0,0.145,0.65,123.026,4,68
GiveMisiing Persons,Misiing Persons,Give,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Given To FlyPearl Jam,Pearl Jam,Given To Fly,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",3vL9lPWBuv0ZR3c5YmdhDl,https://p.scdn.co/mp3-preview/9518a604a43fdeb8c9ad8b88b9258ee137120c77?cid=b8d3901151d34489a160e3cf0ab1fa94,238866,FALSE,Yield,0.317,0.764,7,-7.076,1,0.0282,2.94e-4,0.099,0.0996,0.341,101.173,4,60
Given UpLinkin Park,Linkin Park,Given Up,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",1fLlRApgzxWweF1JTf8yM5,https://p.scdn.co/mp3-preview/ab38812ac47dbfe4d4d70abc375311bd8a2511a6?cid=b8d3901151d34489a160e3cf0ab1fa94,189293,TRUE,Minutes to Midnight,0.655,0.885,7,-4.116,1,0.0438,0.00117,4.73e-4,0.0448,0.938,100.088,4,68
Gives You HellGlee Cast,Glee Cast,Gives You Hell,"['glee club', 'hollywood', 'post-teen pop']",7oN2q9L9YShc6weFVvnnxA,https://p.scdn.co/mp3-preview/2728050c12ffb41250c7551c1299000059f9eefc?cid=b8d3901151d34489a160e3cf0ab1fa94,206666,FALSE,Glee: The Musi,0.752,0.605,6,-5.569,0,0.032,0.0807,0,0.112,0.789,100.007,4,57
Gives You HellThe All-American Rejects,The All-American Rejects,Gives You Hell,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",6ihL9TjfRjadfEePzXXyVF,NA,213106,FALSE,When The World Comes Down,0.714,0.725,4,-6.411,1,0.0402,0.0156,0,0.0726,0.59,99.988,4,72
Giving Him Something He Can FeelEn Vogue,En Vogue,Giving Him Something He Can Feel,"['dance pop', 'girl group', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",4htbAEZWr53J08x3dUv00W,https://p.scdn.co/mp3-preview/51b83bbc0f2433ef9e887e3d0c889cf1ce9ea887?cid=b8d3901151d34489a160e3cf0ab1fa94,235706,FALSE,Funky Divas,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-6,0.0875,0.705,203.824,3,53
Giving It All AwayRoger Daltrey,Roger Daltrey,Giving It All Away,['album rock'],4oagIqqxeeT4ehp7YjsiYn,https://p.scdn.co/mp3-preview/a021873a2335c9418678d92dba66a8d6760f5eb7?cid=b8d3901151d34489a160e3cf0ab1fa94,207813,FALSE,Giving It All Away,0.317,0.563,5,-6.209,1,0.0376,0.454,2.84e-4,0.202,0.225,83.561,4,42
Giving It Up For Your LoveDelbert McClinton,Delbert McClinton,Giving It Up For Your Love,"['blues', 'blues rock', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'texas country']",5E2EpolcGmcbYpsv0z6jAZ,NA,226933,FALSE,Ultimate Collection,0.76,0.765,0,-9.319,1,0.0352,0.289,7.95e-6,0.233,0.868,107.602,4,30
Giving Up On LoveJerry Butler,Jerry Butler,Giving Up On Love,"['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",1NSuI83PSNDwCXQ0O4MD2s,https://p.scdn.co/mp3-preview/1928296223d8060e3b071213ec4cc05f6501e9d9?cid=b8d3901151d34489a160e3cf0ab1fa94,156160,FALSE,The Greatest Hits of Jerry Butler,0.468,0.536,7,-8.71,0,0.0289,0.943,8.17e-5,0.742,0.599,90.748,4,6
Giving Up On LoveRick Astley,Rick Astley,Giving Up On Love,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",55O2yCgCC4ZX0TE2vdWELj,https://p.scdn.co/mp3-preview/544ebac0cf8695ef610f8c7492b136de1e2bd941?cid=b8d3901151d34489a160e3cf0ab1fa94,243800,FALSE,Hold Me in Your Arms,0.687,0.707,7,-13.064,1,0.0547,0.0338,2.71e-4,0.0891,0.861,110.059,4,24
Giving UpDonny Hathaway,Donny Hathaway,Giving Up,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul', 'vocal jazz']",1KQpDyopGXjW6Ug4pXXgFo,https://p.scdn.co/mp3-preview/8ee6fbee3b17020ebf90b387fe97dcc1c64f050b?cid=b8d3901151d34489a160e3cf0ab1fa94,380466,FALSE,A Donny Hathaway Collection,0.335,0.202,1,-14.228,0,0.0323,0.726,6.63e-6,0.612,0.155,82.022,4,35
Giving UpGladys Knight And The Pips,Gladys Knight And The Pips,Giving Up,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",2ago9Xm0T613VHZpXiqLRh,NA,215373,FALSE,The Best Of Gladys Knight & The Pips,0.43,0.348,9,-10.175,0,0.0305,0.765,0,0.653,0.425,138.65,4,20
Giving You The BenefitPebbles,Pebbles,Giving You The Benefit,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']",2nNKXDFRz6cog1kolC3efq,NA,341960,FALSE,Always,0.708,0.812,5,-10.465,0,0.0476,0.134,9.84e-4,0.115,0.929,103.076,4,31
Giving You The Best That I GotAnita Baker,Anita Baker,Giving You The Best That I Got,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",4FKHWhLF2dyjcoSnGlktw4,https://p.scdn.co/mp3-preview/8f2359268d2cb12087437ffc2fd2917efd0a304a?cid=b8d3901151d34489a160e3cf0ab1fa94,233973,FALSE,American 80's,0.637,0.542,9,-8.173,1,0.0356,0.765,0,0.302,0.38,105.322,4,52
Glaciers Of Ice/CriminologyChef Raekwon,Chef Raekwon,Glaciers Of Ice/Criminology,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
