song_id,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
Glad All OverThe Dave Clark Five,The Dave Clark Five,Glad All Over,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",2w8oMeJjXn1KTnU2fr9eFB,https://p.scdn.co/mp3-preview/c2ef37f6b3b4be8f0e505f5fa443e1e6df955ce8?cid=b8d3901151d34489a160e3cf0ab1fa94,163327,FALSE,Glad All Over (2019 - Remaster),0.462,0.803,2,-8.357,1,0.0585,0.152,0,0.0788,0.896,137.789,4,44
Glad RagsTennessee Ernie Ford,Tennessee Ernie Ford,Glad Rags,"['bluegrass gospel', 'comic', 'country boogie', 'country gospel', 'yodeling']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glad She's A WomanBobby Goldsboro,Bobby Goldsboro,Glad She's A Woman,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",7vJtTE1k2wPaqRmzEJ84OK,NA,171933,FALSE,"""Today""",0.134,0.364,6,-10.94,0,0.0315,0.548,1.56e-4,0.145,0.376,173.739,4,13
Glad To Be UnhappyThe Mamas & The Papas,The Mamas & The Papas,Glad To Be Unhappy,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",1Dw7FyvCJ21oENBoyG3dfn,NA,102226,FALSE,Creeque Alley - The History Of The Mamas And The Papas,0.629,0.579,6,-12.498,1,0.0526,0.693,0,0.363,0.826,109.946,4,31
Glad You CameGlee Cast,Glee Cast,Glad You Came,"['glee club', 'hollywood', 'post-teen pop']",5slR5vjPzfDDr8ngiDeiGf,https://p.scdn.co/mp3-preview/391d282774ec0bfc213557843a5746cd6c6af273?cid=b8d3901151d34489a160e3cf0ab1fa94,194666,FALSE,Glad You Came (Glee Cast Version),0.597,0.765,7,-5.831,0,0.223,0.425,0,0.111,0.391,126.857,4,47
Glad You CameThe Wanted,The Wanted,Glad You Came,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",3AGOgQzp0YcPH41u9p7dOp,NA,198186,FALSE,The Wanted (Special Edition),0.755,0.838,7,-4.5,0,0.0687,0.0643,1.59e-5,0.118,0.473,126.877,4,68
Glad You ExistDan + Shay,Dan + Shay,Glad You Exist,"['contemporary country', 'country', 'pop']",472vIK1ldetTxRxG3ovaiY,https://p.scdn.co/mp3-preview/f06ab206dbdecad732ffc322efd5d68d0753ea69?cid=b8d3901151d34489a160e3cf0ab1fa94,144533,FALSE,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T'}, 'href': 'https://api.spotify.com/v1/artists/7z5WFjZAIYejWy0NI5lv4T', 'id': '7z5WFjZAIYejWy0NI5lv4T', 'name': 'Dan + Shay', 'type': 'artist', 'uri': 'spotify:artist:7z5WFjZAIYejWy0NI5lv4T'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/4z2eVLzV0UxLc2O4VZMIjV'}, 'href': 'https://api.spotify.com/v1/albums/4z2eVLzV0UxLc2O4VZMIjV', 'id': '4z2eVLzV0UxLc2O4VZMIjV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d8768ba9447fccfbd06b6fa0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d8768ba9447fccfbd06b6fa0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d8768ba9447fccfbd06b6fa0', 'width': 64}], 'name': 'Glad You Exist', 'release_date': '2021-02-05', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:4z2eVLzV0UxLc2O4VZMIjV'}",0.748,0.551,11,-6.12,1,0.0349,0.235,0,0.119,0.66,103.953,4,80
GlamorousFergie Featuring Ludacris,Fergie Featuring Ludacris,Glamorous,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",4KTtYhxFtFL7mBwnjkKfLm,NA,246573,TRUE,The Dutchess,0.81,0.748,0,-6.464,1,0.211,0.32,0,0.0951,0.669,130.983,4,67
Glamour BoysLiving Colour,Living Colour,Glamour Boys,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'rock', 'wrestling']",2XyU7gwELovG2Nqo9UYBGp,https://p.scdn.co/mp3-preview/91cd57499fbc4240dad1d5bc1f8b33745fa56ea4?cid=b8d3901151d34489a160e3cf0ab1fa94,220133,FALSE,Vivid (Expanded Edition),0.511,0.913,0,-4.379,0,0.0323,0.0273,0.00569,0.0864,0.856,121.451,4,41
GlasshouseThe Temptations,The Temptations,Glasshouse,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",0Nyq54pf1IrkPomVk4BUTE,NA,234693,FALSE,A Song For You,0.85,0.679,10,-13.43,0,0.0396,0.0394,0.283,0.0532,0.961,127.715,4,16
GlassThompson Square,Thompson Square,Glass,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",1jhgT2iu9vcwQy0ukJ8fgW,https://p.scdn.co/mp3-preview/bc56e4da3bf1a5337b2587d9a0dd0fbd78492b8e?cid=b8d3901151d34489a160e3cf0ab1fa94,231680,FALSE,Thompson Square,0.576,0.524,1,-4.961,1,0.026,0.299,4.5e-6,0.13,0.263,75.963,4,44
GlidePleasure,Pleasure,Glide,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",0f9Nl6xN9hDYW5mz4CekXs,NA,388773,FALSE,The Greatest Of Pleasure,0.731,0.829,11,-9.257,0,0.0415,0.00919,0.821,0.0579,0.945,117.855,4,36
Glitter In The AirP!nk,P!nk,Glitter In The Air,"['dance pop', 'pop', 'post-teen pop']",1M6dQ8MZQnYxjH8yZzswQt,https://p.scdn.co/mp3-preview/e8b2773a97f0a8fc93ffcf94438d6511806e6931?cid=b8d3901151d34489a160e3cf0ab1fa94,227813,FALSE,Funhouse (Expanded Edition),0.511,0.255,5,-12.036,1,0.0283,0.897,2.19e-4,0.0994,0.296,99.901,4,55
GlobalLil Baby,Lil Baby,Global,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",7cW1wHpSLYgKWzoWlOCPFJ,NA,169826,TRUE,Street Gossip,0.672,0.565,1,-6.504,1,0.441,0.106,0,0.113,0.313,163.827,4,62
Glock In My Lap21 Savage & Metro Boomin,21 Savage & Metro Boomin,Glock In My Lap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gloria's ThemeAdam Wade,Adam Wade,Gloria's Theme,['deep adult standards'],7FeYOU2LNGQH6lGmmOpIHn,https://p.scdn.co/mp3-preview/cf8a4ea39f8c134b2df3e72c8f85482fa00924bb?cid=b8d3901151d34489a160e3cf0ab1fa94,172200,FALSE,Collection 1959-62,0.243,0.333,5,-9.366,0,0.0289,0.887,0,0.089,0.133,92.092,4,0
GloriaEnchantment,Enchantment,Gloria,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",6v3Rv4R2OCseryFeLzux7C,NA,336600,FALSE,If You're Ready...The Best Of Enchantment,0.377,0.544,6,-7.051,1,0.0312,0.271,1.37e-6,0.281,0.333,112.906,4,37
GloriaLaura Branigan,Laura Branigan,Gloria,"['dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",15ob9SMGLWrexuPuyuMjKl,https://p.scdn.co/mp3-preview/c3e63f5c841d9cce67465874a2100c9c88a81cdf?cid=b8d3901151d34489a160e3cf0ab1fa94,295066,FALSE,The Best Of Branigan,0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.876,131.34,4,68
GloriaShadows Of Knight,Shadows Of Knight,Gloria,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",5WNcnqDpO5asMaDIthIcu1,https://p.scdn.co/mp3-preview/22adfa47e5213825f638fc2a7ce6bfa5b1363895?cid=b8d3901151d34489a160e3cf0ab1fa94,157333,FALSE,Gloria,0.681,0.519,9,-10.549,1,0.0317,0.0535,7.29e-4,0.138,0.73,120.221,4,38
GloriaThe Doors,The Doors,Gloria,"['album rock', 'classic rock', 'piano rock', 'psychedelic rock', 'rock']",1b11chGCTSN26rsBt0WNYP,https://p.scdn.co/mp3-preview/40ba12daa9b91990365f85d4c89e62e4774756e6?cid=b8d3901151d34489a160e3cf0ab1fa94,378480,FALSE,The Very Best of the Doors,0.506,0.407,9,-12.478,1,0.0429,0.0508,4.14e-6,0.286,0.633,128.622,4,53
GloriaThem,Them,Gloria,"['alternative metal', 'alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'post-grunge', 'punk blues', 'rock', 'stoner rock']",1DKyFVzIh1oa1fFnEmTkIl,https://p.scdn.co/mp3-preview/89956cc26107e250858e6bf8c4240366f0a962ed?cid=b8d3901151d34489a160e3cf0ab1fa94,156800,FALSE,The Essential Van Morrison,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,4,63
GloriousMacklemore Featuring Skylar Grey,Macklemore Featuring Skylar Grey,Glorious,['pop rap'],0CokSRCu5hZgPxcZBaEzVE,https://p.scdn.co/mp3-preview/6b6ff3c8c72111b85b011d5ce8d573cbd2a8d8c9?cid=b8d3901151d34489a160e3cf0ab1fa94,220454,TRUE,GEMINI,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-5,0.112,0.356,139.994,4,78
Glory And GoreLorde,Lorde,Glory And Gore,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",60jI0JgMLLj1VggHJVhtRs,NA,210737,FALSE,Pure Heroine,0.683,0.383,1,-8.781,1,0.038,0.267,0,0.239,0.264,143.931,4,63
Glory BoundThe Grass Roots,The Grass Roots,Glory Bound,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",2C4UsHwQDWAk2oesd4HakO,https://p.scdn.co/mp3-preview/fc6fe29cc3aa02f66a6a660b05d6650817edcc14?cid=b8d3901151d34489a160e3cf0ab1fa94,146001,FALSE,Greatest Hits,0.587,0.666,9,-12.887,1,0.0259,0.0497,0,0.257,0.87,128.109,4,10
Glory DaysBruce Springsteen,Bruce Springsteen,Glory Days,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2Y90nL1ohB4sgYELDs7uNx,https://p.scdn.co/mp3-preview/35ec64feedad2fca5734ab76394156e49ca87c3b?cid=b8d3901151d34489a160e3cf0ab1fa94,254733,FALSE,Born In The U.S.A.,0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,4,68
Glory GloryThe Rascals,The Rascals,Glory Glory,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",0td5EfZGjerFykMFRrBklN,https://p.scdn.co/mp3-preview/c40424ba2ffed2f5307a9ff9b07666e8ae3140bb?cid=b8d3901151d34489a160e3cf0ab1fa94,209533,FALSE,Search and Nearness,0.66,0.829,10,-7.664,1,0.0277,0.029,9.38e-5,0.0734,0.968,123.924,4,5
"Glory Of Love (Theme From ""The Karate Kid Part II"")Peter Cetera",Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")","['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glory Of LoveDon Gardner And Dee Dee Ford,Don Gardner And Dee Dee Ford,Glory Of Love,[],5LL87PJwawxXLLT0obIg1w,https://p.scdn.co/mp3-preview/619a41a6d431eccdb8fb148d93acecee88f34c27?cid=b8d3901151d34489a160e3cf0ab1fa94,151773,FALSE,Goldisc Records From The Vault Vol. 6,0.454,0.708,7,-9.887,1,0.0513,0.935,0.00102,0.0967,0.48,75.711,4,0
Glory Of LoveOtis Redding,Otis Redding,Glory Of Love,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",7z9pYu5SvnPthpKNcjUtka,https://p.scdn.co/mp3-preview/a105f60f851c3d81ba0fee9ce410afef36add66b?cid=b8d3901151d34489a160e3cf0ab1fa94,168826,FALSE,The Dock of the Bay,0.635,0.18,10,-13.843,1,0.04,0.733,1.79e-6,0.19,0.528,73.006,4,42
Glory Of LoveThe Roommates,The Roommates,Glory Of Love,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GloryCommon & John Legend,Common & John Legend,Glory,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'rap']",2fmqPLRFdJNPhLU3b2NSFp,https://p.scdn.co/mp3-preview/268f3b557cc77cb58e84e07465fc160251a1f5d3?cid=b8d3901151d34489a160e3cf0ab1fa94,272727,FALSE,Glory (From the Motion Picture Selma),0.567,0.587,9,-5.626,0,0.0417,0.867,0,0.13,0.572,83.046,4,59
GlowDrake Featuring Kanye West,Drake Featuring Kanye West,Glow,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",28irpKCCK9nn9DZSik2zEx,NA,206119,TRUE,More Life,0.669,0.385,0,-8.901,1,0.378,0.227,0,0.7,0.391,162.039,4,59
GlycerineBush,Bush,Glycerine,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",7wpYSigAhQeZp3cdsMQ3Af,https://p.scdn.co/mp3-preview/fc51a0245624015066f1291f178dd49b7db82d7e?cid=b8d3901151d34489a160e3cf0ab1fa94,266493,FALSE,Sixteen Stone (Remastered),0.437,0.337,5,-11.439,1,0.0326,0.0371,9.46e-4,0.0981,0.0784,114.239,4,66
GnarlyKodak Black Featuring Lil Pump,Kodak Black Featuring Lil Pump,Gnarly,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",40Rpg3LkZwwzuHJ3GdjMma,https://p.scdn.co/mp3-preview/06b5a7d24b9d66546896c997331f4666545ffc71?cid=b8d3901151d34489a160e3cf0ab1fa94,186402,TRUE,Dying to Live,0.764,0.784,10,-4.003,0,0.0833,0.469,0,0.123,0.51,144.981,4,67
GnatEminem,Eminem,Gnat,"['detroit hip hop', 'hip hop', 'rap']",6cS9PmLky2NhLOhpIsUlow,NA,224656,TRUE,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR'}, 'href': 'https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR', 'id': '7dGJo4pcD2V6oG8kP0tJRR', 'name': 'Eminem', 'type': 'artist', 'uri': 'spotify:artist:7dGJo4pcD2V6oG8kP0tJRR'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3MKvhQoFSrR2PrxXXBHe9B'}, 'href': 'https://api.spotify.com/v1/albums/3MKvhQoFSrR2PrxXXBHe9B', 'id': '3MKvhQoFSrR2PrxXXBHe9B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b84b0516d901f95461bb5165', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b84b0516d901f95461bb5165', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b84b0516d901f95461bb5165', 'width': 64}], 'name': 'Music To Be Murdered By - Side B (Deluxe Edition)', 'release_date': '2020-12-18', 'release_date_precision': 'day', 'total_tracks': 36, 'type': 'album', 'uri': 'spotify:album:3MKvhQoFSrR2PrxXXBHe9B'}",0.835,0.869,10,-4.582,0,0.27,0.248,0,0.462,0.82,140.945,4,72
GNF (OKOKOK)Polo G,Polo G,GNF (OKOKOK),['chicago rap'],1A8990rtwHQ417l3yADe5t,https://p.scdn.co/mp3-preview/349ffb62a5de167636cc5259999a2bfa87e3ce94?cid=b8d3901151d34489a160e3cf0ab1fa94,116255,TRUE,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49'}, 'href': 'https://api.spotify.com/v1/artists/6AgTAQt8XS6jRWi4sX7w49', 'id': '6AgTAQt8XS6jRWi4sX7w49', 'name': 'Polo G', 'type': 'artist', 'uri': 'spotify:artist:6AgTAQt8XS6jRWi4sX7w49'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/77PY0GlkdspnYnTjr8zw3X'}, 'href': 'https://api.spotify.com/v1/albums/77PY0GlkdspnYnTjr8zw3X', 'id': '77PY0GlkdspnYnTjr8zw3X', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a5b50c3e5797aedbffb90952', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a5b50c3e5797aedbffb90952', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a5b50c3e5797aedbffb90952', 'width': 64}], 'name': 'GNF (OKOKOK)', 'release_date': '2021-02-05', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:77PY0GlkdspnYnTjr8zw3X'}",0.753,0.659,8,-9.671,1,0.416,0.659,0,0.098,0.459,146.022,4,73
Go Ahead And Break My HeartBlake Shelton Featuring Gwen Stefani,Blake Shelton Featuring Gwen Stefani,Go Ahead And Break My Heart,"['contemporary country', 'country', 'country road', 'oklahoma country']",6eJBihAzTWRxvvjJWuRQXM,https://p.scdn.co/mp3-preview/c9866fa7658bab3d352c94fb20ccfa41fe5f8a9b?cid=b8d3901151d34489a160e3cf0ab1fa94,263800,FALSE,If I'm Honest,0.618,0.731,7,-5.181,1,0.0321,0.0714,5.05e-5,0.421,0.352,116.008,4,55
Go Ahead And CryThe Righteous Brothers,The Righteous Brothers,Go Ahead And Cry,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll']",1f6JxG6MNzILprLk4PNdi8,NA,155666,FALSE,The Very Best Of The Righteous Brothers - Unchained Melody,0.396,0.414,5,-11.099,1,0.037,0.782,0,0.185,0.416,110.746,4,21
Go All The WayRaspberries,Raspberries,Go All The Way,"['bubblegum pop', 'jangle pop', 'power pop', 'pub rock']",75GQIYnRaBg7ndHxhfYuQy,NA,205346,FALSE,Raspberries,0.305,0.849,9,-4.892,1,0.0999,0.548,1.34e-4,0.0995,0.555,134.287,4,65
Go Away From My WorldMarianne Faithfull,Marianne Faithfull,Go Away From My World,"['british invasion', 'folk', 'new wave pop']",6YmBllj632vtXTj2kQGI7N,NA,153800,FALSE,Come And Stay With Me: The UK 45s 1964-1969,0.462,0.456,3,-9.026,1,0.0285,0.0647,0,0.161,0.33,140.07,4,6
Go Away Little GirlDonny Osmond,Donny Osmond,Go Away Little Girl,"['bubblegum pop', 'classic uk pop', 'movie tunes']",6SvOdNsEfi7EDB0oFtH3YG,NA,150600,FALSE,To You With Lov,0.302,0.521,7,-5.391,1,0.0354,0.72,4.74e-6,0.123,0.364,101.814,4,34
Go Away Little GirlSteve Lawrence,Steve Lawrence,Go Away Little Girl,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",4aSc9ICb487a9JjGXSMDMk,https://p.scdn.co/mp3-preview/e91b473a1d0ce06e1ca3a625f2c69cac6c09ca16?cid=b8d3901151d34489a160e3cf0ab1fa94,132093,FALSE,The Greatest Hits Vol. 1,0.418,0.294,0,-14.145,1,0.0316,0.488,0,0.225,0.557,108.613,4,42
Go Away Little GirlThe Happenings,The Happenings,Go Away Little Girl,"['brill building pop', 'bubblegum pop', 'merseybeat']",4IY7Fc1GuYtqXqIT46vrzK,https://p.scdn.co/mp3-preview/fe989ae4747c8a8461831054961ba215399e8300?cid=b8d3901151d34489a160e3cf0ab1fa94,137706,FALSE,The Happenings,0.461,0.46,9,-10.181,0,0.0322,0.653,0,0.307,0.766,132.878,4,24
Go AwayLorrie Morgan,Lorrie Morgan,Go Away,"['country', 'country dawn', 'country rock']",1A0ztUdCDMZjIeeJjXLgDL,https://p.scdn.co/mp3-preview/2eb8f5a829e9238ff5b23bbf59e8435c4b5f26fb?cid=b8d3901151d34489a160e3cf0ab1fa94,169333,FALSE,To Get To Yo,0.623,0.709,2,-5.824,1,0.0334,0.113,0,0.361,0.544,107.343,4,18
Go BackCrabby Appleton,Crabby Appleton,Go Back,[],39vBxUcQ1tZqGJMBnV3Key,https://p.scdn.co/mp3-preview/7380a1f3a33fceac297f74eb72d4cb16fd9f12ba?cid=b8d3901151d34489a160e3cf0ab1fa94,186706,FALSE,Crabby Appleton,0.575,0.934,1,-4.345,1,0.0411,0.0363,0,0.0681,0.784,133.59,4,27
Go Chase A MoonbeamJerry Vale,Jerry Vale,Go Chase A Moonbeam,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",79RiTM9fIZ2Snf4bH1xFQQ,https://p.scdn.co/mp3-preview/2d089bf54548ad10a0191acabff98e7beb861123?cid=b8d3901151d34489a160e3cf0ab1fa94,150893,FALSE,Greatest Hits,0.465,0.448,2,-11.526,1,0.0346,0.743,0,0.596,0.648,119.046,4,19
