record_id,date,time,latitude,longitude,hemisphere,activity,speed,direction,cloud_cover,precipitation,wind_speed_class,wind_direction,air_temperature,pressure,sea_state_class,sea_surface_temperature,depth,observer,census_method,season
8027012,1982-05-09,07:10:00,-34,154,E,"steaming, sailing",19,NA,partially cloudy,showers,1,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,autumn
8027013,1982-05-09,09:15:00,-33,153,E,"steaming, sailing",18,NA,partially cloudy,showers,1,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,autumn
8028001,1982-05-14,07:15:00,-35,156,E,"steaming, sailing",15,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,autumn
8028002,1982-05-15,09:50:00,-36,157,E,"steaming, sailing",16,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,autumn
8028003,1982-05-15,12:30:00,-36,158,E,"steaming, sailing",16.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,autumn
8028004,1982-05-15,14:50:00,-36,159,E,"steaming, sailing",17,NA,partially cloudy,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,autumn
8028005,1982-05-16,07:15:00,-38,162,E,"steaming, sailing",17,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,autumn
8028006,1982-05-16,10:35:00,-38,165,E,"steaming, sailing",17,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,autumn
8028007,1982-05-16,15:10:00,-38,166,E,"steaming, sailing",17,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,autumn
8028008,1982-05-16,16:25:00,-39,167,E,"steaming, sailing",17.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,autumn
8029001,1982-09-09,10:20:00,-34,172,E,"steaming, sailing",16,NA,clear,none,2,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8029002,1982-09-09,11:50:00,-34,171,E,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8029003,1982-09-09,14:50:00,-34,170,E,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8029004,1982-09-09,17:00:00,-34,169,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,spring
8029005,1982-09-11,07:10:00,-34,158,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8029006,1982-09-11,09:15:00,-34,157,E,"steaming, sailing",13,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8029007,1982-09-11,12:30:00,-34,156,E,"steaming, sailing",14,NA,partially cloudy,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8029008,1982-09-11,15:40:00,-34,155,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030001,1982-09-17,07:20:00,-40,172,E,"steaming, sailing",17,NA,clear,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030002,1982-09-17,12:50:00,-35,154,E,"steaming, sailing",17,NA,clear,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030003,1982-09-17,15:20:00,-35,155,E,"steaming, sailing",18,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030004,1982-09-17,16:50:00,-36,156,E,"steaming, sailing",18,NA,overcast,none,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030005,1982-09-18,07:15:00,-37,160,E,"steaming, sailing",16,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030006,1982-09-18,10:35:00,-38,161,E,"steaming, sailing",16,NA,overcast,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030007,1982-09-18,13:30:00,-38,162,E,"steaming, sailing",15,NA,overcast,showers,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030008,1982-09-18,15:30:00,-38,163,E,"steaming, sailing",15,NA,overcast,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030009,1982-09-18,17:20:00,-38,164,E,"steaming, sailing",15,NA,overcast,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030010,1982-09-19,07:15:00,-39,168,E,"steaming, sailing",14,NA,overcast,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030011,1982-09-19,12:40:00,-40,169,E,"steaming, sailing",13,NA,overcast,none,3,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030012,1982-09-19,14:45:00,-40,170,E,"steaming, sailing",13,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030013,1982-09-19,16:40:00,-40,171,E,"steaming, sailing",14,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030014,1982-09-30,07:10:00,-34,173,E,"steaming, sailing",16,NA,clear,none,3,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,spring
8030015,1982-09-30,08:40:00,-34,172,E,"steaming, sailing",16,NA,clear,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030016,1982-09-30,11:35:00,-34,171,E,"steaming, sailing",15,NA,clear,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,spring
8030017,1982-09-30,14:45:00,-34,170,E,"steaming, sailing",15,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,J.D. Cleaver,full,spring
8030018,1982-09-30,15:40:00,-34,170,E,"steaming, sailing",15,NA,overcast,none,0,NA,NA,NA,1,NA,NA,J.D. Cleaver,full,spring
8030019,1982-09-30,18:10:00,-34,169,E,"steaming, sailing",16,NA,overcast,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,spring
8030020,1982-10-01,07:10:00,-34,165,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030021,1982-10-01,09:05:00,-34,164,E,"steaming, sailing",14,NA,overcast,none,2,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030022,1982-10-01,12:40:00,-34,163,E,"steaming, sailing",13,NA,overcast,showers,8,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030023,1982-10-01,17:20:00,-34,162,E,"steaming, sailing",14,NA,overcast,showers,8,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8030024,1982-10-02,07:00:00,-34,158,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030025,1982-10-02,09:15:00,-34,157,E,"steaming, sailing",14,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,spring
8030026,1982-10-02,12:40:00,-33,156,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,1,NA,NA,J.D. Cleaver,full,spring
8030027,1982-10-02,17:10:00,-33,155,E,"steaming, sailing",16,NA,partially cloudy,none,1,NA,NA,NA,1,NA,NA,J.D. Cleaver,full,spring
8030028,1982-10-09,07:15:00,-36,156,E,"steaming, sailing",18,NA,overcast,rain,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030029,1982-10-09,15:35:00,-37,159,E,"steaming, sailing",15,NA,overcast,rain,7,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030030,1982-10-10,07:00:00,-38,163,E,"steaming, sailing",16,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030031,1982-10-10,11:20:00,-38,165,E,"steaming, sailing",17,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030032,1982-10-10,15:30:00,-39,167,E,"steaming, sailing",18,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030033,1982-10-10,18:35:00,-39,168,E,"steaming, sailing",17,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,spring
8030034,1982-10-11,07:05:00,-40,172,E,"steaming, sailing",17,NA,partially cloudy,showers,8,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,spring
8030035,1982-10-11,09:10:00,-40,173,E,"steaming, sailing",18,NA,partially cloudy,showers,9,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,spring
8031001,1982-08-08,10:25:00,-38.95,168.583,E,"steaming, sailing",16,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8031002,1982-08-08,12:00:00,-38.783,167.983,E,"steaming, sailing",17,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8031003,1982-08-08,13:00:00,-38.717,167.717,E,"steaming, sailing",17,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8031004,1982-08-08,13:30:00,-38.667,167.517,E,"steaming, sailing",17,NA,partially cloudy,none,4,NA,13.5,NA,4,14.2,NA,A.I. Bird,full,winter
8031005,1982-08-08,14:30:00,-38.55,167.133,E,"steaming, sailing",17,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8031006,1982-08-08,16:05:00,-38.433,166.667,E,"steaming, sailing",17,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8031007,1982-08-09,10:00:00,-36.55,160.3,E,"steaming, sailing",17,NA,overcast,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8031008,1982-08-09,10:40:00,-36.5,161.267,E,"steaming, sailing",17,NA,overcast,none,0,NA,15.3,NA,1,10.5,NA,A.I. Bird,full,winter
8031009,1982-08-09,11:50:00,-36.4,159.75,E,"steaming, sailing",17,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,A.I. Bird,full,winter
8031010,1982-08-09,13:30:00,-36.217,159.167,E,"steaming, sailing",17,NA,partially cloudy,none,0,NA,17,NA,1,16.5,NA,A.I. Bird,full,winter
8031011,1982-08-09,14:40:00,-36.1,158.783,E,"steaming, sailing",17,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8031012,1982-08-10,12:30:00,-34.1,152.15,E,"steaming, sailing",17,NA,partially cloudy,none,1,NA,18,NA,3,16,NA,A.I. Bird,full,winter
8031013,1982-08-10,13:10:00,-34.05,151.933,E,"steaming, sailing",16.5,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8031014,1982-08-10,14:00:00,-33.933,151.683,E,"steaming, sailing",17,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032001,1982-08-14,14:40:00,-35.55,157.017,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032002,1982-08-14,12:40:00,-35.45,156.717,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032003,1982-08-14,13:35:00,-35.4,156.75,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032004,1982-08-14,11:20:00,-35.3,156.283,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032005,1982-08-14,15:05:00,-35.65,157.15,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,16,NA,3,19,NA,A.I. Bird,full,winter
8032006,1982-08-14,16:45:00,-35.8,157.617,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032007,1982-08-15,11:40:00,-37.233,162.633,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032008,1982-08-15,11:50:00,-37.267,162.75,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032009,1982-08-15,12:40:00,-37.333,163,E,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032010,1982-08-15,13:25:00,-37.383,163.183,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032011,1982-08-15,14:40:00,-37.467,163.5,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,13,NA,3,15,NA,A.I. Bird,full,winter
8032012,1982-08-15,16:10:00,-37.583,163.933,E,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032013,1982-08-15,17:00:00,-37.667,164.183,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032014,1982-08-16,11:10:00,-39.217,169.183,E,"steaming, sailing",14,NA,partially cloudy,none,1,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032015,1982-08-16,12:35:00,-39.317,169.567,E,"steaming, sailing",14,NA,partially cloudy,none,1,NA,NA,NA,4,NA,NA,A.I. Bird,full,winter
8032016,1982-08-16,14:20:00,-39.467,170.133,E,"steaming, sailing",16,NA,partially cloudy,none,1,NA,12,NA,4,13.5,NA,A.I. Bird,full,winter
8032017,1982-08-16,14:45:00,-39.517,170.317,E,"steaming, sailing",16,NA,overcast,showers,1,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8032018,1982-08-16,15:30:00,-39.583,170.567,E,"steaming, sailing",10,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A.I. Bird,full,winter
8034001,1982-01-10,14:00:00,-32,152,E,stationary,0,NA,clear,none,1,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8035001,1982-01-12,11:00:00,-39,145,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035002,1982-01-12,12:50:00,-39,146,E,"steaming, sailing",14,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035003,1982-01-12,13:35:00,-39,146,E,"steaming, sailing",14,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035004,1982-01-12,15:00:00,-39,147,E,"steaming, sailing",14,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035005,1982-01-12,15:45:00,-39,147,E,"steaming, sailing",14.5,NA,overcast,none,6,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035006,1982-01-12,17:00:00,-38,147,E,"steaming, sailing",14.5,NA,overcast,showers,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035007,1982-01-13,10:30:00,-35,150,E,"steaming, sailing",13.5,NA,overcast,showers,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035008,1982-01-13,13:10:00,-35,150,E,"steaming, sailing",14,NA,overcast,showers,6,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035009,1982-01-13,14:10:00,-34,150,E,"steaming, sailing",12,NA,overcast,showers,6,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035010,1982-01-13,15:10:00,-34,150,E,"steaming, sailing",13,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035011,1982-01-13,17:05:00,-34,151,E,"steaming, sailing",13,NA,overcast,showers,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035012,1982-01-14,10:30:00,-30,153,E,"steaming, sailing",13,NA,overcast,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035013,1982-01-14,12:40:00,-30.417,153.3,E,"steaming, sailing",13,NA,overcast,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035014,1982-01-14,13:15:00,-30,153,E,"steaming, sailing",13,NA,overcast,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035015,1982-01-14,13:40:00,-30,153,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035016,1982-01-14,14:20:00,-30,153,E,"steaming, sailing",13,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035017,1982-01-14,14:40:00,-29,153,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035018,1982-01-14,15:05:00,-29,153,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8035019,1982-01-14,17:05:00,-29,153,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037001,1982-01-20,11:00:00,-23,151,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037002,1982-01-20,12:30:00,-23,152,E,"steaming, sailing",15,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037003,1982-01-20,13:10:00,-23,152,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037004,1982-01-20,13:30:00,-23,152,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037005,1982-01-20,13:50:00,-23,152,E,"steaming, sailing",14.5,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037006,1982-01-20,14:20:00,-23,152,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037007,1982-01-20,15:15:00,-23,152,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037008,1982-01-20,15:45:00,-23,152,E,"steaming, sailing",15,NA,overcast,showers,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037009,1982-01-20,17:05:00,-24,153,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037010,1982-01-21,10:50:00,-28,153,E,"steaming, sailing",15,NA,overcast,rain,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037011,1982-01-21,13:30:00,-29,153,E,"steaming, sailing",16,NA,overcast,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037012,1982-01-21,14:20:00,-29,153,E,"steaming, sailing",16,NA,overcast,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037013,1982-01-21,14:45:00,-29,153,E,"steaming, sailing",16,NA,overcast,showers,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037014,1982-01-21,15:15:00,-29,153,E,"steaming, sailing",16,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037015,1982-01-21,15:50:00,-29,153,E,"steaming, sailing",16,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037016,1982-01-21,17:05:00,-30,153,E,"steaming, sailing",16,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037017,1982-01-22,10:40:00,-34,151,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8037018,1982-01-22,13:00:00,-34,151,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037019,1982-01-22,14:10:00,-35,150,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037020,1982-01-22,14:45:00,-35,150,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037021,1982-01-22,15:05:00,-35,150,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037022,1982-01-22,17:05:00,-35,150,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
8037023,1982-01-23,10:40:00,-38,147,E,"steaming, sailing",15,NA,overcast,none,1,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8038001,1982-01-26,11:15:00,-38,143,E,"steaming, sailing",11.5,NA,partially cloudy,none,8,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
8038002,1982-01-26,12:35:00,-38,142,E,"steaming, sailing",11.5,NA,partially cloudy,none,8,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
8038003,1982-01-26,14:45:00,-38,142,E,"steaming, sailing",12,NA,partially cloudy,none,8,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
8039001,1982-01-28,12:40:00,-39,144,E,"steaming, sailing",15,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8039002,1982-01-28,13:15:00,-39,144,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8039003,1982-01-28,14:45:00,-40,145,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8040001,1982-02-02,07:15:00,-39,146,E,"steaming, sailing",14.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8040002,1982-02-02,07:45:00,-39,146,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8040003,1982-02-02,17:00:00,-40,148,E,"steaming, sailing",15,NA,clear,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8040004,1982-02-02,17:50:00,-41,148,E,"steaming, sailing",15,NA,clear,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
8042001,1982-10-06,06:30:00,-39.317,148.183,E,"steaming, sailing",16,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042002,1982-10-06,07:00:00,-39.317,148.267,E,"steaming, sailing",16.5,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042003,1982-10-06,07:30:00,-39.333,148.467,E,"steaming, sailing",16.5,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042004,1982-10-06,08:00:00,-39.35,148.633,E,"steaming, sailing",16.5,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042005,1982-10-06,08:30:00,-39.367,148.8,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042006,1982-10-06,12:30:00,-39.5,149.7,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042007,1982-10-06,16:30:00,-39.65,150.733,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042008,1982-10-06,17:00:00,-39.667,150.85,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042009,1982-10-06,17:30:00,-39.7,151,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042010,1982-10-06,18:00:00,-39.717,151.133,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042011,1982-10-07,06:30:00,-40.017,153.917,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042012,1982-10-07,07:00:00,-40.017,154.05,E,"steaming, sailing",11.5,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042013,1982-10-07,07:30:00,-40.033,154.133,E,"steaming, sailing",11.5,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042014,1982-10-07,08:30:00,-40.083,154.35,E,"steaming, sailing",11.5,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042015,1982-10-07,13:00:00,-40.183,155.95,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042016,1982-10-07,16:00:00,-40.267,156.333,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042017,1982-10-07,16:30:00,-40.283,156.5,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042018,1982-10-07,17:00:00,-40.283,156.55,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042019,1982-10-07,17:30:00,-40.317,156.75,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042020,1982-10-07,18:00:00,-40.317,156.967,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042021,1982-10-08,06:00:00,-40.55,159.9,E,"steaming, sailing",11.5,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042022,1982-10-08,06:20:00,-40.567,160.017,E,"steaming, sailing",11.5,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042023,1982-10-08,07:00:00,-40.55,160.167,E,"steaming, sailing",11.5,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042024,1982-10-08,07:30:00,-40.55,160.317,E,"steaming, sailing",11.5,NA,overcast,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,spring
8042025,1982-10-08,16:00:00,-40.683,162.5,E,"steaming, sailing",11,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042026,1982-10-08,16:30:00,-40.7,162.667,E,"steaming, sailing",11,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042027,1982-10-08,17:00:00,-40.7,162.75,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042028,1982-10-08,17:30:00,-40.7,162.9,E,"steaming, sailing",12,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042029,1982-10-08,18:00:00,-40.717,163.067,E,"steaming, sailing",11.5,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042030,1982-10-10,06:30:00,-40.45,172.983,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042031,1982-10-10,07:00:00,-40.5,173.083,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042032,1982-10-10,07:30:00,-40.533,173.317,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042033,1982-10-10,08:00:00,-40.567,173.5,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042034,1982-10-10,08:30:00,-40.583,173.667,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8042035,1982-10-10,09:00:00,-40.617,173.833,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,spring
8043001,1982-11-10,16:00:00,-40.417,172.483,E,"steaming, sailing",16,NA,overcast,none,3,NA,NA,NA,4,NA,NA,A. Baines,full,spring
