edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
59,1972,stage-7,57,26S,Letort Désiré,29,Bic,NA,45S,60
59,1972,stage-7,58,26S,David Gérard,27,Beaulieu - Flandria,NA,45S,13
59,1972,stage-7,59,26S,Vasseur Sylvain,26,Bic,NA,45S,66
59,1972,stage-7,60,26S,Mourioux Jacques,24,Gan - Mercier - Hutchinson,NA,45S,74
59,1972,stage-7,61,26S,Junkermann Hans,38,Rokado,NA,45S,80
59,1972,stage-7,62,26S,Puschel Dieter,33,Rokado,NA,45S,85
59,1972,stage-7,63,26S,Delepine Regis,25,Gan - Mercier - Hutchinson,NA,45S,68
59,1972,stage-7,64,26S,Bellone Gilbert,29,Rokado,NA,45S,79
59,1972,stage-7,65,26S,In 't Ven Willy,29,Molteni,NA,45S,5
59,1972,stage-7,66,26S,Parenteau Jean-Pierre,27,Peugeot - BP - Michelin,NA,45S,40
59,1972,stage-7,67,26S,Wright Michael,31,Gitane,NA,45S,121
59,1972,stage-7,68,26S,Vianen Gerard,28,Goudsmit - Hoff,NA,45S,109
59,1972,stage-7,69,26S,Mori Primo,28,Salvarani,NA,45S,96
59,1972,stage-7,70,26S,De Schoenmaecker Jos,24,Molteni,NA,45S,3
59,1972,stage-7,71,24S,Karstens Gerben,30,Rokado,NA,43S,81
59,1972,stage-7,72,24S,Nassen Pieter,28,Watney - Avia,NA,43S,125
59,1972,stage-7,73,24S,Schepers Wim,28,Rokado,NA,43S,87
59,1972,stage-7,74,24S,Teirlinck Willy,23,Sonolor,NA,43S,31
59,1972,stage-7,75,24S,Krekels Jan,24,Goudsmit - Hoff,NA,43S,103
59,1972,stage-7,76,24S,van der Vleuten Jos,29,Goudsmit - Hoff,NA,43S,106
59,1972,stage-7,77,24S,Wolfshohl Rolf,33,Rokado,NA,43S,88
59,1972,stage-7,78,24S,Basso Marino,27,Salvarani,NA,43S,89
59,1972,stage-7,79,24S,Dolman Evert,26,Beaulieu - Flandria,NA,43S,16
59,1972,stage-7,80,24S,Peffgen Wilfried,29,Rokado,NA,43S,84
59,1972,stage-7,81,24S,Santambrogio Giacinto,27,Salvarani,NA,43S,98
59,1972,stage-7,82,24S,Van Marcke Ronny,24,Beaulieu - Flandria,NA,43S,20
59,1972,stage-7,83,24S,Van Katwijk Jan,25,Goudsmit - Hoff,NA,43S,107
59,1972,stage-7,84,24S,Largeau Jean-claude,23,De Gribaldy - Magniflex - Van Cauter,NA,43S,52
59,1972,stage-7,85,24S,Bolley Serge,27,Gitane,NA,43S,112
59,1972,stage-7,86,24S,Matignon Pierre,29,Gitane,NA,43S,118
59,1972,stage-7,87,24S,Genty Jean-Claude,26,Bic,NA,43S,58
59,1972,stage-7,88,24S,Millard Joël,26,De Gribaldy - Magniflex - Van Cauter,NA,43S,51
59,1972,stage-7,89,49S,Hoban Barry,32,Gan - Mercier - Hutchinson,NA,8S,72
59,1972,stage-7,90,49S,Campagnari Pietro,31,Salvarani,NA,8S,90
59,1972,stage-7,91,49S,Guerra Pietro,29,Salvarani,NA,8S,94
59,1972,stage-7,92,49S,Riotte Raymond,32,Sonolor,NA,8S,29
59,1972,stage-7,93,49S,Mintkiewicz Robert,24,Sonolor,NA,8S,26
59,1972,stage-7,94,49S,Pustjens Mathieu,24,Sonolor,NA,8S,27
59,1972,stage-7,95,49S,Van Leeuwen Harry,26,Goudsmit - Hoff,NA,8S,108
59,1972,stage-7,96,49S,Ricci Walter,26,Sonolor,NA,8S,28
59,1972,stage-7,97,49S,Grenier René,28,Gitane,NA,8S,116
59,1972,stage-7,98,49S,Ravaleu Yves,26,Gan - Mercier - Hutchinson,NA,8S,77
59,1972,stage-7,99,49S,Reybrouck Guido,30,Salvarani,NA,8S,97
59,1972,stage-7,100,49S,Verstraeten Eddy,23,Watney - Avia,NA,8S,132
59,1972,stage-7,101,49S,Van Malderghem Willy,23,Watney - Avia,NA,8S,130
59,1972,stage-7,102,49S,Harings Ger,24,Goudsmit - Hoff,NA,8S,101
59,1972,stage-7,103,49S,Antheunis Etienne,25,Watney - Avia,NA,8S,123
59,1972,stage-7,104,49S,Aerts Paul,22,Watney - Avia,NA,8S,122
59,1972,stage-7,105,49S,Prinsen Wim,27,Goudsmit - Hoff,NA,8S,104
59,1972,stage-7,106,17S,Sohet Marc,25,Watney - Avia,NA,36S,128
59,1972,stage-7,107,28S,Castelletti Luigi,24,Salvarani,NA,47S,91
59,1972,stage-7,108,48S,Grelin René,29,Gan - Mercier - Hutchinson,NA,7S,70
59,1972,stage-7,109,47S,Muddemann Karl-Heinz,22,Rokado,NA,6S,83
59,1972,stage-7,110,28S,Menard Léon-Paul,26,Gitane,NA,47S,119
59,1972,stage-7,111,25S,Briend Gérard,25,,NA,44S,NA
59,1972,stage-7,112,25S,Coulon Michel,25,Watney - Avia,NA,44S,124
59,1972,stage-7,113,33S,Bellouis Alain,24,Gitane,NA,52S,111
59,1972,stage-7,114,37S,Dierickx André,24,Beaulieu - Flandria,NA,56S,15
59,1972,stage-7,115,37S,Cadiou Jacques,28,Gan - Mercier - Hutchinson,NA,56S,67
59,1972,stage-7,116,37S,Van Der Slagmolen Herman,23,Beaulieu - Flandria,NA,56S,19
59,1972,stage-7,117,9S,Opdebeeck Englebert,25,Watney - Avia,NA,28S,126
59,1972,stage-7,118,24S,Le Bourhis Loïc,23,Gitane,NA,43S,117
59,1972,stage-7,OTL,NA,Koeken Cees,23,Goudsmit - Hoff,NA,NA,102
59,1972,stage-7,OTL,NA,Kindt Roger,26,De Gribaldy - Magniflex - Van Cauter,NA,NA,49
59,1972,stage-7,OTL,NA,Planckaert Walter,24,Watney - Avia,NA,NA,127
59,1972,stage-7,OTL,NA,Poppe André,28,De Gribaldy - Magniflex - Van Cauter,NA,NA,53
59,1972,stage-7,DNF,NA,Van Ryckeghem Daniel,27,Sonolor,NA,NA,33
59,1972,stage-7,DNF,NA,Duyndam Leo,24,Goudsmit - Hoff,NA,NA,100
59,1972,stage-7,DNF,NA,Gualazzini Ercole,28,Salvarani,NA,NA,93
59,1972,stage-7,DNF,NA,Santy Alain,22,Bic,NA,NA,63
59,1972,stage-7,DNF,NA,Rasing Bernd,23,Rokado,NA,NA,86
59,1972,stage-8,1,48S,Merckx Eddy,27,Molteni,100,48S,1
59,1972,stage-8,2,1S,Van Impe Lucien,25,Sonolor,70,49S,32
59,1972,stage-8,3,8S,Ocaña Luis,27,Bic,50,56S,62
59,1972,stage-8,4,15S,Zoetemelk Joop,25,Beaulieu - Flandria,40,3S,22
59,1972,stage-8,5,15S,Martínez Mariano,23,De Gribaldy - Magniflex - Van Cauter,32,3S,50
59,1972,stage-8,6,15S,Poulidor Raymond,36,Gan - Mercier - Hutchinson,26,3S,76
59,1972,stage-8,7,44S,Gimondi Felice,29,Salvarani,22,32S,92
59,1972,stage-8,8,44S,Guimard Cyrille,25,Gan - Mercier - Hutchinson,18,32S,71
59,1972,stage-8,9,44S,Thévenet Bernard,24,Peugeot - BP - Michelin,14,32S,43
59,1972,stage-8,10,31S,Agostinho Joaquim,29,De Gribaldy - Magniflex - Van Cauter,10,19S,46
59,1972,stage-8,11,31S,Janssens Ward,26,De Gribaldy - Magniflex - Van Cauter,8,19S,48
59,1972,stage-8,12,36S,Mendes Fernando,25,Beaulieu - Flandria,6,24S,17
59,1972,stage-8,13,36S,Labourdette Bernard,25,Bic,4,24S,59
59,1972,stage-8,14,36S,Houbrechts Antoon,28,Salvarani,2,24S,95
59,1972,stage-8,15,38S,Hézard Yves,23,Sonolor,1,26S,25
59,1972,stage-8,16,10S,Pustjens Mathieu,24,Sonolor,NA,58S,27
59,1972,stage-8,17,10S,Mortensen Leif,26,Bic,NA,58S,61
59,1972,stage-8,18,10S,Zilioli Italo,30,Salvarani,NA,58S,99
59,1972,stage-8,19,10S,Delisle Raymond,29,Peugeot - BP - Michelin,NA,58S,37
59,1972,stage-8,20,44S,Tabak Tino,26,Goudsmit - Hoff,NA,32S,105
59,1972,stage-8,21,44S,Van Marcke Ronny,24,Beaulieu - Flandria,NA,32S,20
59,1972,stage-8,22,45S,Swerts Roger,29,Molteni,NA,33S,9
59,1972,stage-8,23,14S,Verbeeck Frans,31,Watney - Avia,NA,2S,131
59,1972,stage-8,24,14S,Catieau José,25,Sonolor,NA,2S,23
59,1972,stage-8,25,14S,Perin Michel,25,Gan - Mercier - Hutchinson,NA,2S,75
59,1972,stage-8,26,14S,Van Den Bossche Martin,31,Molteni,NA,2S,10
59,1972,stage-8,27,14S,Kunde Karl-Heinz,33,Rokado,NA,2S,82
59,1972,stage-8,28,17S,Moneyron Gerard,24,Gan - Mercier - Hutchinson,NA,5S,73
59,1972,stage-8,29,40S,Pingeon Roger,31,Peugeot - BP - Michelin,NA,28S,41
59,1972,stage-8,30,54S,Danguillaume Jean-Pierre,26,Peugeot - BP - Michelin,NA,42S,35
59,1972,stage-8,31,54S,Vasseur Sylvain,26,Bic,NA,42S,66
59,1972,stage-8,32,56S,Aimar Lucien,31,Rokado,NA,44S,78
59,1972,stage-8,33,36S,De Schoenmaecker Jos,24,Molteni,NA,24S,3
59,1972,stage-8,34,36S,Prinsen Wim,27,Goudsmit - Hoff,NA,24S,104
59,1972,stage-8,35,34S,Huysmans Jos,30,Molteni,NA,22S,4
59,1972,stage-8,36,34S,Santambrogio Giacinto,27,Salvarani,NA,22S,98
59,1972,stage-8,37,34S,Spruyt Jos,29,Molteni,NA,22S,8
59,1972,stage-8,38,34S,David Wilfried,26,Peugeot - BP - Michelin,NA,22S,36
59,1972,stage-8,39,21S,Van Malderghem Willy,23,Watney - Avia,NA,9S,130
59,1972,stage-8,40,21S,Van De Wiele Jan,23,Beaulieu - Flandria,NA,9S,18
59,1972,stage-8,41,21S,Millard Joël,26,De Gribaldy - Magniflex - Van Cauter,NA,9S,51
59,1972,stage-8,42,21S,Aranzabal Jesus,32,Bic,NA,9S,56
59,1972,stage-8,43,21S,Muddemann Karl-Heinz,22,Rokado,NA,9S,83
59,1972,stage-8,44,21S,Van Neste Willy,28,Beaulieu - Flandria,NA,9S,21
59,1972,stage-8,45,21S,Beyssens Herman,22,De Gribaldy - Magniflex - Van Cauter,NA,9S,47
59,1972,stage-8,46,21S,Schleck Johny,29,Bic,NA,9S,65
59,1972,stage-8,47,21S,Mintjens Frans,25,Molteni,NA,9S,7
59,1972,stage-8,48,21S,De Witte Ronald,25,Peugeot - BP - Michelin,NA,9S,38
59,1972,stage-8,49,21S,Wolfshohl Rolf,33,Rokado,NA,9S,88
59,1972,stage-8,50,21S,Letort Désiré,29,Bic,NA,9S,60
59,1972,stage-8,51,21S,Bouloux Robert,25,Peugeot - BP - Michelin,NA,9S,34
59,1972,stage-8,52,21S,Bruyère Joseph,23,Molteni,NA,9S,2
59,1972,stage-8,53,21S,Riotte Raymond,32,Sonolor,NA,9S,29
59,1972,stage-8,54,21S,Raymond Christian,28,Peugeot - BP - Michelin,NA,9S,42
59,1972,stage-8,55,21S,Bellone Gilbert,29,Rokado,NA,9S,79
59,1972,stage-8,56,21S,Campagnari Pietro,31,Salvarani,NA,9S,90
59,1972,stage-8,57,21S,Santy Guy,21,Bic,NA,9S,64
59,1972,stage-8,58,21S,Chappe Georges,28,Gitane,NA,9S,114
59,1972,stage-8,59,5S,Junkermann Hans,38,Rokado,NA,53S,80
59,1972,stage-8,60,16S,Godefroot Walter,29,Peugeot - BP - Michelin,NA,4S,39
59,1972,stage-8,61,27S,Teirlinck Willy,23,Sonolor,NA,15S,31
59,1972,stage-8,62,27S,Nassen Pieter,28,Watney - Avia,NA,15S,125
59,1972,stage-8,63,27S,Van Staeyen Ludo,23,De Gribaldy - Magniflex - Van Cauter,NA,15S,55
59,1972,stage-8,64,27S,Lievens Marc,23,Molteni,NA,15S,6
59,1972,stage-8,65,27S,Karstens Gerben,30,Rokado,NA,15S,81
59,1972,stage-8,66,27S,Krekels Jan,24,Goudsmit - Hoff,NA,15S,103
59,1972,stage-8,67,27S,Vianen Gerard,28,Goudsmit - Hoff,NA,15S,109
59,1972,stage-8,68,27S,Basso Marino,27,Salvarani,NA,15S,89
59,1972,stage-8,69,27S,Vanclooster Noel,28,Watney - Avia,NA,15S,129
59,1972,stage-8,70,27S,Dolman Evert,26,Beaulieu - Flandria,NA,15S,16
59,1972,stage-8,71,27S,Guyot Bernard,26,Sonolor,NA,15S,24
59,1972,stage-8,72,27S,Cadiou Jacques,28,Gan - Mercier - Hutchinson,NA,15S,67
59,1972,stage-8,73,27S,Ricci Walter,26,Sonolor,NA,15S,28
59,1972,stage-8,74,27S,David Gérard,27,Beaulieu - Flandria,NA,15S,13
59,1972,stage-8,75,27S,Puschel Dieter,33,Rokado,NA,15S,85
59,1972,stage-8,76,27S,Verstraeten Eddy,23,Watney - Avia,NA,15S,132
59,1972,stage-8,77,27S,Largeau Jean-claude,23,De Gribaldy - Magniflex - Van Cauter,NA,15S,52
59,1972,stage-8,78,27S,Peffgen Wilfried,29,Rokado,NA,15S,84
59,1972,stage-8,79,27S,In 't Ven Willy,29,Molteni,NA,15S,5
59,1972,stage-8,80,27S,Mintkiewicz Robert,24,Sonolor,NA,15S,26
59,1972,stage-8,81,27S,Schepers Wim,28,Rokado,NA,15S,87
59,1972,stage-8,82,27S,Mourioux Jacques,24,Gan - Mercier - Hutchinson,NA,15S,74
59,1972,stage-8,83,27S,Berland Roland,27,Bic,NA,15S,57
59,1972,stage-8,84,27S,Tschan Jurgen,25,Peugeot - BP - Michelin,NA,15S,44
59,1972,stage-8,85,27S,Delepine Regis,25,Gan - Mercier - Hutchinson,NA,15S,68
59,1972,stage-8,86,27S,Aerts Paul,22,Watney - Avia,NA,15S,122
59,1972,stage-8,87,27S,Hoban Barry,32,Gan - Mercier - Hutchinson,NA,15S,72
59,1972,stage-8,88,27S,van der Vleuten Jos,29,Goudsmit - Hoff,NA,15S,106
59,1972,stage-8,89,27S,Grenier René,28,Gitane,NA,15S,116
59,1972,stage-8,90,27S,Daunat Jean-Claude,26,Gitane,NA,15S,115
59,1972,stage-8,91,27S,Grelin René,29,Gan - Mercier - Hutchinson,NA,15S,70
59,1972,stage-8,92,27S,Parenteau Jean-Pierre,27,Peugeot - BP - Michelin,NA,15S,40
59,1972,stage-8,93,27S,Antheunis Etienne,25,Watney - Avia,NA,15S,123
59,1972,stage-8,94,27S,Genty Jean-Claude,26,Bic,NA,15S,58
59,1972,stage-8,95,27S,Matignon Pierre,29,Gitane,NA,15S,118
59,1972,stage-8,96,27S,Briend Gérard,25,,NA,15S,NA
59,1972,stage-8,97,27S,Wright Michael,31,Gitane,NA,15S,121
59,1972,stage-8,98,27S,Sanquer Jean-jacques,25,Sonolor,NA,15S,30
59,1972,stage-8,99,30S,Bolley Serge,27,Gitane,NA,18S,112
59,1972,stage-8,100,14S,Coulon Michel,25,Watney - Avia,NA,2S,124
59,1972,stage-8,101,48S,Van Katwijk Jan,25,Goudsmit - Hoff,NA,36S,107
59,1972,stage-8,102,48S,Guerra Pietro,29,Salvarani,NA,36S,94
59,1972,stage-8,103,48S,Mori Primo,28,Salvarani,NA,36S,96
59,1972,stage-8,104,48S,Castelletti Luigi,24,Salvarani,NA,36S,91
59,1972,stage-8,105,48S,Reybrouck Guido,30,Salvarani,NA,36S,97
59,1972,stage-8,106,39S,Abbeloos Willy,23,De Gribaldy - Magniflex - Van Cauter,NA,27S,45
59,1972,stage-8,107,39S,Van Linden Rik,22,De Gribaldy - Magniflex - Van Cauter,NA,27S,54
59,1972,stage-8,108,39S,Sohet Marc,25,Watney - Avia,NA,27S,128
59,1972,stage-8,109,39S,Wagtmans Rini,25,Goudsmit - Hoff,NA,27S,110
59,1972,stage-8,110,46S,Menard Léon-Paul,26,Gitane,NA,34S,119
59,1972,stage-8,111,21S,Van Leeuwen Harry,26,Goudsmit - Hoff,NA,9S,108
59,1972,stage-8,112,3S,Le Bourhis Loïc,23,Gitane,NA,51S,117
59,1972,stage-8,113,38S,Bellouis Alain,24,Gitane,NA,26S,111
59,1972,stage-8,114,45S,Ravaleu Yves,26,Gan - Mercier - Hutchinson,NA,33S,77
59,1972,stage-8,115,21S,Harings Ger,24,Goudsmit - Hoff,NA,9S,101
59,1972,stage-8,OTL,NA,Opdebeeck Englebert,25,Watney - Avia,NA,NA,126
59,1972,stage-8,OTL,NA,Dierickx André,24,Beaulieu - Flandria,NA,NA,15
59,1972,stage-8,OTL,NA,Van Der Slagmolen Herman,23,Beaulieu - Flandria,NA,NA,19
59,1972,stage-9,1,1S,Huysmans Jos,30,Molteni,100,1S,4
59,1972,stage-9,2,0S,Wright Michael,31,Gitane,70,1S,121
59,1972,stage-9,3,0S,Danguillaume Jean-Pierre,26,Peugeot - BP - Michelin,50,1S,35
59,1972,stage-9,4,0S,Wolfshohl Rolf,33,Rokado,40,1S,88
59,1972,stage-9,5,0S,Cadiou Jacques,28,Gan - Mercier - Hutchinson,32,1S,67
59,1972,stage-9,6,0S,Vianen Gerard,28,Goudsmit - Hoff,26,1S,109
