edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
56,1969,stage-8b,68,20S,Mascaró Gabriel,25,Kas - Kaskol,NA,58S,39
56,1969,stage-8b,69,22S,Ocaña Luis,24,Fagor,NA,0S,108
56,1969,stage-8b,70,23S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,1S,44
56,1969,stage-8b,71,23S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,1S,98
56,1969,stage-8b,72,24S,Leman Eric,22,Flandria - De Clerck - Krüger,NA,2S,46
56,1969,stage-8b,73,27S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,5S,24
56,1969,stage-8b,74,30S,Pintens Georges,22,Dr. Mann - Grundig,NA,8S,16
56,1969,stage-8b,75,30S,Catieau José,22,Sonolor - Lejeune,NA,8S,62
56,1969,stage-8b,76,30S,Gómez José,25,Kas - Kaskol,NA,8S,35
56,1969,stage-8b,77,32S,Theillière Jean-Claude,25,Sonolor - Lejeune,NA,10S,67
56,1969,stage-8b,78,32S,Raymond Christian,25,Peugeot - Michelin - BP,NA,10S,30
56,1969,stage-8b,79,32S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,10S,22
56,1969,stage-8b,80,33S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,11S,73
56,1969,stage-8b,81,33S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,11S,79
56,1969,stage-8b,82,33S,Ferretti Giancarlo,27,Salvarani,NA,11S,124
56,1969,stage-8b,83,33S,Mahieu Pol,24,Flandria - De Clerck - Krüger,NA,11S,47
56,1969,stage-8b,84,34S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,12S,43
56,1969,stage-8b,85,34S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,12S,80
56,1969,stage-8b,86,36S,Swerts Roger,26,Faema,NA,14S,57
56,1969,stage-8b,87,36S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,14S,14
56,1969,stage-8b,88,37S,Wright Michael,28,Bic,NA,15S,10
56,1969,stage-8b,89,39S,Huysmans Jos,27,Dr. Mann - Grundig,NA,17S,13
56,1969,stage-8b,90,40S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,18S,61
56,1969,stage-8b,91,41S,Santambrogio Giacinto,24,Molteni,NA,19S,117
56,1969,stage-8b,92,41S,Mendiburu Ramon,29,Fagor,NA,19S,106
56,1969,stage-8b,93,42S,Anni Mario,25,Molteni,NA,20S,111
56,1969,stage-8b,94,44S,Ottenbros Harm,26,Willem II - Gazelle,NA,22S,94
56,1969,stage-8b,95,44S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,22S,82
56,1969,stage-8b,96,45S,Díaz Mariano,29,Fagor,NA,23S,101
56,1969,stage-8b,97,45S,Galera Manuel,25,Fagor,NA,23S,104
56,1969,stage-8b,98,45S,Jimenez Nemesio,23,Kas - Kaskol,NA,23S,37
56,1969,stage-8b,99,45S,Guyot Bernard,23,Sonolor - Lejeune,NA,23S,65
56,1969,stage-8b,100,46S,Bayssiere André,25,Peugeot - Michelin - BP,NA,24S,21
56,1969,stage-8b,101,48S,Reybrouck Guido,27,Faema,NA,26S,53
56,1969,stage-8b,102,50S,Zimmermann André,30,Sonolor - Lejeune,NA,28S,70
56,1969,stage-8b,103,50S,Basso Marino,24,Molteni,NA,28S,112
56,1969,stage-8b,104,53S,Mintjens Frans,22,Faema,NA,31S,52
56,1969,stage-8b,105,54S,Berland Roland,24,Bic,NA,32S,4
56,1969,stage-8b,106,55S,Spruyt Jos,26,Faema,NA,33S,55
56,1969,stage-8b,107,56S,Lazcano Santiago,22,Kas - Kaskol,NA,34S,38
56,1969,stage-8b,108,56S,Vanclooster Noel,25,Flandria - De Clerck - Krüger,NA,34S,50
56,1969,stage-8b,109,58S,Gilson Roger,21,Sonolor - Lejeune,NA,36S,64
56,1969,stage-8b,110,58S,Haast Cees,30,Willem II - Gazelle,NA,36S,92
56,1969,stage-8b,111,2S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,40S,88
56,1969,stage-8b,112,6S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,44S,90
56,1969,stage-8b,113,8S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,46S,85
56,1969,stage-9,1,23S,Pingeon Roger,28,Peugeot - Michelin - BP,100,23S,29
56,1969,stage-9,2,0S,Merckx Eddy,24,Faema,70,23S,51
56,1969,stage-9,3,33S,Van Impe Lucien,22,Sonolor - Lejeune,50,56S,68
56,1969,stage-9,4,33S,Gandarias Andrés,26,Kas - Kaskol,40,56S,33
56,1969,stage-9,5,33S,Poulidor Raymond,33,Mercier - Hutchinson - BP,32,56S,78
56,1969,stage-9,6,33S,Galdos Francisco,22,Kas - Kaskol,26,56S,32
56,1969,stage-9,7,33S,Lazcano Santiago,22,Kas - Kaskol,22,56S,38
56,1969,stage-9,8,13S,Wagtmans Rini,22,Willem II - Gazelle,18,36S,100
56,1969,stage-9,9,13S,Janssen Jan,29,Bic,14,36S,1
56,1969,stage-9,10,13S,Gimondi Felice,26,Salvarani,10,36S,125
56,1969,stage-9,11,13S,David Wilfried,23,Flandria - De Clerck - Krüger,8,36S,42
56,1969,stage-9,12,13S,Letort Désiré,26,Peugeot - Michelin - BP,6,36S,27
56,1969,stage-9,13,13S,Poppe André,25,Dr. Mann - Grundig,4,36S,17
56,1969,stage-9,14,13S,Van Den Bossche Martin,28,Faema,2,36S,59
56,1969,stage-9,15,13S,Spruyt Jos,26,Faema,1,36S,55
56,1969,stage-9,16,13S,Mascaró Gabriel,25,Kas - Kaskol,NA,36S,39
56,1969,stage-9,17,13S,Labourdette Bernard,22,Mercier - Hutchinson - BP,NA,36S,76
56,1969,stage-9,18,13S,Harrison Derek,25,Frimatic - Viva - De Gribaldy,NA,36S,84
56,1969,stage-9,19,13S,Panizza Wladimiro,24,Salvarani,NA,36S,127
56,1969,stage-9,20,59S,López José Manuel,29,Fagor,NA,22S,105
56,1969,stage-9,21,59S,Van Springel Herman,25,Dr. Mann - Grundig,NA,22S,20
56,1969,stage-9,22,59S,Gabica Francisco,31,Fagor,NA,22S,102
56,1969,stage-9,23,59S,Galera Joaquín,29,Fagor,NA,22S,103
56,1969,stage-9,24,59S,Castello Eduardo,29,Kas - Kaskol,NA,22S,31
56,1969,stage-9,25,52S,Schutz Edy,28,Molteni,NA,15S,118
56,1969,stage-9,26,52S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,NA,15S,83
56,1969,stage-9,27,52S,Vianelli Pierfranco,22,Molteni,NA,15S,120
56,1969,stage-9,28,52S,Theillière Jean-Claude,25,Sonolor - Lejeune,NA,15S,67
56,1969,stage-9,29,52S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,15S,24
56,1969,stage-9,30,52S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,15S,23
56,1969,stage-9,31,45S,Díaz Mariano,29,Fagor,NA,8S,101
56,1969,stage-9,32,4S,Zandegu Dino,29,Salvarani,NA,27S,130
56,1969,stage-9,33,4S,Dancelli Michele,27,Molteni,NA,27S,114
56,1969,stage-9,34,4S,De Witte Ronald,22,Dr. Mann - Grundig,NA,27S,12
56,1969,stage-9,35,4S,Polidori Giancarlo,25,Molteni,NA,27S,116
56,1969,stage-9,36,4S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,27S,61
56,1969,stage-9,37,4S,Huysmans Jos,27,Dr. Mann - Grundig,NA,27S,13
56,1969,stage-9,38,4S,Poggiali Roberto,28,Salvarani,NA,27S,129
56,1969,stage-9,39,4S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,27S,44
56,1969,stage-9,40,4S,Momeñe José Antonio,28,Fagor,NA,27S,107
56,1969,stage-9,41,4S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,27S,85
56,1969,stage-9,42,4S,Van Schil Victor,29,Faema,NA,27S,60
56,1969,stage-9,43,4S,Van Neste Willy,25,Dr. Mann - Grundig,NA,27S,19
56,1969,stage-9,44,4S,Guyot Bernard,23,Sonolor - Lejeune,NA,27S,65
56,1969,stage-9,45,4S,Balmamion Franco,29,Salvarani,NA,27S,122
56,1969,stage-9,46,4S,Dumont Jean,25,Peugeot - Michelin - BP,NA,27S,25
56,1969,stage-9,47,4S,Bellone Gilbert,26,Bic,NA,27S,3
56,1969,stage-9,48,4S,Santamarina Luis-Pedro,27,Fagor,NA,27S,110
56,1969,stage-9,49,4S,Janssens Ward,23,Mercier - Hutchinson - BP,NA,27S,75
56,1969,stage-9,50,4S,Bayssiere André,25,Peugeot - Michelin - BP,NA,27S,21
56,1969,stage-9,51,4S,Raymond Christian,25,Peugeot - Michelin - BP,NA,27S,30
56,1969,stage-9,52,4S,Zimmermann André,30,Sonolor - Lejeune,NA,27S,70
56,1969,stage-9,53,4S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,NA,27S,81
56,1969,stage-9,54,4S,Haast Cees,30,Willem II - Gazelle,NA,27S,92
56,1969,stage-9,55,28S,Santambrogio Giacinto,24,Molteni,NA,51S,117
56,1969,stage-9,56,28S,Beugels Eddy,25,Mercier - Hutchinson - BP,NA,51S,71
56,1969,stage-9,57,28S,Jimenez Nemesio,23,Kas - Kaskol,NA,51S,37
56,1969,stage-9,58,31S,Pérez José,32,Bic,NA,54S,8
56,1969,stage-9,59,31S,Tosello Guerrino,25,Molteni,NA,54S,119
56,1969,stage-9,60,31S,Lebaube Jean-Claude,31,Frimatic - Viva - De Gribaldy,NA,54S,87
56,1969,stage-9,61,31S,Dolman Evert,23,Willem II - Gazelle,NA,54S,91
56,1969,stage-9,62,31S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,54S,98
56,1969,stage-9,63,31S,Perurena Domingo,25,Fagor,NA,54S,109
56,1969,stage-9,64,31S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,54S,80
56,1969,stage-9,65,58S,Cooreman Roger,28,Dr. Mann - Grundig,NA,21S,11
56,1969,stage-9,66,59S,Peffgen Wilfried,26,Salvarani,NA,22S,128
56,1969,stage-9,67,59S,Berland Roland,24,Bic,NA,22S,4
56,1969,stage-9,68,59S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,22S,43
56,1969,stage-9,69,59S,Anni Mario,25,Molteni,NA,22S,111
56,1969,stage-9,70,59S,Pintens Georges,22,Dr. Mann - Grundig,NA,22S,16
56,1969,stage-9,71,59S,Ferretti Giancarlo,27,Salvarani,NA,22S,124
56,1969,stage-9,72,59S,Karstens Gerben,27,Peugeot - Michelin - BP,NA,22S,26
56,1969,stage-9,73,59S,Vandenberghe Georges,27,Faema,NA,22S,58
56,1969,stage-9,74,59S,Swerts Roger,26,Faema,NA,22S,57
56,1969,stage-9,75,59S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,22S,74
56,1969,stage-9,76,59S,Altig Rudi,32,Salvarani,NA,22S,121
56,1969,stage-9,77,59S,Aimar Lucien,28,Bic,NA,22S,2
56,1969,stage-9,78,59S,Catieau José,22,Sonolor - Lejeune,NA,22S,62
56,1969,stage-9,79,59S,Ravaleu Yves,23,Sonolor - Lejeune,NA,22S,66
56,1969,stage-9,80,59S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,22S,14
56,1969,stage-9,81,59S,Mintjens Frans,22,Faema,NA,22S,52
56,1969,stage-9,82,59S,San Miguel Gregorio,28,Kas - Kaskol,NA,22S,40
56,1969,stage-9,83,11S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,34S,22
56,1969,stage-9,84,11S,In 't Ven Willy,26,Dr. Mann - Grundig,NA,34S,15
56,1969,stage-9,85,14S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,37S,82
56,1969,stage-9,86,14S,Coulon Michel,22,Flandria - De Clerck - Krüger,NA,37S,41
56,1969,stage-9,87,14S,Delberghe Edouard,33,Sonolor - Lejeune,NA,37S,63
56,1969,stage-9,88,14S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,37S,90
56,1969,stage-9,89,14S,Scandelli Pietro,27,Faema,NA,37S,54
56,1969,stage-9,90,14S,Wilhelm André,26,Sonolor - Lejeune,NA,37S,69
56,1969,stage-9,91,14S,Wright Michael,28,Bic,NA,37S,10
56,1969,stage-9,92,14S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,37S,73
56,1969,stage-9,93,14S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,37S,88
56,1969,stage-9,94,14S,Gómez José,25,Kas - Kaskol,NA,37S,35
56,1969,stage-9,95,9S,Stevens Julien,26,Faema,NA,32S,56
56,1969,stage-9,96,9S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,32S,79
56,1969,stage-9,97,9S,Reybrouck Guido,27,Faema,NA,32S,53
56,1969,stage-9,98,9S,Ottenbros Harm,26,Willem II - Gazelle,NA,32S,94
56,1969,stage-9,99,9S,Basso Marino,24,Molteni,NA,32S,112
56,1969,stage-9,100,9S,Leman Eric,22,Flandria - De Clerck - Krüger,NA,32S,46
56,1969,stage-9,101,9S,Galera Manuel,25,Fagor,NA,32S,104
56,1969,stage-9,102,9S,Poortvliet Leen,25,Willem II - Gazelle,NA,32S,96
56,1969,stage-9,103,9S,Mendiburu Ramon,29,Fagor,NA,32S,106
56,1969,stage-9,104,9S,Fontanelli Sigfrido,21,Molteni,NA,32S,115
56,1969,stage-9,105,9S,Carletto Lino,25,Salvarani,NA,32S,123
56,1969,stage-9,106,9S,Guerra Pietro,26,Salvarani,NA,32S,126
56,1969,stage-9,107,32S,Vanclooster Noel,25,Flandria - De Clerck - Krüger,NA,55S,50
56,1969,stage-9,108,32S,De Vlaeminck Roger,21,Flandria - De Clerck - Krüger,NA,55S,45
56,1969,stage-9,109,18S,Nassen Pieter,25,Flandria - De Clerck - Krüger,NA,41S,49
56,1969,stage-9,110,18S,Gilson Roger,21,Sonolor - Lejeune,NA,41S,64
56,1969,stage-9,111,53S,Mahieu Pol,24,Flandria - De Clerck - Krüger,NA,16S,47
56,1969,stage-9,OTL,NA,Grosskost Charly,25,Bic,NA,NA,6
56,1969,stage-10,1,43S,Van Springel Herman,25,Dr. Mann - Grundig,100,43S,20
56,1969,stage-10,2,1S,Merckx Eddy,24,Faema,70,44S,51
56,1969,stage-10,3,1S,Wagtmans Rini,22,Willem II - Gazelle,50,44S,100
56,1969,stage-10,4,1S,Gimondi Felice,26,Salvarani,40,44S,125
56,1969,stage-10,5,1S,Pingeon Roger,28,Peugeot - Michelin - BP,32,44S,29
56,1969,stage-10,6,5S,Poulidor Raymond,33,Mercier - Hutchinson - BP,26,48S,78
56,1969,stage-10,7,5S,Vianelli Pierfranco,22,Molteni,22,48S,120
56,1969,stage-10,8,5S,Gandarias Andrés,26,Kas - Kaskol,18,48S,33
56,1969,stage-10,9,2S,Panizza Wladimiro,24,Salvarani,14,45S,127
56,1969,stage-10,10,56S,Poppe André,25,Dr. Mann - Grundig,10,39S,17
56,1969,stage-10,11,5S,Theillière Jean-Claude,25,Sonolor - Lejeune,8,48S,67
56,1969,stage-10,12,5S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,6,48S,83
56,1969,stage-10,13,29S,Schutz Edy,28,Molteni,4,12S,118
56,1969,stage-10,14,29S,Galera Joaquín,29,Fagor,2,12S,103
56,1969,stage-10,15,29S,Gabica Francisco,31,Fagor,1,12S,102
56,1969,stage-10,16,34S,Van Den Bossche Martin,28,Faema,NA,17S,59
56,1969,stage-10,17,39S,Polidori Giancarlo,25,Molteni,NA,22S,116
56,1969,stage-10,18,41S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,NA,24S,81
56,1969,stage-10,19,44S,Dancelli Michele,27,Molteni,NA,27S,114
56,1969,stage-10,20,4S,López José Manuel,29,Fagor,NA,47S,105
56,1969,stage-10,21,6S,Castello Eduardo,29,Kas - Kaskol,NA,49S,31
56,1969,stage-10,22,0S,Spruyt Jos,26,Faema,NA,43S,55
56,1969,stage-10,23,53S,Van Impe Lucien,22,Sonolor - Lejeune,NA,36S,68
56,1969,stage-10,24,55S,Galdos Francisco,22,Kas - Kaskol,NA,38S,32
56,1969,stage-10,25,3S,Dumont Jean,25,Peugeot - Michelin - BP,NA,46S,25
56,1969,stage-10,26,3S,Letort Désiré,26,Peugeot - Michelin - BP,NA,46S,27
56,1969,stage-10,27,3S,Zimmermann André,30,Sonolor - Lejeune,NA,46S,70
56,1969,stage-10,28,5S,Díaz Mariano,29,Fagor,NA,48S,101
56,1969,stage-10,29,29S,David Wilfried,23,Flandria - De Clerck - Krüger,NA,12S,42
56,1969,stage-10,30,42S,Labourdette Bernard,22,Mercier - Hutchinson - BP,NA,25S,76
56,1969,stage-10,31,42S,Janssen Jan,29,Bic,NA,25S,1
56,1969,stage-10,32,42S,Gómez José,25,Kas - Kaskol,NA,25S,35
56,1969,stage-10,33,42S,Santamarina Luis-Pedro,27,Fagor,NA,25S,110
56,1969,stage-10,34,42S,Momeñe José Antonio,28,Fagor,NA,25S,107
56,1969,stage-10,35,42S,Bellone Gilbert,26,Bic,NA,25S,3
56,1969,stage-10,36,42S,Jimenez Nemesio,23,Kas - Kaskol,NA,25S,37
56,1969,stage-10,37,42S,Lazcano Santiago,22,Kas - Kaskol,NA,25S,38
56,1969,stage-10,38,11S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,54S,61
56,1969,stage-10,39,11S,De Witte Ronald,22,Dr. Mann - Grundig,NA,54S,12
56,1969,stage-10,40,10S,Zandegu Dino,29,Salvarani,NA,53S,130
56,1969,stage-10,41,15S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,58S,22
56,1969,stage-10,42,15S,Dolman Evert,23,Willem II - Gazelle,NA,58S,91
56,1969,stage-10,43,15S,Van Schil Victor,29,Faema,NA,58S,60
56,1969,stage-10,44,15S,Huysmans Jos,27,Dr. Mann - Grundig,NA,58S,13
56,1969,stage-10,45,15S,Swerts Roger,26,Faema,NA,58S,57
56,1969,stage-10,46,15S,Galera Manuel,25,Fagor,NA,58S,104
56,1969,stage-10,47,15S,Berland Roland,24,Bic,NA,58S,4
56,1969,stage-10,48,15S,Ferretti Giancarlo,27,Salvarani,NA,58S,124
56,1969,stage-10,49,15S,Santambrogio Giacinto,24,Molteni,NA,58S,117
56,1969,stage-10,50,15S,Balmamion Franco,29,Salvarani,NA,58S,122
56,1969,stage-10,51,15S,In 't Ven Willy,26,Dr. Mann - Grundig,NA,58S,15
56,1969,stage-10,52,15S,Vandenberghe Georges,27,Faema,NA,58S,58
56,1969,stage-10,53,15S,Catieau José,22,Sonolor - Lejeune,NA,58S,62
56,1969,stage-10,54,15S,Mintjens Frans,22,Faema,NA,58S,52
56,1969,stage-10,55,15S,Peffgen Wilfried,26,Salvarani,NA,58S,128
56,1969,stage-10,56,15S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,58S,14
56,1969,stage-10,57,15S,Haast Cees,30,Willem II - Gazelle,NA,58S,92
56,1969,stage-10,58,15S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,58S,24
56,1969,stage-10,59,15S,Poggiali Roberto,28,Salvarani,NA,58S,129
56,1969,stage-10,60,15S,Guyot Bernard,23,Sonolor - Lejeune,NA,58S,65
56,1969,stage-10,61,15S,Wright Michael,28,Bic,NA,58S,10
56,1969,stage-10,62,15S,Delberghe Edouard,33,Sonolor - Lejeune,NA,58S,63
56,1969,stage-10,63,15S,Raymond Christian,25,Peugeot - Michelin - BP,NA,58S,30
56,1969,stage-10,64,15S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,58S,23
56,1969,stage-10,65,15S,Stevens Julien,26,Faema,NA,58S,56
56,1969,stage-10,66,15S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,58S,74
56,1969,stage-10,67,15S,Harrison Derek,25,Frimatic - Viva - De Gribaldy,NA,58S,84
56,1969,stage-10,68,15S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,58S,44
56,1969,stage-10,69,15S,Reybrouck Guido,27,Faema,NA,58S,53
56,1969,stage-10,70,15S,Bayssiere André,25,Peugeot - Michelin - BP,NA,58S,21
56,1969,stage-10,71,15S,Altig Rudi,32,Salvarani,NA,58S,121
56,1969,stage-10,72,15S,Mascaró Gabriel,25,Kas - Kaskol,NA,58S,39
56,1969,stage-10,73,15S,Leman Eric,22,Flandria - De Clerck - Krüger,NA,58S,46
56,1969,stage-10,74,15S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,58S,79
56,1969,stage-10,75,15S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,58S,88
56,1969,stage-10,76,15S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,58S,98
56,1969,stage-10,77,15S,Aimar Lucien,28,Bic,NA,58S,2
56,1969,stage-10,78,15S,Guerra Pietro,26,Salvarani,NA,58S,126
56,1969,stage-10,79,15S,Karstens Gerben,27,Peugeot - Michelin - BP,NA,58S,26
56,1969,stage-10,80,15S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,58S,82
56,1969,stage-10,81,15S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,58S,90
56,1969,stage-10,82,15S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,58S,73
56,1969,stage-10,83,15S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,58S,80
56,1969,stage-10,84,15S,Janssens Ward,23,Mercier - Hutchinson - BP,NA,58S,75
56,1969,stage-10,85,15S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,58S,85
56,1969,stage-10,86,15S,Nassen Pieter,25,Flandria - De Clerck - Krüger,NA,58S,49
56,1969,stage-10,87,15S,Scandelli Pietro,27,Faema,NA,58S,54
56,1969,stage-10,88,15S,Lebaube Jean-Claude,31,Frimatic - Viva - De Gribaldy,NA,58S,87
56,1969,stage-10,89,57S,Ottenbros Harm,26,Willem II - Gazelle,NA,40S,94
56,1969,stage-10,90,7S,Beugels Eddy,25,Mercier - Hutchinson - BP,NA,50S,71
56,1969,stage-10,91,15S,Coulon Michel,22,Flandria - De Clerck - Krüger,NA,58S,41
56,1969,stage-10,92,55S,Cooreman Roger,28,Dr. Mann - Grundig,NA,38S,11
56,1969,stage-10,93,42S,Perurena Domingo,25,Fagor,NA,25S,109
56,1969,stage-10,94,55S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,38S,43
56,1969,stage-10,95,37S,Wilhelm André,26,Sonolor - Lejeune,NA,20S,69
56,1969,stage-10,96,0S,Anni Mario,25,Molteni,NA,43S,111
56,1969,stage-10,97,0S,Vanclooster Noel,25,Flandria - De Clerck - Krüger,NA,43S,50
56,1969,stage-10,DNF,NA,San Miguel Gregorio,28,Kas - Kaskol,NA,NA,40
56,1969,stage-10,DNF,NA,Poortvliet Leen,25,Willem II - Gazelle,NA,NA,96
56,1969,stage-10,DNF,NA,Carletto Lino,25,Salvarani,NA,NA,123
56,1969,stage-10,DNF,NA,De Vlaeminck Roger,21,Flandria - De Clerck - Krüger,NA,NA,45
56,1969,stage-10,DNF,NA,Mendiburu Ramon,29,Fagor,NA,NA,106
56,1969,stage-10,DNF,NA,Pérez José,32,Bic,NA,NA,8
56,1969,stage-10,DNF,NA,Mahieu Pol,24,Flandria - De Clerck - Krüger,NA,NA,47
56,1969,stage-10,DNF,NA,Basso Marino,24,Molteni,NA,NA,112
56,1969,stage-10,DNF,NA,Pintens Georges,22,Dr. Mann - Grundig,NA,NA,16
56,1969,stage-10,DNF,NA,Gilson Roger,21,Sonolor - Lejeune,NA,NA,64
56,1969,stage-10,DNF,NA,Fontanelli Sigfrido,21,Molteni,NA,NA,115
56,1969,stage-10,DNF,NA,Van Neste Willy,25,Dr. Mann - Grundig,NA,NA,19
56,1969,stage-10,DNF,NA,Ravaleu Yves,23,Sonolor - Lejeune,NA,NA,66
56,1969,stage-10,DNF,NA,Tosello Guerrino,25,Molteni,NA,NA,119
56,1969,stage-11,1,55S,Merckx Eddy,24,Faema,100,55S,51
56,1969,stage-11,2,0S,Gimondi Felice,26,Salvarani,70,55S,125
56,1969,stage-11,3,22S,Mascaró Gabriel,25,Kas - Kaskol,50,17S,39
56,1969,stage-11,4,22S,Pingeon Roger,28,Peugeot - Michelin - BP,40,17S,29
56,1969,stage-11,5,23S,Santamarina Luis-Pedro,27,Fagor,32,18S,110
56,1969,stage-11,6,50S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,26,45S,81
56,1969,stage-11,7,52S,Galera Joaquín,29,Fagor,22,47S,103
56,1969,stage-11,8,52S,Van Impe Lucien,22,Sonolor - Lejeune,18,47S,68
56,1969,stage-11,9,52S,Gandarias Andrés,26,Kas - Kaskol,14,47S,33
56,1969,stage-11,10,52S,Poulidor Raymond,33,Mercier - Hutchinson - BP,10,47S,78
56,1969,stage-11,11,52S,Castello Eduardo,29,Kas - Kaskol,8,47S,31
56,1969,stage-11,12,52S,Galdos Francisco,22,Kas - Kaskol,6,47S,32
56,1969,stage-11,13,48S,López José Manuel,29,Fagor,4,43S,105
56,1969,stage-11,14,48S,Letort Désiré,26,Peugeot - Michelin - BP,2,43S,27
56,1969,stage-11,15,19S,Momeñe José Antonio,28,Fagor,1,14S,107
56,1969,stage-11,16,19S,Schutz Edy,28,Molteni,NA,14S,118
56,1969,stage-11,17,19S,Vianelli Pierfranco,22,Molteni,NA,14S,120
56,1969,stage-11,18,19S,Wagtmans Rini,22,Willem II - Gazelle,NA,14S,100
56,1969,stage-11,19,22S,Janssens Ward,23,Mercier - Hutchinson - BP,NA,17S,75
56,1969,stage-11,20,22S,Panizza Wladimiro,24,Salvarani,NA,17S,127
56,1969,stage-11,21,46S,Díaz Mariano,29,Fagor,NA,41S,101
56,1969,stage-11,22,11S,David Wilfried,23,Flandria - De Clerck - Krüger,NA,6S,42
56,1969,stage-11,23,25S,Harrison Derek,25,Frimatic - Viva - De Gribaldy,NA,20S,84
56,1969,stage-11,24,25S,Raymond Christian,25,Peugeot - Michelin - BP,NA,20S,30
56,1969,stage-11,25,25S,Aimar Lucien,28,Bic,NA,20S,2
56,1969,stage-11,26,25S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,20S,22
56,1969,stage-11,27,54S,Labourdette Bernard,22,Mercier - Hutchinson - BP,NA,49S,76
56,1969,stage-11,28,54S,Perurena Domingo,25,Fagor,NA,49S,109
56,1969,stage-11,29,54S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,49S,44
56,1969,stage-11,30,54S,Guyot Bernard,23,Sonolor - Lejeune,NA,49S,65
56,1969,stage-11,31,54S,Coulon Michel,22,Flandria - De Clerck - Krüger,NA,49S,41
56,1969,stage-11,32,54S,Spruyt Jos,26,Faema,NA,49S,55
56,1969,stage-11,33,54S,Van Den Bossche Martin,28,Faema,NA,49S,59
56,1969,stage-11,34,54S,Dumont Jean,25,Peugeot - Michelin - BP,NA,49S,25
56,1969,stage-11,35,54S,Janssen Jan,29,Bic,NA,49S,1
56,1969,stage-11,36,54S,Theillière Jean-Claude,25,Sonolor - Lejeune,NA,49S,67
56,1969,stage-11,37,54S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,NA,49S,83
56,1969,stage-11,38,54S,Van Springel Herman,25,Dr. Mann - Grundig,NA,49S,20
56,1969,stage-11,39,54S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,49S,23
56,1969,stage-11,40,54S,Gabica Francisco,31,Fagor,NA,49S,102
56,1969,stage-11,41,18S,Zandegu Dino,29,Salvarani,NA,13S,130
56,1969,stage-11,42,18S,Ferretti Giancarlo,27,Salvarani,NA,13S,124
56,1969,stage-11,43,56S,Catieau José,22,Sonolor - Lejeune,NA,51S,62
