gutenberg_author_id,author,alias,birthdate,deathdate,wikipedia,aliases
39291,"Montague, Margaret Prescott","Montague, Margaret Preston",1878,1955,https://en.wikipedia.org/wiki/Margaret_Prescott_Montague,"Montague, Margaret Preston"
39292,"Taylor, Arthur Russell",NA,1862,1918,NA,NA
39294,Vidyāpati Thākura,NA,NA,1448,https://en.wikipedia.org/wiki/Vidyapati,"Vidyapati/Bidyapati/Thākura, Vidyāpati/Vidyapati Thakura"
39297,"Willyams, Cooper",NA,1762,1816,https://en.wikipedia.org/wiki/Cooper_Willyams,NA
39298,"Corbin, John",NA,1870,1959,https://en.wikipedia.org/wiki/John_Corbin,NA
39300,"Knowlton, Charles",NA,1800,1850,https://en.wikipedia.org/wiki/Charles_Knowlton,NA
39302,"Pagé, Victor Wilfred",NA,1885,1947,NA,"Page, Victor Wilfred/Pagé, Victor W. (Victor Wilfred)"
39303,"Blacklock, Ambrose",NA,1816,1873,NA,NA
39304,"Robertson, A. Fraser",NA,NA,NA,NA,NA
39306,"Garnier, M. (Germain)","Garnier, Germain",1754,1821,https://en.wikipedia.org/wiki/Germain_Garnier,"Garnier, Germain"
39308,"Bass, George",NA,1771,1803,https://en.wikipedia.org/wiki/George_Bass,NA
39309,"Chapman, Abel",NA,1851,1929,http://en.wikipedia.org/wiki/Abel_Chapman,NA
39310,"Buck, Walter John","Buck, Walter J.",1843,1917,NA,"Buck, Walter J."
39311,"Betts, Lillian William","Betts, Lillian W.",NA,1938,NA,"Betts, Lillian W."
39312,"Duncker, Max","Duncker, Maximilian Wolfgang",1811,1886,https://en.wikipedia.org/wiki/Maximilian_Wolfgang_Duncker,"Duncker, Maximilian Wolfgang"
39315,"Fryer, Jane Eayre",NA,1876,NA,NA,NA
39318,"Scharling, C. Henrik (Carl Henrik)",NA,1836,1920,http://da.wikipedia.org/wiki/Henrik_Scharling,"Scharling, Carl Henrik/Scharling, Henrik/Nicolai"
39319,"Edwards, F. G. (Frederick George)","Edwards, Frederick George",1853,1909,NA,"Edwards, Frederick George"
39322,"Banks, G. Linnaeus (George Linnaeus), Mrs.",NA,1821,1897,https://en.wikipedia.org/wiki/Isabella_Banks,"Banks, Isabella Varley/Varley, Isabella/Banks, Mrs. G. Linnaeus/Banks, Mrs. George Linnaeus"
39323,"Gozlan, Léon","Gozlan, Leon",1803,1866,https://en.wikipedia.org/wiki/L%C3%A9on_Gozlan|https://fr.wikipedia.org/wiki/L%C3%A9on_Gozlan,"Gozlan, Leon"
39326,United States. Congress. House. Committee on Patents,NA,NA,NA,NA,NA
39327,"Thompson, George",NA,1804,1878,https://en.wikipedia.org/wiki/George_Thompson_%28abolitionist%29,NA
39328,"Fisk, Wilbur","Fisk, W. (Wilbur)",1792,1839,https://en.wikipedia.org/wiki/Willbur_Fisk,"Fisk, W. (Wilbur)"
39342,"Hall, Sharlot Mabridth","Hall, Sharlot M.",1870,1943,https://en.wikipedia.org/wiki/Sharlot_Hall,"Hall, Sharlot M."
39344,"Portor, Laura Spencer","Pope, Laura Spencer Portor",1872,1957,https://en.wikipedia.org/wiki/Laura_Spencer_Portor_Pope,"Pope, Laura Spencer Portor"
39347,"Cox, George James","Cox, George J.",1884,1946,NA,"Cox, George J."
39349,"Ingleby, Leonard Cresswell",NA,1876,1923,ebooks/author/38288|https://en.wikipedia.org/wiki/Guy_Thorne,NA
39350,"Stawell, Rodolph, Mrs.",NA,1865,1949,NA,"Stawell, Mrs. Rodolph/Key, Maud Margaret/Stawell, Maud Margaret Key"
39353,"Sarlin, A. J.",NA,NA,NA,NA,NA
39354,"Pepper, Charles M. (Charles Melville)","Pepper, Charles Melville",1859,1930,NA,"Pepper, Charles Melville"
39355,"Penny, F. E. (Fanny Emily)",NA,NA,1939,https://en.wikipedia.org/wiki/Fanny_Emily_Penny,"Penny, Fanny Emily/Penny, Mrs. Frank"
39356,"Train, George Francis","Train, G. F. (George Francis)",1829,1904,https://en.wikipedia.org/wiki/George_Francis_Train,"Train, G. F. (George Francis)"
39362,"Salmelainen, Eero","Rudbeck, Erik",1830,1867,NA,"Rudbeck, Erik"
39367,"Sherman, Stuart Pratt",NA,1881,1926,https://en.wikipedia.org/wiki/Stuart_Sherman,"Sherman, S. P. (Stuart Pratt)/Sherman, Stuart P."
39368,"Guiney, Louise Imogen",NA,1861,1920,https://en.wikipedia.org/wiki/Louise_Imogen_Guiney,"Guiney, L.I./Guiney, L. I."
39369,"Storm, Marian",NA,1891,1975,https://en.wikipedia.org/wiki/Marian_Storm,NA
39374,"Whittaker, Thomas",NA,1856,1935,https://en.wikipedia.org/wiki/Thomas_Whittaker_(metaphysician),NA
39375,"Maxwell, George Hebard",NA,1860,1946,https://en.wikipedia.org/wiki/George_Hebard_Maxwell,NA
39376,"Packard, Robert L. (Robert Lewis)","Packard, Robert Lewis",1928,NA,NA,"Packard, Robert Lewis"
39378,"Haynes, Henrietta",NA,NA,NA,NA,NA
39380,Howard & Bullough American Machine Company,Howard and Bullough American Machine Company,NA,NA,NA,Howard and Bullough American Machine Company
39382,"Pringle, Allen",NA,NA,NA,NA,NA
39383,"Burkett, Ray D.",NA,1938,NA,NA,NA
39384,"Wilson, Wilfred",NA,NA,NA,NA,NA
39385,"Petrus, Sarnensis",NA,NA,1218,https://en.wikipedia.org/wiki/Peter_of_Vaux-de-Cernay,"Cernay, Pierre des Vaux de/Petrus, Vallis Cernaii/Petrus, Vallis Sarnaii/Pierre, de Vaulx-Cernay/Pierre, de Vaux-Cernay"
39387,"Cuyer, Édouard",NA,1852,NA,NA,"Cuyer, Edouard/Cuyer, E. (Édouard)"
39391,"Macray, William Dunn","Macray, W. Dunn (William Dunn)",1826,1916,https://en.wikipedia.org/wiki/William_Dunn_Macray,"Macray, W. Dunn (William Dunn)"
39392,"Chesson, W. H. (Wilfrid Hugh)","Chesson, Wilfrid Hugh",1870,1953,NA,"Chesson, Wilfrid Hugh"
39393,"Wilkins, Louisa Jebb",NA,NA,NA,NA,"Jebb, Louisa/Jebb, L. (Louisa)/Wilkins, Mrs. Roland"
39394,"Fraser, Wilber J. (Wilber John)",NA,1869,1949,NA,"Fraser, W. J. (Wilber John)/Fraser, Wilber John"
39396,"Mears, Mary M. (Mary Martha)",NA,1876,1943,NA,NA
39398,"Joyce, Herbert",NA,NA,NA,NA,NA
39400,"Weylland, John Matthias",NA,NA,1897,NA,NA
39401,"Aelfric, Abbot of Eynsham",NA,950,1019,https://en.wikipedia.org/wiki/%C3%86lfric_of_Eynsham,"Aelfricus, Abbot of Eynsham/Elfric, Abbot of Eynsham/Aelfrik, Abbot of Eynsham/Elfrike, Abbot of Eynsham"
39408,"Honey, James A.",NA,1880,NA,NA,"Honeij, James Albert/Honeÿ, James A."
39409,"Kleinlein, Walter J. (Walter John)","Kleinlein, Walter John",1876,NA,NA,"Kleinlein, Walter John"
39410,"Lyman, Olin L. (Olin Linus)",NA,1873,NA,NA,NA
39411,"L'Estrange, Roger, Sir",NA,1616,1704,https://en.wikipedia.org/wiki/Roger_L'Estrange,"L'Estrange, R. (Roger), Sir/L'Estrange, Sir Roger"
39413,"Kokko, Juhana",NA,1856,1926,https://fi.wikipedia.org/wiki/Juhana_Kokko,Kyösti/Kyosti
39414,"Slater, J. Herbert (John Herbert)",NA,1854,1921,NA,"Slater, J. H. (John Herbert)/Slater, John Herbert"
39415,"Wells, Amos R. (Amos Russel)","Wells, Amos Russel",1862,1933,https://en.wikipedia.org/wiki/Amos_Russel_Wells,"Wells, Amos Russel"
39416,"Bede, the Venerable, Saint",NA,673,735,https://en.wikipedia.org/wiki/Bede,"Bede, the Venerable, Saint, Presbyter/Baeda Venerabilis/Beda, Anglicus/Beda, Anglus/Bedanus, Venerabilis/Beda, Sacerdos/Bede, Saint"
39417,"Bailey, Washington",NA,1831,1922,NA,"Bailey, George Washington/Bailey, G. Washington"
39418,"Llorente, Juan Antonio",NA,1756,1823,https://en.wikipedia.org/wiki/Juan_Antonio_Llorente,"Llorente, J. A. (Juan Antonio)/Nellerto, Juan"
39419,"Quadrupani, Carlo Giuseppe","Quadrupani, Charles Joseph",NA,NA,NA,"Quadrupani, Charles Joseph"
39420,"Jäämaa, Ilmari",NA,1888,1934,https://fi.wikipedia.org/wiki/Ilmari_J%C3%A4%C3%A4maa,"Ilmari Jäämaa/Jaamaa, Ilmari/Islander, Ilmari/Bonifacius, Veli"
39423,"Campbell, Theophila Carlile","Campbell, Theophila Carlile, Mrs.",1837,1913,NA,"Campbell, Theophila Carlile, Mrs."
39424,"Morton, James F. (James Ferdinand)",NA,1870,1941,http://eo.wikipedia.org/wiki/James_F._Morton,NA
39425,"Pattie, James O. (James Ohio)",NA,NA,NA,NA,"Pattie, James Ohio/Pattie, James"
39426,"Holland, Frederic May","Holland, F. M. (Frederic May)",1836,1908,NA,"Holland, F. M. (Frederic May)"
39428,"Mitchell, Logan",NA,NA,NA,NA,NA
39429,"Reber, George",NA,NA,NA,NA,NA
39431,"Carlile, Richard",NA,1790,1843,https://en.wikipedia.org/wiki/Richard_Carlile,"Philanthropos/Carlisle, Richard/Deist"
39432,"Lisle, Lionel",NA,NA,NA,NA,NA
39433,"Shaw, William Arthur","Shaw, W. A. (William Arthur)",1865,1943,https://en.wikipedia.org/wiki/William_Arthur_Shaw,"Shaw, W. A. (William Arthur)"
39434,"Hawkins, N. (Nehemiah)",NA,1833,1928,https://en.wikipedia.org/wiki/Nehemiah_Hawkins,"Hawkins, Nehemiah/Rogers, William"
39435,"Bailey, Arthur Low",NA,1867,1940,NA,NA
39436,"Hayward, John, Sir","Haywarde, Io. (Iohn), Sir",NA,1627,https://en.wikipedia.org/wiki/John_Hayward_(historian),"Haywarde, Io. (Iohn), Sir"
39437,"Soule, Richard",NA,1812,1877,NA,NA
39438,"Cunningham, Francis A. (Francis Aloysius)",NA,1862,1935,NA,NA
39440,"Trelawny, Edward John",NA,1792,1881,http://en.wikipedia.org/wiki/Edward_John_Trelawny,"Trelawney, Edward John/Trelawny, E. J. (Edward John)"
39443,"Hearne, Samuel",NA,1745,1792,https://en.wikipedia.org/wiki/Samuel_Hearne,NA
39445,"Tutchin, John","Pitts, Thomas",NA,1707,https://en.wikipedia.org/wiki/John_Tutchin,"Pitts, Thomas"
39446,"Bourne, Benjamin Franklin",NA,1816,1874,NA,NA
39447,"Smith, Clark Ashton",NA,1893,1961,https://en.wikipedia.org/wiki/Clark_Ashton_Smith,NA
39449,"Young, Ella Flagg",NA,1845,1918,https://en.wikipedia.org/wiki/Ella_Flagg_Young,NA
39450,"Field, Walter Taylor",NA,1861,1939,NA,NA
39455,"Trikoupes, Spyridon",NA,1788,1873,http://el.wikipedia.org/wiki/%CE%A3%CF%80%CF%85%CF%81%CE%AF%CE%B4%CF%89%CE%BD_%CE%A4%CF%81%CE%B9%CE%BA%CE%BF%CF%8D%CF%80%CE%B7%CF%82,"Τρικούπης, Σπυρίδων/Trikoupis, Spyridon"
39456,"Mathot, Rodolphe Edgard","Mathot, R. E.",1866,NA,NA,"Mathot, R. E."
39459,"Wheildon, William W. (William Willder)",NA,1805,1892,NA,"Wheildon, William Willder/Wheildon, W. W. (William Willder)"
39460,"Longstreet, James",NA,1821,1904,https://en.wikipedia.org/wiki/James_Longstreet,NA
39461,"Tennyson, Hallam Tennyson, Baron",NA,1852,1928,"https://en.wikipedia.org/wiki/Hallam_Tennyson,_2nd_Baron_Tennyson",NA
39462,"Olund, Leonard J.",NA,NA,NA,NA,NA
39463,"Beekman, A. A. (Anton Albert)","Beekman, Anton Albert",1854,1947,https://en.wikipedia.org/wiki/Anton_Albert_Beekman,"Beekman, Anton Albert"
39464,"Treat, Mary","Treat, Mary Lua Adelia Davis Allen",1835,NA,NA,"Treat, Mary Lua Adelia Davis Allen"
39465,"Sargent, Frederick Leroy",NA,1863,1928,NA,NA
39466,"Hulme, Thomas",NA,NA,NA,NA,NA
39467,"Jackson, S. Trevena","Jackson, Samuel Trevena",1867,1945,NA,"Jackson, Samuel Trevena"
39468,"Kauffman, Reginald Wright",NA,1877,1959,NA,NA
39469,"Yates, L. K.",NA,NA,NA,NA,NA
39470,"Somerville, H. G.",NA,NA,NA,NA,NA
39471,"Sheridan, Thomas",NA,1719,1788,https://en.wikipedia.org/wiki/Thomas_Sheridan_(actor),NA
39473,"Sabatier, Auguste","Sabatier, A. (Auguste)",1839,1901,https://en.wikipedia.org/wiki/Louis_Auguste_Sabatier,"Sabatier, A. (Auguste)"
39474,"O'Neil, Owen Rowe",NA,NA,NA,NA,NA
39477,"Gordon, Harry",NA,NA,NA,NA,NA
39478,"Conway, G. R. G. (George Robert Graham)","Conway, George Robert Graham",1873,1951,https://en.wikipedia.org/wiki/George_Robert_Graham_Conway,"Conway, George Robert Graham"
39479,"Scherzer, Karl, Ritter von",NA,1821,1903,https://en.wikipedia.org/wiki/Karl_von_Scherzer,"Scherzer, C./Scherzer, Charles de/Scherzer, Carl/Scherzer, Karl Ritter von"
39481,"Niewiadomska, Cecylia","Niewadomska, Cecylia",1855,1925,http://pl.wikipedia.org/wiki/Cecylia_Niewiadomska,"Niewadomska, Cecylia"
39482,"Rosebery, Archibald Philip Primrose, Earl of",NA,1847,1929,"https://en.wikipedia.org/wiki/Archibald_Primrose,_5th_Earl_of_Rosebery","Rosebery, Lord/Primrose, Archibald Philip, Earl of Rosebery"
39483,"Reményik, Sándor",NA,1890,1941,http://hu.wikipedia.org/wiki/Rem%C3%A9nyik_S%C3%A1ndor,"Remenyik, Sandor/Végvári/Vegvari"
39484,"Rankin, James",NA,NA,NA,NA,NA
39486,"Freneau, Philip Morin",NA,1752,1832,https://en.wikipedia.org/wiki/Philip_Freneau,"Salem, Hezekiah/Slender, Robert"
39487,"Pattee, Fred Lewis",NA,1863,1950,https://en.wikipedia.org/wiki/Fred_Lewis_Pattee,NA
39489,"Ady, Endre","Ady, Andrew",1877,1919,https://hu.wikipedia.org/wiki/Ady_Endre|https://en.wikipedia.org/wiki/Endre_Ady,"Ady, Andrew"
39490,"Herndon, William Henry","Herndon, William H. (William Henry)",1818,1891,https://en.wikipedia.org/wiki/William_Herndon_(lawyer),"Herndon, William H. (William Henry)"
39491,"Weik, Jesse William","Weik, Jesse W. (Jesse William)",1857,1930,https://en.wikipedia.org/wiki/Jesse_W._Weik,"Weik, Jesse W. (Jesse William)"
39492,"Newton, John, M.R.C.S.E.","Newton, John",NA,NA,NA,"Newton, John"
39493,"Day, Lal Behari",NA,1826,1894,https://en.wikipedia.org/wiki/Lal_Behari_Day,"Lal Behari Day/De, Lal Behari"
39497,"Pöllnitz, Karl Ludwig, Freiherr von",NA,1692,1775,https://en.wikipedia.org/wiki/Karl_Ludwig_von_P%C3%B6llnitz,"Poellnitz, Carl Ludwig von/Pöllnitz, Charles-Louis, baron de/Von Pöllnitz, Karl Ludwig, Freiherr/Pollnitz, Karl Ludwig, Freiherr von"
39498,"Edmonds, S. Emma E. (Sarah Emma Evelyn)",NA,1841,1898,https://en.wikipedia.org/wiki/Sarah_Edmonds,"Edmundson, Sarah Emma/Edmonds, Sarah Emma Evelyn/Edmonds, Emma E./Thompson, Franklin,/Edmondson, Sarah Emma Evelyn/Thompson, Frank/Edwards, Emma/Seelye, Sarah Emma Edmonds"
39499,"Bailey, Henry Turner","Bailey, Henry T. (Henry Turner)",1865,1931,NA,"Bailey, Henry T. (Henry Turner)"
39503,"Goll, Claire",NA,1891,1977,https://en.wikipedia.org/wiki/Claire_Goll,"Aischmann, Liliane Clarisse/Studer, Claire"
39504,"Hardekopf, Ferdinand",NA,1876,1954,http://de.wikipedia.org/wiki/Ferdinand_Hardekopf,NA
39505,"Vay, Péter",NA,1863,1948,NA,"Vay de Vaya and Luskod, Péter, Count/Vay von Vaya und zu Luskod, Peter, Graf/Vay Péter, Gróf/Vay Peter, Grof"
39506,"Brunton, Mary","Brunton, Mary Balfour",1778,1818,https://en.wikipedia.org/wiki/Mary_Brunton,"Brunton, Mary Balfour"
39509,"D'Auvergne, Edmund B. (Edmund Basil)",NA,NA,NA,NA,"D'Auvergne, Edward B. (Edward Basil)/D'Auvergne, Edmund Basil Francis/d'Auvergne, Edmund B."
39510,"Nansen, Peter","Nansen, P. (Peter)",1861,1918,https://en.wikipedia.org/wiki/Peter_Nansen,"Nansen, P. (Peter)"
39511,"Bryusov, Valery Yakovlevich",NA,1873,1924,https://en.wikipedia.org/wiki/Valery_Bryusov,"Brjussow, Waleri/Брюсов, Валерий Яковлевич/Briussov, Valeri/Brussoff/Brussof, Valery/Brussov, Valery"
39515,"Cavendish, Georgiana Spencer, Duchess of Devonshire",NA,1757,1806,"https://en.wikipedia.org/wiki/Georgiana_Cavendish,_Duchess_of_Devonshire","Devonshire, Georgiana Spencer Cavendish, Duchess of/Georgiana, Duchess of Devonshire/Spencer, Georgiana"
39516,"Fleming, J. A. (John Ambrose), Sir","Fleming, John Ambrose, Sir",1849,1945,https://en.wikipedia.org/wiki/John_Ambrose_Fleming,"Fleming, John Ambrose, Sir"
39518,"Tremayne, Eleanor E.",NA,NA,NA,NA,NA
39520,"Edwards, H. Sutherland (Henry Sutherland)",NA,1828,1906,https://en.wikipedia.org/wiki/Henry_Sutherland_Edwards,"Edwards, Henry Sutherland/Edwards, Sutherland"
39521,"Rivenburg, Romeyn Henry",NA,NA,NA,NA,NA
39522,"Cumberland, Barlow",NA,1846,1913,NA,NA
39523,"Just, Gustav A.","Just, Gustav",1847,1924,NA,"Just, Gustav"
39524,"Westra, Willem",NA,NA,NA,NA,NA
39527,"Streight, Abel D.","Streight, A. D. (Abdel D.)",1829,1892,https://en.wikipedia.org/wiki/Abel_Streight,"Streight, A. D. (Abdel D.)"
39528,"Ross, Mary, Lady","Ross, Lady Mary",NA,NA,NA,"Ross, Lady Mary"
39529,"Gordon, Lina Duff",NA,1874,1964,https://en.wikipedia.org/wiki/Lina_Waterfield,"Duff-Gordon, Caroline Lucie/Duff-Gordon, Lina/Waterfield, Mrs. Aubrey/Waterfield, Lina Duff-Gordon"
39531,"Merényi, László","Merenyi, Laszlo",1837,1907,http://hu.wikipedia.org/wiki/Mer%C3%A9nyi_L%C3%A1szl%C3%B3,"Merenyi, Laszlo"
39532,"Crashaw, Richard","Crashaw, Mr. (Richard)",NA,1649,https://en.wikipedia.org/wiki/Richard_Crashaw,"Crashaw, Mr. (Richard)"
39533,"Isle, June",NA,NA,NA,NA,NA
39534,"Moore, Bernard","Hunt, Samuel Syrus",1873,NA,https://en.wikipedia.org/wiki/Bernard_Moore_(poet),"Hunt, Samuel Syrus"
39535,"Erskine, John",NA,1879,1951,https://en.wikipedia.org/wiki/John_Erskine_(educator),NA
39536,"Jersey, Margaret Elizabeth Leigh Child-Villiers, Countess of",NA,1849,1945,"https://en.wikipedia.org/wiki/Margaret_Child_Villiers,_Countess_of_Jersey","Child-Villiers, Margaret Elizabeth Leigh, Countess of Jersey/Jersey, Countess of/Jersey, Dowager Countess of/Leigh Child-Villiers, Margaret Elizabeth, Countess of Jersey"
39537,"Hall, Florence Howe","Hall, Florence Marion (Howe)",1845,1922,https://en.wikipedia.org/wiki/Florence_Howe_Hall,"Hall, Florence Marion (Howe)"
39539,"Kiser, Samuel E. (Samuel Ellsworth)",NA,1862,1942,NA,"Kiser, Samuel Ellsworth/Kiser, S. E."
39540,"Moberly, L. G. (Lucy Gertrude)",NA,1860,NA,NA,NA
39545,Sengcan,NA,NA,606,https://en.wikipedia.org/wiki/Sengcan,僧璨/Jianzhichanshi
39546,"Dumur, Louis",NA,1860,1933,https://fr.wikipedia.org/wiki/Louis_Dumur,NA
39547,"Beardslee, Clark S. (Clark Smith)","Beardslee, C. S. (Clark Smith)",1850,1914,NA,"Beardslee, C. S. (Clark Smith)"
39548,"Garnett, William","Adams, Mary",1850,1932,https://en.wikipedia.org/wiki/William_Garnett_(professor),"Adams, Mary"
39549,"Wollaston, Thomas Vernon",NA,1822,1878,https://en.wikipedia.org/wiki/Thomas_Vernon_Wollaston,NA
39550,"Sims, William Sowden",NA,1858,1936,https://en.wikipedia.org/wiki/William_Sims,NA
39552,"Say, Thomas","Say, T. (Thomas)",1787,1834,https://en.wikipedia.org/wiki/Thomas_Say,"Say, T. (Thomas)"
39556,"Maitland, Edward",NA,1824,1897,https://en.wikipedia.org/wiki/Edward_Maitland_(writer),NA
39559,"Addison, C. G. (Charles Greenstreet)","Addison, Charles Greenstreet",1812,1866,https://en.wikipedia.org/wiki/Charles_G._Addison,"Addison, Charles Greenstreet"
39564,"Daryush, Elizabeth Bridges","Bridges, Elizabeth",1887,1977,https://en.wikipedia.org/wiki/Elizabeth_Daryush,"Bridges, Elizabeth"
39565,"Graves, Kersey",NA,1813,1883,https://en.wikipedia.org/wiki/Kersey_Graves,NA
39566,"Bresse, J.",NA,NA,NA,NA,NA
39568,"Danziger, Adolphe",NA,1859,1959,https://en.wikipedia.org/wiki/Adolphe_Danziger_De_Castro,"Castro, Adolphe Danziger de/Castro, Adolphe de/Danziger, Adolph/Danziger, G. A. (Gustav Adolph)/Danziger, Gustav Adolph/De Castro, Adolphe"
39569,"Willcock, John",NA,1853,1931,NA,NA
39570,"Erdélyi, János","Erdelyi, Janos",1814,1868,https://en.wikipedia.org/wiki/J%C3%A1nos_Erd%C3%A9lyi|https://hu.wikipedia.org/wiki/Erd%C3%A9lyi_J%C3%A1nos_%28k%C3%B6lt%C5%91%29,"Erdelyi, Janos"
39571,"Piper, Hugh",NA,NA,NA,NA,NA
39572,"Gray, W. H. (William Henry)","Gray, William Henry",1810,1889,https://en.wikipedia.org/wiki/William_H._Gray_(Oregon_politician),"Gray, William Henry"
39573,"Hammon, William",NA,NA,NA,NA,NA
39574,"Taylor, Isaac",NA,1787,1865,https://en.wikipedia.org/wiki/Isaac_Taylor,NA
39577,"Richards, Lenore",NA,NA,NA,NA,NA
39578,"Treat, Nola",NA,NA,NA,NA,NA
39581,"Mahan, Asa",NA,1799,1889,https://en.wikipedia.org/wiki/Asa_Mahan,NA
39583,"Malte-Brun, Conrad","Bruun, Malthe Conrad",1775,1826,https://en.wikipedia.org/wiki/Conrad_Malte-Brun,"Bruun, Malthe Conrad"
39585,"Baron, David",NA,NA,NA,NA,NA
39588,"Archibald, Raymond Clare","Archibald, R. C. (Raymond Clare)",1875,1955,https://en.wikipedia.org/wiki/Raymond_C._Archibald,"Archibald, R. C. (Raymond Clare)"
39589,"Benedek, Elek",NA,1859,1929,https://hu.wikipedia.org/wiki/Benedek_Elek_(%C3%ADr%C3%B3),NA
39592,"Clark, John A. (John Alonzo)","Clark, J. A. (John Alonzo)",1801,1843,NA,"Clark, J. A. (John Alonzo)"
39593,"Elliott, Maud Howe","Howe, Maud",1854,1948,https://en.wikipedia.org/wiki/Maud_Howe_Elliott,"Howe, Maud"
39594,"Palmer, Edward",NA,1842,1899,https://en.wikipedia.org/wiki/Edward_Palmer_(Australian_politician),NA
39596,"Bender, Millicent Schwab",NA,1876,1974,NA,NA
39597,"Campbell, Mark","Campbell, Mark, active 19th century",1831,1912,NA,"Campbell, Mark, active 19th century"
39599,"Allbut, Robert","Gollop, Robert Allbut",1832,1915,NA,"Gollop, Robert Allbut"
39600,"Deplace, Guy-Marie",NA,1772,1843,NA,NA
39601,"Miller, Thomas",NA,1807,1874,https://en.wikipedia.org/wiki/Thomas_Miller_(poet),NA
39603,"Akins, Thomas B.","Akins, Thomas Beamish",1809,1891,https://en.wikipedia.org/wiki/Thomas_Beamish_Akins,"Akins, Thomas Beamish"
39606,"Rogers, Margaret Cobb",NA,1895,NA,NA,NA
39608,"Gill, Anna A.",NA,NA,NA,NA,NA
39609,"Konody, Paul G. (Paul George)",NA,1872,1933,https://en.wikipedia.org/wiki/Paul_George_Konody,"Konody, Paul George/Konody, P. G. (Paul George)"
39612,"Sato, Haruo",NA,1892,1964,http://ja.wikipedia.org/wiki/%E4%BD%90%E8%97%A4%E6%98%A5%E5%A4%AB,"佐藤春夫/Zuoteng, Chunfu"
39613,Jolanda,NA,1864,1917,https://en.wikipedia.org/wiki/Maria_Majocchi|https://it.wikipedia.org/wiki/Maria_Majocchi,"Majocchi Plattis, Maria/Plattis, Maria Majocchi"
39614,"Heyer, Georgette",NA,1902,1974,https://en.wikipedia.org/wiki/Georgette_Heyer,NA
39615,"Borel, Pétrus",NA,1809,1859,https://en.wikipedia.org/wiki/Petrus_Borel|https://fr.wikipedia.org/wiki/P%C3%A9trus_Borel,"Borel, Petrus/D'Hauterive, Pierre Joseph Borel"
39616,"Dessauer, Ernst",NA,NA,NA,NA,NA
39618,"Patrick, Saint",NA,NA,NA,https://en.wikipedia.org/wiki/Saint_Patrick,"Pádraigh, Naomh/Padraigh, Naomh/Ireland, Saint Patrick of"
39621,"May, Samuel",NA,1810,1899,NA,NA
39622,"Skiles, May Evelyn",NA,NA,NA,NA,NA
39623,"Bowditch, William I. (William Ingersoll)",NA,1819,1909,https://en.wikipedia.org/wiki/William_I._Bowditch,NA
39624,"Vine, W.E. (William Edwy)",NA,1873,1949,https://en.wikipedia.org/wiki/William_Edwy_Vine,"Vine, William Edwy/Vine, William Edwyn"
39625,"Darwin, George Howard, Sir",NA,1845,1912,https://en.wikipedia.org/wiki/George_Darwin,NA
39626,"Douce, Francis","Douce, F. (Francis)",1757,1834,https://en.wikipedia.org/wiki/Francis_Douce,"Douce, F. (Francis)"
39627,"Richards, R. C. (Ralph Coffin)","Richards, Ralph C. (Ralph Coffin)",1855,NA,NA,"Richards, Ralph C. (Ralph Coffin)"
39630,"Rosenbach, A. S. W. (Abraham Simon Wolf)","Rosenbach, Abraham Simon Wolf",1876,1952,https://en.wikipedia.org/wiki/A._S._W._Rosenbach,"Rosenbach, Abraham Simon Wolf"
39631,"Berthier, Louis-Alexandre",NA,1753,1815,https://fr.wikipedia.org/wiki/Louis-Alexandre_Berthier,"Berthier, Alexandre/Berthier, Gen. (Louis-Alexandre)"
39634,"Campbell, J. Duncan, (James Duncan)","Campbell, James Duncan",1916,2007,NA,"Campbell, James Duncan"
39635,"Hobbs, Leonard S.","Hobbs, Luke",1896,1977,NA,"Hobbs, Luke"
39636,"Casseday, Ben","Casseday, Benjamin",1825,1878,NA,"Casseday, Benjamin"
39637,"Firebaugh, Ellen M.",NA,NA,NA,NA,NA
39639,"Galbreath, C. B. (Charles Burleigh)","Galbreath, Charles Burleigh",1858,1934,https://en.wikipedia.org/wiki/Charles_Burleigh_Galbreath,"Galbreath, Charles Burleigh"
39645,"Bayley, Abner",NA,NA,NA,NA,NA
39647,"Chamberlain, James Franklin",NA,1869,1943,NA,NA
39648,"Aksakov, S. T. (Sergei Timofeevich)",NA,1791,1859,https://en.wikipedia.org/wiki/Sergey_Aksakov,"Аксаков, Сергей Тимофеевич/Aksakov, Sergei Timofeevich/Aksakov, Sergey Timofeievich/Aksakoff, Serge"
