gutenberg_author_id,author,alias,birthdate,deathdate,wikipedia,aliases
790,"Niemann, August",NA,1839,1919,https://de.wikipedia.org/wiki/August_Wilhelm_Otto_Niemann,"Niemann, A. (August)/Niemann, Wilhelm Otto August"
791,Molière,NA,1622,1673,http://en.wikipedia.org/wiki/Moli%C3%A8re|http://fr.wikipedia.org/wiki/Moli%C3%A8re,"Moliere/Molière, Jean Baptiste Poquelin de/Poquelin de Molière, Jean Baptiste/Poquelin, Jean-Baptiste"
792,"Ellis, J. Breckenridge (John Breckenridge)","Ellis, John Breckenridge",1870,1956,https://en.wikipedia.org/wiki/J._Breckenridge_Ellis,"Ellis, John Breckenridge"
793,"King, L. W. (Leonard William)","King, Leonard William",1869,1919,https://en.wikipedia.org/wiki/Leonard_William_King,"King, Leonard William"
794,"Farjeon, Eleanor",NA,1881,1965,https://en.wikipedia.org/wiki/Eleanor_Farjeon,NA
795,"Maeterlinck, Maurice",NA,1862,1949,https://en.wikipedia.org/wiki/Maurice_Maeterlinck|https://fr.wikipedia.org/wiki/Maurice_Maeterlinck,NA
796,"Baker, Samuel White, Sir",NA,1821,1893,https://en.wikipedia.org/wiki/Samuel_Baker,NA
797,"De Quincey, Thomas",NA,1785,1859,https://en.wikipedia.org/wiki/Thomas_De_Quincey,"Quincey, Thomas de/Quincy, Thomas de/Kvinsi, Tomas de/DeQuincey, Thomas"
798,"Adams, Henry",NA,1838,1918,https://en.wikipedia.org/wiki/Henry_Adams,"Adams, Henry Brooks/Adams, Henry (Brooks)"
799,"Depew, Chauncey M. (Chauncey Mitchell)",NA,1834,1928,https://en.wikipedia.org/wiki/Chauncey_Depew,"Depew, Chauncey Mitchell/Pew, Chauncey De"
800,"Hazlitt, William",NA,1778,1830,https://en.wikipedia.org/wiki/William_Hazlitt,NA
801,"Hawkins, Walter",NA,NA,NA,NA,NA
802,"Brownson, Orestes Augustus",NA,1803,1876,https://en.wikipedia.org/wiki/Orestes_Brownson,"Brownson, Orestes A. (Orestes Augustus)/Brownson, O. A. (Orestes Augustus)"
803,"Dana, Richard Henry","Dana, R. H. (Richard Henry)",1815,1882,https://en.wikipedia.org/wiki/Richard_Henry_Dana_Jr.,"Dana, R. H. (Richard Henry)"
804,"Smith, George",NA,1833,1919,https://en.wikipedia.org/wiki/George_Smith_(1833%E2%80%931919),NA
805,"Byrne, Donn","Donn-Byrne, Brian Oswald",1889,1928,https://en.wikipedia.org/wiki/Brian_Oswald_Donn-Byrne,"Donn-Byrne, Brian Oswald"
806,"Beckford, William",NA,1760,1844,https://en.wikipedia.org/wiki/William_Beckford_(novelist),"Marlow, Harriet, Lady/Jenks, Jacquetta Agneta Mariana/Beckford, John"
807,"Dryden, John",NA,1631,1700,http://en.wikipedia.org/wiki/John_Dryden,NA
808,"Garis, Howard Roger",NA,1873,1962,https://www.gutenberg.org/ebooks/author/57808|https://www.gutenberg.org/ebooks/author/32638|https://en.wikipedia.org/wiki/Howard_R._Garis,"Davidson, Marion/Garis, Howard R."
809,"Ossendowski, Ferdynand Antoni",NA,1878,1945,https://en.wikipedia.org/wiki/Ferdynand_Antoni_Ossendowski,"Ossendowski, F. A. (Ferdynand Antoni)/Ossendowski, Ferdinand A./Ossendowski, Antoni Ferdynand/Ossendowski, Ferdinand Anthony"
810,"Lincoln, Joseph Crosby","Lincoln, Joseph C.",1870,1944,https://en.wikipedia.org/wiki/Joseph_C._Lincoln,"Lincoln, Joseph C."
811,"Pinches, Theophilus G. (Theophilus Goldridge)","Pinches, Theophilus Goldridge",1856,1934,https://en.wikipedia.org/wiki/Theophilus_Pinches,"Pinches, Theophilus Goldridge"
812,"Benson, E. F. (Edward Frederic)",NA,1867,1940,https://en.wikipedia.org/wiki/E._F._Benson,"Benson, Edward Frederic/Benson, Edward F. (Edward Frederic)"
813,"Burckhardt, Jacob","Burckhardt, Jakob Christoph",1818,1897,https://en.wikipedia.org/wiki/Jacob_Burckhardt|https://it.wikipedia.org/wiki/Jacob_Burckhardt,"Burckhardt, Jakob Christoph"
814,"Giles, Herbert Allen",NA,1845,1935,https://en.wikipedia.org/wiki/Herbert_Giles,"Giles, H. A. (Herbert Allen)/Giles, Herbert A."
817,"Lamothe-Langon, Etienne-Léon, baron de",NA,1786,1864,https://fr.wikipedia.org/wiki/%C3%89tienne-L%C3%A9on_de_Lamothe-Langon|https://en.wikipedia.org/wiki/Lamothe-Langon,"Lamothe-Langon, Etienne-Leon, baron de/De Lamothe-Langon, Etienne-Léon, baron/Mothe-Langon, Etienne-Léon, baron de la"
818,"Lucas, E. V. (Edward Verrall)",NA,1868,1938,https://en.wikipedia.org/wiki/E._V._Lucas,"Lucas, Edward Verrall/Lucas, E.V."
821,"Adams, Samuel",NA,1722,1803,https://en.wikipedia.org/wiki/Samuel_Adams,NA
822,"Smith, William","Smith, William George",1813,1893,https://en.wikipedia.org/wiki/William_Smith_(lexicographer),"Smith, William George"
823,"Hutton, J. E. (Joseph Edmund)","Hutton, Joseph Edmund",1868,NA,NA,"Hutton, Joseph Edmund"
824,Faxian,NA,NA,NA,https://en.wikipedia.org/wiki/Faxian,Fa-hsien/法顯
825,"Saint-Pierre, Bernardin de",NA,1737,1814,https://en.wikipedia.org/wiki/Jacques-Henri_Bernardin_de_Saint-Pierre|https://fr.wikipedia.org/wiki/Jacques-Henri_Bernardin_de_Saint-Pierre,"Saint-Pierre, Jacques Henri Bernardin de/St. Pierre, Bernardin de (Saint-Pierre)/De Saint-Pierre, Bernardin/Saint-Pierre, Henri Bernardin de"
827,"More, Thomas, Saint",NA,1478,1535,https://en.wikipedia.org/wiki/Thomas_More,"Morus, Thomas/More, Thomas, Sir, Saint/Moore, Thomas, Saint"
828,Herodotus,NA,-484,-430,https://en.wikipedia.org/wiki/Herodotus,Ηρόδοτος/Heródoto/Herodoto
830,"Mühlbach, L. (Luise)",NA,1814,1873,http://de.wikipedia.org/wiki/Luise_M%C3%BChlbach|https://en.wikipedia.org/wiki/Luise_M%C3%BChlbach,"Muhlbach, L. (Luise)/Mühlbach, Louise/Mundt, Clara/Mühlbach, Luise/Mundt, Klara Müller/Mundt, Klara Muller"
832,"Swinburne, Algernon Charles",NA,1837,1909,https://en.wikipedia.org/wiki/Algernon_Charles_Swinburne,"Maitland, Thomas/Maitland, A. C. (Algernon Charles)/Swinburne, Algernon C."
833,"O'Reilly, A. J. (Augustine J.)","O'Reilly, Augustine J.",NA,NA,NA,"O'Reilly, Augustine J."
834,"Bray, William",NA,1736,1832,https://en.wikipedia.org/wiki/William_Bray_(antiquary),NA
836,"Wallace, Lew","Wallace, Lewis",1827,1905,https://en.wikipedia.org/wiki/Lew_Wallace,"Wallace, Lewis"
837,"Moore, Frank Frankfort",NA,1855,1931,https://en.wikipedia.org/wiki/Frank_Frankfort_Moore,"Moore, F. Frankfort (Frank Frankfort)/Littlemore, F."
838,"Smollett, T. (Tobias)",NA,1721,1771,https://en.wikipedia.org/wiki/Tobias_Smollett,"Smollett, Tobias George/Smollet, T. (Tobias)"
839,"Burke, Thomas","Burke, Sydney Thomas",1886,1945,https://en.wikipedia.org/wiki/Thomas_Burke_%28author%29,"Burke, Sydney Thomas"
840,"Goldman, Emma",NA,1869,1940,https://en.wikipedia.org/wiki/Emma_Goldman,NA
841,"Barbour, A. Maynard (Anna Maynard)","Barbour, Anna Maynard",NA,1941,https://en.wikipedia.org/wiki/Anna_Maynard_Barbour,"Barbour, Anna Maynard"
842,"Burke, Edmund",NA,1729,1797,https://en.wikipedia.org/wiki/Edmund_Burke,NA
843,"Rohner, Gerold K.",NA,NA,NA,NA,NA
845,"Wieland, Christoph Martin",NA,1733,1813,https://en.wikipedia.org/wiki/Christoph_Martin_Wieland|https://de.wikipedia.org/wiki/Christoph_Martin_Wieland,"Wieland, C. M. (Christoph Martin)/Wieland, Cristoph Martin/Wieland, Christophorus Martinus/Wieland, Christian M. (Christian Martin)/Viland, Kristof Martin/Viland, K. M. (Kristof Martin)"
846,"Rilke, Rainer Maria",NA,1875,1926,https://en.wikipedia.org/wiki/Rainer_Maria_Rilke|https://de.wikipedia.org/wiki/Rainer_Maria_Rilke,NA
847,"Anzengruber, Ludwig",NA,1839,1889,http://de.wikipedia.org/wiki/Ludwig_Anzengruber|http://en.wikipedia.org/wiki/Ludwig_Anzengruber,NA
848,"Arnim, Ludwig Achim, Freiherr von",NA,1781,1831,https://en.wikipedia.org/wiki/Ludwig_Achim_von_Arnim|https://de.wikipedia.org/wiki/Achim_von_Arnim,"Arnim, Karl Joachim Friedrich Ludwig, Freiherr von/Arnim, Achim von/Arnim, L. Achim (Ludwig Achim), Freiherr von"
849,"Ralphson, G. Harvey (George Harvey)",NA,1879,1940,https://en.wikipedia.org/wiki/George_Harvey_Ralphson,"Ralphson, George Harvey/Ralphson, George H./Sherman, V. T./Sherman, Capt. V. T./Ralphson, Capt. George H."
850,"Galsworthy, John","Sinjohn, John",1867,1933,https://en.wikipedia.org/wiki/John_Galsworthy,"Sinjohn, John"
851,"Sand, George",NA,1804,1876,https://en.wikipedia.org/wiki/George_Sand|https://fr.wikipedia.org/wiki/George_Sand,"Dupin, Amandine-Aurore-Lucile/Dudevant, Amandine-Aurore-Lucile/Dupin, Armandine Aurore Lucille"
853,"Loti, Pierre",NA,1850,1923,https://en.wikipedia.org/wiki/Pierre_Loti|https://fr.wikipedia.org/wiki/Pierre_Loti,"Viaud, Julien/Viaud, Louis Marie Julien"
855,"Basile, Giambattista",NA,NA,1632,https://en.wikipedia.org/wiki/Giambattista_Basile|https://it.wikipedia.org/wiki/Giambattista_Basile,"Abbattutis, Gian Alesio/Basile, Giovanni Battista"
856,Human Genome Project,NA,NA,NA,https://en.wikipedia.org/wiki/Human_Genome_Project,NA
857,"Webster, John","Webster, J. (John)",NA,NA,https://en.wikipedia.org/wiki/John_Webster,"Webster, J. (John)"
858,"Roe, Edward Payson","Roe, E. P. (Edward Payson)",1838,1888,https://en.wikipedia.org/wiki/Edward_Payson_Roe,"Roe, E. P. (Edward Payson)"
859,"Bennett, Arnold",NA,1867,1931,https://en.wikipedia.org/wiki/Arnold_Bennett,"Bennett, Enoch Arnold/Bennett, E. Arnold"
860,"Hogg, James","Craig, J. H.",1770,1835,https://en.wikipedia.org/wiki/James_Hogg,"Craig, J. H."
861,"Ibsen, Henrik",NA,1828,1906,https://en.wikipedia.org/wiki/Henrik_Ibsen|https://no.wikipedia.org/wiki/Henrik_Ibsen,"Ibsen, Enrico/Ibsen, Henryk"
864,"Larcom, Lucy",NA,1824,1893,https://en.wikipedia.org/wiki/Lucy_Larcom,NA
866,"Ball, Robert S. (Robert Stawell)","Ball, Robert Stawell, Sir",1840,1913,https://en.wikipedia.org/wiki/Robert_Stawell_Ball,"Ball, Robert Stawell, Sir"
867,"Procter, Adelaide Anne",NA,1825,1864,https://en.wikipedia.org/wiki/Adelaide_Anne_Procter,"Procter, Adelaide A. (Adelaide Anne)/Proctor, Adelaide Anne/Berwick, Mary"
868,"Harris, Joel Chandler",NA,1848,1908,https://en.wikipedia.org/wiki/Joel_Chandler_Harris,NA
869,"Allen, James Lane",NA,1849,1925,https://en.wikipedia.org/wiki/James_Lane_Allen,NA
870,"Lee, Robert E. (Robert Edward)","Lee, R. E. (Robert Edward)",1843,1914,https://en.wikipedia.org/wiki/Robert_E._Lee_Jr.,"Lee, R. E. (Robert Edward)"
871,"Cory, David","Cory, David Magie",1872,1966,https://en.wikipedia.org/wiki/David_Cory_(author),"Cory, David Magie"
872,"Rawlinson, George",NA,1812,1902,https://en.wikipedia.org/wiki/George_Rawlinson,NA
873,"Evans, Christopher","Evans, Chris",1847,1917,https://en.wikipedia.org/wiki/Christopher_Evans_(outlaw),"Evans, Chris"
874,"Smith, Jewell Ellen",NA,1915,1998,NA,NA
875,"Childers, Erskine","Childers, Robert Erskine",1870,1922,https://en.wikipedia.org/wiki/Erskine_Childers_(author),"Childers, Robert Erskine"
876,"Palmer, Alice Freeman","Palmer, Alice Elvira Freeman",1855,1902,https://en.wikipedia.org/wiki/Alice_Freeman_Palmer,"Palmer, Alice Elvira Freeman"
877,"Converse, Florence",NA,1871,1967,https://en.wikipedia.org/wiki/Florence_Converse,NA
878,"Brame, Charlotte M.",NA,1836,1884,https://en.wikipedia.org/wiki/Charlotte_Mary_Brame,"Braeme, Charlotte Monica/Clay, Bertha M./Brame, Charlotte Mary"
880,"Washington, Booker T.","Washington, Booker Taliaferro",1856,1915,https://en.wikipedia.org/wiki/Booker_T._Washington,"Washington, Booker Taliaferro"
881,"Mackail, J. W. (John William)","Mackail, John William",1859,1945,https://en.wikipedia.org/wiki/John_William_Mackail,"Mackail, John William"
882,"Brentano, Clemens",NA,1778,1842,https://en.wikipedia.org/wiki/Clemens_Brentano|https://de.wikipedia.org/wiki/Clemens_Brentano,"Brentano, Clement/Brentano, Clemens Maria/Brentano, Clemens von/Von Brentano, Clemens"
883,"Mowry, Sylvester",NA,1830,1871,https://en.wikipedia.org/wiki/Sylvester_Mowry,NA
885,"Glasgow, Ellen Anderson Gholson",NA,1873,1945,https://en.wikipedia.org/wiki/Ellen_Glasgow,NA
886,"Hamilton, Gail","Dodge, Mary Abigail",1833,1896,https://en.wikipedia.org/wiki/Mary_Abigail_Dodge,"Dodge, Mary Abigail"
887,"Thayer, William Roscoe",NA,1859,1923,https://en.wikipedia.org/wiki/William_Roscoe_Thayer,NA
888,"Deland, Margaret Wade Campbell","Campbell, Margaretta Wade",1857,1945,https://en.wikipedia.org/wiki/Margaret_Deland,"Campbell, Margaretta Wade"
889,"Arnold, Edwin, Sir",NA,1832,1904,https://en.wikipedia.org/wiki/Edwin_Arnold,NA
890,"Henderson, Archibald",NA,1877,1963,https://en.wikipedia.org/wiki/Archibald_Henderson_(professor),NA
891,"Terhune, Albert Payson",NA,1872,1942,https://en.wikipedia.org/wiki/Albert_Payson_Terhune,NA
892,"James, George Wharton","James, G. Wharton (George Wharton)",1858,1923,https://en.wikipedia.org/wiki/George_Wharton_James,"James, G. Wharton (George Wharton)"
893,"Colum, Padraic","Collumb, Patrick",1881,1972,https://en.wikipedia.org/wiki/Padraic_Colum,"Collumb, Patrick"
894,"MacCaffrey, James",NA,1875,1935,https://en.wikipedia.org/wiki/James_MacCaffrey,NA
895,"Keller, Helen","Keller, Helen Adams",1880,1968,https://en.wikipedia.org/wiki/Helen_Keller,"Keller, Helen Adams"
897,"Macy, John Albert",NA,1877,1932,NA,NA
898,"Burton, Richard Francis, Sir",NA,1821,1890,https://en.wikipedia.org/wiki/Richard_Francis_Burton,"Baker, Frank/Burton, R. F. (Richard F.), Sir/Burton, Sir Richard Francis/Burton, Richard F."
899,"Burton, Isabel, Lady",NA,1831,1896,https://en.wikipedia.org/wiki/Isabel_Burton,"Burton, Lady Isabel/Burton, Isabel Arundell, Lady"
900,"Marbot, Jean-Baptiste-Antoine-Marcelin, baron de",NA,1782,1854,https://en.wikipedia.org/wiki/Marcellin_Marbot|https://fr.wikipedia.org/wiki/Marcellin_Marbot,"De Marbot, Jean-Baptiste-Antoine-Marcelin, baron/Marbot, baron de"
904,"Williams, Valentine","Valentine, Douglas",1883,1946,https://en.wikipedia.org/wiki/Valentine_Williams,"Valentine, Douglas"
905,"Gay, John",NA,1685,1732,https://en.wikipedia.org/wiki/John_Gay,NA
906,"Piozzi, Hester Lynch",NA,1741,1821,https://en.wikipedia.org/wiki/Hester_Thrale,"Thrale, Hester Lynch/Piozzi, Hester Lynch Salusbury Thrale"
907,"Pope, Alexander","Barnivelt, Esdras",1688,1744,https://en.wikipedia.org/wiki/Alexander_Pope,"Barnivelt, Esdras"
909,"Sherwood, Margaret Pollock","Hastings, Elizabeth",1864,1955,https://en.wikipedia.org/wiki/Margaret_Pollock_Sherwood,"Hastings, Elizabeth"
910,"Bates, Henry Walter","Bates, H. W. (Henry Walter)",1825,1892,https://en.wikipedia.org/wiki/Henry_Walter_Bates,"Bates, H. W. (Henry Walter)"
911,"Ross, Edmund G. (Edmund Gibson)","Ross, Edmund Gibson",1826,1907,https://en.wikipedia.org/wiki/Edmund_G._Ross,"Ross, Edmund Gibson"
912,"Linn, William Alexander",NA,1846,1917,https://en.wikipedia.org/wiki/William_Alexander_Linn,NA
913,Voltaire,NA,1694,1778,https://en.wikipedia.org/wiki/Voltaire|https://fr.wikipedia.org/wiki/Voltaire,"Arouet, François Marie/Arouet, Francois Marie"
914,"Flipper, Henry Ossian","Flipper, Henry O. (Henry Ossian)",1856,1940,https://en.wikipedia.org/wiki/Henry_Ossian_Flipper,"Flipper, Henry O. (Henry Ossian)"
916,"Latimer, Hugh",NA,NA,1555,https://en.wikipedia.org/wiki/Hugh_Latimer,"Latimer, Hugo/Latymer, Hughe/Latemer, Hughe"
919,"Hichens, Robert",NA,1864,1950,https://en.wikipedia.org/wiki/Robert_Hichens_(writer),"Hichens, Robert Smythe/Hichens, Robert S. (Robert Smythe)"
920,"Mérimée, Prosper","Merimee, Prosper",1803,1870,https://en.wikipedia.org/wiki/Prosper_Mérimée|https://fr.wikipedia.org/wiki/Prosper_M%C3%A9rim%C3%A9e,"Merimee, Prosper"
922,"Turgenev, Ivan Sergeevich",NA,1818,1883,https://en.wikipedia.org/wiki/Ivan_Turgenev,"Тургенев, Иван Сергеевич/Tourgueneff, Ivan/Turgénieff, Iván/Toergenev, Ivan/Turgenjeff, Iwan/Turgenev, I. S./Turgenieff, Iwan"
924,"Cerfberr, Anatole",NA,1835,1896,https://en.wikipedia.org/wiki/Anatole_Cerfberr,NA
925,"Christophe, Jules François","Christophe, Jules Francois",1840,NA,NA,"Christophe, Jules Francois"
927,"Cherbuliez, Victor","Cherbuliez, Charles Victor",1829,1899,https://fr.wikipedia.org/wiki/Victor_Cherbuliez|https://en.wikipedia.org/wiki/Victor_Cherbuliez,"Cherbuliez, Charles Victor"
928,"Darlington, Edgar B. P.",NA,NA,NA,NA,NA
929,"Grayson, David",NA,1870,1946,ebooks/author/37309|https://en.wikipedia.org/wiki/Ray_Stannard_Baker,NA
930,"Nadin, Mihai",NA,1938,NA,https://en.wikipedia.org/wiki/Mihai_Nadin,NA
931,"Long, Helen Beecher",NA,NA,NA,NA,NA
933,"Sangster, Margaret E. (Margaret Elizabeth)",NA,1894,1981,https://en.wikipedia.org/wiki/Margaret_Sangster_(radio_writer),NA
935,"Keats, John",NA,1795,1821,https://en.wikipedia.org/wiki/John_Keats,NA
936,"Sherrick, Fannie Isabelle",NA,NA,NA,https://en.wikipedia.org/wiki/Fannie_Isabelle_Sherrick,"Sherrick, Fannie Isabel/Isabelle Sherrick, Fannie"
937,"Baring, Maurice",NA,1874,1945,https://en.wikipedia.org/wiki/Maurice_Baring,NA
938,"Kane, William T. (William Terence)","Kane, W. T. (William Terence)",1880,1946,NA,"Kane, W. T. (William Terence)"
939,"Mitford, Mary Russell","Mitford, Miss",1787,1855,https://en.wikipedia.org/wiki/Mary_Russell_Mitford,"Mitford, Miss"
940,"Drummond, Henry",NA,1851,1897,https://en.wikipedia.org/wiki/Henry_Drummond,NA
941,"Hesse, Hermann",NA,1877,1962,https://de.wikipedia.org/wiki/Hermann_Hesse|https://en.wikipedia.org/wiki/Hermann_Hesse,"Lauscher, Hermann/Sinclair, Emil"
942,"Tagore, Rabindranath",NA,1861,1941,https://en.wikipedia.org/wiki/Rabindranath_Tagore,NA
944,"Bancroft, Hubert Howe",NA,1832,1918,https://en.wikipedia.org/wiki/Hubert_Howe_Bancroft,NA
945,"Yonge, Charlotte M. (Charlotte Mary)",NA,1823,1901,https://en.wikipedia.org/wiki/Charlotte_Mary_Yonge,"Yonge, Charlotte Mary/Yonge, C. M. (Charlotte Mary)"
946,"Bone, Jesse F. (Jesse Franklin)",NA,1916,2006,NA,"Bone, Jesse Franklin/Bone, J.F./Bone, J. F. (Jesse Franklin)"
947,"Chamberlain, Basil Hall","Chamberlain, B. H. (Basil Hall)",1850,1935,https://en.wikipedia.org/wiki/Basil_Hall_Chamberlain,"Chamberlain, B. H. (Basil Hall)"
948,"Prentiss, E. (Elizabeth)",NA,1818,1878,https://en.wikipedia.org/wiki/Elizabeth_Prentiss,"Prentiss, Elizabeth Payson/Prentiss, E. P. (Elizabeth Payson)"
949,"McClure, Alexander K. (Alexander Kelly)",NA,1828,1909,https://en.wikipedia.org/wiki/Alexander_McClure,"McClure, A. K. (Alexander Kelly)/McClure, Alexander Kelly"
950,Patañjali,Patanjali,NA,NA,https://en.wikipedia.org/wiki/Patanjali,Patanjali
954,"Mason, Amelia Gere","Mason, Amelia Ruth Gere",1831,1923,https://en.wikipedia.org/wiki/Amelia_Gere_Mason,"Mason, Amelia Ruth Gere"
955,"Wallace, Alfred Russel",NA,1823,1913,https://en.wikipedia.org/wiki/Alfred_Russel_Wallace,"Wallace, A. R. (Alfred Russel)/Wallace, Russell/Wallace, Alfred R."
957,"Sumanaru, Simona",NA,NA,NA,NA,NA
958,"Hart, Michael",NA,1947,2011,https://en.wikipedia.org/wiki/Michael_S._Hart,NA
959,"Gosse, Edmund",NA,1849,1928,https://en.wikipedia.org/wiki/Edmund_Gosse,"Gosse, Edmund W. (Edmund William)/Gosse, Edmund William, Sir"
960,"Corneille, Pierre",NA,1606,1684,https://en.wikipedia.org/wiki/Pierre_Corneille|https://fr.wikipedia.org/wiki/Pierre_Corneille,NA
962,"Mulford, Clarence Edward","Mulford, Clarence E.",1883,1956,https://en.wikipedia.org/wiki/Clarence_E._Mulford,"Mulford, Clarence E."
963,"Oliphant, Mrs. (Margaret)",NA,1828,1897,https://en.wikipedia.org/wiki/Margaret_Oliphant_Oliphant,"Oliphant, Margaret Oliphant Wilson/Mrs. (Margaret) Oliphant/Olyphant, Mrs./Oliphant, M. O. W. (Margaret Oliphant Wilson)/Oliphant, Mrs. Margaret/Oliphant, Mrs./Wilson, Margaret"
964,"Morris, George Pope",NA,1802,1864,https://en.wikipedia.org/wiki/George_Pope_Morris,"Morris, G. P. (George Pope)/Morris, Geo. P. (George Pope)"
965,Aristophanes,NA,-450,-388,https://en.wikipedia.org/wiki/Aristophanes,Αριστοφάνης/Ἀριστοφάνης/Aristófanes/Aristofanes
967,"Walker, H. Wilfrid","Walker, H. W. (H. Wilfrid)",NA,NA,NA,"Walker, H. W. (H. Wilfrid)"
968,"Bentley, E. C. (Edmund Clerihew)",NA,1875,1956,https://en.wikipedia.org/wiki/Edmund_Clerihew_Bentley,"Clerihew, E. (Edmund)/Bentley, Edmund Clerihew"
969,"Taine, Hippolyte",NA,1828,1893,https://en.wikipedia.org/wiki/Hippolyte_Taine|https://fr.wikipedia.org/wiki/Hippolyte_Taine,"Taine, H. A. (Hippolyte Adolphe)/Taine, Hippolyte Adolphe/Graindorge, Frédéric-Thomas/Graindorge, Frederic-Thomas"
970,"Calderón de la Barca, Pedro",NA,1600,1681,https://en.wikipedia.org/wiki/Pedro_Calderón_de_la_Barca|https://es.wikipedia.org/wiki/Pedro_Calder%C3%B3n_de_la_Barca,"Calderon de la Barca, Pedro/Barca, Pedro Calderón de la/Barca, Pedro Calderon de la"
971,"Grimm, Jacob","Grimm, Jacob Ludwig Carl",1785,1863,https://en.wikipedia.org/wiki/Jacob_Grimm|https://de.wikipedia.org/wiki/Jacob_Grimm,"Grimm, Jacob Ludwig Carl"
972,"Grimm, Wilhelm","Grimm, Wilhelm Carl",1786,1859,https://en.wikipedia.org/wiki/Wilhelm_Grimm|https://de.wikipedia.org/wiki/Wilhelm_Grimm,"Grimm, Wilhelm Carl"
973,"Gardner, William",NA,1861,NA,NA,NA
974,"Judy, J. M.",NA,NA,NA,NA,NA
975,"Forster, E. M. (Edward Morgan)","Forster, Edward Morgan",1879,1970,https://en.wikipedia.org/wiki/E._M._Forster,"Forster, Edward Morgan"
977,"Greenwood, William",NA,NA,NA,NA,NA
978,"Sherman, William T. (William Tecumseh)",NA,1820,1891,https://en.wikipedia.org/wiki/William_Tecumseh_Sherman,"Sherman, W. T. (William Tecumseh)/Sherman, William Tecumseh"
979,"Bangs, John Kendrick",NA,1862,1922,https://en.wikipedia.org/wiki/John_Kendrick_Bangs,NA
980,"Stevenson, Burton Egbert","Stevenson, Burton E.",1872,1962,https://en.wikipedia.org/wiki/Burton_Egbert_Stevenson,"Stevenson, Burton E."
982,"Wood, Eugene",NA,1860,1923,NA,NA
983,"Arbuthnot, John",NA,1667,1735,https://en.wikipedia.org/wiki/John_Arbuthnot,"Arbuthnot, Jean/Eleutherus, Philonomus"
984,"Steele, Richard, Sir",NA,1672,1729,https://en.wikipedia.org/wiki/Richard_Steele,"Edgar, John, Sir/Steele, R. (Richard), Sir/Bickerstaff, Isaac/Steele, Sir Richard"
985,"Trevelyan, George Otto",NA,1838,1928,"https://en.wikipedia.org/wiki/Sir_George_Trevelyan,_2nd_Baronet","Trevelyan, G. O. (George Otto)/Trevelyan, George Otto, Sir"
986,"Wood, William","Wood, William Charles Henry",1864,1947,https://en.wikipedia.org/wiki/William_Charles_Henry_Wood,"Wood, William Charles Henry"
987,"Proust, Marcel",NA,1871,1922,https://en.wikipedia.org/wiki/Marcel_Proust|https://fr.wikipedia.org/wiki/Marcel_Proust,NA
988,"Sheridan, Philip Henry","Sheridan, P. H. (Philip Henry)",1831,1888,https://en.wikipedia.org/wiki/Philip_Sheridan,"Sheridan, P. H. (Philip Henry)"
989,"Pinkerton, John","Pinkerton, J. (John)",1758,1826,https://en.wikipedia.org/wiki/John_Pinkerton,"Pinkerton, J. (John)"
990,"Lessing, Gotthold Ephraim","Lessing, G. E.",1729,1781,https://en.wikipedia.org/wiki/Gotthold_Ephraim_Lessing,"Lessing, G. E."
991,"Trenck, Friedrich, Freiherr von der","Trenck, Frederic, Baron",1726,1794,https://en.wikipedia.org/wiki/Friedrich_von_der_Trenck,"Trenck, Frederic, Baron"
993,"Warner, Charles Dudley",NA,1829,1900,https://en.wikipedia.org/wiki/Charles_Dudley_Warner,NA
994,"Durham, Andrew Everett","Durham, Pap",1882,1954,NA,"Durham, Pap"
996,"Dickinson, Emily","Dickinson, Emily Elizabeth",1830,1886,https://en.wikipedia.org/wiki/Emily_Dickinson,"Dickinson, Emily Elizabeth"
998,"Marcus Aurelius, Emperor of Rome",NA,121,180,https://en.wikipedia.org/wiki/Marcus_Aurelius,"Aurel, Marc/Antoninus, Marcus Aurelius/Aurelius, Marcus"
999,"Wallace, Edgar","Wallace, Richard Horatio Edgar",1875,1932,https://en.wikipedia.org/wiki/Edgar_Wallace,"Wallace, Richard Horatio Edgar"
1000,"Carr, Annie Roe",NA,NA,NA,NA,NA
1001,"Atkinson, Eleanor","Atkinson, Eleanor Stackhouse",1863,1942,https://en.wikipedia.org/wiki/Eleanor_Stackhouse_Atkinson,"Atkinson, Eleanor Stackhouse"
1002,"Wrong, George McKinnon","Wrong, George M. (George McKinnon)",1860,1948,https://en.wikipedia.org/wiki/George_MacKinnon_Wrong,"Wrong, George M. (George McKinnon)"
1006,"Bernstein, Herman",NA,1876,1935,https://en.wikipedia.org/wiki/Herman_Bernstein,NA
1007,"Howland, Harold","Howland, Harold Jacobs",1877,NA,NA,"Howland, Harold Jacobs"
1009,"Edwards, Thomas",NA,1739,1810,https://en.wikipedia.org/wiki/Twm_o%27r_Nant,"Twm o'r Nant/Nant, Twm o'r"
1010,"Kirby, William",NA,1817,1906,https://en.wikipedia.org/wiki/William_Kirby_%28author%29,NA
1011,"Moldeven, Meyer",NA,1917,NA,NA,NA
1015,"McElroy, John",NA,1846,1929,https://en.wikipedia.org/wiki/John_McElroy,NA
1016,"Ford, Ford Madox",NA,1873,1939,https://en.wikipedia.org/wiki/Ford_Madox_Ford,"Hueffer, Ford Madox/Huffer, Ford/Chaucer, Daniel/Hueffer, Ford Hermann/Hueffer, Ford H. Madox"
