gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
36244,"Latitude 19°
A Romance of the West Indies in the Year of Our Lord Eighteen Hundred and Twenty","Crowninshield, Schuyler, Mrs.",38162,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
36245,"A History of Literary Criticism in the Renaissance
With special reference to the influence of Italy in the formation and development of modern classicism","Spingarn, Joel Elias",38161,en,Browsing: Culture/Civilization/Society/Browsing: History - Medieval/The Middle Ages/Browsing: Literature,Public domain in the USA.,TRUE
36246,Told in the Hills: A Novel,"Ryan, Marah Ellis",32709,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36247,The Red Mouse: A Mystery Romance,"Osborne, William Hamilton",38164,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36248,Ιλιάδα,Homer,705,el,Browsing: History - Warfare/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36249,Among the Canadian Alps,"Burpee, Lawrence J. (Lawrence Johnstone)",28364,en,Travel/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36250,"Arts and Crafts Essays
by Members of the Arts and Crafts Exhibition Society",Arts and Crafts Exhibition Society,43105,en,Browsing: Art & Photography/Browsing: Culture/Civilization/Society,Public domain in the USA.,TRUE
36251,"The Corner House Girls on a Tour
Where they went, what they saw, and what they found","Hill, Grace Brooks",9684,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36252,"Sounding the Ocean of Air
Being Six Lectures Delivered Before the Lowell Institute of Boston, in December 1898","Rotch, Abbott Lawrence",42419,en,Browsing: Science - Earth/Agricultural/Farming/Browsing: Science - General,Public domain in the USA.,TRUE
36253,"Historia de la literatura y del arte dramático en España, tomo III","Schack, Adolf Friedrich von",31713,es,Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
36254,"Phallic Miscellanies
Facts and Phases of Ancient and Modern Sex Worship, as Illustrated Chiefly in the Religions of India","Jennings, Hargrave",38166,en,Browsing: Gender & Sexuality Studies/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36255,"The Corner House Girls' Odd Find
Where they made it, and What the Strange Discovery led to","Hill, Grace Brooks",9684,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36256,"The Inflexible Captive: A Tragedy, in Five Acts","More, Hannah",5807,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36257,The Fatal Falsehood: A Tragedy. In Five Acts,"More, Hannah",5807,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36258,The Beautiful People,"Beaumont, Charles",36061,en,Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
36259,The Corner House Girls on Palm Island,"Hill, Grace Brooks",9684,en,Browsing: Children & Young Adult Reading/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
36260,"Histoire d'Attila et de ses successeurs (2/2)
jusqu'à l'établissement des Hongrois en Europe","Thierry, Amédée",38064,fr,FR Histoire/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
36261,"The Chain of Life in Geological Time
A Sketch of the Origin and Succession of Animals and Plants","Dawson, John William, Sir",40426,en,Browsing: Science - General/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
36262,"Νόμοι και Επινομίς, Τόμος Ε",Plato,93,el,Browsing: History - General/Browsing: Philosophy & Ethics/Browsing: Politics,Public domain in the USA.,TRUE
36263,Αριστοτέλης Βαλαωρίτης,"Rhoides, Emmanouel D.",32608,el,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
36264,"A Harmony of the Gospels for Students of the Life of Christ
Based on the Broadus Harmony in the Revised Version","Robertson, A. T.",38167,en,Browsing: History - Religious/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36264,"A Harmony of the Gospels for Students of the Life of Christ
Based on the Broadus Harmony in the Revised Version","Broadus, John Albert",44149,en,Browsing: History - Religious/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36265,The Impeachment of the House of Brunswick,"Bradlaugh, Charles",34430,en,Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
36266,The Bible: What It Is!,"Bradlaugh, Charles",34430,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36267,When Were Our Gospels Written?,"Bradlaugh, Charles",34430,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36268,Heresy: Its Utility And Morality. A Plea And A Justification,"Bradlaugh, Charles",34430,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36269,"A Few Words About the Devil, and Other Biographical Sketches and Essays","Bradlaugh, Charles",34430,en,Browsing: Biographies/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36270,"The Gospel of Evolution
From ""The Atheistic Platform"", Twelve Lectures","Aveling, Edward B.",38169,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
36271,"Nature and the Gods
From ""The Atheistic Platform"", Twelve Lectures","Moss, Arthur B.",38170,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36272,"Some Objections To Socialism
From ""The Atheistic Platform"", Twelve Lectures","Bradlaugh, Charles",34430,en,Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: Politics,Public domain in the USA.,TRUE
36273,"The Automobile Girls at Newport; Or, Watching the Summer Parade","Crane, Laura Dent",4425,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Fiction,Public domain in the USA.,TRUE
36274,The Age of Tennyson,"Walker, Hugh",38168,en,Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: Literature,Public domain in the USA.,TRUE
36275,Gradiva: Ein pompejanisches Phantasiestück,"Jensen, Wilhelm",38171,de,DE Prosa/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36276,"The Meaning of Relativity
Four lectures delivered at Princeton University, May, 1921","Einstein, Albert",1630,en,Mathematics/Physics/Browsing: Mathematics/Browsing: Science - Physics/Browsing: Science - General,Public domain in the USA.,FALSE
36277,Piccadilly: A Fragment of Contemporary Biography,"Oliphant, Laurence",6222,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36278,"Välskärin kertomuksia 2
Kapinassa omaa onneaan vastaan. Noita-akka. Mainiemen linna.","Topelius, Zacharias",6545,fi,Browsing: History - European/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36279,"Wood and garden : $b Notes and thoughts, practical and critical, of a working amateur","Jekyll, Gertrude",38184,en,Browsing: Nature/Gardening/Animals/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36280,Letters of the Motor Girl,"Gardner, Ethellyn",38173,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36281,The Slayer of Souls,"Chambers, Robert W. (Robert William)",38191,en,Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
36282,"Donald McElroy, Scotch Irishman","Caldwell, Willie Walker",38190,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36283,The Tobacco Tiller: A Tale of the Kentucky Tobacco Fields,"Hackley, Sarah Bell",38174,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36284,"Νόμοι και Επινομίς, Τόμος Δ",Plato,93,el,Browsing: History - General/Browsing: Philosophy & Ethics/Browsing: Politics,Public domain in the USA.,TRUE
36285,Comparative Breeding Behavior of Ammospiza caudacuta and A. maritima,"Woolfenden, Glen Everett",38175,en,Animal/Animals-Wild-Mammals/Browsing: Nature/Gardening/Animals/Browsing: Science - General,Public domain in the USA.,TRUE
36286,"Natural History of the Prairie Vole (Mammalian Genus Microtus)
[KU. Vol. 1 No. 7]","Jameson, E. W. (Everett Williams)",38177,en,Animal/Animals-Wild-Mammals/Browsing: Nature/Gardening/Animals/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
36287,"The Poems and Prose Poems of Charles Baudelaire
with an Introductory Preface by James Huneker","Baudelaire, Charles",1947,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36288,The Plurality of Worlds,"Whewell, William",38180,en,Browsing: Science - Astronomy/Browsing: Science - General,Public domain in the USA.,TRUE
36289,"Ormond; Or, The Secret Witness. Volume 1 (of 3)","Brown, Charles Brockden",416,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36290,"Ormond; Or, The Secret Witness. Volume 2 (of 3)","Brown, Charles Brockden",416,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36291,"Ormond; Or, The Secret Witness. Volume 3 (of 3)","Brown, Charles Brockden",416,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36292,Average Americans,"Roosevelt, Theodore",39027,en,Browsing: Biographies/Browsing: History - American/Browsing: History - General,Public domain in the USA.,TRUE
36293,Nearly Bedtime: Five Short Stories for the Little Ones,"Wilson, H. Mary",38181,en,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
36294,Cleopatra: historische roman van George Ebers,"Ebers, Georg",1800,nl,Browsing: Biographies/Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36295,The Pastor's Wife,"Von Arnim, Elizabeth",603,en,Browsing: Literature/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
36296,The Childhood of Rome,"Lamprey, Louise",1843,en,Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
36297,"Visual Illusions: Their Causes, Characteristics and Applications","Luckiesh, Matthew",7500,en,Browsing: Science - General,Public domain in the USA.,TRUE
36298,"Amenities of Literature
Consisting of Sketches and Characters of English Literature","Disraeli, Isaac",6393,en,Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: Literature,Public domain in the USA.,TRUE
36299,"Our Legal Heritage: King AEthelbert - King George III, 600 A.D. - 1776
June 2011 (Sixth) Edition","Reilly, S. A.",696,en,British Law/Browsing: History - British/Browsing: Law & Criminology,Copyrighted. Read the copyright notice inside this book for details.,TRUE
36300,"Διηγήματα, Νέα Σειρά","Axiotes, Pan. (Panagiotes)",38185,el,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36301,"The Thousand and One Days: A Companion to the ""Arabian Nights""","Pardoe, Miss (Julia)",4017,en,Browsing: Culture/Civilization/Society/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36302,Dawson Black: Retail Merchant,"Whitehead, Harold",38186,en,Browsing: Business/Management/Browsing: Fiction,Public domain in the USA.,TRUE
36303,"Our Revolution: Essays on Working-Class and International Revolution, 1904-1917","Trotsky, Leon",2030,en,Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
36304,Rambles of a Naturalist,"Godman, John D. (John Davidson)",38188,en,Browsing: Biographies/Browsing: Nature/Gardening/Animals/Browsing: Science - General,Public domain in the USA.,TRUE
36305,A Day with Walt Whitman,"Byron, May",34616,en,Browsing: History - American/Browsing: Literature,Public domain in the USA.,TRUE
36306,"Trial of the Officers and Crew of the Privateer Savannah, on the Charge of Piracy, in the United States Circuit Court for the Southern District of New York","Warburton, A. F. (Adolphus Frederick)",38194,en,Browsing: History - American/Browsing: History - Warfare/Browsing: Law & Criminology,Public domain in the USA.,TRUE
36307,The Ghetto: A Drama in Four Acts,"Heijermans, Herman",9057,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36308,Songs From Alice in Wonderland and Through the Looking-Glass,"Carroll, Lewis",7,en,Browsing: Children & Young Adult Reading/Browsing: Music,Public domain in the USA.,TRUE
36309,The Water-Babies,"Kingsley, Charles",344,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36310,Die Analyse des Zufalls,"Timerding, H. E. (Heinrich Emil)",38207,de,Mathematics/DE Sachbuch/Browsing: Mathematics/Browsing: Science - General,Public domain in the USA.,FALSE
36311,The Problem of 'Edwin Drood': A Study in the Methods of Dickens,"Nicoll, W. Robertson (William Robertson), Sir",36133,en,Browsing: Crime/Mystery/Browsing: Literature,Public domain in the USA.,TRUE
36312,Witchcraft of New England Explained by Modern Spiritualism,"Putnam, Allen",38195,en,Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36313,"Witch Winnie's Mystery, or The Old Oak Cabinet: The Story of a King's Daughter","Champney, Elizabeth W. (Elizabeth Williams)",32897,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36314,The Radio Boys Rescue the Lost Alaska Expedition,"Breckenridge, Gerald",5443,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36315,Catherine de Médicis (1519-1589),"Mariéjol, Jean-H. (Jean-Hippolyte)",38192,fr,"FR Biographie, Mémoires, Journal intime, Correspondance/Browsing: Biographies/Browsing: History - European/Browsing: History - Royalty",Public domain in the USA.,TRUE
36316,L'esprit de la révolution de 1789,"Roederer, P.-L. (Pierre-Louis)",33216,fr,FR Histoire/Browsing: History - European/Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
36317,Ontwerp van wet tot afsluiting en droogmaking van de Zuiderzee met toelichtende memorie,"Lely, Cornelis",38193,nl,Browsing: Engineering & Construction/Browsing: Environmental Issues/Browsing: Science - General,Public domain in the USA.,TRUE
36318,"Curiosidades antiguas sevillanas
(serie segunda)","Gestoso y Pérez, José",38197,es,Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
36319,De drooglegging der Zuiderzee. Het plan J. Ulehake contra het plan C. Lely,"Ulehake, J.",44536,nl,Browsing: Engineering & Construction/Browsing: Environmental Issues,Public domain in the USA.,TRUE
36320,The Motor Maids by Palm and Pine,"Stokes, Katherine",5049,en,Browsing: Children & Young Adult Reading/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
36321,Misrepresentative Men,"Graham, Harry",37231,en,Browsing: Humour/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36322,"The Battleship Boys at Sea; Or, Two Apprentices in Uncle Sam's Navy","Patchin, Frank Gee",1623,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36323,"Two Boys of the Battleship; Or, For the Honor of Uncle Sam","Webster, Frank V.",1955,en,Browsing: Children & Young Adult Reading/Browsing: History - Warfare/Browsing: Fiction,Public domain in the USA.,TRUE
36324,Lost in the Jungle; Narrated for Young People,"Du Chaillu, Paul B. (Paul Belloni)",25508,en,Browsing: Children & Young Adult Reading/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36325,"Marjorie Dean, High School Senior","Chase, Josephine",1598,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36326,"Sciogli la treccia, Maria Maddalena; romanzo","Verona, Guido da",38208,it,IT Romanzi/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36327,An Examination into and an Elucidation of the Great Principle of the Mediation and Atonement of Our Lord and Savior Jesus Christ,"Taylor, John",43104,en,Latter Day Saints/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36328,"Välskärin kertomuksia 3
Siniset. Pakolainen. Erään nimen varjo.","Topelius, Zacharias",6545,fi,Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36329,The Old Blood,"Palmer, Frederick",3757,en,Browsing: History - Warfare/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36330,A Word to Women,"Humphry, Mrs.",38213,en,Browsing: Culture/Civilization/Society/Browsing: Gender & Sexuality Studies/Browsing: Parenthood & Family Relations,Public domain in the USA.,TRUE
36331,"L'Illustration, No. 3645, 4 Janvier 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36332,"An Address Delivered at the Interment of Mrs. Harriet Storrs, Consort of Rev. Richard S. Storrs, Braintree, Mass., July 11, 1834.","Codman, John",36090,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36333,Little Erik of Sweden,"Brandeis, Madeline",38210,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36334,"Note sur une Méthode pour la Réduction d'Intégrales Définies
et sur son Application à Quelques Formules Spécials","Haan, D. Bierens de (David Bierens)",38211,fr,Mathematics/FR Sciences et Techniques/Browsing: Mathematics/Browsing: Science - General,Public domain in the USA.,FALSE
36335,The Secret of Lonesome Cove,"Adams, Samuel Hopkins",1635,en,Browsing: Culture/Civilization/Society/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36336,Gabriel Conroy,"Harte, Bret",593,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36337,A Day with Samuel Taylor Coleridge,"Byron, May",34616,en,Browsing: Biographies/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36338,"Memoirs of Benjamin Franklin; Written by Himself. [Vol. 1 of 2]
With His Most Interesting Essays, Letters, and Miscellaneous Writings; Familiar, Moral, Political, Economical, and Philosophical, Selected with Care from All His Published Productions, and Comprising Whatever Is Most Entertaining and Valuable to the General Reader","Franklin, Benjamin",92,en,Browsing: Biographies/Browsing: History - American,Public domain in the USA.,TRUE
36339,"Boscobel
Or, The History of his Sacred Majesties most Miraculous Preservation After the Battle of Worcester, 3. Sept. 1651","Blount, Thomas",38214,en,Browsing: History - British/Browsing: History - General/Browsing: History - Royalty,Public domain in the USA.,TRUE
36340,"From Chart House to Bush Hut
Being the Record of a Sailor's 7 Years in the Queensland Bush","Bryde, C. W.",38215,en,Browsing: Culture/Civilization/Society/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
36341,"Gunpowder Treason and Plot, and Other Stories for Boys","Avery, Harold",3270,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36341,"Gunpowder Treason and Plot, and Other Stories for Boys","Whishaw, Frederick",38216,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36341,"Gunpowder Treason and Plot, and Other Stories for Boys","Townshend, R. B. (Richard Baxter)",38217,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36342,In Both Worlds,"Holcombe, William H. (William Henry)",36542,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36343,The Universe a Vast Electric Organism,"Warder, Geo. W. (George Woodward)",38218,en,Browsing: Science - General,Public domain in the USA.,TRUE
36344,"The Mentor: The Weather
Serial Number 110; 1 July, 1916","Talman, Charles Fitzhugh",38219,en,The Mentor/Browsing: Science - Earth/Agricultural/Farming/Browsing: Science - General,Public domain in the USA.,TRUE
36345,"Letters of David Ricardo to Thomas Robert Malthus, 1810-1823","Ricardo, David",36323,en,Browsing: Biographies/Browsing: Economics/Browsing: History - British,Public domain in the USA.,TRUE
36346,The Mandarin's Fan,"Hume, Fergus",1057,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36347,Holman Hunt,"Coleridge, Mary E. (Mary Elizabeth)",38221,en,Masterpieces in Colour/Browsing: Art & Photography,Public domain in the USA.,TRUE
36348,"Our Artist in Cuba, Peru, Spain and Algiers
Leaves from The Sketch-Book of a Traveller, 1864-1868","Carleton, George Washington",37601,en,Browsing: Art & Photography/Browsing: Culture/Civilization/Society,Public domain in the USA.,TRUE
36349,Visionen und andere phantastische Erzählungen,"Turgenev, Ivan Sergeevich",922,de,DE Prosa/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36350,"The American Missionary — Volume 39, No. 10, October, 1885",Various,116,en,The American Missionary/Browsing: History - Religious/Browsing: Religion/Spirituality/Paranormal/Browsing: Teaching & Education,Public domain in the USA.,TRUE
36351,"Memorial of Mrs. Lucy Gilpatrick Marsh delivered June 22, 1868.","Thompson, A. C. (Augustus Charles)",38224,en,Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36352,Napoléon: La dernière phase,"Rosebery, Archibald Philip Primrose, Earl of",39482,fr,"FR Biographie, Mémoires, Journal intime, Correspondance/FR Histoire/Browsing: Biographies/Browsing: History - European",Public domain in the USA.,TRUE
36353,The Invisible Lodge,Jean Paul,32901,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36354,Problems in Greek history,"Mahaffy, J. P. (John Pentland)",37584,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
36355,The Salamander,"Johnson, Owen",4502,en,"Bestsellers, American, 1895-1923/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction",Public domain in the USA.,TRUE
36356,"Life of John Keats: His Life and Poetry, His Friends, Critics and After-Fame","Colvin, Sidney",34550,en,Browsing: Biographies/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36357,"L'Illustration, No. 3671, 5 Juillet 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36358,火星の記憶,"Jones, Raymond F.",25386,ja,Browsing: Literature/Browsing: Psychiatry/Psychology/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
36359,Dorothy's Double. Volume 3 (of 3),"Henty, G. A. (George Alfred)",1032,en,Browsing: History - British/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36360,Faithful Margaret: A Novel,"Simpson, J. M., Mrs.",38229,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36361,A Diplomatic Woman,"Mee, Huan",38230,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36362,Matkustus Belgiaan,"Reuter, Fritz",5592,fi,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36363,Ein fröhlicher Bursch: Eine Erzählung,"Bjørnson, Bjørnstjerne",1772,de,DE Prosa/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36364,"Zoe; Or, Some Day: A Novel","Leonard, May",38231,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36365,"J. Poindexter, Colored","Cobb, Irvin S. (Irvin Shrewsbury)",559,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36366,"Dangerous Ground; or, The Rival Detectives","Lynch, Lawrence L.",31516,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36367,The Wye and Its Associations: A Picturesque Ramble,"Ritchie, Leitch",38232,en,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36368,If Any Man Sin,"Cody, H. A. (Hiram Alfred)",2694,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36369,"L'Illustration, No. 3689, 8 Novembre 1913",Various,116,fr,L'Illustration/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: History - General,Public domain in the USA.,TRUE
36370,The Bishop and the Boogerman,"Harris, Joel Chandler",868,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36371,"L'art du taupier; ou, méthode amusante et infaillible de prendre les taupes","Dralet, M. (Etienne François)",38233,fr,FR Sciences et Techniques/FR Métiers et Artisanat/Browsing: Nature/Gardening/Animals/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
36372,"Type: A Primer of Information About the Mechanical Features of Printing Types
Their Sizes, Font Schemes, &c. with a Brief Description of Their Manufacture","Stewart, A. A. (Alexander A.)",35419,en,Browsing: Business/Management/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36373,H. P. Blavatsky; A Great Betrayal,"Cleather, Alice Leighton",38234,en,Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36374,"Wives and Widows; or, The Broken Life","Stephens, Ann S. (Ann Sophia)",3257,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36375,"Fifty Years In The Northwest
With An Introduction And Appendix Containing Reminiscences, Incidents And Notes","Folsom, William H. C. (William Henry Carman)",38235,en,Travel/Browsing: History - American,Public domain in the USA.,TRUE
36376,"The Life of Benjamin Franklin
With Many Choice Anecdotes and admirable sayings of this great man never before published by any of his biographers","Weems, M. L. (Mason Locke)",442,en,Browsing: Biographies/Browsing: History - American,Public domain in the USA.,TRUE
36377,"Dave Porter on Cave Island; Or, A Schoolboy's Mysterious Mission","Stratemeyer, Edward",1626,en,Browsing: Children & Young Adult Reading/Browsing: Crime/Mystery/Browsing: Fiction,Public domain in the USA.,TRUE
36378,Ancient Manners; Also Known As Aphrodite,"Louÿs, Pierre",1554,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36379,La famiglia Bonifazio; racconto,"Caccianiga, Antonio",37438,it,IT Romanzi/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36380,"L'Illustration, No. 3690, 15 Novembre 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Cramer, J. A. (Jan Anthony)",36630,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Molenaar, P. J.",36937,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Welter, W. L.",38946,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Snethlage, Hendrik Anne Constantijn",42755,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Schuller, J. C.",43096,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
