gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
140,The Jungle,"Sinclair, Upton",88,en,"Contemporary Reviews/Bestsellers, American, 1895-1923/Banned Books from Anne Haight's list/Banned Books List from the American Library Association/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Literature/Browsing: Fiction",Public domain in the USA.,TRUE
141,Mansfield Park,"Austen, Jane",68,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
142,"The $30,000 Bequest, and Other Stories","Twain, Mark",53,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
143,The Mayor of Casterbridge,"Hardy, Thomas",23,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
144,The Voyage Out,"Woolf, Virginia",89,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
145,Middlemarch,"Eliot, George",90,en,Historical Fiction/Best Books Ever Listings/Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
146,"A Little Princess
Being the whole story of Sara Crewe now told for the first time","Burnett, Frances Hodgson",73,en,Children's Literature/School Stories/Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
147,Common Sense,"Paine, Thomas",91,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",92,en,Harvard Classics/Browsing: Biographies/Browsing: History - American,Public domain in the USA.,TRUE
149,The Lost Continent,"Burroughs, Edgar Rice",48,en,Science Fiction/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
150,The Republic,Plato,93,en,Browsing: History - General/Browsing: Philosophy & Ethics/Browsing: Politics,Public domain in the USA.,TRUE
151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",95,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
152,Wild Justice,"Sprague, Ruth M.",96,en,Browsing: Gender & Sexuality Studies/Browsing: Teaching & Education/Browsing: Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
153,Jude the Obscure,"Hardy, Thomas",23,en,Banned Books from Anne Haight's list/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
154,The Rise of Silas Lapham,"Howells, William Dean",97,en,Contemporary Reviews/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
155,The Moonstone,"Collins, Wilkie",98,en,Detective Fiction/Mystery Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
156,"Symphony No. 5 in C minor, Opus 67","Beethoven, Ludwig van",75,en,Browsing: Music,Copyrighted. Read the copyright notice inside this book for details.,TRUE
157,Daddy-Long-Legs,"Webster, Jean",99,en,School Stories/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Teaching & Education/Browsing: Fiction,Public domain in the USA.,TRUE
158,Emma,"Austen, Jane",68,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
159,The island of Doctor Moreau,"Wells, H. G. (Herbert George)",30,en,Science Fiction/Best Books Ever Listings/Movie Books/Browsing: Philosophy & Ethics/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
160,"The Awakening, and Selected Short Stories","Chopin, Kate",100,en,Banned Books from Anne Haight's list/Banned Books List from the American Library Association/Browsing: Culture/Civilization/Society/Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
161,Sense and Sensibility,"Austen, Jane",68,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
162,Take Me for a Ride: Coming of Age in a Destructive Cult,"Laxer, Mark E.",101,en,Browsing: Culture/Civilization/Society/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Copyrighted. Read the copyright notice inside this book for details.,TRUE
163,Flower Fables,"Alcott, Louisa May",102,en,Children's Literature/Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
164,Twenty Thousand Leagues under the Sea,"Verne, Jules",60,en,Science Fiction/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
165,McTeague: A Story of San Francisco,"Norris, Frank",103,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
166,Summer,"Wharton, Edith",104,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight)",105,en,Photography/Art/Browsing: Art & Photography/Browsing: Computers & Technology,Public domain in the USA.,TRUE
168,The History and Practice of the Art of Photography,"Snelling, Henry Hunt",106,en,Photography/Art/Browsing: Art & Photography/Browsing: Computers & Technology,Public domain in the USA.,TRUE
169,The Well at the World's End: A Tale,"Morris, William",107,en,Fantasy/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
170,The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie",98,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
171,Charlotte Temple,"Rowson, Mrs.",108,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
172,The Haunted Bookshop,"Morley, Christopher",109,en,Bibliomania/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
173,The Insidious Dr. Fu Manchu,"Rohmer, Sax",110,en,Crime Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
174,The Picture of Dorian Gray,"Wilde, Oscar",111,en,Gothic Fiction/Movie Books/Browsing: Literature/Browsing: Philosophy & Ethics/Browsing: Fiction,Public domain in the USA.,TRUE
175,The Phantom of the Opera,"Leroux, Gaston",112,en,Opera/Gothic Fiction/Movie Books/Browsing: Literature/Browsing: Performing Arts/Film/Browsing: Fiction,Public domain in the USA.,TRUE
176,Roderick Hudson,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
177,The American,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
178,Confidence,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
179,The Europeans,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
180,The 1994 CIA World Factbook,United States. Central Intelligence Agency,8,en,CIA World Factbooks/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Politics/Browsing: Travel & Geography,Public domain in the USA.,TRUE
181,The Project Gutenberg RST Manual,"Perathoner, Marcello",36966,en,Browsing: Computers & Technology/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Teaching & Education,Public domain in the USA.,TRUE
200,"The Project Gutenberg Encyclopedia, Volume 1 of 28",Project Gutenberg,114,en,Reference/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
201,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",64,en,Mathematics/Science Fiction/Browsing: Mathematics/Browsing: Science - General/Browsing: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
202,My Bondage and My Freedom,"Douglass, Frederick",34510,en,Slavery/African American Writers/Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
203,Uncle Tom's Cabin,"Stowe, Harriet Beecher",115,en,US Civil War/Slavery/Banned Books from Anne Haight's list/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Politics/Browsing: Fiction,Public domain in the USA.,TRUE
204,The innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",80,en,Detective Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
205,"Walden, and On The Duty Of Civil Disobedience","Thoreau, Henry David",54,en,Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
206,"The Martin Luther King, Jr. Day, 1995, Memorial Issue",Various,116,en,Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
207,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",117,en,Canada/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Poetry/Browsing: Travel & Geography,Public domain in the USA.,TRUE
208,Daisy Miller: A Study,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Psychiatry/Psychology/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
209,The Turn of the Screw,"James, Henry",113,en,Best Books Ever Listings/Gothic Fiction/Horror/Opera/Browsing: Literature/Browsing: Psychiatry/Psychology/Browsing: Fiction,Public domain in the USA.,TRUE
210,An International Episode,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
211,The Aspern Papers,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
212,A List of Factorial Math Constants,Unknown,49,en,Mathematics/Browsing: Mathematics/Browsing: Science - General,Public domain in the USA.,TRUE
213,The Man from Snowy River,"Paterson, A. B. (Andrew Barton)",118,en,Australia/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Poetry/Browsing: Fiction,Public domain in the USA.,TRUE
214,"In the Days When the World Was Wide, and Other Verses","Lawson, Henry",119,en,Australia/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
215,The call of the wild,"London, Jack",120,en,Animals-Domestic/Adventure/Best Books Ever Listings/Movie Books/Banned Books from Anne Haight's list/Banned Books List from the American Library Association/Browsing: Nature/Gardening/Animals/Browsing: Fiction,Public domain in the USA.,TRUE
216,"The Tao Teh King, or the Tao and its Characteristics",Laozi,2427,en,Paganism/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
217,Sons and Lovers,"Lawrence, D. H. (David Herbert)",123,en,Best Books Ever Listings/Banned Books from Anne Haight's list/Banned Books List from the American Library Association/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
218,"C. Iuli Caesaris De Bello Gallico, I-IV","Caesar, Julius",3621,la,Classical Antiquity/Browsing: History - European/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
219,Heart of Darkness,"Conrad, Joseph",125,en,Best Books Ever Listings/Movie Books/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
220,The Secret Sharer,"Conrad, Joseph",125,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
221,The Return of Sherlock Holmes,"Doyle, Arthur Conan",69,en,Detective Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
222,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)",126,en,Contemporary Reviews/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
223,The wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",80,en,Detective Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
224,A pair of blue eyes,"Hardy, Thomas",23,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
225,At the Back of the North Wind,"MacDonald, George",127,en,Children's Literature/Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
226,Cicero's Orations,"Cicero, Marcus Tullius",128,la,Classical Antiquity/Browsing: History - General/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
227,Aeneidos,Virgil,129,la,Classical Antiquity/Best Books Ever Listings/Harvard Classics/Browsing: History - Ancient/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
228,The Aeneid,Virgil,129,en,Classical Antiquity/Best Books Ever Listings/Poetry/Harvard Classics/Browsing: History - Ancient/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
229,The Bucolics and Eclogues,Virgil,129,la,Classical Antiquity/Browsing: History - Ancient/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
230,The Bucolics and Eclogues,Virgil,129,en,Classical Antiquity/Browsing: History - General/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
231,Georgicon,Virgil,129,la,Classical Antiquity/Browsing: History - Ancient/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
232,The Georgics,Virgil,129,en,Browsing: Literature/Browsing: Poetry/Browsing: Science - Earth/Agricultural/Farming/Browsing: Fiction,Public domain in the USA.,TRUE
233,Sister Carrie: A Novel,"Dreiser, Theodore",130,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
234,Child Christopher and Goldilind the Fair,"Morris, William",107,en,Fantasy/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
235,William Gibson Interviewed,"Salza, Giuseppe",131,en,Browsing: Literature,Copyrighted. Read the copyright notice inside this book for details.,TRUE
236,The Jungle Book,"Kipling, Rudyard",132,en,Scouts/Children's Literature/Movie Books/Contemporary Reviews/Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
237,Sexti Properti Elegiarvm: Liber Primvs,"Propertius, Sextus",133,la,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
238,Dear Enemy,"Webster, Jean",99,en,"Bestsellers, American, 1895-1923/Browsing: Literature/Browsing: Fiction",Public domain in the USA.,TRUE
239,Radar Map of the United States,United States,1,en,Browsing: Travel & Geography,Public domain in the USA.,TRUE
240,Stories from the Old Attic,"Harris, Robert A. (Robert Alan)",134,en,Browsing: Literature/Browsing: Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE
241,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The President's Daughter","Brown, William Wells",135,en,African American Writers/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
242,My Ántonia,"Cather, Willa",22,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
243,"The forged coupon, and other stories","Tolstoy, Leo, graf",136,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
244,A Study in Scarlet,"Doyle, Arthur Conan",69,en,Detective Fiction/Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
245,Life on the Mississippi,"Twain, Mark",53,en,Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Literature/Browsing: Travel & Geography,Public domain in the USA.,TRUE
246,The Rubaiyat of Omar Khayyam,Omar Khayyam,1787,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
247,Webster's Unabridged Dictionary (1st 100 Pages),"Webster, Noah",139,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Language & Communication,Public domain in the USA.,TRUE
248,Webster's Unabridged Dictionary (2nd 100 Pages),"Webster, Noah",139,en,Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
