gutenberg_id,subject_type,subject
32451,lcc,BR
32451,lcc,HQ
32452,lcsh,Hunting -- Juvenile poetry
32452,lcsh,Sports -- Juvenile poetry
32452,lcc,PZ
32453,lcsh,College students -- Juvenile fiction
32453,lcsh,Young women -- Juvenile fiction
32453,lcc,PZ
32454,lcsh,"Pennsylvania -- History -- Colonial period, ca. 1600-1775"
32454,lcsh,"Penn, William, 1644-1718"
32454,lcsh,"Maryland -- History -- Colonial period, ca. 1600-1775"
32454,lcsh,"Baltimore, George Calvert, Baron, 1580?-1632"
32454,lcsh,Toleration
32454,lcc,F106
32455,lcsh,"Christmas stories, American"
32455,lcsh,United States -- Social life and customs -- 19th century -- Fiction
32455,lcc,PS
32456,lcsh,"Howard, Robert E. (Robert Ervin), 1906-1936 -- Poetry"
32456,lcc,PS
32457,lcsh,Science fiction
32457,lcsh,Short stories
32457,lcsh,Dogs -- Fiction
32457,lcsh,Space flight -- Fiction
32457,lcc,PS
32458,lcsh,Sleep -- Poetry
32458,lcc,PS
32459,lcsh,English poetry -- 19th century
32459,lcsh,English poetry -- 18th century
32459,lcc,PR
32460,lcsh,Boy Scouts of America -- Juvenile fiction
32460,lcc,PZ
32461,lcsh,Vandals -- Fiction
32461,lcsh,"Africa, North -- History -- 647-1517 -- Fiction"
32461,lcc,PT
32462,lcsh,Prehistoric peoples -- Fiction
32462,lcc,PS
32463,lcsh,Great Britain -- Colonies -- America -- Administration
32463,lcsh,Great Britain. Stamp Act (1765)
32463,lcsh,Stamp duties -- Law and legislation -- Great Britain
32463,lcsh,"United States -- History -- Revolution, 1775-1783 -- Causes"
32463,lcsh,Taxation -- Great Britain -- Colonies
32463,lcc,E201
32464,lcsh,Monasticism and religious orders -- England
32464,lcsh,Friars
32464,lcc,PR
32465,lcsh,Canada -- Fiction
32465,lcsh,Adventure stories
32465,lcsh,Sled dogs -- Fiction
32465,lcsh,Trappers -- Fiction
32465,lcc,PS
32466,lcsh,Adventure stories
32466,lcsh,Siblings -- Juvenile fiction
32466,lcsh,England -- Juvenile fiction
32466,lcsh,Country life -- Juvenile fiction
32466,lcsh,Children -- Juvenile fiction
32466,lcsh,Families -- Juvenile fiction
32466,lcc,PZ
32467,lcsh,Readers (Primary)
32467,lcc,PZ
32468,lcsh,Short stories
32468,lcsh,Ghost stories
32468,lcsh,Household employees -- Fiction
32468,lcc,PS
32469,lcsh,Fiction
32469,lcsh,Short stories
32469,lcc,PS
32470,lcsh,Islands -- Fiction
32470,lcsh,Horror tales
32470,lcc,PS
32471,lcsh,Painters
32471,lcsh,Painting
32471,lcc,N
32472,lcsh,Food conservation
32472,lcsh,Nutrition
32472,lcc,TX
32473,lcsh,Science fiction
32473,lcc,PS
32474,lcsh,"Mexico -- History -- Conquest, 1519-1540"
32474,lcc,F1201
32475,lcsh,"Mexico -- History -- Conquest, 1519-1540"
32475,lcc,F1201
32476,lcsh,Seasons -- Juvenile literature
32476,lcsh,Christian life -- Juvenile literature
32476,lcsh,Months -- Juvenile literature
32476,lcc,PZ
32477,lcsh,English poetry -- History and criticism
32477,lcc,PR
32478,lcsh,German fiction -- Translations into English
32478,lcc,PT
32479,lcsh,Women -- Social and moral questions
32479,lcc,HQ
32480,lcsh,"Seppala, Leonhard, 1877-1967-- Fiction"
32480,lcsh,Dogsledding -- Alaska -- Fiction
32480,lcc,PM
32481,lcsh,German poetry -- 19th century
32481,lcc,PT
32482,lcsh,Meteorological instruments
32482,lcc,Q
32482,lcc,T
32483,lcsh,"Church history -- Primitive and early church, ca. 30-600"
32483,lcsh,"Church history -- Middle Ages, 600-1500"
32483,lcc,BR
32484,lcsh,Science fiction
32484,lcsh,Short stories
32484,lcsh,Space flight to the moon -- Fiction
32484,lcc,PS
32485,lcsh,Science fiction
32485,lcsh,Human-alien encounters -- Fiction
32485,lcc,PS
32486,lcsh,Science fiction
32486,lcc,PS
32487,lcsh,Science fiction
32487,lcsh,Short stories
32487,lcsh,Martians -- Fiction
32487,lcsh,Mars (Planet) -- Fiction
32487,lcsh,Human-alien encounters -- Fiction
32487,lcc,PS
32488,lcsh,Short stories
32488,lcsh,"Children's stories, English"
32488,lcsh,Animals -- Fiction
32488,lcc,PR
32488,lcc,PZ
32489,lcsh,Painters
32489,lcsh,Painting
32489,lcc,N
32490,lcsh,"Cortés, Hernán, 1485-1547"
32490,lcsh,"Mexico -- History -- Conquest, 1519-1540"
32490,lcc,F1201
32491,lcsh,Poetry
32491,lcc,PR
32492,lcsh,Magic tricks
32492,lcsh,Scientific recreations
32492,lcsh,Fireworks
32492,lcsh,Science -- Experiments
32492,lcsh,Card tricks
32492,lcc,Q
32493,lcsh,Poetry
32493,lcc,PS
32494,lcsh,Paranormal fiction
32494,lcsh,Occultism -- Fiction
32494,lcsh,Australian fiction -- Translations into Danish
32494,lcc,PR
32495,lcsh,Questions and answers -- Periodicals
32495,lcc,AG
32496,lcsh,Boarding schools -- Juvenile fiction
32496,lcsh,Girls -- Juvenile fiction
32496,lcc,PZ
32497,lcsh,Value
32497,lcc,HB
32498,lcsh,Science fiction
32498,lcsh,Artificial intelligence -- Fiction
32498,lcc,PR
32499,lcsh,Poetry
32499,lcc,PS
32500,lcsh,Slavery -- United States
32500,lcc,E300
32501,lcsh,England -- Fiction
32501,lcsh,Bildungsromans
32501,lcsh,Pastoral fiction
32501,lcsh,Siblings -- Fiction
32501,lcsh,Country life -- Fiction
32501,lcc,PR
32502,lcsh,Girls -- Juvenile fiction
32502,lcsh,Norway -- Juvenile fiction
32502,lcc,PZ
32503,lcsh,Poetry
32503,lcc,PS
32504,lcsh,Swine -- Juvenile fiction
32504,lcc,PZ
32505,lcsh,Hyla rubra
32505,lcsh,Frogs -- Central America
32505,lcc,QH
32506,lcsh,Questions and answers -- Periodicals
32506,lcc,AG
32507,lcsh,"Virginia -- History -- Colonial period, ca. 1600-1775"
32507,lcsh,Slavery -- Virginia
32507,lcsh,Virginia -- Economic conditions
32507,lcc,F206
32508,lcsh,Lion hunting -- Juvenile fiction
32508,lcc,PZ
32509,lcsh,English literature -- Translations into French
32509,lcc,PR
32510,lcsh,"Gladstone, W. E. (William Ewart), 1809-1898"
32510,lcsh,Great Britain -- Politics and government -- 1837-1901
32510,lcsh,Liberal Party (Great Britain) -- Biography
32510,lcsh,Prime ministers -- Great Britain -- Biography
32510,lcc,DA
32511,lcsh,"Authors, American -- 19th century -- Biography"
32511,lcsh,"Fuller, Margaret, 1810-1850"
32511,lcsh,Feminists -- United States -- Biography
32511,lcc,PS
32512,lcsh,Love
32512,lcc,HQ
32513,lcsh,Dogs -- Juvenile fiction
32513,lcsh,Conduct of life -- Juvenile fiction
32513,lcsh,Readers
32513,lcsh,Children -- Conduct of life -- Juvenile fiction
32513,lcsh,Animal welfare -- Juvenile fiction
32513,lcsh,Country life -- Juvenile fiction
32513,lcsh,Human-animal relationships -- Juvenile fiction
32513,lcc,PZ
32514,lcsh,New Orleans (La.) -- Fiction
32514,lcsh,Ghost stories
32514,lcsh,Man-woman relationships -- Fiction
32514,lcsh,Paranormal fiction
32514,lcc,PS
32515,lcsh,"Great Britain -- History -- Henry VIII, 1509-1547"
32515,lcsh,"Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536"
32515,lcc,DA
32516,lcsh,Fiction
32516,lcsh,Sea stories
32516,lcc,PR
32517,lcsh,Villages -- Fiction
32517,lcsh,Country life -- Fiction
32517,lcsh,Black Forest (Germany) -- Fiction
32517,lcsh,"Auerbach, Berthold, 1812-1882 -- Translations into English"
32517,lcc,PT
32518,lcsh,Cats -- Juvenile fiction
32518,lcc,PZ
32519,lcsh,"Columbus, Christopher, 1451-1506"
32519,lcsh,America -- Discovery and exploration
32519,lcc,E011
32520,lcsh,Christmas stories
32520,lcsh,Conduct of life -- Juvenile fiction
32520,lcsh,Friendship -- Juvenile fiction
32520,lcsh,Kindness -- Juvenile fiction
32520,lcsh,Students -- Juvenile fiction
32520,lcsh,Aunts -- Juvenile fiction
32520,lcsh,Youth -- Conduct of life -- Juvenile fiction
32520,lcsh,Courtship -- Juvenile fiction
32520,lcsh,Mothers and daughters -- Juvenile fiction
32520,lcsh,Gifts -- Juvenile fiction
32520,lcc,PZ
32521,lcsh,Hygiene -- Juvenile literature
32521,lcc,QP
32522,lcsh,Science fiction
32522,lcsh,War stories
32522,lcsh,Space ships -- Fiction
32522,lcc,PS
32523,lcsh,"Children's poetry, English"
32523,lcsh,Conduct of life -- Juvenile poetry
32523,lcc,PZ
32524,lcsh,Friendship -- Juvenile fiction
32524,lcsh,Girls -- England -- Juvenile fiction
32524,lcsh,Schools -- England -- Juvenile fiction
32524,lcc,PZ
32525,lcsh,Siblings -- Juvenile fiction
32525,lcsh,Ranches -- Juvenile fiction
32525,lcsh,Ranch life -- Juvenile fiction
32525,lcsh,West (U.S.) -- Juvenile fiction
32525,lcsh,Families -- Juvenile fiction
32525,lcsh,Cowboys -- Juvenile fiction
32525,lcc,PZ
32526,lcsh,Russia -- Social life and customs -- Fiction
32526,lcsh,Russian fiction -- Translations into Finnish
32526,lcsh,"Turgenev, Ivan Sergeevich, 1818-1883 -- Translations into Finnish"
32526,lcc,PG
32527,lcsh,Short stories
32527,lcsh,Love stories
32527,lcsh,Adventure stories
32527,lcsh,Spain -- Fiction
32527,lcc,PQ
32528,lcsh,"Gama, Vasco da, 1469-1524 -- Poetry"
32528,lcsh,Explorers -- Portugal -- Poetry
32528,lcsh,India -- Discovery and exploration -- Poetry
32528,lcsh,Portugal -- Colonies -- Asia -- Poetry
32528,lcsh,"Epic poetry, Portuguese -- Translations into English"
32528,lcsh,"Portuguese poetry -- Classical period, 1500-1700 -- Translations into English"
32528,lcc,PQ
32529,lcsh,Short stories
32529,lcsh,"Greek fiction, Modern"
32529,lcc,PA
32530,lcsh,Science fiction
32530,lcsh,War stories
32530,lcc,PS
32531,lcsh,Science fiction
32531,lcc,PS
32532,lcsh,Poetry
32532,lcc,PR
32533,lcsh,"Cronin, Patrick Henry, 1846-1889"
32533,lcsh,Trials (Assassination) -- Illinois -- Chicago
32533,lcc,HV
32534,lcsh,Poor -- New York (State) -- New York
32534,lcc,HV
32535,lcsh,Fairy tales
32535,lcsh,Animals -- Juvenile fiction
32535,lcsh,Cats -- Juvenile fiction
32535,lcc,PZ
32536,lcsh,"Holmes, Sherlock (Fictitious character) -- Fiction"
32536,lcsh,Private investigators -- England -- Fiction
32536,lcsh,Dogs -- Fiction
32536,lcsh,Detective and mystery stories
32536,lcsh,Blessing and cursing -- Fiction
32536,lcsh,Dartmoor (England) -- Fiction
32536,lcc,PR
32537,lcsh,Newspaper vendors -- Juvenile fiction
32537,lcsh,Paperboys -- Juvenile fiction
32537,lcc,PZ
32538,lcsh,Revenge -- Fiction
32538,lcsh,Brothers -- Fiction
32538,lcsh,Betrayal -- Fiction
32538,lcc,PH
32539,lcsh,New Orleans (La.) -- Description and travel
32539,lcsh,Louisiana -- Social life and customs
32539,lcc,F350.5
32540,lcsh,Naturalists -- United States -- Biography
32540,lcsh,"Muir, John, 1838-1914"
32540,lcsh,Natural history -- Sierra Nevada (Calif. and Nev.)
32540,lcsh,Sierra Nevada (Calif. and Nev.)
32540,lcc,QH
32541,lcsh,Science fiction
32541,lcsh,Short stories
32541,lcc,PS
32542,lcsh,"World War, 1939-1945 -- Juvenile fiction"
32542,lcc,PZ
32543,lcsh,Adventure stories
32543,lcsh,South Africa -- Juvenile fiction
32543,lcsh,Animals -- South Africa -- Juvenile fiction
32543,lcsh,Xhosa (African people) -- Juvenile fiction
32543,lcsh,Zulu (African people) -- Juvenile fiction
32543,lcc,PZ
32544,lcsh,Science fiction
32544,lcsh,Venus (Planet) -- Fiction
32544,lcc,PS
32545,lcsh,Animals -- Anecdotes
32545,lcc,QL
32546,lcsh,American periodicals
32546,lcc,AP
32547,lcsh,Pragmatism
32547,lcsh,Experience
32547,lcc,B
32548,lcsh,"Chelsea (London, England) -- History -- 19th century"
32548,lcc,DA
32549,lcsh,"Theology, Doctrinal -- Early works to 1800"
32549,lcc,BT
32550,lcsh,Science fiction
32550,lcsh,Rejuvenation -- Fiction
32550,lcc,PS
32551,lcsh,Science fiction
32551,lcsh,Short stories
32551,lcsh,Human-alien encounters -- Fiction
32551,lcc,PS
32552,lcsh,Indians -- Languages
32552,lcc,PM
32553,lcsh,Children's poetry
32553,lcc,PZ
32554,lcsh,Kentucky Derby
32554,lcsh,Horse racing -- Kentucky
32554,lcc,SF
32555,lcsh,Animals -- Juvenile fiction
32555,lcc,PZ
32556,lcsh,New York (N.Y.) -- Juvenile fiction
32556,lcsh,Chicago (Ill.) -- Juvenile fiction
32556,lcsh,Washington (D.C.) -- Juvenile fiction
32556,lcsh,Musicians -- Juvenile fiction
32556,lcsh,First loves -- Juvenile fiction
32556,lcsh,"Chester, Dorothy (Fictitious character) -- Juvenile fiction"
32556,lcsh,Violin -- Juvenile fiction
32556,lcc,PZ
32557,lcsh,United States -- Politics and government -- 1775-1783
32557,lcsh,Great Britain -- Colonies -- America -- Early works to 1800
32557,lcc,E201
32558,lcsh,South Africa -- Description and travel
32558,lcsh,Hunting -- South Africa
32558,lcc,SK
32559,lcsh,South Africa -- Fiction
32559,lcsh,"South African War, 1899-1902 -- Fiction"
32559,lcsh,Zulu (African people) -- Fiction
32559,lcc,PR
32560,lcsh,Fiction
32560,lcsh,Adventure stories
32560,lcc,PR
32561,lcsh,Ireland -- Fiction
32561,lcsh,British -- Italy -- Fiction
32561,lcsh,British -- Ireland -- Fiction
32561,lcc,PR
32562,lcsh,Science fiction
32562,lcsh,Epistolary fiction
32562,lcsh,Scientists -- Fiction
32562,lcsh,Inventors -- Fiction
32562,lcsh,Gangsters -- Fiction
32562,lcc,PS
32563,lcsh,Science fiction
32563,lcc,PS
32564,lcsh,Science fiction
32564,lcsh,Detective and mystery stories
32564,lcsh,Murder -- Fiction
32564,lcc,PS
32565,lcsh,"South African War, 1899-1902 -- Fiction"
32565,lcsh,Afrikaners -- Fiction
32565,lcc,PR
32566,lcsh,Adventure stories
32566,lcsh,"Africa, Southern -- Fiction"
32566,lcc,PR
32567,lcsh,Historical fiction
32567,lcsh,South Africa -- Fiction
32567,lcsh,Adventure stories
32567,lcsh,"Zulu Rebellion, 1906 -- Fiction"
32567,lcc,PR
32568,lcsh,"Africa, Southern -- Fiction"
32568,lcc,PR
32569,lcsh,South Africa -- Fiction
32569,lcsh,Zulu (African people) -- Fiction
32569,lcc,PR
32570,lcsh,"Aeronautics, Military"
32570,lcsh,Airships
32570,lcsh,"Zeppelin, Ferdinand, Graf von, 1838-1917"
32570,lcsh,"Aeronautics, Commercial"
32570,lcc,TL
32571,lcsh,Fairy tales
32571,lcsh,Fairy tales -- Denmark
32571,lcsh,"Children's stories, Danish -- Translations into English"
32571,lcc,PZ
32572,lcsh,Fairy tales
32572,lcsh,Fairy tales -- Denmark
32572,lcsh,"Children's stories, Danish -- Translations into English"
32572,lcc,PZ
32573,lcsh,"Virginia -- History -- Colonial period, ca. 1600-1775"
32573,lcsh,"Virginia -- History -- Revolution, 1775-1783"
32573,lcc,F206
32574,lcsh,Science fiction
32574,lcsh,Parapsychology -- Fiction
32574,lcc,PS
32575,lcsh,Boarding schools -- Juvenile fiction
32575,lcsh,Schoolgirls -- Juvenile fiction
32575,lcsh,Girls' schools -- Juvenile fiction
32575,lcc,PZ
32576,lcsh,Fiction
32576,lcsh,English fiction -- 20th century -- History and criticism
32576,lcc,PR
32577,lcsh,Christian fiction
32577,lcc,PS
32578,lcsh,Apologetics
32578,lcsh,"Psychology, Religious"
32578,lcc,BR
32579,lcsh,Science fiction
32579,lcsh,Short stories
32579,lcc,PS
32580,lcsh,Short stories
32580,lcsh,Fantasy fiction
32580,lcsh,Horror tales
32580,lcsh,Art -- Fiction
32580,lcc,PS
32581,lcsh,Teachers -- Fiction
32581,lcsh,"Lower East Side (New York, N.Y.) -- Fiction"
32581,lcsh,Immigrant children -- Fiction
32581,lcc,PS
32582,lcsh,Science fiction
32582,lcsh,Short stories
32582,lcc,PS
32583,lcsh,Science fiction
32583,lcsh,Short stories
32583,lcc,PS
32584,lcsh,Short stories
32584,lcsh,Horror tales
32584,lcsh,Blessing and cursing -- Fiction
32584,lcc,PS
32585,lcsh,Learning and scholarship -- Germany
32585,lcc,AZ
32586,lcsh,Drama
32586,lcc,PQ
32587,lcsh,Science fiction
32587,lcsh,Ambassadors -- Fiction
32587,lcsh,Computers -- Fiction
32587,lcc,PS
32588,lcsh,Homosexuality
32588,lcc,HQ
32589,lcsh,Scotland -- Periodicals
32589,lcsh,England -- Periodicals
32589,lcc,AP
32590,lcsh,Science fiction
32590,lcsh,Short stories
32590,lcsh,Mars (Planet) -- Fiction
32590,lcc,PS
32591,lcsh,Science fiction
32591,lcsh,Short stories
32591,lcsh,Spy stories
32591,lcsh,"World War, 1939-1945 -- Fiction"
32591,lcsh,Inventions -- Fiction
32591,lcc,PS
32592,lcsh,Science fiction
32592,lcsh,Short stories
32592,lcsh,Apocalyptic fiction
32592,lcsh,Regression (Civilization) -- Fiction
32592,lcc,PS
32593,lcsh,England -- Description and travel -- Early works to 1800
32593,lcsh,England -- Social life and customs -- 16th century
32593,lcsh,"Elizabeth I, Queen of England, 1533-1603 -- Homes and haunts -- England"
32593,lcc,DA
32594,lcsh,Science fiction
32594,lcsh,Short stories
32594,lcsh,War stories
32594,lcsh,Dueling -- Fiction
32594,lcc,PS
32595,lcsh,"United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate"
32595,lcsh,"Georgia -- History -- Civil War, 1861-1865 -- Personal narratives"
32595,lcsh,"Lunt, Dolly Sumner, 1817-1891"
32595,lcsh,Sherman's March to the Sea -- Personal narratives
32595,lcsh,Georgia -- Biography
32595,lcc,E456
32596,lcsh,French fiction -- Translations into English
32596,lcsh,Angels -- Fiction
32596,lcsh,French wit and humor -- Translations into English
32596,lcc,PQ
32597,lcsh,Science fiction
32597,lcc,PS
32598,lcsh,Geology -- Juvenile literature
32598,lcsh,Astronomy -- Juvenile literature
32598,lcc,QB
32598,lcc,QE
32599,lcsh,Art
32599,lcsh,Grief
32599,lcc,N
32599,lcc,PQ
32600,lcsh,"Spain -- History -- Philip II, 1556-1598"
32600,lcsh,"Philip II, King of Spain, 1527-1598"
32600,lcc,DP
32601,lcsh,Legends -- Hawaii
32601,lcsh,Legends -- Polynesia
32601,lcsh,Maui (Polynesian deity)
32601,lcsh,Hina (Polynesian deity)
32601,lcc,GR
32602,lcsh,Voice culture
32602,lcsh,Singing -- Instruction and study
32602,lcc,MT
32603,lcsh,"Authors, American -- 19th century -- Biography"
32603,lcsh,Feminists -- United States -- Biography
32603,lcsh,"Howe, Julia Ward, 1819-1910"
32603,lcc,PS
32604,lcsh,"United States. Army -- Recruiting, enlistment, etc. -- Civil War, 1861-1865"
32604,lcc,E456
32605,lcsh,Animals -- Juvenile literature
32605,lcc,QL
32606,lcsh,Family -- Juvenile fiction
32606,lcsh,Houseboats -- Juvenile fiction
32606,lcsh,Gifts -- Juvenile fiction
32606,lcsh,"Chester, Dorothy (Fictitious character) -- Juvenile fiction"
32606,lcc,PZ
32607,lcsh,Encyclopedias and dictionaries
32607,lcc,AE
32608,lcsh,"World War, 1914-1918"
32608,lcc,D501
32609,lcsh,Poor
32609,lcsh,Poor -- New York (State) -- New York
32609,lcsh,Child welfare -- New York (State) -- New York
32609,lcc,HV
32610,lcsh,Short stories
32610,lcsh,Germany -- Fiction
32610,lcsh,Horror tales
32610,lcsh,Paranormal fiction
32610,lcc,PT
32611,lcsh,"Richmond (Va.) -- History -- Siege, 1864-1865"
32611,lcc,E456
32612,lcsh,Ireland -- Politics and government -- 1922-1949
32612,lcc,JN
32613,lcsh,Science fiction
32613,lcsh,Short stories
32613,lcsh,Epistolary fiction
32613,lcsh,Scientists -- Fiction
32613,lcsh,Islands of the Pacific -- Fiction
32613,lcsh,Insects -- Fiction
32613,lcc,PS
32614,lcsh,Body snatching
32614,lcc,RA
32615,lcsh,Science fiction
32615,lcsh,Slavery -- Fiction
32615,lcsh,Space ships -- Fiction
32615,lcsh,Mutiny -- Fiction
32615,lcc,PS
32616,lcsh,American literature -- Periodicals
32616,lcc,AP
32617,lcsh,American literature -- Periodicals
32617,lcc,AP
32618,lcsh,Science fiction
32618,lcsh,Short stories
32618,lcsh,Mars (Planet) -- Fiction
32618,lcc,PS
32619,lcsh,Science fiction
32619,lcsh,Short stories
32619,lcc,PS
32620,lcsh,Fairy tales
32620,lcsh,Brothers -- Juvenile fiction
32620,lcsh,Adventure and adventurers -- Juvenile fiction
32620,lcsh,Monkeys -- Juvenile fiction
32620,lcc,PZ
32621,lcsh,"Napoleon I, Emperor of the French, 1769-1821 -- Relations with Russians"
32621,lcsh,France -- Foreign relations -- Russia
32621,lcsh,Russia -- Foreign relations -- France
32621,lcsh,France -- Foreign relations -- 1792-1815
32621,lcsh,Russia -- Foreign relations -- 1801-1825
32621,lcc,DC
32622,lcsh,Children's literature -- Periodicals
32622,lcsh,"Children's periodicals, American"
32622,lcc,PZ
32623,lcsh,Pocket gophers
32623,lcc,QH
32624,lcsh,Rome -- History
32624,lcc,DG
32625,lcsh,Probabilities
32625,lcc,BC
32626,lcsh,"Carlyle, Thomas, 1795-1881"
32626,lcsh,"Authors, Scottish -- 19th century -- Biography"
32626,lcsh,Historians -- Great Britain -- Biography
32626,lcc,PR
32627,lcsh,Bulgaria
32627,lcc,DR
32628,lcsh,United States -- Biography
32628,lcc,E151
32629,lcsh,English wit and humor -- Periodicals
32629,lcc,AP
32630,lcsh,Short stories
32630,lcsh,Horror tales
32630,lcsh,Italy -- Fiction
32630,lcc,PS
32631,lcsh,Science fiction
32631,lcsh,Short stories
32631,lcsh,Human-alien encounters -- Fiction
32631,lcc,PS
32632,lcsh,Historical fiction
32632,lcsh,War stories
32632,lcsh,"United States -- History -- Revolution, 1775-1783 -- Fiction"
32632,lcsh,Domestic fiction
32632,lcsh,Spy stories
32632,lcsh,"New York (State) -- History -- Revolution, 1775-1783 -- Fiction"
32632,lcc,PZ
32632,lcc,PS
32633,lcsh,Science fiction
32633,lcsh,Short stories
32633,lcsh,Books and reading -- Fiction
32633,lcsh,Nuclear warfare -- Fiction
32633,lcc,PS
32634,lcsh,Potential theory (Mathematics)
32634,lcc,QA
32635,lcsh,Short stories
32635,lcsh,Horror tales
32635,lcsh,Diary fiction
32635,lcc,PS
32636,lcsh,Science fiction
32636,lcsh,Short stories
32636,lcsh,Robots -- Fiction
32636,lcsh,Sales personnel -- Fiction
32636,lcc,PS
32637,lcsh,Science fiction
32637,lcsh,Short stories
32637,lcsh,Political fiction
32637,lcsh,Emperors -- Fiction
32637,lcc,PS
32638,lcsh,Short stories
32638,lcsh,Horror tales
32638,lcc,PS
32639,lcsh,Short stories
32639,lcsh,Horror tales
32639,lcsh,Inheritance and succession -- Fiction
32639,lcc,PS
32640,lcsh,Fairy tales
32640,lcc,PZ
32641,lcsh,Science fiction
32641,lcsh,Schools -- Fiction
32641,lcc,PS
32642,lcsh,"Poets, Scottish -- 18th century -- Biography"
32642,lcsh,"Ramsay, Allan, 1686-1758"
32642,lcc,PR
32643,lcsh,Elliptic functions
32643,lcc,QA
32644,lcsh,Socialism
32644,lcsh,History -- Philosophy
32644,lcsh,Materialism
32644,lcsh,"Marx, Karl, 1818-1883. Manifest der Kommunistischen Partei"
32644,lcc,HX
32645,lcsh,Portuguese literature -- 19th century -- History and criticism
32645,lcsh,"Quental, Antero de, 1842-1891 -- Criticism and interpretation"
32645,lcsh,"Ortigão, Ramalho, 1836-1915 -- Criticism and interpretation"
32645,lcsh,"Carvalhal, Alvaro do -- Correspondence"
32645,lcsh,"Castelo Branco, António de Azevedo -- Correspondence"
32645,lcc,PQ
32646,lcsh,Fiction
32646,lcsh,"Short stories, Portuguese"
32646,lcc,PQ
32647,lcsh,"Henry, Infante of Portugal, 1394-1460 -- Poetry"
32647,lcc,PQ
32648,lcsh,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction"
32648,lcc,PZ
32649,lcsh,"Authors -- Correspondence, reminiscences, etc."
32649,lcsh,"James, Henry, 1843-1916"
32649,lcc,PS
32650,lcsh,"United States -- History -- Civil War, 1861-1865 -- Personal narratives"
32650,lcsh,"Pennsylvania -- History -- Civil War, 1861-1865 -- Regimental histories"
32650,lcsh,"United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Army of the Potomac"
32650,lcsh,"United States. Army. Pennsylvania Cavalry Regiment, 1st (1861-1865)"
32650,lcc,E456
32651,lcsh,Science fiction
32651,lcsh,Teachers -- Fiction
32651,lcsh,California -- Fiction
32651,lcsh,Teenagers -- Fiction
32651,lcsh,High school students -- Fiction
32651,lcc,PS
32652,lcsh,Science fiction
32652,lcsh,Short stories
32652,lcsh,"World War, 1939-1945 -- United States -- Fiction"
32652,lcc,PS
32653,lcsh,Hyla
32653,lcsh,Amphibians -- Central America
32653,lcc,QH
32653,lcc,QL
32654,lcsh,Science fiction
32654,lcsh,Short stories
32654,lcsh,Space flight to the moon -- Fiction
32654,lcsh,Moon -- Fiction
32654,lcc,PS
32655,lcsh,Science fiction
32655,lcsh,Short stories
32655,lcc,PS
32656,lcsh,"Temple, William, 1628-1699. Memoirs of what past in Christendom from the war begun 1672 to the peace concluded 1679"
32656,lcsh,"Dutch War, 1672-1678"
32656,lcsh,Europe -- History -- 1648-1715
32656,lcc,D
32657,lcsh,Science fiction
32657,lcsh,Space flight -- Fiction
32657,lcsh,Space ships -- Fiction
32657,lcc,PS
32658,lcsh,Science fiction
32658,lcsh,Short stories
32658,lcc,PS
32659,lcsh,Europe -- History -- 1648-1715
32659,lcsh,"Du Cros, Simon, active 17th century. Lettre de Monsieur Du Cros à Mylord **** afin de servir de réponse aux impostures de Monsieur le chevalier Temple"
32659,lcc,D
32660,lcsh,Agriculture -- Poetry
32660,lcsh,"Didactic poetry, Latin -- Translations into Greek"
32660,lcc,PA
32661,lcsh,"Rembrandt Harmenszoon van Rijn, 1606-1669"
32661,lcc,ND
32662,lcsh,Children's stories
32662,lcsh,Readers (Primary)
32662,lcc,PZ
32663,lcsh,Science fiction
32663,lcc,PS
32664,lcsh,Science fiction
32664,lcsh,Mars (Planet) -- Fiction
32664,lcsh,"Stark, Eric John (Fictitious character) -- Fiction"
32664,lcc,PS
32665,lcsh,Science fiction
32665,lcsh,Short stories
32665,lcsh,Human-alien encounters -- Fiction
32665,lcc,PS
32666,lcsh,Comedy plays
32666,lcsh,London (England) -- Drama
32666,lcc,PR
32667,lcsh,Science fiction
32667,lcsh,Short stories
32667,lcsh,Mars (Planet) -- Fiction
32667,lcsh,Musicians -- Fiction
32667,lcc,PS
32668,lcsh,Hungarian fiction -- Translations into English
32668,lcc,PH
32669,lcsh,"Wesley, John, 1703-1791 -- Juvenile literature"
32669,lcc,BX
32670,lcsh,Science fiction
32670,lcsh,Time travel -- Fiction
32670,lcc,PS
32671,lcsh,Short stories
32671,lcsh,Horror tales
32671,lcc,PS
32672,lcsh,Science fiction
32672,lcsh,Short stories
32672,lcsh,"World War, 1939-1945 -- United States -- Fiction"
32672,lcsh,Telephone -- Fiction
32672,lcc,PS
32673,lcsh,Bible. Romans -- Commentaries
32673,lcc,BS
32674,lcsh,Bible. Romans -- Commentaries
32674,lcc,BS
32675,lcsh,"Great Britain -- History -- Tudors, 1485-1603"
32675,lcsh,"Great Britain -- History -- Wars of the Roses, 1455-1485"
32675,lcc,DA
32676,lcsh,Science fiction
32676,lcsh,Extraterrestrial beings -- Fiction
32676,lcsh,Human-alien encounters -- Fiction
32676,lcsh,Space colonies -- Fiction
32676,lcc,PS
32677,lcsh,Sewing machines -- History
32677,lcc,TJ
