gutenberg_id,subject_type,subject
18129,lcsh,"British Antarctic (""Terra Nova"") Expedition (1910-1913)"
18129,lcsh,Antarctica -- Discovery and exploration -- British
18129,lcc,G
18130,lcsh,"World War, 1914-1918 -- Fiction"
18130,lcc,PT
18131,lcsh,Children's plays
18131,lcsh,Princesses -- Juvenile drama
18131,lcsh,Witches -- Juvenile drama
18131,lcsh,Fairies -- Juvenile drama
18131,lcc,PZ
18132,lcsh,Young women -- Fiction
18132,lcsh,Canada -- Fiction
18132,lcsh,Courtship -- Fiction
18132,lcc,PR
18133,lcsh,"France -- History -- Revolution, 1789-1799 -- Religious aspects"
18133,lcsh,Strassburger Münster
18133,lcsh,Alsace (France) -- Church history
18133,lcc,DC
18134,lcsh,"World War, 1914-1918 -- Prisoners and prisons"
18134,lcc,D501
18135,lcsh,Essays
18135,lcc,PR
18136,lcsh,Freemasonry -- United States -- Rituals
18136,lcc,HS
18137,lcsh,Science fiction
18137,lcsh,Human-alien encounters -- Fiction
18137,lcc,PS
18138,lcsh,"Beethoven, Ludwig van, 1770-1827"
18138,lcsh,"Liszt, Franz, 1811-1886"
18138,lcsh,"Wagner, Richard, 1813-1883"
18138,lcsh,"Mozart, Wolfgang Amadeus, 1756-1791"
18138,lcsh,"Chopin, Frédéric, 1810-1849"
18138,lcsh,"Schumann, Robert, 1810-1856"
18138,lcsh,"Mendelssohn-Bartholdy, Felix, 1809-1847"
18138,lcc,ML
18139,lcsh,Science fiction
18139,lcsh,Space flight -- Juvenile fiction
18139,lcc,PZ
18140,lcsh,New England -- Social life and customs -- Fiction
18140,lcc,PS
18141,lcsh,"Rizal, José, 1861-1896"
18141,lcc,PQ
18142,lcsh,Fiction
18142,lcc,PQ
18143,lcsh,Vendetta -- Drama
18143,lcsh,Youth -- Drama
18143,lcsh,Verona (Italy) -- Drama
18143,lcsh,Juliet (Fictitious character) -- Drama
18143,lcsh,Romeo (Fictitious character) -- Drama
18143,lcsh,Conflict of generations -- Drama
18143,lcsh,Tragedies (Drama)
18143,lcc,PR
18144,lcsh,Tragedies (Drama)
18144,lcsh,Timon of Athens (Legendary character) -- Drama
18144,lcsh,Athens (Greece) -- Drama
18144,lcc,PR
18145,lcsh,Fredericton (N.B.) -- Fiction
18145,lcsh,New Brunswick -- Social life and customs -- 19th century -- Fiction
18145,lcc,PS
18146,lcsh,Children's stories
18146,lcc,PZ
18147,lcsh,Chemistry -- Early works to 1800
18147,lcsh,Chemistry -- Study and teaching -- Early works to 1800
18147,lcc,QD
18148,lcsh,Biographical fiction
18148,lcsh,Adventure stories
18148,lcsh,Europe -- Fiction
18148,lcsh,"Casanova, Giacomo, 1725-1798 -- Fiction"
18148,lcsh,Sex customs -- Fiction
18148,lcc,PT
18149,lcsh,"Canada, Northern -- Fiction"
18149,lcc,PS
18150,lcsh,Western stories
18150,lcsh,Psychological fiction
18150,lcsh,"World War, 1914-1918 -- Veterans -- Fiction"
18150,lcsh,Disfigured persons -- Fiction
18150,lcsh,Blind women -- Fiction
18150,lcsh,Vancouver (B.C.) -- Fiction
18150,lcc,PS
18151,lcsh,Science fiction
18151,lcc,PS
18152,lcsh,Islands -- Fiction
18152,lcsh,Survival -- Fiction
18152,lcsh,Family life -- Fiction
18152,lcc,PT
18152,lcc,PZ
18153,lcsh,Conduct of life -- Juvenile fiction
18153,lcsh,Children's stories
18153,lcsh,Boys -- Juvenile fiction
18153,lcsh,Boston (Mass.) -- Juvenile fiction
18153,lcsh,Obedience -- Juvenile fiction
18153,lcc,PZ
18154,lcsh,Psychological fiction
18154,lcsh,Engineers -- Fiction
18154,lcsh,Grain elevators -- Design and construction -- Fiction
18154,lcc,PS
18155,lcsh,Fairy tales
18155,lcc,PZ
18156,lcsh,Sea stories
18156,lcc,PZ
18157,lcsh,America -- Early accounts to 1600
18157,lcsh,Argentina -- History -- 1535-1617 -- Sources
18157,lcsh,"Garay, Juan de, 1528?-1583"
18157,lcsh,Buenos Aires (Argentina) -- History
18157,lcsh,Paraguay -- History -- To 1811 -- Sources
18157,lcc,F2801
18158,lcsh,New Jersey -- Social life and customs -- Fiction
18158,lcc,PS
18159,lcsh,France -- Politics and government -- 1814-1830
18159,lcsh,France -- Politics and government -- 1830-1848
18159,lcsh,"Guizot, M. (François), 1787-1874"
18159,lcsh,France -- Foreign relations -- 1815-1848
18159,lcc,DC
18160,lcsh,"World War, 1914-1918"
18160,lcsh,Austria -- Politics and government -- 1867-1918
18160,lcc,D501
18161,lcsh,Great Britain -- Politics and government -- 1760-1820
18161,lcsh,Political science -- Early works to 1800
18161,lcc,DA
18162,lcsh,Comedy plays
18162,lcsh,Fathers and daughters -- Drama
18162,lcsh,Exiles -- Drama
18162,lcsh,Pastoral drama
18162,lcc,PR
18163,lcsh,"Patriotic plays, American"
18163,lcsh,Pageants
18163,lcc,PS
18164,lcsh,Jewish fiction
18164,lcsh,Jews -- New York (State) -- New York -- Fiction
18164,lcsh,Clothing trade -- New York (State) -- New York -- Fiction
18164,lcc,PS
18165,lcsh,Russia -- Description and travel
18165,lcc,DK
18166,lcsh,Fiction
18166,lcsh,"Martí, José, 1853-1895"
18166,lcc,PQ
18167,lcsh,"Dinis, King of Portugal, 1261-1325"
18167,lcsh,"Portugal -- History -- Dinis, 1279-1325"
18167,lcc,DP
18168,lcsh,Atheism
18168,lcsh,God -- Proof
18168,lcc,BT
18169,lcsh,Comedy plays
18169,lcsh,Siblings -- Drama
18169,lcsh,Chastity -- Drama
18169,lcsh,Vienna (Austria) -- Drama
18169,lcc,PR
18170,lcsh,Rosary
18170,lcc,BX
18171,lcsh,Christian fiction
18171,lcc,PS
18172,lcsh,Science fiction
18172,lcsh,Life on other planets -- Fiction
18172,lcsh,Space medicine -- Fiction
18172,lcsh,Quarantine -- Fiction
18172,lcc,PS
18173,lcsh,Yorkshire (England) -- Social life and customs -- Fiction
18173,lcc,PR
18174,lcsh,Natural history -- Outdoor books
18174,lcsh,Natural history -- Iowa
18174,lcc,QH
18175,lcsh,English language -- Dialects -- England -- Yorkshire
18175,lcsh,Yorkshire (England) -- Fiction
18175,lcc,PR
18176,lcsh,English language -- Dialects -- England -- Yorkshire
18176,lcsh,Yorkshire (England) -- Fiction
18176,lcc,PR
18177,lcsh,"World War, 1914-1918 -- Personal narratives, French"
18177,lcc,D501
18178,lcsh,Fiction
18178,lcc,PG
18179,lcsh,Tragedies (Drama)
18179,lcsh,Othello (Fictitious character) -- Drama
18179,lcsh,Jealousy -- Drama
18179,lcsh,Interracial marriage -- Drama
18179,lcsh,Venice (Italy) -- Drama
18179,lcsh,Muslims -- Drama
18179,lcc,PR
18180,lcsh,Camps -- Juvenile fiction
18180,lcsh,Boy Scouts of America -- Juvenile fiction
18180,lcc,PZ
18181,lcsh,Short stories
18181,lcsh,Family -- Fiction
18181,lcsh,Friendship -- Fiction
18181,lcsh,Pastoral fiction
18181,lcsh,Country life -- Fiction
18181,lcc,PS
18182,lcsh,Historical fiction
18182,lcsh,"Northwest, Canadian -- Fiction"
18182,lcsh,Fur traders -- Fiction
18182,lcsh,Fur trade -- Fiction
18182,lcsh,"Radisson, Pierre Esprit, approximately 1636-1710 -- Fiction"
18182,lcc,PS
18183,lcsh,Minnesota State Horticultural Society -- Periodicals
18183,lcsh,Gardening -- Minnesota -- Periodicals
18183,lcsh,Horticulture -- Minnesota -- Periodicals
18183,lcsh,Fruit-culture -- Minnesota -- Periodicals
18183,lcc,SB
18184,lcsh,Mounds -- Mississippi River Valley
18184,lcsh,Mound-builders -- Art
18184,lcsh,Indians of North America -- Mississippi River Valley -- Antiquities
18184,lcsh,Mississippi River Valley -- Antiquities
18184,lcsh,Animal sculpture -- Mississippi River Valley
18184,lcc,E011
18185,lcsh,New York (N.Y.) -- Social life and customs -- Fiction
18185,lcc,PS
18186,lcsh,Orphans -- Fiction
18186,lcsh,Autobiographical fiction
18186,lcsh,England -- Fiction
18186,lcsh,Bildungsromans
18186,lcsh,Young men -- Fiction
18186,lcsh,Boys -- Fiction
18186,lcsh,Stepfathers -- Fiction
18186,lcsh,Child labor -- Fiction
18186,lcc,PR
18187,lcsh,Bible. Old Testament -- Textbooks
18187,lcsh,Jews -- Social life and customs
18187,lcc,BS
18188,lcsh,"Speeches, addresses, etc."
18188,lcsh,Homer
18188,lcsh,Classical philology
18188,lcc,PA
18189,lcsh,Nuts -- Minnesota
18189,lcsh,Nuts -- Wisconsin
18189,lcsh,Nut trees -- Minnesota
18189,lcsh,Nut trees -- Wisconsin
18189,lcc,SB
18190,lcsh,"Children's stories, American"
18190,lcsh,Dolls -- Juvenile fiction
18190,lcc,PZ
18191,lcsh,Apologetics -- History -- 19th century
18191,lcsh,"Cassels, Walter Richard, 1826-1907. Supernatural religion"
18191,lcsh,Fathers of the church
18191,lcc,BL
18192,lcsh,Great Britain -- Politics and government -- 1760-1820
18192,lcsh,Political science -- Early works to 1800
18192,lcc,DA
18193,lcsh,Animal behavior
18193,lcc,QL
18194,lcsh,Gautama Buddha
18194,lcc,BQ
18195,lcsh,Children's literature -- Periodicals
18195,lcc,AP
18195,lcc,PZ
18196,lcsh,Presidents -- United States -- Biography
18196,lcsh,"Adams, John Quincy, 1767-1848"
18196,lcsh,United States -- Politics and government -- 1825-1829
18196,lcc,E300
18197,lcsh,Girls -- Education
18197,lcc,HQ
18198,lcsh,Fiction
18198,lcc,PC
18199,lcsh,Biographical fiction
18199,lcsh,"Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction"
18199,lcsh,"Cagliostro, Alessandro, conte di, 1743-1795 -- Fiction"
18199,lcsh,Queens -- France -- Fiction
18199,lcsh,"France -- History -- Louis XVI, 1774-1793 -- Fiction"
18199,lcc,PQ
18200,lcsh,Biographical fiction
18200,lcsh,"Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction"
18200,lcsh,"Cagliostro, Alessandro, conte di, 1743-1795 -- Fiction"
18200,lcsh,Queens -- France -- Fiction
18200,lcsh,"France -- History -- Louis XVI, 1774-1793 -- Fiction"
18200,lcc,PQ
18201,lcsh,Orphans -- Fiction
18201,lcsh,Autobiographical fiction
18201,lcsh,England -- Fiction
18201,lcsh,Bildungsromans
18201,lcsh,Young men -- Fiction
18201,lcsh,Boys -- Fiction
18201,lcsh,Stepfathers -- Fiction
18201,lcsh,Child labor -- Fiction
18201,lcc,PR
18202,lcsh,Sociology
18202,lcsh,Self-interest
18202,lcc,HM
18203,lcsh,Afrikaans literature -- History and criticism
18203,lcsh,Afrikaans prose literature -- History and criticism
18203,lcc,PT
18204,lcsh,Stamp collecting
18204,lcc,HE
18205,lcsh,French fiction -- 19th century
18205,lcc,PQ
18206,lcsh,Navajo Indians
18206,lcsh,Indians of North America -- Dwellings
18206,lcc,E011
18207,lcsh,Humorous stories
18207,lcsh,Conversation -- Fiction
18207,lcsh,Boardinghouses -- Fiction
18207,lcc,PS
18208,lcsh,Canada -- Fiction
18208,lcc,PQ
18209,lcsh,"Great Britain -- History -- Elizabeth, 1558-1603"
18209,lcsh,"Great Britain -- History, Naval -- Tudors, 1485-1603"
18209,lcsh,Sailors -- England -- History -- 16th century
18209,lcc,DA
18210,lcsh,Poetry
18210,lcc,PR
18211,lcsh,"Napoleon I, Emperor of the French, 1769-1821 -- Fiction"
18211,lcsh,Soldiers -- Fiction
18211,lcsh,Soldiers
18211,lcsh,Soldiers -- France -- Fiction
18211,lcc,PQ
18212,lcsh,Illumination of books and manuscripts
18212,lcsh,Decorative arts -- History
18212,lcsh,"Decoration and ornament, Medieval"
18212,lcsh,Arts and crafts movement
18212,lcc,NK
18213,lcsh,"World War, 1914-1918"
18213,lcc,D501
18214,lcsh,Dogs
18214,lcc,QL
18215,lcsh,Fiction
18215,lcc,PQ
18216,lcsh,Lewis and Clark Expedition (1804-1806)
18216,lcsh,"Radisson, Pierre Esprit, approximately 1636-1710"
18216,lcsh,"La Vérendrye, Pierre Gaultier de Varennes, sieur de, 1685-1749"
18216,lcsh,"Hearne, Samuel, 1745-1792"
18216,lcsh,"Mackenzie, Alexander, Sir, 1763-1820"
18216,lcsh,"Northwest, Canadian -- Discovery and exploration"
18216,lcc,F1001
18217,lcsh,Science -- Readers
18217,lcc,PZ
18217,lcc,Q
18218,lcsh,Great Britain -- Politics and government -- 1760-1820
18218,lcsh,Political science -- Early works to 1800
18218,lcc,DA
18219,lcsh,Man-woman relationships -- Fiction
18219,lcc,PS
18220,lcsh,Portugal -- Fiction
18220,lcc,PQ
18221,lcsh,"San Francisco Earthquake and Fire, Calif., 1906"
18221,lcc,F850.5
18222,lcsh,Rome -- Religion
18222,lcsh,"Numa Pompilius, King of Rome, active 715 B.C.-673 B.C. -- Religion"
18222,lcsh,"Augustus, Emperor of Rome, 63 B.C.-14 A.D. -- Religion"
18222,lcc,BL
18223,lcsh,Buddhism
18223,lcc,BQ
18224,lcsh,Science fiction
18224,lcsh,Internet -- Fiction
18224,lcsh,Toronto (Ont.) -- Fiction
18224,lcc,PS
18225,lcsh,Man-woman relationships -- Fiction
18225,lcsh,Children and adults -- Fiction
18225,lcc,PS
18226,lcsh,Children's stories
18226,lcsh,Vacations -- Juvenile fiction
18226,lcsh,Children and death -- Juvenile fiction
18226,lcsh,Cousins -- Juvenile fiction
18226,lcsh,Christmas -- Juvenile fiction
18226,lcsh,Inheritance and succession -- Juvenile fiction
18226,lcsh,Families -- Juvenile fiction
18226,lcsh,Silhouettes
18226,lcc,PZ
18227,lcsh,Natural history -- Outdoor books
18227,lcsh,Natural history -- Iowa
18227,lcc,QH
18228,lcsh,Fiction
18228,lcc,PQ
18229,lcsh,Civil engineering -- Periodicals
18229,lcsh,Railroad tunnels -- Design and construction
18229,lcc,TA
18230,lcsh,Drama -- Technique
18230,lcsh,Playwriting
18230,lcc,PN
18231,lcsh,Villages -- Germany -- Fiction
18231,lcsh,Germany -- Social life and customs -- 20th century -- Fiction
18231,lcsh,"Vorpommern (Western Pomerania, Germany : Province) -- Fiction"
18231,lcsh,Illness -- Fiction
18231,lcc,PT
18232,lcsh,"Speeches, addresses, etc."
18232,lcsh,"Mozart, Wolfgang Amadeus, 1756-1791"
18232,lcc,ML
18233,lcsh,Animal ghosts
18233,lcsh,Extrasensory perception in animals
18233,lcc,BF
18234,lcsh,Young women -- United States
18234,lcsh,Students -- United States
18234,lcc,LC
18235,lcsh,Geul River Valley (Belgium and Netherlands) -- Description and travel
18235,lcc,DH
18236,lcsh,Jews -- Netherlands -- Amsterdam
18236,lcc,DJ
18237,lcsh,Birds -- India
18237,lcc,QL
18238,lcsh,Poetry
18238,lcc,PS
18239,lcsh,Drug traffic -- Fiction
18239,lcsh,British -- Burma -- Fiction
18239,lcsh,Drug abuse -- Fiction
18239,lcc,PR
18240,lcsh,Romania -- Description and travel
18240,lcsh,Romania -- History
18240,lcc,DR
18241,lcsh,Fortune-telling by tea leaves
18241,lcc,BF
18242,lcsh,Poetry
18242,lcc,PS
18243,lcsh,Athos (Greece) -- Description and travel
18243,lcc,DR
18244,lcsh,Fairy tales
18244,lcsh,Fairy tales -- Denmark
18244,lcsh,"Children's stories, Danish -- Translations into French"
18244,lcc,PZ
18245,lcsh,Fairy tales
18245,lcsh,Fairy tales -- Denmark
18245,lcsh,"Children's stories, Danish -- Translations into French"
18245,lcc,PZ
18246,lcsh,Norwegian drama
18246,lcsh,"Norway -- History -- Haakon Gamli, 1217-1263 -- Drama"
18246,lcc,PT
18247,lcsh,Science fiction
18247,lcsh,Twenty-first century -- Fiction
18247,lcsh,End of the world -- Fiction
18247,lcsh,Epidemics -- Fiction
18247,lcc,PR
18248,lcsh,Children -- Religious life
18248,lcc,BV
18248,lcc,PZ
18249,lcsh,Natural history -- Outdoor books
18249,lcsh,Natural history -- Iowa
18249,lcsh,Iowa -- Description and travel
18249,lcc,QH
18250,lcsh,Ireland -- Politics and government -- 18th century
18250,lcc,PR
18251,lcsh,"Latin language -- Grammar -- Problems, exercises, etc."
18251,lcc,PA
18252,lcsh,Hertfordshire (England) -- Guidebooks
18252,lcc,DA
18253,lcsh,"Preston, Jennet, -1612"
18253,lcsh,Witchcraft -- England -- Lancashire
18253,lcc,DA
18254,lcsh,"Graham, John, Viscount Dundee, 1648-1689"
18254,lcsh,Generals -- Scotland -- Biography
18254,lcsh,Scotland -- History -- 1660-1688 -- Biography
18254,lcc,DA
18255,lcsh,Christianity -- Controversial literature
18255,lcsh,Revelation
18255,lcsh,Atheism
18255,lcsh,Protestantism
18255,lcc,B
18256,lcsh,Christian life -- Juvenile fiction
18256,lcsh,Animals -- Juvenile fiction
18256,lcsh,Country life -- Juvenile fiction
18256,lcsh,Natural history -- Juvenile fiction
18256,lcsh,Cousins -- Juvenile fiction
18256,lcsh,Grandparents -- Juvenile fiction
18256,lcsh,Storytelling -- Juvenile fiction
18256,lcc,PZ
18257,lcsh,Science fiction
18257,lcc,PS
18258,lcsh,"Böttcher, Johann Friedrich, 1682-1719"
18258,lcsh,"Maurice, Elector of Saxony, 1521-1553"
18258,lcsh,"Thurneysser, Leonhard, 1531-1595"
18258,lcsh,"Danckelman, Eberhard Christoph Balthasar Freiherr von, 1643-1722"
18258,lcsh,"Rudolf II, Holy Roman Emperor, 1552-1612"
18258,lcsh,"Frederick William I of Prussia, 1688-1740"
18258,lcsh,"Nettelbeck, Joachim Christian, 1738-1824"
18258,lcsh,"Charles Augustus, Grand Duke of Saxe-Weimar-Eisenach, 1757-1828"
18258,lcsh,Germany -- Biography
18258,lcsh,"Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634"
18258,lcc,CT
18258,lcc,DD
18259,lcsh,Fiction
18259,lcc,PS
18260,lcsh,Yorkshire (England) -- Social life and customs -- Fiction
18260,lcc,PR
18261,lcsh,Science fiction
18261,lcsh,Short stories
18261,lcsh,Epistolary fiction
18261,lcc,PS
18262,lcsh,Humorous stories
18262,lcsh,"Short stories, French"
18262,lcc,PQ
18263,lcsh,"Indians of North America -- Canada, Eastern -- Fiction"
18263,lcsh,New France -- Discovery and exploration -- Fiction
18263,lcc,PQ
18264,lcsh,War stories
18264,lcsh,Steamboats -- Juvenile fiction
18264,lcsh,"United States -- History -- Civil War, 1861-1865 -- Naval operations -- Juvenile fiction"
18264,lcc,PZ
18265,lcsh,Science -- Periodicals
18265,lcc,T
18266,lcsh,Theosophy
18266,lcsh,Death
18266,lcsh,Future life
18266,lcc,BP
18267,lcsh,Education
18267,lcsh,Classical philology
18267,lcc,B
18268,lcsh,Canadian poetry
18268,lcsh,Sea poetry
18268,lcc,PS
18269,lcsh,Apologetics
18269,lcsh,Philosophy
18269,lcc,B
18270,lcsh,Confession
18270,lcsh,Absolution
18270,lcc,BX
18271,lcsh,Mauritius -- Fiction
18271,lcsh,Black people -- France -- History -- 19th century -- Fiction
18271,lcsh,Plantation life -- Mauritius -- Fiction
18271,lcsh,Slave trade -- Mauritius -- Fiction
18271,lcc,PQ
18272,lcsh,Poetry
18272,lcc,PT
18273,lcsh,Ethnology -- Philippines -- Mindanao Island
18273,lcc,GN
18274,lcsh,Zoology
18274,lcc,QH
18275,lcsh,Friendship -- Juvenile fiction
18275,lcc,PZ
18276,lcsh,History
18276,lcsh,Literature
18276,lcc,PR
18277,lcsh,Oratory
18277,lcc,PN
18278,lcsh,Scotland -- Periodicals
18278,lcsh,England -- Periodicals
18278,lcc,AP
18279,lcsh,"Names, Indian -- North America"
18279,lcsh,"Names, Geographical -- New England"
18279,lcsh,Algonquian Indians -- Names
18279,lcc,F001
18280,lcsh,Fiction
18280,lcc,PR
18281,lcsh,Women -- Suffrage -- United States
18281,lcsh,"Anthony, Susan B. (Susan Brownell), 1820-1906 -- Trials, litigation, etc."
18281,lcsh,Election law -- United States
18281,lcc,KF
18282,lcsh,"Rizal, José, 1861-1896"
18282,lcc,DS
18283,lcsh,"Hecker, Isaac Thomas, 1819-1888"
18283,lcsh,Paulist Fathers -- United States -- Biography
18283,lcsh,Catholic Church -- United States -- History -- 19th century
18283,lcsh,Catholic converts -- United States -- Biography
18283,lcc,BX
18284,lcsh,Music -- History and criticism
18284,lcc,ML
18285,lcsh,Sanskrit drama -- Adaptations
18285,lcc,PK
18286,lcsh,Young women -- Fiction
18286,lcsh,Illegitimacy -- Fiction
18286,lcsh,Southern States -- Fiction
18286,lcc,PS
18287,lcsh,Poetry
18287,lcc,PR
18288,lcsh,Northern Nut Growers Association -- Periodicals
18288,lcsh,Nut trees -- Periodicals
18288,lcsh,Nuts -- Periodicals
18288,lcc,SB
18289,lcsh,Patagonia (Argentina and Chile) -- Description and travel
18289,lcsh,Argentina -- Discovery and exploration
18289,lcc,F2801
18290,lcsh,"Black Hawk, Sauk chief, 1767-1838"
18290,lcsh,"Black Hawk War, 1832"
18290,lcsh,"Keokuk, Sauk chief, 1780?-1848"
18290,lcsh,Sauk Indians -- History
18290,lcsh,Fox Indians -- History
18290,lcc,E011
18291,lcsh,Authors -- Fiction
18291,lcsh,Norway -- Fiction
18291,lcsh,Hunger -- Fiction
18291,lcsh,Starvation -- Fiction
18291,lcsh,Urban poor -- Fiction
18291,lcc,PT
18292,lcsh,"World War, 1914-1918 -- Personal narratives, English"
18292,lcc,D501
18293,lcsh,Children's literature -- Periodicals
18293,lcc,AP
18293,lcc,PZ
18294,lcsh,France -- Politics and government -- 1814-1830
18294,lcsh,France -- Politics and government -- 1830-1848
18294,lcsh,"Guizot, M. (François), 1787-1874"
18294,lcsh,France -- Foreign relations -- 1815-1848
18294,lcc,DC
18295,lcsh,France -- Politics and government -- 1814-1830
18295,lcsh,France -- Politics and government -- 1830-1848
18295,lcsh,"Guizot, M. (François), 1787-1874"
18295,lcsh,France -- Foreign relations -- 1815-1848
18295,lcc,DC
18296,lcsh,Sea stories
18296,lcsh,French fiction -- 19th century
18296,lcc,PQ
18297,lcsh,Greeley family
18297,lcsh,Chappaqua (N.Y.)
18297,lcc,PS
18298,lcsh,Agriculture
18298,lcsh,Zoology
18298,lcsh,Salmon
18298,lcc,QL
18299,lcsh,Norway -- History -- 1030-1397
18299,lcsh,"Haakon IV Haakonsson, King of Norway, 1204-1263"
18299,lcsh,Scandinavians
18299,lcsh,Scotland -- History -- To 1603
18299,lcc,PT
18300,lcsh,English wit and humor -- History and criticism
18300,lcsh,Wit and humor -- History and criticism
18300,lcc,PR
18301,lcsh,Finnish poetry
18301,lcc,PH
18302,lcsh,Detective and mystery stories
18302,lcsh,French fiction -- 19th century
18302,lcc,PQ
18303,lcsh,Poetry
18303,lcc,PH
18303,lcc,PT
18304,lcsh,Southern States -- Description and travel
18304,lcsh,Southern States -- Social life and customs
18304,lcc,F206
18305,lcsh,Celts -- Religion
18305,lcsh,"Mythology, Celtic"
18305,lcc,BL
18305,lcc,PB
