current_up_to,region_id,iso3_code,document_type,document_subtype,n_dois,with_ref,with_doi_ref,references,references_with_dois,references_with_doi_asserted_by_publisher,references_with_doi_asserted_by_crossref,citations_received,with_abstract,with_license,with_crossmark,with_crossmark_update,crossmark_updates,update_assertions,update_assertions_from_publisher,update_assertions_from_retraction_watch,with_textmining,with_status_info,acknowledges_funding,award_number_assertions,with_grant_id,grant_id_assertions,with_funder_id,funder_id_assertions,with_orcid,with_orcid_for_authors,with_orcid_for_chairs,with_orcid_for_editors,with_orcid_for_translators,orcid_assertions,orcid_for_authors_assertions,orcid_for_chairs_assertions,orcid_for_editors_assertions,orcid_for_translators_assertions,with_ror_id,with_ror_id_for_affiliations,with_ror_id_for_institutions,with_ror_id_for_funders,ror_id_assertions,ror_id_for_affiliations_assertions,ror_id_for_institutions_assertions,ror_id_for_funders_assertions,preprint_to_article_links,retractions
2025-09-30,ECS,UKR,posted-content,preprint,448,0,0,0,0,0,0,20,5,5,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,37,37,0,0,0,79,79,0,0,0,10,10,0,0,30,30,0,0,2,0
2025-09-30,ECS,UKR,proceedings,NA,1020,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UKR,proceedings-article,NA,26029,431,342,6435,3750,3694,56,1829,1972,136,0,0,0,0,0,0,267,NA,0,0,NA,0,0,0,7096,6750,812,20,0,11359,10130,1146,83,0,59,59,0,0,106,106,0,0,0,0
2025-09-30,ECS,UKR,proceedings-series,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UKR,report,NA,4601,2996,1213,36124,8386,7202,1184,5004,3554,0,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,471,470,0,5,0,736,731,0,5,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,book,NA,52,0,0,0,0,0,0,12,41,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,9,9,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,component,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,database,NA,8,1,1,5,2,0,2,0,0,3,0,0,0,0,0,0,3,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,journal,NA,129,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,journal-article,NA,34632,6426,3164,78197,14443,3787,10656,2265,30500,13478,30,0,0,0,0,0,21638,NA,0,0,NA,0,0,0,3981,3981,0,0,0,5460,5460,0,0,0,557,557,0,0,635,635,0,0,0,0
2025-09-30,ECS,UZB,journal-issue,NA,1003,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,journal-volume,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,proceedings,NA,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,proceedings-article,NA,1656,0,0,0,0,0,0,26,1016,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,UZB,report,NA,32,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,dissertation,NA,20,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,journal,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,journal-article,NA,685,262,114,7089,543,13,530,102,681,274,0,0,0,0,0,0,373,NA,0,0,NA,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,journal-issue,NA,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,journal-volume,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,proceedings,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,ECS,XKX,proceedings-article,NA,1138,0,0,0,0,0,0,178,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,book,NA,2626,0,0,0,0,0,0,1062,2172,989,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,97,70,4,27,1,185,137,4,43,1,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,book-chapter,NA,364,0,0,0,0,0,0,53,24,5,8,0,0,0,0,0,0,NA,0,0,NA,0,0,0,20,20,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,book-series,NA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,component,NA,934,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,database,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,0,0
2025-09-30,LCN,ARG,dataset,NA,92,0,0,0,0,0,0,7,0,92,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,dissertation,NA,7514,0,0,0,0,0,0,1023,7434,7070,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,journal,NA,200,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,journal-article,NA,107860,15483,13950,488511,250423,38529,211894,74159,78572,52198,172,1,1,1,1,0,87279,NA,139,131,NA,0,139,148,22436,22427,0,10,3,58221,58206,0,11,4,58,58,0,0,168,168,0,0,0,0
2025-09-30,LCN,ARG,journal-issue,NA,4031,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,0,2,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,journal-volume,NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,posted-content,other,106,2,1,58,14,0,14,16,2,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,103,103,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,posted-content,preprint,101,0,0,0,0,0,0,1,100,100,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,100,100,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-09-30,LCN,ARG,proceedings,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,proceedings-article,NA,160,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,report,NA,718,0,0,0,0,0,0,539,30,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,4,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,ARG,report-component,NA,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BHS,component,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BHS,grant,NA,490,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,490,490,1,1,0,0,0,1,1,0,0,0,116,116,0,0,186,186,0,0,0,0
2025-09-30,LCN,BHS,journal-article,NA,295,214,157,4474,1357,1322,35,320,24,0,0,0,0,0,0,0,252,NA,0,0,NA,0,0,0,89,89,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BLZ,journal,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BLZ,journal-article,NA,165,125,124,4002,2746,1911,835,85,161,91,0,0,0,0,0,0,90,NA,0,0,NA,0,0,0,51,51,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BLZ,journal-volume,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,book,NA,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,6,4,0,3,0,12,9,0,3,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,book-chapter,NA,42,33,33,592,281,275,6,3,35,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,33,33,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,database,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,journal,NA,34,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,5,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,journal-article,NA,6986,1901,1530,44076,20517,11308,9209,2746,6018,3710,607,534,533,533,533,0,5129,NA,4,3,NA,0,4,4,3209,3209,0,2,0,6940,6938,0,2,0,55,55,0,0,104,104,0,0,0,0
2025-09-30,LCN,BOL,journal-issue,NA,304,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BOL,journal-volume,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,book,NA,62887,1017,925,144587,28437,20597,7840,15142,13381,39,0,0,0,0,0,0,2,NA,0,0,NA,0,0,0,3753,2856,138,898,16,9200,6718,425,2041,16,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,book-chapter,NA,265506,8299,6324,379850,72175,57680,14495,13690,29044,410,0,0,0,0,0,0,18,NA,0,0,NA,0,0,0,8389,8373,1,39,1,24007,23947,2,57,1,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,book-section,NA,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,2,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,book-series,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,book-set,NA,78,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,11,4,0,8,0,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,component,NA,5875,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,database,NA,43,2,2,47,26,0,26,1,0,2,0,0,0,0,0,0,2,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0
2025-09-30,LCN,BRA,dataset,NA,14445,0,0,0,0,0,0,63,0,0,1,0,0,0,0,0,0,NA,12,12,NA,0,12,12,5,5,0,0,0,13,13,0,0,0,12,0,12,0,12,0,12,0,0,0
2025-09-30,LCN,BRA,dissertation,NA,261824,258,252,26296,8274,8163,111,18628,9102,0,0,0,0,0,0,0,80795,NA,0,0,NA,0,0,0,676,308,401,0,0,717,314,403,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,journal,NA,2672,0,0,0,0,0,0,813,0,1,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,journal-article,NA,1961570,537049,483975,15297618,7234304,522729,6711575,4286418,1404103,703379,11856,135,121,132,34,98,1101038,NA,7184,17728,NA,0,6378,15378,530025,529781,44,1363,44,1597955,1595304,68,2526,57,2578,2578,0,35,3952,3895,0,57,3,100
2025-09-30,LCN,BRA,journal-issue,NA,36605,2,2,100,12,0,12,709,0,8,1,1,1,1,1,0,10,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,journal-volume,NA,205,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,other,NA,189,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,peer-review,NA,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,98,98,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,posted-content,letter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,posted-content,preprint,5368,0,0,0,0,0,0,1357,4606,3820,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,3781,3781,0,0,0,7728,7728,0,0,0,0,0,0,0,0,0,0,0,36,0
2025-09-30,LCN,BRA,proceedings,NA,4864,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,proceedings-article,NA,255379,37313,19898,448699,183121,789,182332,25229,45944,2468,1,0,0,0,0,0,38861,NA,0,0,NA,0,0,0,6919,6910,35,6,1,15505,15459,35,10,1,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,proceedings-series,NA,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,report,NA,9694,13,7,144,27,19,8,1091,1269,26,0,0,0,0,0,0,26,NA,0,0,NA,0,0,0,3154,3153,1,5,0,8344,8337,1,6,0,1,1,1,0,18,17,1,0,0,0
2025-09-30,LCN,BRA,report-component,NA,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,report-series,NA,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRA,standard,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRB,journal,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,BRB,journal-article,NA,200,0,0,0,0,0,0,167,132,131,0,0,0,0,0,0,132,NA,0,0,NA,0,0,0,10,10,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,book,NA,1986,8,8,581,290,290,0,290,1798,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,56,44,0,14,1,105,81,0,23,1,37,37,0,0,154,154,0,0,0,0
2025-09-30,LCN,CHL,book-chapter,NA,390,24,23,767,365,365,0,13,135,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,282,282,0,0,5,611,606,0,0,5,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,book-set,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,component,NA,115,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,database,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,dataset,NA,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,dissertation,NA,6814,0,0,0,0,0,0,169,2842,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,10,10,0,0,0,13,13,0,0,0,3798,354,3798,0,4601,803,3798,0,0,0
2025-09-30,LCN,CHL,journal,NA,188,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,journal-article,NA,170160,4718,4187,127794,63949,25944,38005,263638,50875,24947,474,6,6,6,2,4,46754,NA,26,25,NA,0,17,22,16309,16298,0,12,2,36612,36597,0,13,2,202,202,0,6,432,426,0,6,0,4
2025-09-30,LCN,CHL,journal-issue,NA,2721,0,0,0,0,0,0,46,0,3,0,0,0,0,0,0,3,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,journal-volume,NA,28,1,1,23,21,21,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,posted-content,preprint,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,proceedings,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,proceedings-article,NA,994,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,193,193,0,0,0,452,452,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CHL,report,NA,402,1,1,79,44,44,0,43,372,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,17,17,0,0,0,36,36,0,0,0,2,2,2,0,4,2,2,0,0,0
2025-09-30,LCN,CHL,report-component,NA,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,book,NA,15016,482,335,36278,8757,8388,369,5371,7269,92,21,1,1,1,1,0,10,NA,80,0,NA,0,0,0,2664,2323,12,451,4,10550,9705,21,819,5,91,11,0,80,182,98,0,84,0,0
2025-09-30,LCN,COL,book-chapter,NA,10637,883,783,26448,6784,6334,450,2088,4557,66,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,2970,2970,0,0,0,6498,6498,0,0,0,5,5,0,0,15,15,0,0,0,0
2025-09-30,LCN,COL,book-series,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,book-set,NA,40,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,16,13,0,8,0,81,71,0,10,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,component,NA,900,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,database,NA,857,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,dataset,NA,199,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,7,7,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,dissertation,NA,6200,0,0,0,0,0,0,264,5244,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,12,12,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,journal,NA,932,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,journal-article,NA,235627,75057,66763,2396293,1108746,406784,701962,280248,190004,132181,28389,64,61,62,54,8,185889,NA,1107,497,NA,0,1098,1258,69078,69046,1,39,9,168687,168635,1,42,9,378,378,0,0,1085,1085,0,0,0,12
2025-09-30,LCN,COL,journal-issue,NA,5403,5,5,116,44,25,19,116,0,2,3,0,0,0,0,0,2,NA,0,0,NA,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,journal-volume,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,posted-content,other,43,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,posted-content,preprint,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,proceedings,NA,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,proceedings-article,NA,1955,15,4,242,11,7,4,169,1705,1,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,210,210,0,0,0,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,proceedings-series,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,report,NA,6774,858,821,24995,14464,14194,270,3141,3304,311,1049,30,31,31,31,0,0,NA,0,0,NA,0,0,0,886,870,1,20,0,1472,1447,1,24,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,report-component,NA,297,0,0,0,0,0,0,11,20,3,59,0,9,9,9,0,0,NA,0,0,NA,0,0,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,COL,report-series,NA,148,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CRI,book,NA,192,0,0,0,0,0,0,26,20,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,9,9,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CRI,component,NA,132,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CRI,database,NA,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,LCN,CRI,journal,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
