tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt0016123,movie,The Monster,The Monster,1925,86,"Comedy,Horror,Mystery",the monster,6.2,1412
tt0023236,movie,The Monster Walks,The Monster Walks,1932,57,"Horror,Mystery",the monster walks,4.1,1120
tt0031208,movie,The Human Monster,The Dark Eyes of London,1939,73,"Crime,Drama,Horror",the human monster,5.7,1579
tt0033879,movie,Man Made Monster,Man Made Monster,1941,59,"Drama,Horror,Romance",man made monster,6.1,1953
tt0033916,movie,The Monster and the Girl,The Monster and the Girl,1941,65,"Crime,Drama,Horror",the monster and the girl,6,799
tt0035009,movie,The Mad Monster,The Mad Monster,1942,77,"Drama,Horror,Romance",the mad monster,3.5,1969
tt0035124,movie,Night Monster,Night Monster,1942,73,"Adventure,Crime,Drama",night monster,6.1,1938
tt0035489,movie,The Undying Monster,The Undying Monster,1942,63,"Drama,Horror,Mystery",the undying monster,6.1,1588
tt0036999,movie,The Lady and the Monster,The Lady and the Monster,1944,86,"Horror,Sci-Fi,Thriller",the lady and the monster,5.7,504
tt0037084,movie,The Monster Maker,The Monster Maker,1944,62,"Horror,Sci-Fi",the monster maker,4.8,1285
tt0037301,movie,The Soul of a Monster,The Soul of a Monster,1944,61,"Drama,Horror,Romance",the soul of a monster,4.9,289
tt0037927,movie,The Monster and the Ape,The Monster and the Ape,1945,295,"Action,Adventure,Horror",the monster and the ape,5.6,112
tt0038007,movie,The Purple Monster Strikes,The Purple Monster Strikes,1945,201,"Action,Sci-Fi",the purple monster strikes,6.3,214
tt0042600,movie,The Invisible Monster,The Invisible Monster,1950,167,"Action,Adventure,Crime",the invisible monster,4.6,267
tt0046026,movie,The Magnetic Monster,The Magnetic Monster,1953,76,"Horror,Sci-Fi",the magnetic monster,5.8,1998
tt0046097,movie,The Island Monster,Il mostro dell'isola,1954,87,"Crime,Thriller",the island monster,2.8,489
tt0046248,movie,Robot Monster,Robot Monster,1953,66,"Comedy,Family,Horror",robot monster,3,5538
tt0046802,movie,The Bowery Boys Meet the Monsters,The Bowery Boys Meet the Monsters,1954,65,"Comedy,Horror,Sci-Fi",the bowery boys meet the monsters,5.9,806
tt0047244,movie,Monster from the Ocean Floor,Monster from the Ocean Floor,1954,64,"Horror,Sci-Fi",monster from the ocean floor,3.8,1062
tt0047898,movie,Bride of the Monster,Bride of the Monster,1955,69,"Horror,Sci-Fi",bride of the monster,4.1,7811
tt0050143,movie,The Astounding She-Monster,The Astounding She-Monster,1957,62,"Crime,Horror,Sci-Fi",the astounding shemonster,3.6,1114
tt0050147,movie,Attack of the Crab Monsters,Attack of the Crab Monsters,1957,63,"Horror,Sci-Fi",attack of the crab monsters,4.9,3980
tt0050720,movie,The Monolith Monsters,The Monolith Monsters,1957,77,"Drama,Horror,Sci-Fi",the monolith monsters,6.4,4135
tt0050722,movie,The Monster That Challenged the World,The Monster That Challenged the World,1957,84,"Horror,Sci-Fi,Thriller",the monster that challenged the world,5.7,3256
tt0050723,movie,Monster from Green Hell,Monster from Green Hell,1957,71,"Horror,Sci-Fi",monster from green hell,3.7,1413
tt0051063,movie,Teenage Monster,Teenage Monster,1957,65,"Horror,Sci-Fi,Western",teenage monster,3.7,415
tt0051576,movie,The Electronic Monster,Escapement,1958,76,"Crime,Horror,Mystery",the electronic monster,4.7,227
tt0051746,movie,How to Make a Monster,How to Make a Monster,1958,73,"Horror,Sci-Fi",how to make a monster,5.5,1572
tt0051756,movie,I Married a Monster from Outer Space,I Married a Monster from Outer Space,1958,78,"Horror,Sci-Fi",i married a monster from outer space,6.3,3183
tt0051935,movie,Missile Monsters,Missile Monsters,1958,75,Sci-Fi,missile monsters,4.6,46
tt0051947,movie,The Monster of Piedras Blancas,The Monster of Piedras Blancas,1959,71,"Horror,Sci-Fi",the monster of piedras blancas,5.3,1185
tt0051948,movie,Monster on the Campus,Monster on the Campus,1958,77,"Horror,Sci-Fi",monster on the campus,5.8,2150
tt0052667,movie,"Caltiki, the Immortal Monster",Caltiki il mostro immortale,1959,77,"Adventure,Horror,Sci-Fi",caltiki the immortal monster,5.9,1685
tt0052846,movie,The Giant Gila Monster,The Giant Gila Monster,1959,74,"Horror,Sci-Fi,Thriller",the giant gila monster,3.7,4438
tt0053102,movie,The Ship of Monsters,La nave de los monstruos,1960,81,"Comedy,Horror,Sci-Fi",the ship of monsters,6.3,476
tt0053692,tvMovie,The Cape Canaveral Monsters,The Cape Canaveral Monsters,1960,69,"Horror,Sci-Fi",the cape canaveral monsters,3.5,457
tt0057155,movie,The Blancheville Monster,Horror,1963,88,Horror,the blancheville monster,5.4,888
tt0057323,movie,The Monsters,I mostri,1963,87,Comedy,the monsters,7.4,2821
tt0058377,movie,The Monster of the Opera,Il mostro dell'opera,1964,84,Horror,the monster of the opera,5.3,257
tt0058544,movie,"Ghidorah, the Three-Headed Monster",San Daikaijû Chikyû Saidai no Kessen,1964,85,"Action,Adventure,Fantasy",ghidorah the threeheaded monster,6.5,8302
tt0058954,movie,The Beach Girls and the Monster,The Beach Girls and the Monster,1965,70,Horror,the beach girls and the monster,3.4,1135
tt0059080,movie,Gamera: The Giant Monster,Daikaijû Gamera,1965,81,"Action,Horror,Sci-Fi",gamera the giant monster,5.2,3924
tt0059199,movie,Frankenstein Meets the Spacemonster,Frankenstein Meets the Spacemonster,1965,79,"Horror,Sci-Fi",frankenstein meets the spacemonster,3.8,1838
tt0059346,movie,Invasion of Astro-Monster,Kaijû daisensô,1965,93,"Action,Adventure,Sci-Fi",invasion of astromonster,6.2,7789
tt0059382,movie,The Lemon Grove Kids Meet the Monsters,The Lemon Grove Kids Meet the Monsters,1968,78,"Adventure,Comedy,Crime",the lemon grove kids meet the monsters,4.2,252
tt0059464,movie,Monster a Go-Go,Monster a Go-Go,1965,68,"Horror,Sci-Fi",monster a gogo,1.8,10106
tt0059465,movie,"Die, Monster, Die!","Die, Monster, Die!",1965,80,"Horror,Mystery,Sci-Fi",die monster die,5.6,3804
tt0060243,tvMovie,The Claw Monsters,The Claw Monsters,1966,100,"Action,Sci-Fi",the claw monsters,3.6,15
tt0060741,movie,The Navy vs. the Night Monsters,The Navy vs. the Night Monsters,1966,87,"Horror,Sci-Fi",the navy vs the night monsters,3.7,833
tt0060990,tvMovie,Slaves of the Invisible Monster,Slaves of the Invisible Monster,1966,100,Sci-Fi,slaves of the invisible monster,3.6,16
tt0061432,movie,Kiss Me Monster,"Küss mich, Monster",1969,75,"Adventure,Horror,Mystery",kiss me monster,4.4,779
tt0061549,movie,"Yongary, Monster from the Deep",Daegoesu Yonggari,1967,80,"Adventure,Drama,Fantasy",yongary monster from the deep,3.8,1767
tt0061550,movie,Gappa the Triphibian Monster,Daikyojû Gappa,1967,90,"Action,Adventure,Comedy",gappa the triphibian monster,4.4,1782
tt0061931,movie,Mad Monster Party?,Mad Monster Party?,1967,94,"Animation,Comedy,Family",mad monster party,6.6,3644
tt0063172,movie,Destroy All Monsters,Kaijû sôshingeki,1968,88,"Action,Adventure,Sci-Fi",destroy all monsters,6.4,7972
tt0064373,movie,All Monsters Attack,Gojira Minira Gabara Ôru kaijû daishingeki,1969,70,"Adventure,Family,Fantasy",all monsters attack,3.9,5743
tt0064727,movie,Night of the Blood Monster,Il trono di fuoco,1970,84,"Biography,Horror",night of the blood monster,5.2,1606
tt0064932,movie,Santo and Blue Demon vs. the Monsters,Santo el enmascarado de plata y Blue Demon contra los monstruos,1970,85,"Action,Adventure,Fantasy",santo and blue demon vs the monsters,6,467
tt0065852,movie,Horror of the Blood Monsters,Horror of the Blood Monsters,1970,85,"Adventure,Horror,Sci-Fi",horror of the blood monsters,3.1,1151
tt0067278,movie,The Johnstown Monster,The Johnstown Monster,1971,54,"Comedy,Family",the johnstown monster,7.6,27
tt0067798,tvMovie,The Strange Monster of Strawberry Cove,The Strange Monster of Strawberry Cove,1971,90,"Adventure,Family,Mystery",the strange monster of strawberry cove,6.6,103
tt0068641,movie,"Girolimoni, the Monster of Rome","Girolimoni, il mostro di Roma",1972,98,"Crime,Drama,History",girolimoni the monster of rome,7.4,317
tt0068727,movie,"I, Monster","I, Monster",1971,75,Horror,i monster,5.7,2041
tt0069863,movie,Chabelo and Pepito vs. The Monsters,Chabelo y Pepito contra los monstruos,1973,90,"Comedy,Family,Horror",chabelo and pepito vs the monsters,5.9,230
tt0070119,movie,Godmonster of Indian Flats,Godmonster of Indian Flats,1973,89,"Drama,Horror,Western",godmonster of indian flats,3.6,940
tt0070641,movie,Slap the Monster on Page One,Sbatti il mostro in prima pagina,1972,86,"Drama,Mystery,Thriller",slap the monster on page one,7.4,1643
tt0071519,movie,Frankenstein and the Monster from Hell,Frankenstein and the Monster from Hell,1974,93,"Horror,Sci-Fi",frankenstein and the monster from hell,6.3,4451
tt0073393,movie,The Milpitas Monster,The Milpitas Monster,1976,80,"Horror,Sci-Fi,Thriller",the milpitas monster,3.6,494
tt0073427,movie,The Mysterious Monsters,The Mysterious Monsters,1975,86,Documentary,the mysterious monsters,6.4,312
tt0075888,movie,The Crater Lake Monster,The Crater Lake Monster,1977,85,"Adventure,Crime,Fantasy",the crater lake monster,3.6,1719
tt0080859,tvMovie,The Henderson Monster,The Henderson Monster,1980,105,Drama,the henderson monster,5.2,83
tt0081178,movie,The Monster Club,The Monster Club,1981,104,"Comedy,Horror,Musical",the monster club,5.9,4719
tt0081675,movie,Gamera: Super Monster,Uchu kaijû Gamera,1980,92,"Action,Family,Sci-Fi",gamera super monster,3.6,1171
tt0082769,movie,Mystery on Monster Island,Misterio en la isla de los monstruos,1981,105,"Adventure,Comedy,Horror",mystery on monster island,3.8,1076
tt0084314,tvMovie,Mazes and Monsters,Mazes and Monsters,1982,101,"Adventure,Drama,Fantasy",mazes and monsters,4.2,4415
tt0085830,movie,Legend of Dinosaurs and Monster Birds,Kyôryû kaichô no densetsu,1977,92,"Horror,Sci-Fi",legend of dinosaurs and monster birds,4.2,814
tt0087616,movie,Monster Dog,Leviatán,1984,84,"Horror,Music",monster dog,4.4,1640
tt0088751,movie,The Naked Monster,The Naked Monster,2005,100,"Comedy,Horror,Sci-Fi",the naked monster,5.2,356
tt0089676,movie,"Nessie, das verrückteste Monster der Welt","Nessie, das verrückteste Monster der Welt",1985,83,"Adventure,Comedy",nessie das verrückteste monster der welt,3.5,28
tt0091544,movie,Monster in the Closet,Monster in the Closet,1986,90,"Comedy,Horror,Sci-Fi",monster in the closet,4.9,3047
tt0093560,movie,The Monster Squad,The Monster Squad,1987,82,"Action,Comedy,Fantasy",the monster squad,6.9,36216
tt0094094,movie,Season of Monsters,Szörnyek évadja,1987,100,Drama,season of monsters,6.3,177
tt0095886,tvMovie,Police Story: Monster Manor,Police Story: Monster Manor,1988,95,Drama,police story monster manor,5.9,79
tt0097758,movie,Little Monsters,Little Monsters,1989,100,"Adventure,Comedy,Family",little monsters,6,14533
tt0097905,movie,Monster High,Monster High,1989,84,"Comedy,Horror,Sci-Fi",monster high,3.5,738
tt0102467,movie,Monster in a Box,Monster in a Box,1992,87,"Comedy,Drama",monster in a box,7.5,884
tt0103332,movie,The Blue Jean Monster,Jeuk ngau jai foo dik Jung Kwai,1991,94,"Comedy,Horror,Sci-Fi",the blue jean monster,6.1,239
tt0104910,tvMovie,Monster in My Pocket: The Big Scream,Monster in My Pocket: The Big Scream,1992,23,"Adventure,Animation,Comedy",monster in my pocket the big scream,6.5,71
tt0108223,video,Stepmonster,Stepmonster,1993,85,"Comedy,Horror",stepmonster,5.2,649
tt0110570,movie,The Monster,Il mostro,1994,112,"Comedy,Crime,Mystery",the monster,7.3,11584
tt0113105,movie,Monster Mash: The Movie,Monster Mash: The Movie,1995,82,"Comedy,Horror,Musical",monster mash the movie,4,268
tt0113106,movie,Frankenstein's Planet of Monsters!,Frankenstein's Planet of Monsters!,1995,50,Sci-Fi,frankensteins planet of monsters,5,43
tt0119744,movie,Mystery Monsters,Mystery Monsters,1997,81,"Family,Fantasy,Sci-Fi",mystery monsters,4.2,215
tt0120684,movie,Gods and Monsters,Gods and Monsters,1998,105,"Biography,Drama",gods and monsters,7.3,33117
tt0125968,movie,Operation 'The Monster',Operatiunea 'Monstrul',1976,102,Comedy,operation the monster,8.6,1477
tt0126456,movie,The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,1964,74,"Comedy,Horror",the monster of camp sunshine or how i learned to stop worrying and love nature,3.9,563
tt0127512,movie,Devil Monster,Devil Monster,1946,60,"Adventure,Horror",devil monster,2.1,296
tt0129968,movie,The Green-Eyed Monster,The Green-Eyed Monster,1919,50,"Action,Adventure,Crime",the greeneyed monster,2.7,30
tt0138454,movie,Freundinnen und andere Monster,Freundinnen und andere Monster,1998,89,Comedy,freundinnen und andere monster,5.7,84
tt0139404,movie,King Monster,King Monster,1976,87,"Adventure,Family,Sci-Fi",king monster,6.1,23
tt0141716,movie,Party Monster,Party Monster,1998,57,"Biography,Documentary",party monster,7.2,1790
tt0145911,movie,The Monster of Highgate Ponds,The Monster of Highgate Ponds,1961,59,"Animation,Family,Fantasy",the monster of highgate ponds,5.8,144
tt0149071,movie,The Monster,Shabah-e kazhdom,1987,110,Drama,the monster,6.7,131
tt0155815,movie,Kraa! The Sea Monster,Kraa! The Sea Monster,1998,69,Sci-Fi,kraa the sea monster,3.5,455
tt0155881,video,Monster in the Garage,Monster in the Garage,1997,NA,"Horror,Sci-Fi",monster in the garage,6.3,31
tt0159730,movie,The Sex Monster,The Sex Monster,1999,97,Comedy,the sex monster,5.1,2945
tt0160113,movie,Friendly Monsters of the Deep,Cari mostri del mare,1977,97,Documentary,friendly monsters of the deep,7.3,10
tt0162999,tvMovie,I Married a Monster,I Married a Monster,1998,90,"Horror,Sci-Fi",i married a monster,4.2,248
tt0165884,movie,The Monster,The Monster,1999,NA,NA,the monster,5,63
tt0173628,movie,"Aliens, Dragons, Monsters and Me","Aliens, Dragons, Monsters, & Me",1983,60,Documentary,aliens dragons monsters and me,7.9,26
tt0179484,video,Teenage U.F.O. Rock 'n' Roll Monster Show,Teenage U.F.O. Rock 'n' Roll Monster Show,1993,120,Documentary,teenage ufo rock n roll monster show,6.8,14
tt0180847,video,Monsters & Maniacs,Monsters & Maniacs,1988,110,"Comedy,Drama,Fantasy",monsters  maniacs,5.4,30
tt0183223,video,I Was a 'Doctor Who' Monster,I Was a 'Doctor Who' Monster,1996,55,"Documentary,Sci-Fi",i was a doctor who monster,6.6,36
tt0185936,tvMovie,Matthew Blackheart: Monster Smasher,Matthew Blackheart: Monster Smasher,2002,94,"Action,Comedy,Horror",matthew blackheart monster smasher,4.6,254
tt0188071,movie,The Monster of Florence,Il mostro di Firenze,1986,103,"Crime,Mystery,Thriller",the monster of florence,5.1,298
tt0191244,movie,Blood Beast of Monster Mountain,The Legend of McCullough's Mountain,1975,76,Horror,blood beast of monster mountain,3.5,72
tt0197230,video,An American Tail: The Mystery of the Night Monster,An American Tail: The Mystery of the Night Monster,1999,78,"Adventure,Animation,Family",an american tail the mystery of the night monster,5.7,1444
tt0197521,movie,Godzilla: King of the Monsters!,"Godzilla, King of the Monsters!",1956,80,"Action,Horror,Sci-Fi",godzilla king of the monsters,6.3,9045
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",2001,92,"Adventure,Animation,Comedy",monsters inc,8.1,1001897
tt0200301,movie,Yokai Monsters: 100 Monsters,Yôkai hyaku monogatari,1968,79,Horror,yokai monsters 100 monsters,6.5,1024
tt0202250,video,Attack of the Super Monsters,Attack of the Super Monsters,1982,83,"Animation,Drama,Sci-Fi",attack of the super monsters,4,326
tt0202627,movie,Yokai Monsters: Along with Ghosts,Tôkaidô obake dôchû,1969,78,"Action,Horror,Mystery",yokai monsters along with ghosts,6.3,481
tt0203541,tvMovie,The Green Monster,The Green Monster,1999,NA,"Biography,Documentary",the green monster,7.8,15
tt0204676,movie,That Little Monster,That Little Monster,1994,56,"Adventure,Comedy,Crime",that little monster,5.4,233
tt0204713,movie,Ultraman: Monster Big Battle,Urutoraman - Kaijû daikessen,1979,100,"Action,Fantasy,Sci-Fi",ultraman monster big battle,6.6,46
tt0205270,movie,The Monsters of Babaloo,Os Monstros de Babaloo,1970,100,Comedy,the monsters of babaloo,6.8,79
tt0210180,tvMovie,Monster!,Monster!,1999,95,"Horror,Sci-Fi",monster,5,550
tt0227855,movie,Monster Heaven: Ghost Hero,Youkai tengoku: Ghost Hero,1990,75,NA,monster heaven ghost hero,5.8,65
tt0228037,movie,Attack of the Bat Monsters,Attack of the Bat Monsters,1999,92,Comedy,attack of the bat monsters,7.7,79
tt0242647,movie,Marley's Revenge: The Monster Movie,Marley's Revenge: The Monster Movie,1989,83,"Comedy,Horror",marleys revenge the monster movie,5.2,50
tt0243433,movie,My Lovely Monster,My Lovely Monster,1991,84,"Comedy,Horror",my lovely monster,5.3,20
tt0248977,movie,Manbeast! Myth or Monster?,Manbeast! Myth or Monster?,1978,62,"Documentary,Mystery",manbeast myth or monster,6.4,40
tt0263759,video,Monster Mash,Monster Mash,2000,64,"Animation,Comedy,Family",monster mash,6.1,161
tt0270954,tvMovie,Monster of Frankenstein,Kyofu densetsu: Kaiki! Furankenshutain,1981,98,"Animation,Drama,Family",monster of frankenstein,6.1,249
tt0278089,movie,Terror of Prehistoric Bloody Monster from Space,Terror of Prehistoric Bloody Monster from Space,1998,81,"Comedy,Horror,Sci-Fi",terror of prehistoric bloody monster from space,5.3,69
tt0279112,movie,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Gojira Mosura Kingu Gidora Daikaijû sôkôgeki,2001,105,"Action,Adventure,Drama",godzilla mothra and king ghidorah giant monsters allout attack,7,7355
tt0281919,tvMovie,How to Make a Monster,How to Make a Monster,2001,91,"Horror,Sci-Fi,Thriller",how to make a monster,4.5,1895
tt0283488,video,The Mini-Monsters: Adventures at Camp Mini-Mon,The Mini-Monsters: Adventures at Camp Mini-Mon,1987,33,"Animation,Comedy,Fantasy",the minimonsters adventures at camp minimon,7.4,10
tt0285742,movie,Monster's Ball,Monster's Ball,2001,111,"Drama,Romance",monsters ball,7,95215
tt0285756,video,Monster by Moonlight! The Immortal Saga of 'The Wolf Man',Monster by Moonlight! The Immortal Saga of 'The Wolf Man',1999,33,"Documentary,Horror,Short",monster by moonlight the immortal saga of the wolf man,6.8,261
tt0286948,tvMovie,Sea Monsters: Search for the Giant Squid,Sea Monsters: Search for the Giant Squid,1998,55,Documentary,sea monsters search for the giant squid,6.9,41
tt0288634,video,The Monster Man,The Monster Man,2001,109,NA,the monster man,3.9,78
tt0289098,tvMovie,Bride of Monster Mania,Bride of Monster Mania,2000,50,"Documentary,Horror",bride of monster mania,7,75
tt0291358,movie,Monsters,Monsters,2001,NA,NA,monsters,4.3,21
tt0297292,tvMovie,Monster Mania,Monster Mania,1997,62,"Comedy,Documentary,Drama",monster mania,7.4,116
tt0297749,tvMovie,Attack of the 50 Foot Monster Mania,Attack of the 50 Foot Monster Mania,1999,56,"Documentary,Horror",attack of the 50 foot monster mania,7.3,152
tt0304033,movie,For Those About to Rock: Monsters in Moscow,For Those About to Rock: Monsters in Moscow,1992,84,"Documentary,Music",for those about to rock monsters in moscow,9,249
tt0305647,movie,Big Head Monster,Hung bou yit sin ji Dai tao gwai ying,2001,89,"Horror,Mystery",big head monster,5.3,275
tt0308334,tvMovie,Green-Eyed Monster,Green-Eyed Monster,2001,100,"Crime,Drama,Mystery",greeneyed monster,6.4,99
tt0310551,video,100 Years of Horror: The Monster Makers,100 Years of Horror: The Monster Makers,1996,NA,"Documentary,Horror,Sci-Fi",100 years of horror the monster makers,6.1,40
tt0311450,movie,The Loch Ness Monster: Proof at Last!,The Loch Ness Monster: Proof at Last!,1936,NA,Documentary,the loch ness monster proof at last,5.6,26
tt0314724,video,"Stan Lee's Mutants, Monsters & Marvels","Stan Lee's Mutants, Monsters & Marvels",2002,95,Documentary,stan lees mutants monsters  marvels,7,948
tt0318821,movie,The Monster,El wahsh,1954,115,"Action,Crime,Drama",the monster,6.6,114
tt0320244,movie,Party Monster,Party Monster,2003,98,"Biography,Crime,Drama",party monster,6.2,17443
tt0321539,video,Bud Abbott and Lou Costello Meet the Monsters!,Bud Abbott and Lou Costello Meet the Monsters!,2000,34,Short,bud abbott and lou costello meet the monsters,7.2,260
tt0322326,video,The Frankenstein Files: How Hollywood Made a Monster,The Frankenstein Files: How Hollywood Made a Monster,2002,45,"Documentary,Horror,Short",the frankenstein files how hollywood made a monster,7.1,361
tt0323288,tvMovie,Monster Hunters,Monster Hunters,2002,100,Documentary,monster hunters,4.9,16
tt0326426,video,The World of Gods and Monsters: A Journey with James Whale,The World of Gods and Monsters: A Journey with James Whale,1999,29,"Documentary,Short",the world of gods and monsters a journey with james whale,7.2,179
tt0331632,movie,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure,Comedy,Family",scoobydoo 2 monsters unleashed,5.3,66656
tt0333941,tvMovie,"Monsters, Madmen & Machines: 80 Years of Science Fiction","Monsters, Madmen & Machines: 80 Years of Science Fiction",1983,45,"Documentary,Drama,Fantasy",monsters madmen  machines 80 years of science fiction,5.2,17
tt0340855,movie,Monster,Monster,2003,109,"Biography,Crime,Drama",monster,7.3,164888
tt0345841,movie,Rainbow Bird & Monster Man,Rainbow Bird & Monster Man,2002,52,NA,rainbow bird  monster man,8.2,15
tt0349638,video,Jack Pierce: The Man Behind the Monsters,Jack Pierce: The Man Behind the Monsters,2002,72,"Biography,Documentary",jack pierce the man behind the monsters,7.2,33
tt0349835,movie,Monsters,Monstry,1993,89,"Sci-Fi,Thriller",monsters,2.6,169
tt0356649,video,Godzilla and Other Movie Monsters,Godzilla and Other Movie Monsters,1998,88,Documentary,godzilla and other movie monsters,5.9,81
tt0363827,tvMovie,Monster Makers,Monster Makers,2003,88,"Family,Fantasy,Sci-Fi",monster makers,5,299
tt0365513,movie,Monster Man,Monster Man,2003,95,"Adventure,Comedy,Horror",monster man,5.6,5282
tt0369735,movie,Monster-in-Law,Monster-in-Law,2005,101,"Comedy,Romance",monsterinlaw,5.6,66454
tt0369903,video,Scooby-Doo and the Monster of Mexico,Scooby-Doo! and the Monster of Mexico,2003,75,"Adventure,Animation,Comedy",scoobydoo and the monster of mexico,6.3,5104
tt0375095,video,Stan Winston: Monster Mogul,Stan Winston: Monster Mogul,2003,5,"Documentary,Horror,Short",stan winston monster mogul,5.2,60
tt0375116,movie,The World's Greatest Monster,Svjetsko cudoviste,2003,72,Drama,the worlds greatest monster,7.4,47
tt0376927,movie,The Monster of Toros,Toros canavari,1961,93,Adventure,the monster of toros,4,28
tt0382282,tvMovie,The Search for the Loch Ness Monster,The Search for the Loch Ness Monster,2003,NA,Documentary,the search for the loch ness monster,4.8,17
tt0382856,tvMovie,Monster Island,Monster Island,2004,92,"Adventure,Comedy,Horror",monster island,3.6,1429
tt0383593,movie,The Return of the Forest Monster,The Return of the Forest Monster,2003,75,"Comedy,Horror",the return of the forest monster,6.4,45
tt0385880,movie,Monster House,Monster House,2006,91,"Animation,Comedy,Family",monster house,6.7,143024
tt0387412,movie,Metallica: Some Kind of Monster,Metallica: Some Kind of Monster,2004,84,"Documentary,Music",metallica some kind of monster,7.5,20587
tt0390053,tvMovie,"Godzilla, King of the Monsters","Godzilla, King of the Monsters",1998,39,Documentary,godzilla king of the monsters,6.7,136
tt0391160,tvMovie,Frankenstein: Birth of a Monster,Frankenstein: Birth of a Monster,2003,70,Drama,frankenstein birth of a monster,7,57
tt0393494,video,Monstersdotcom,Monstersdotcom,2003,82,Horror,monstersdotcom,7.9,18
tt0397538,movie,Monster Road,Monster Road,2004,80,"Animation,Documentary",monster road,7.7,213
tt0399365,movie,Monsterthursday,Monstertorsdag,2004,99,"Drama,Romance,Sport",monsterthursday,6.3,784
tt0399790,movie,Treasure Island Kids: The Monster of Treasure Island,Treasure Island Kids: The Monster of Treasure Island,2006,86,"Adventure,Family",treasure island kids the monster of treasure island,4.4,89
tt0400673,video,My Pet Monster,My Pet Monster,1986,60,"Comedy,Family,Fantasy",my pet monster,4.5,393
tt0407951,video,Lord Zedd's Monster Heads: The Greatest Villains of the Mighty Morphin Power Rangers,Lord Zedd's Monster Heads: The Greatest Villains of the Mighty Morphin Power Rangers,1995,30,"Action,Comedy,Family",lord zedds monster heads the greatest villains of the mighty morphin power rangers,6.5,73
tt0409429,tvMovie,Van Helsing: The Man and the Monsters,Van Helsing: The Man and the Monsters,2004,60,Documentary,van helsing the man and the monsters,6.9,76
tt0410125,video,Jan-Gel 3: Hillbilly Monster,Jan-Gel 3: Hillbilly Monster,2003,82,Horror,jangel 3 hillbilly monster,3.6,84
tt0418141,video,Scooby-Doo and the Loch Ness Monster,Scooby-Doo and the Loch Ness Monster,2004,74,"Adventure,Animation,Comedy",scoobydoo and the loch ness monster,6.6,6197
tt0421593,movie,Lover of the Monster,Le amanti del mostro,1974,83,Horror,lover of the monster,4.8,214
tt0422347,movie,Greasepaint and Gore: The Hammer Monsters of Phil Leakey,Greasepaint and Gore: The Hammer Monsters of Phil Leakey,2004,80,Documentary,greasepaint and gore the hammer monsters of phil leakey,8.1,16
tt0428836,tvMovie,Monsterama: A Tribute to Horror Hosts,Monsterama: A Tribute to Horror Hosts,2004,NA,"Comedy,Documentary,Drama",monsterama a tribute to horror hosts,7.4,13
tt0432958,video,Monster Mountain,Monster Mountain,2012,91,"Horror,Sci-Fi",monster mountain,3.3,105
tt0438249,video,Monsterama Sci-Fi Late Night Creature Feature Show Vol. 1,Monsterama Sci-Fi Late Night Creature Feature Show Vol. 1,1996,NA,"Horror,Sci-Fi",monsterama scifi late night creature feature show vol 1,6.3,16
tt0439182,movie,Four Eyed Monsters,Four Eyed Monsters,2005,85,"Comedy,Drama,Fantasy",four eyed monsters,6.2,1240
tt0439530,video,Dave Gahan: Live Monsters,Dave Gahan: Live Monsters,2004,74,"Documentary,Music",dave gahan live monsters,8.5,79
tt0439553,video,Dylan Moran: Monster,Dylan Moran: Monster,2004,85,Comedy,dylan moran monster,8.4,1668
tt0453343,video,Based on a True Story: The Making of 'Monster',Based on a True Story: The Making of 'Monster',2004,15,"Documentary,Short",based on a true story the making of monster,5.8,63
tt0456627,movie,Reigo: The Deep-Sea Monster vs. The Battleship Yamato,Shinkaijû Reigô,2005,81,"Action,Fantasy,Sci-Fi",reigo the deepsea monster vs the battleship yamato,3.8,222
tt0462432,video,Monsters of the UFO,Monsters of the UFO,2005,44,"Sci-Fi,Short",monsters of the ufo,7.5,21
tt0462580,video,Monster Night,Monster Night,2006,90,"Adventure,Comedy,Family",monster night,3.6,307
tt0466505,movie,Space Monster Wangmagwi,Ujugoe-in wangmagwi,1967,82,"Horror,Sci-Fi",space monster wangmagwi,5.1,141
tt0467472,video,Monster Kid Home Movies,Monster Kid Home Movies,2005,NA,"Drama,Fantasy,Horror",monster kid home movies,8.6,51
tt0487930,video,Mutant Slabs and Monster Barrels,Mutant Slabs and Monster Barrels,1992,45,NA,mutant slabs and monster barrels,8.8,31
tt0496595,movie,Xuxinha and Guto Against the Space Monsters,Xuxinha e Guto Contra os Monstros do Espaço,2005,85,"Animation,Family,Musical",xuxinha and guto against the space monsters,2.7,739
tt0497532,tvMovie,"Bagi, the Monster of Mighty Nature",Daishizen no majû Bagi,1984,90,"Action,Adventure,Animation",bagi the monster of mighty nature,6.5,213
tt0790678,tvMovie,The Green Monster: It Came from the River,The Green Monster: It Came from the River,2006,29,Documentary,the green monster it came from the river,9.1,19
tt0801344,movie,The Monster of Phantom Lake,The Monster of Phantom Lake,2006,97,"Comedy,Horror,Sci-Fi",the monster of phantom lake,5.2,235
