gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,Epee Individual B,Gold,HU Daoliang,CHN,NA,NA,Fencing,2008,NA
Men,Epee Individual B,Silver,BEZYAZYCHNY Mikalai,BLR,NA,NA,Fencing,2008,NA
Men,Epee Individual B,Bronze,SHENKEVYCH Serhiy,UKR,NA,NA,Fencing,2008,NA
Men,Foil Individual A,Gold,YE Ruyi,CHN,NA,NA,Fencing,2008,NA
Men,Foil Individual A,Silver,ZHANG Lei,CHN,NA,NA,Fencing,2008,NA
Men,Foil Individual A,Bronze,PENDER Dariusz,POL,NA,NA,Fencing,2008,NA
Men,Foil Individual B,Gold,HU Daoliang,CHN,NA,NA,Fencing,2008,NA
Men,Foil Individual B,Silver,FRANCOIS Laurent,FRA,NA,NA,Fencing,2008,NA
Men,Foil Individual B,Bronze,SZEKERES Pal,HUN,NA,NA,Fencing,2008,NA
Men,Sabre Individual A,Gold,YE Ruyi,CHN,NA,NA,Fencing,2008,NA
Men,Sabre Individual A,Silver,TIAN Jianquan,CHN,NA,NA,Fencing,2008,NA
Men,Sabre Individual A,Bronze,PELLEGRINI Alberto,ITA,NA,NA,Fencing,2008,NA
Men,Sabre Individual B,Gold,FRANCOIS Laurent,FRA,NA,NA,Fencing,2008,NA
Men,Sabre Individual B,Silver,HUI Charn Hung,HKG,NA,NA,Fencing,2008,NA
Men,Sabre Individual B,Bronze,SHENKEVYCH Serhiy,UKR,NA,NA,Fencing,2008,NA
Women,Epee Individual A,Gold,ZHANG Chuncui,CHN,NA,NA,Fencing,2008,NA
Women,Epee Individual A,Silver,YU Chui Yee,HKG,NA,NA,Fencing,2008,NA
Women,Epee Individual A,Bronze,FAN Pui Shan,HKG,NA,NA,Fencing,2008,NA
Women,Epee Individual B,Gold,CHAN Yui Chong,HKG,NA,NA,Fencing,2008,NA
Women,Epee Individual B,Silver,YAO Fang,CHN,NA,NA,Fencing,2008,NA
Women,Epee Individual B,Bronze,JANA Saysunee,THA,NA,NA,Fencing,2008,NA
Women,Foil Individual A,Gold,YU Chui Yee,HKG,NA,NA,Fencing,2008,NA
Women,Foil Individual A,Silver,ZHANG Chuncui,CHN,NA,NA,Fencing,2008,NA
Women,Foil Individual A,Bronze,FAN Pui Shan,HKG,NA,NA,Fencing,2008,NA
Women,Foil Individual B,Gold,CHAN Yui Chong,HKG,NA,NA,Fencing,2008,NA
Women,Foil Individual B,Silver,YAO Fang,CHN,NA,NA,Fencing,2008,NA
Women,Foil Individual B,Bronze,YE Hua,CHN,NA,NA,Fencing,2008,NA
Men,Epee Individual Cat. A,Gold,PENDER Dariusz,POL,NA,NA,Fencing,2012,NA
Men,Epee Individual Cat. A,Silver,NOBLE Romain,FRA,NA,NA,Fencing,2012,NA
Men,Epee Individual Cat. A,Bronze,BETTI Matteo,ITA,NA,NA,Fencing,2012,NA
Men,Epee Individual Cat. B,Gold,SILVA GUISSONE Jovane,BRA,NA,NA,Fencing,2012,NA
Men,Epee Individual Cat. B,Silver,TAM Chik Sum,HKG,NA,NA,Fencing,2012,NA
Men,Epee Individual Cat. B,Bronze,LATRECHE Alim,FRA,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. A,Gold,YE Ruyi,CHN,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. A,Silver,CHEN Yijun,CHN,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. A,Bronze,OSVATH Richard,HUN,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. B,Gold,HU Daoliang,CHN,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. B,Silver,DATSKO Anton,UKR,NA,NA,Fencing,2012,NA
Men,Foil Individual Cat. B,Bronze,LATRECHE Alim,FRA,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. A,Gold,CHEN Yijun,CHN,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. A,Silver,TIAN Jianquan,CHN,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. A,Bronze,CHAN Wing Kin,HKG,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. B,Gold,PLUTA Grzegorz,POL,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. B,Silver,CRATERE Marc-Andre,FRA,NA,NA,Fencing,2012,NA
Men,Sabre Individual Cat. B,Bronze,SARRI Alessio,ITA,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. A,Gold,YU Chui Yee,HKG,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. A,Silver,KRAJNYAK Zsuzsanna,HUN,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. A,Bronze,WU Baili,CHN,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. B,Gold,JANA Saysunee,THA,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. B,Silver,BRIESE-BAETKE Simone,GER,NA,NA,Fencing,2012,NA
Women,Epee Individual Cat. B,Bronze,CHAN Yui Chong,HKG,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. A,Gold,YU Chui Yee,HKG,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. A,Silver,WU Baili,CHN,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. A,Bronze,KRAJNYAK Zsuzsanna,HUN,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. B,Gold,YAO Fang,CHN,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. B,Silver,DANI Gyongyi,HUN,NA,NA,Fencing,2012,NA
Women,Foil Individual Cat. B,Bronze,MAKOWSKA Marta,POL,NA,NA,Fencing,2012,NA
Men,Foil Team Cat. Open,Gold,CHEN Yijun,CHN,China,1,Fencing,2012,NA
Men,Foil Team Cat. Open,Gold,HU Daoliang,CHN,China,2,Fencing,2012,NA
Men,Foil Team Cat. Open,Gold,YE Ruyi,CHN,China,3,Fencing,2012,NA
Men,Foil Team Cat. Open,Silver,LATRECHE Alim,FRA,France,1,Fencing,2012,NA
Men,Foil Team Cat. Open,Silver,LEMOINE Ludovic,FRA,France,2,Fencing,2012,NA
Men,Foil Team Cat. Open,Silver,TOKATLIAN Damien,FRA,France,3,Fencing,2012,NA
Men,Foil Team Cat. Open,Bronze,CHAN Wing Kin,HKG,Hong Kong,1,Fencing,2012,NA
Men,Foil Team Cat. Open,Bronze,CHUNG Ting Ching,HKG,Hong Kong,2,Fencing,2012,NA
Men,Foil Team Cat. Open,Bronze,WONG Tang Tat,HKG,Hong Kong,3,Fencing,2012,NA
Women,Epee Team Cat. Open,Gold,RONG Jing,CHN,China,1,Fencing,2012,NA
Women,Epee Team Cat. Open,Gold,WU Baili,CHN,China,2,Fencing,2012,NA
Women,Epee Team Cat. Open,Gold,YAO Fang,CHN,China,3,Fencing,2012,NA
Women,Epee Team Cat. Open,Silver,DANI Gyongyi,HUN,Hungary,1,Fencing,2012,NA
Women,Epee Team Cat. Open,Silver,JUHASZ Veronika,HUN,Hungary,2,Fencing,2012,NA
Women,Epee Team Cat. Open,Silver,KRAJNYAK Zsuzsanna,HUN,Hungary,3,Fencing,2012,NA
Women,Epee Team Cat. Open,Bronze,CHAN Yui Chong,HKG,Hong Kong,1,Fencing,2012,NA
Women,Epee Team Cat. Open,Bronze,FAN Pui Shan,HKG,Hong Kong,2,Fencing,2012,NA
Women,Epee Team Cat. Open,Bronze,YU Chui Yee,HKG,Hong Kong,3,Fencing,2012,NA
Men,Individual Epee Cat. A,Gold,SUN Gang,CHN,NA,NA,Fencing,2016,NA
Men,Individual Epee Cat. A,Silver,GILLIVER Piers,GBR,NA,NA,Fencing,2016,NA
Men,Individual Epee Cat. A,Bronze,TIAN Jianquan,CHN,NA,NA,Fencing,2016,NA
Men,Individual Epee Cat. B,Gold,PRANEVICH Andrei,BLR,NA,NA,Fencing,2016,NA
Men,Individual Epee Cat. B,Silver,ALI Ammar,IRQ,NA,NA,Fencing,2016,NA
Men,Individual Epee Cat. B,Bronze,"NAUMENKO Oleg",UKR,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. A,Gold,YE Ruyi,CHN,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. A,Silver,OSVATH Richard,HUN,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. A,Bronze,SUN Gang,CHN,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. B,Gold,FENG Yanke,CHN,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. B,Silver,HU Daoliang,CHN,NA,NA,Fencing,2016,NA
Men,Individual Foil Cat. B,Bronze,VALET Maxime,FRA,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. A,Gold,DEMCHUK Andrii,UKR,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. A,Silver,OSVATH Richard,HUN,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. A,Bronze,TIAN Jianquan,CHN,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. B,Gold,DATSKO Anton,UKR,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. B,Silver,TRIANTAFYLLOU Panagiotis,GRE,NA,NA,Fencing,2016,NA
Men,Individual Sabre Cat. B,Bronze,CASTRO Adrian,POL,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. A,Gold,ZOU Xufeng,CHN,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. A,Silver,BIAN Jing,CHN,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. A,Bronze,BREUS Yevheniia,UKR,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. B,Gold,ZHOU Jingjing,CHN,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. B,Silver,JANA Saysunee,THA,NA,NA,Fencing,2016,NA
Women,Individual Epee Cat. B,Bronze,CHAN Yui Chong,HKG,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. A,Gold,RONG Jing,CHN,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. A,Silver,YU Chui Yee,HKG,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. A,Bronze,KRAJNYAK Zsuzsanna,HUN,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. B,Gold,VIO Beatrice,ITA,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. B,Silver,ZHOU Jingjing,CHN,NA,NA,Fencing,2016,NA
Women,Individual Foil Cat. B,Bronze,YAO Fang,CHN,NA,NA,Fencing,2016,NA
Men,Epee Team,Gold,CITERNE Robert,FRA,France,1,Fencing,2016,NA
Men,Epee Team,Gold,NOBLE Romain,FRA,France,2,Fencing,2016,NA
Men,Epee Team,Gold,IFEBE Yannick,FRA,France,3,Fencing,2016,NA
Men,Epee Team,Silver,HU Daoliang,CHN,China,1,Fencing,2016,NA
Men,Epee Team,Silver,TIAN Jianquan,CHN,China,2,Fencing,2016,NA
Men,Epee Team,Silver,SUN Gang,CHN,China,3,Fencing,2016,NA
Men,Epee Team,Bronze,PENDER Dariusz,POL,Poland,1,Fencing,2016,NA
Men,Epee Team,Bronze,RZASA Kamil,POL,Poland,2,Fencing,2016,NA
Men,Epee Team,Bronze,"NALEWAJEK Michal",POL,Poland,3,Fencing,2016,NA
Men,Foil Team,Gold,HU Daoliang,CHN,China,1,Fencing,2016,NA
Men,Foil Team,Gold,YE Ruyi,CHN,China,2,Fencing,2016,NA
Men,Foil Team,Gold,SUN Gang,CHN,China,3,Fencing,2016,NA
Men,Foil Team,Silver,PENDER Dariusz,POL,Poland,1,Fencing,2016,NA
Men,Foil Team,Silver,GAWORSKI Jacek,POL,Poland,2,Fencing,2016,NA
Men,Foil Team,Silver,"NALEWAJEK Michal",POL,Poland,3,Fencing,2016,NA
Men,Foil Team,Bronze,LEMOINE Ludovic,FRA,France,1,Fencing,2016,NA
Men,Foil Team,Bronze,TOKATLIAN Damien,FRA,France,2,Fencing,2016,NA
Men,Foil Team,Bronze,VALET Maxime,FRA,France,3,Fencing,2016,NA
Women,Epee Team,Gold,RONG Jing,CHN,China,1,Fencing,2016,NA
Women,Epee Team,Gold,ZHOU Jingjing,CHN,China,2,Fencing,2016,NA
Women,Epee Team,Gold,ZOU Xufeng,CHN,China,3,Fencing,2016,NA
Women,Epee Team,Silver,CHAN Yui Chong,HKG,Hong Kong,1,Fencing,2016,NA
Women,Epee Team,Silver,YU Chui Yee,HKG,Hong Kong,2,Fencing,2016,NA
Women,Epee Team,Silver,NG Justine Charissa,HKG,Hong Kong,3,Fencing,2016,NA
Women,Epee Team,Bronze,DANI Gyongyi,HUN,Hungary,1,Fencing,2016,NA
Women,Epee Team,Bronze,KRAJNYAK Zsuzsanna,HUN,Hungary,2,Fencing,2016,NA
Women,Epee Team,Bronze,VERES Amarilla,HUN,Hungary,3,Fencing,2016,NA
Women,Foil Team,Gold,RONG Jing,CHN,China,4,Fencing,2016,NA
Women,Foil Team,Gold,ZHANG Chuncui,CHN,China,5,Fencing,2016,NA
Women,Foil Team,Gold,ZHOU Jingjing,CHN,China,6,Fencing,2016,NA
Women,Foil Team,Silver,DANI Gyongyi,HUN,Hungary,1,Fencing,2016,NA
Women,Foil Team,Silver,KRAJNYAK Zsuzsanna,HUN,Hungary,2,Fencing,2016,NA
Women,Foil Team,Silver,HAJMASI Eva Andrea,HUN,Hungary,3,Fencing,2016,NA
Women,Foil Team,Bronze,TRIGILIA Loredana,ITA,Italy,1,Fencing,2016,NA
Women,Foil Team,Bronze,VIO Beatrice,ITA,Italy,2,Fencing,2016,NA
Women,Foil Team,Bronze,MOGOS Andreea,ITA,Italy,3,Fencing,2016,NA
Men,-52 kg,Gold,DORE Alfred,USA,NA,NA,Powerlifting,1984,NA
Men,-52 kg,Silver,GRIFFIN Anthony,GBR,NA,NA,Powerlifting,1984,NA
Men,-60 kg,Gold,HOULE Dean,USA,NA,NA,Powerlifting,1984,NA
Men,-67.5 kg,Gold,ABALAIN Michel,FRA,NA,NA,Powerlifting,1984,NA
Men,-75 kg,Gold,OMAN Jonas,SWE,NA,NA,Powerlifting,1984,NA
Men,-75 kg,Silver,DIXON Juan,USA,NA,NA,Powerlifting,1984,NA
Men,-75 kg,Bronze,BELL Keith,GBR,NA,NA,Powerlifting,1984,NA
Men,-82.5 kg,Gold,ISAKSSON Roland,SWE,NA,NA,Powerlifting,1984,NA
Men,-82.5 kg,Silver,SLATER Al,CAN,NA,NA,Powerlifting,1984,NA
Men,-82.5 kg,Bronze,BECKE Tom,USA,NA,NA,Powerlifting,1984,NA
Men,-90 kg,Gold,HARDY Daniel,FRA,NA,NA,Powerlifting,1984,NA
Men,-90 kg,Silver,VENDETTI Gino,CAN,NA,NA,Powerlifting,1984,NA
Men,+90 kg,Gold,REID Charles,USA,NA,NA,Powerlifting,1984,NA
Men,+90 kg,Silver,ATTENEDER Manfred,AUT,NA,NA,Powerlifting,1984,NA
Men,-60 kg,Silver,MENAGE Didier,FRA,NA,NA,Powerlifting,1984,NA
Men,-60 kg,Silver,FRAFORNET Patrick,FRA,NA,NA,Powerlifting,1984,NA
Men,-52 kg,Gold,YLIJOKI Kari,FIN,NA,NA,Powerlifting,1988,NA
Men,-52 kg,Silver,KIM Jae Youn,KOR,NA,NA,Powerlifting,1988,NA
Men,-52 kg,Bronze,AALTO Raimo,FIN,NA,NA,Powerlifting,1988,NA
Men,-56 kg,Gold,YUN Sang Jin,KOR,NA,NA,Powerlifting,1988,NA
Men,-56 kg,Silver,CHO Young Chung,KOR,NA,NA,Powerlifting,1988,NA
Men,-56 kg,Bronze,MCDONALD Douglas,USA,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg,Gold,KOHNKE Henryk,POL,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg,Silver,JI Heon Cho,KOR,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg,Bronze,BUTERBAUGH David,USA,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg - coed,Gold,ABALAIN Michel,FRA,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg - coed,Silver,GROSSENBACHER Daniel,SUI,NA,NA,Powerlifting,1988,NA
Men,-67.5 kg - coed,Bronze,SKJELVIK Mons,NOR,NA,NA,Powerlifting,1988,NA
Men,-75 kg,Gold,DEUTSCH Donald,USA,NA,NA,Powerlifting,1988,NA
Men,-75 kg,Silver,SLATER Nicholas,GBR,NA,NA,Powerlifting,1988,NA
Men,-75 kg,Bronze,SHIM Myung Sun,KOR,NA,NA,Powerlifting,1988,NA
Men,-82.5 kg,Gold,MALISZEW Miroslaw,POL,NA,NA,Powerlifting,1988,NA
Men,-82.5 kg,Silver,JOHNSON Michael,CAN,NA,NA,Powerlifting,1988,NA
Men,-82.5 kg,Bronze,WHITEMAN Lynn,USA,NA,NA,Powerlifting,1988,NA
Men,-90 kg,Gold,BARBERET Bernard,FRA,NA,NA,Powerlifting,1988,NA
Men,-90 kg,Silver,CHOI Kyung Chung,KOR,NA,NA,Powerlifting,1988,NA
Men,-90 kg,Bronze,MACKENZI Fred,GBR,NA,NA,Powerlifting,1988,NA
Men,-100 kg,Gold,KARLSSON Arne,SWE,NA,NA,Powerlifting,1988,NA
Men,-100 kg,Silver,POBLE Matthew,AUS,NA,NA,Powerlifting,1988,NA
Men,-100 kg,Bronze,FARRELL Michael,AUS,NA,NA,Powerlifting,1988,NA
Men,+100 kg,Gold,BISHOP Anthony,GBR,NA,NA,Powerlifting,1988,NA
Men,+100 kg,Silver,"NANASI Istvan",HUN,NA,NA,Powerlifting,1988,NA
Men,+100 kg,Bronze,KARREBERG Nils,SWE,NA,NA,Powerlifting,1988,NA
Men,-48 kg,Gold,EMOGHAWVE Monday,NGR,NA,NA,Powerlifting,1992,NA
Men,-48 kg,Silver,KWAK Jung Yong,KOR,NA,NA,Powerlifting,1992,NA
Men,-48 kg,Bronze,ELSDEK Talaat,EGY,NA,NA,Powerlifting,1992,NA
Men,-52 kg,Gold,AHMED Gomma G.,EGY,NA,NA,Powerlifting,1992,NA
Men,-52 kg,Silver,O'NEILL Chris,USA,NA,NA,Powerlifting,1992,NA
Men,-52 kg,Bronze,GREN Andrzej,POL,NA,NA,Powerlifting,1992,NA
Men,-56 kg,Gold,YOUN Sang Jin,KOR,NA,NA,Powerlifting,1992,NA
Men,-56 kg,Silver,OWSIANY Krzysztof,POL,NA,NA,Powerlifting,1992,NA
Men,-56 kg,Bronze,FARAG Abd Elmonem,EGY,NA,NA,Powerlifting,1992,NA
Men,-60 kg,Gold,MOHAMED Emadeldin,EGY,NA,NA,Powerlifting,1992,NA
Men,-60 kg,Silver,KOHNKE Henryk,POL,NA,NA,Powerlifting,1992,NA
Men,-60 kg,Bronze,SHIN Dae Heon,KOR,NA,NA,Powerlifting,1992,NA
Men,-67.5 kg,Gold,FORNALCZYK Ryszard,POL,NA,NA,Powerlifting,1992,NA
Men,-67.5 kg,Silver,ABD EL HAFEZ Said M.,EGY,NA,NA,Powerlifting,1992,NA
Men,-67.5 kg,Bronze,MUYLLE Carl,BEL,NA,NA,Powerlifting,1992,NA
Men,-75 kg,Gold,HULECKI Kristoffer,SWE,NA,NA,Powerlifting,1992,NA
Men,-75 kg,Silver,VANDERHEYDEN Pierre,BEL,NA,NA,Powerlifting,1992,NA
Men,-75 kg,Bronze,ELERAKI Mossad,EGY,NA,NA,Powerlifting,1992,NA
Men,-82.5 kg,Gold,VOGEL Bernd,GER,NA,NA,Powerlifting,1992,NA
Men,-82.5 kg,Silver,GYLAND Frank,NOR,NA,NA,Powerlifting,1992,NA
Men,-82.5 kg,Bronze,MALISZEWSKI Miroslaw,POL,NA,NA,Powerlifting,1992,NA
Men,-90 kg,Gold,TOMASZEWSKI Ryszard,POL,NA,NA,Powerlifting,1992,NA
Men,-90 kg,Silver,SLATER Nicholas,GBR,NA,NA,Powerlifting,1992,NA
Men,-90 kg,Bronze,SALA Janusz,POL,NA,NA,Powerlifting,1992,NA
Men,-100 kg,Gold,PALUBICKI Krzysztof,POL,NA,NA,Powerlifting,1992,NA
Men,-100 kg,Silver,DARRONDEAU Jean-Luc,FRA,NA,NA,Powerlifting,1992,NA
Men,-100 kg,Bronze,LECK Tommy,SWE,NA,NA,Powerlifting,1992,NA
Men,+100 kg,Gold,LINDBERG Bengt,SWE,NA,NA,Powerlifting,1992,NA
Men,+100 kg,Silver,SARHAN Mohamed,EGY,NA,NA,Powerlifting,1992,NA
Men,+100 kg,Bronze,BATTISTINI Alfredo,SUI,NA,NA,Powerlifting,1992,NA
Men,-48 kg,Gold,KWAK Jung Yong,KOR,NA,NA,Powerlifting,1996,NA
Men,-48 kg,Silver,OBARETIN Abraham,NGR,NA,NA,Powerlifting,1996,NA
Men,-48 kg,Bronze,PEDDLE Anthony,GBR,NA,NA,Powerlifting,1996,NA
Men,-52 kg,Gold,JUNG Keum-Jong,KOR,NA,NA,Powerlifting,1996,NA
Men,-52 kg,Silver,WANG Jian,CHN,NA,NA,Powerlifting,1996,NA
Men,-52 kg,Bronze,SULOLA Johnson,NGR,NA,NA,Powerlifting,1996,NA
Men,-56 kg,Gold,AHMED Gomma G.,EGY,NA,NA,Powerlifting,1996,NA
Men,-56 kg,Silver,KARIMIPOUR Ferydon,IRI,NA,NA,Powerlifting,1996,NA
Men,-56 kg,Bronze,YOON Sang Jin,KOR,NA,NA,Powerlifting,1996,NA
Men,-60 kg,Gold,EMOGHAVWE Monday,NGR,NA,NA,Powerlifting,1996,NA
Men,-60 kg,Silver,MATHNA Metwaly,EGY,NA,NA,Powerlifting,1996,NA
Men,-60 kg,Bronze,AKBARI Allahbakhsh,IRI,NA,NA,Powerlifting,1996,NA
Men,-67.5 kg,Gold,ZHANG Haidong,CHN,NA,NA,Powerlifting,1996,NA
Men,-67.5 kg,Silver,MOHAMED Emadeldin,EGY,NA,NA,Powerlifting,1996,NA
Men,-67.5 kg,Bronze,ZEYNAL SIAVOSHANI,IRI,NA,NA,Powerlifting,1996,NA
Men,-75 kg,Gold,FORNALCZYK Ryszard,POL,NA,NA,Powerlifting,1996,NA
Men,-75 kg,Silver,PARK Jong,KOR,NA,NA,Powerlifting,1996,NA
Men,-75 kg,Bronze,FARAG Abd Elmonem,EGY,NA,NA,Powerlifting,1996,NA
Men,-82.5 kg,Gold,VOGEL Bernd,GER,NA,NA,Powerlifting,1996,NA
Men,-82.5 kg,Silver,HAMED Mostafa,EGY,NA,NA,Powerlifting,1996,NA
Men,-82.5 kg,Bronze,ZHOU Jiahua,CHN,NA,NA,Powerlifting,1996,NA
Men,-90 kg,Gold,TOMASZEWSKI Ryszard,POL,NA,NA,Powerlifting,1996,NA
Men,-90 kg,Silver,MCNICHOLL Brian,AUS,NA,NA,Powerlifting,1996,NA
Men,-90 kg,Bronze,GYLAND Frank,NOR,NA,NA,Powerlifting,1996,NA
Men,-100 kg,Gold,LUO Zhiqiang,CHN,NA,NA,Powerlifting,1996,NA
Men,-100 kg,Silver,BAKR Sherif,EGY,NA,NA,Powerlifting,1996,NA
Men,-100 kg,Bronze,AKUTAEKWE Patrick,NGR,NA,NA,Powerlifting,1996,NA
Men,+100 kg,Gold,BROWNFIELD Kim,USA,NA,NA,Powerlifting,1996,NA
Men,+100 kg,Silver,HALLMANN Leszek,POL,NA,NA,Powerlifting,1996,NA
Men,+100 kg,Bronze,COOPER Pernell,USA,NA,NA,Powerlifting,1996,NA
Men,-48 kg,Gold,PEDDLE Anthony,GBR,NA,NA,Powerlifting,2000,NA
Men,-48 kg,Silver,KWAK Jung Yong,KOR,NA,NA,Powerlifting,2000,NA
Men,-48 kg,Bronze,MARASRI Thongsa,THA,NA,NA,Powerlifting,2000,NA
Men,-52 kg,Gold,JUNG Keum-Jong,KOR,NA,NA,Powerlifting,2000,NA
Men,-52 kg,Silver,EL SERNEGAWY Osama,EGY,NA,NA,Powerlifting,2000,NA
Men,-52 kg,Bronze,WANG Jian,CHN,NA,NA,Powerlifting,2000,NA
Men,-56 kg,Gold,AHMED Gomma G.,EGY,NA,NA,Powerlifting,2000,NA
Men,-56 kg,Silver,KARIMIPOUR Fereidoun,IRI,NA,NA,Powerlifting,2000,NA
Men,-56 kg,Bronze,DAVOU Stephen,NGR,NA,NA,Powerlifting,2000,NA
Men,-60 kg,Gold,MATHANA Metwaly,EGY,NA,NA,Powerlifting,2000,NA
Men,-60 kg,Silver,NICHOLSON Richard,AUS,NA,NA,Powerlifting,2000,NA
Men,-60 kg,Bronze,PARNIAN Taqy,NED,NA,NA,Powerlifting,2000,NA
