gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,Discus Throw F13,Gold,YASINOVYI Alexander,UKR,NA,NA,Athletics,2004,NA
Men,Discus Throw F13,Silver,YAHIAOUI Hakim,ALG,NA,NA,Athletics,2004,NA
Men,Discus Throw F13,Bronze,HRYBANAN Siarhei,BLR,NA,NA,Athletics,2004,NA
Men,Discus Throw F33-34,Gold,SALEHFARAJZADEH Siamak,IRI,NA,NA,Athletics,2004,NA
Men,Discus Throw F33-34,Silver,WEST Daniel,GBR,NA,NA,Athletics,2004,NA
Men,Discus Throw F33-34,Bronze,BIN DABBAS Mohammad,UAE,NA,NA,Athletics,2004,NA
Men,Discus Throw F35,Gold,YAN Feng,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F35,Silver,FU Xinhan,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F35,Bronze,BERGS Edgars,LAT,NA,NA,Athletics,2004,NA
Men,Discus Throw F36,Gold,KUBALA Milan,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F36,Silver,NOORDUIN Willem,NED,NA,NA,Athletics,2004,NA
Men,Discus Throw F36,Bronze,STRYDOM Duane,RSA,NA,NA,Athletics,2004,NA
Men,Discus Throw F37,Gold,BLATKIEWICZ Tomasz,POL,NA,NA,Athletics,2004,NA
Men,Discus Throw F37,Silver,BEN HALIMA Haissem,TUN,NA,NA,Athletics,2004,NA
Men,Discus Throw F37,Bronze,AHMED Mostafa,EGY,NA,NA,Athletics,2004,NA
Men,Discus Throw F38,Gold,DOROSHENKO Oleksandr,UKR,NA,NA,Athletics,2004,NA
Men,Discus Throw F38,Silver,HERDANI Javad,IRI,NA,NA,Athletics,2004,NA
Men,Discus Throw F38,Bronze,LOOSCH Thomas,GER,NA,NA,Athletics,2004,NA
Men,Discus Throw F42,Gold,LOMBAARD Fanie,RSA,NA,NA,Athletics,2004,NA
Men,Discus Throw F42,Silver,DE KEERSMAEKER Gino,BEL,NA,NA,Athletics,2004,NA
Men,Discus Throw F42,Bronze,TATULIS Algirdas,LTU,NA,NA,Athletics,2004,NA
Men,Discus Throw F44/46,Gold,GREAVES Dan,GBR,NA,NA,Athletics,2004,NA
Men,Discus Throw F44/46,Silver,CHRISTIANSEN Jackie,DEN,NA,NA,Athletics,2004,NA
Men,Discus Throw F44/46,Bronze,HA Silao,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F32/51,Gold,BELES Radim,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F32/51,Silver,MCCARTHY John,IRL,NA,NA,Athletics,2004,NA
Men,Discus Throw F32/51,Bronze,GALE Dave,GBR,NA,NA,Athletics,2004,NA
Men,Discus Throw F52,Gold,APINIS Aigars,LAT,NA,NA,Athletics,2004,NA
Men,Discus Throw F52,Silver,GLAGLA Rico,GER,NA,NA,Athletics,2004,NA
Men,Discus Throw F52,Bronze,MARTIN Peter,NZL,NA,NA,Athletics,2004,NA
Men,Discus Throw F53,Gold,CUNNINGHAM Alphonso,JAM,NA,NA,Athletics,2004,NA
Men,Discus Throw F53,Silver,OI Toshie,JPN,NA,NA,Athletics,2004,NA
Men,Discus Throw F53,Bronze,HASSANI Mohamed,EGY,NA,NA,Athletics,2004,NA
Men,Discus Throw F54,Gold,FAN Liang,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F54,Silver,KALARAS Efthymios,GRE,NA,NA,Athletics,2004,NA
Men,Discus Throw F54,Bronze,PURGL Frantisek,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F55,Gold,NEMEC Martin,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F55,Silver,BAGHERI Jalil,IRI,NA,NA,Athletics,2004,NA
Men,Discus Throw F55,Bronze,NOURAFSHAN Mokhtar,IRI,NA,NA,Athletics,2004,NA
Men,Discus Throw F56,Gold,SADEGHIMEHRYAR Mohammad,IRI,NA,NA,Athletics,2004,NA
Men,Discus Throw F56,Silver,SPERK Miroslav,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F56,Bronze,CAMPBELL Tanto,JAM,NA,NA,Athletics,2004,NA
Men,Discus Throw F57,Gold,POHLMANN Rostislav,CZE,NA,NA,Athletics,2004,NA
Men,Discus Throw F57,Silver,ZHENG Weihai,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F57,Bronze,ABD ELLATTIF Hossam Eldin,EGY,NA,NA,Athletics,2004,NA
Men,Discus Throw F58,Gold,CHEN Yong Gang,CHN,NA,NA,Athletics,2004,NA
Men,Discus Throw F58,Silver,ELATAR Mahmoud,EGY,NA,NA,Athletics,2004,NA
Men,Discus Throw F58,Bronze,KAMALI Alireza,IRI,NA,NA,Athletics,2004,NA
Men,Javelin F11,Gold,MARINKOVIC Bil,AUT,NA,NA,Athletics,2004,NA
Men,Javelin F11,Silver,HEGEHOLZ Siegmund,GER,NA,NA,Athletics,2004,NA
Men,Javelin F11,Bronze,OZAKI Mineho,JPN,NA,NA,Athletics,2004,NA
Men,Javelin F12,Gold,TRYPUTS Aliaksandr,BLR,NA,NA,Athletics,2004,NA
Men,Javelin F12,Silver,PYCH Miroslaw,POL,NA,NA,Athletics,2004,NA
Men,Javelin F12,Bronze,GRLICA Milos,SCG,NA,NA,Athletics,2004,NA
Men,Javelin F13,Gold,CHIANG Chih Chung,TPE,NA,NA,Athletics,2004,NA
Men,Javelin F13,Silver,ZHOU Bo Quan,CHN,NA,NA,Athletics,2004,NA
Men,Javelin F13,Bronze,GAGNE France,CAN,NA,NA,Athletics,2004,NA
Men,Javelin F35,Gold,GUO Wei,CHN,NA,NA,Athletics,2004,NA
Men,Javelin F35,Silver,MICHAELS Fabian,RSA,NA,NA,Athletics,2004,NA
Men,Javelin F35,Bronze,CIBONE Thierry,FRA,NA,NA,Athletics,2004,NA
Men,Javelin F37,Gold,CHURCHILL Kenneth,GBR,NA,NA,Athletics,2004,NA
Men,Javelin F37,Silver,AULT Kieran,AUS,NA,NA,Athletics,2004,NA
Men,Javelin F37,Bronze,PRZEBIERALA Jacek,POL,NA,NA,Athletics,2004,NA
Men,Javelin F36/38,Gold,NEWMAN Nicholas,RSA,NA,NA,Athletics,2004,NA
Men,Javelin F36/38,Silver,PIOTROWSKI Pawel,POL,NA,NA,Athletics,2004,NA
Men,Javelin F36/38,Bronze,DOROSHENKO Oleksandr,UKR,NA,NA,Athletics,2004,NA
Men,Javelin F42,Gold,MATHIASEN Jakob,DEN,NA,NA,Athletics,2004,NA
Men,Javelin F42,Silver,LOMBAARD Fanie,RSA,NA,NA,Athletics,2004,NA
Men,Javelin F42,Bronze,SAALABI Vahab,IRI,NA,NA,Athletics,2004,NA
Men,Javelin F44/46,Gold,DEVENDRA,IND,NA,NA,Athletics,2004,NA
Men,Javelin F44/46,Silver,GAO Mingjie,CHN,NA,NA,Athletics,2004,NA
Men,Javelin F44/46,Bronze,WANG Dai Chen,CHN,NA,NA,Athletics,2004,NA
Men,Javelin F52-53,Gold,MARTIN Peter,NZL,NA,NA,Athletics,2004,NA
Men,Javelin F52-53,Silver,PAZ VELAZQUEZ Adrian,MEX,NA,NA,Athletics,2004,NA
Men,Javelin F52-53,Bronze,JOKAR Abdolreza,IRI,NA,NA,Athletics,2004,NA
Men,Javelin F54,Gold,ZEPEDA Luis A.,MEX,NA,NA,Athletics,2004,NA
Men,Javelin F54,Silver,SAUNAVAARA Rauno,FIN,NA,NA,Athletics,2004,NA
Men,Javelin F54,Bronze,AZMOODEH Avaz,IRI,NA,NA,Athletics,2004,NA
Men,Javelin F55-56,Gold,"NADERI Ali",IRI,NA,NA,Athletics,2004,NA
Men,Javelin F55-56,Silver,GRUIJTERS Pieter,NED,NA,NA,Athletics,2004,NA
Men,Javelin F55-56,Bronze,ZHANG Yingbin,CHN,NA,NA,Athletics,2004,NA
Men,Javelin F57,Gold,MIRZAEI Mohammad R.,IRI,NA,NA,Athletics,2004,NA
Men,Javelin F57,Silver,IBRAHIM Ibrahim,EGY,NA,NA,Athletics,2004,NA
Men,Javelin F57,Bronze,POHLMANN Rostislav,CZE,NA,NA,Athletics,2004,NA
Men,Javelin F58,Gold,EZEIKPE Silver C.,NGR,NA,NA,Athletics,2004,NA
Men,Javelin F58,Silver,ELATAR Mahmoud,EGY,NA,NA,Athletics,2004,NA
Men,Javelin F58,Bronze,PIZARRO Alexis,PUR,NA,NA,Athletics,2004,NA
Men,Club Throw F32/51,Gold,MILLER Stephen,GBR,NA,NA,Athletics,2004,NA
Men,Club Throw F32/51,Silver,BELES Radim,CZE,NA,NA,Athletics,2004,NA
Men,Club Throw F32/51,Bronze,BETINA Karim,ALG,NA,NA,Athletics,2004,NA
Men,Pentathlon P13,Gold,FARTUNAU Ihar,BLR,NA,NA,Athletics,2004,NA
Men,Pentathlon P13,Silver,TRYPUTS Aliaksandr,BLR,NA,NA,Athletics,2004,NA
Men,Pentathlon P13,Bronze,VAN RAEFELGHEM Kurt,BEL,NA,NA,Athletics,2004,NA
Men,Pentathlon P44,Gold,KOLLY Urs,SUI,NA,NA,Athletics,2004,NA
Men,Pentathlon P44,Silver,TIBBS Casey,USA,NA,NA,Athletics,2004,NA
Men,Pentathlon P44,Bronze,ELGIN Don,AUS,NA,NA,Athletics,2004,NA
Men,Pentathlon P54-58,Gold,LING Yong,CHN,NA,NA,Athletics,2004,NA
Men,Pentathlon P54-58,Silver,GRUIJTERS Pieter,NED,NA,NA,Athletics,2004,NA
Men,Pentathlon P54-58,Bronze,NIELSEN Rene,DEN,NA,NA,Athletics,2004,NA
Women,100 m T11,Gold,SANTOS Adria Rocha,BRA,NA,NA,Athletics,2004,NA
Women,100 m T11,Silver,WU Chunmiao,CHN,NA,NA,Athletics,2004,NA
Women,100 m T11,Bronze,KANTZA Paraskevi,GRE,NA,NA,Athletics,2004,NA
Women,100 m T12,Gold,EL HANNOUNI Assia,FRA,NA,NA,Athletics,2004,NA
Women,100 m T12,Silver,ZINKEVICH Volha,BLR,NA,NA,Athletics,2004,NA
Women,100 m T12,Bronze,ALVES Maria Jose,BRA,NA,NA,Athletics,2004,NA
Women,100 m T13,Gold,SEMENOVA Olga,RUS,NA,NA,Athletics,2004,NA
Women,100 m T13,Silver,KARAGIANNI Anthi,GRE,NA,NA,Athletics,2004,NA
Women,100 m T13,Bronze,JIMENEZ Ana I.,CUB,NA,NA,Athletics,2004,NA
Women,100 m T34,Gold,CLARK Chelsea,CAN,NA,NA,Athletics,2004,NA
Women,100 m T34,Silver,LARIVIERE Chelsea,CAN,NA,NA,Athletics,2004,NA
Women,100 m T34,Bronze,BRENNAN Debbie,GBR,NA,NA,Athletics,2004,NA
Women,100 m T36,Gold,WANG Fang,CHN,NA,NA,Athletics,2004,NA
Women,100 m T36,Silver,ROBSON Hazel,GBR,NA,NA,Athletics,2004,NA
Women,100 m T36,Bronze,KATO Yuki,JPN,NA,NA,Athletics,2004,NA
Women,100 m T37,Gold,KRECHUNYAK Oksana,UKR,NA,NA,Athletics,2004,NA
Women,100 m T37,Silver,FOERDER Isabelle,GER,NA,NA,Athletics,2004,NA
Women,100 m T37,Bronze,MCINTOSH Lisa,AUS,NA,NA,Athletics,2004,NA
Women,100 m T46,Gold,WINTERS Amy,AUS,NA,NA,Athletics,2004,NA
Women,100 m T46,Silver,SZYMUL Anna,POL,NA,NA,Athletics,2004,NA
Women,100 m T46,Bronze,CHISTILINA Elena,RUS,NA,NA,Athletics,2004,NA
Women,100 m T53,Gold,GREY-THOMPSON Tanni,GBR,NA,NA,Athletics,2004,NA
Women,100 m T53,Silver,PORCELLATO Francesca,ITA,NA,NA,Athletics,2004,NA
Women,100 m T53,Bronze,BALLARD Angela,AUS,NA,NA,Athletics,2004,NA
Women,100 m T54,Gold,PETITCLERC Chantal,CAN,NA,NA,Athletics,2004,NA
Women,100 m T54,Silver,MCFADDEN Tatyana,USA,NA,NA,Athletics,2004,NA
Women,100 m T54,Bronze,SCHAER Manuela,SUI,NA,NA,Athletics,2004,NA
Women,200 m T11,Gold,WU Chunmiao,CHN,NA,NA,Athletics,2004,NA
Women,200 m T11,Silver,SANTOS Adria Rocha,BRA,NA,NA,Athletics,2004,NA
Women,200 m T11,Bronze,SANTAMARTA Purificacion,ESP,NA,NA,Athletics,2004,NA
Women,200 m T12,Gold,EL HANNOUNI Assia,FRA,NA,NA,Athletics,2004,NA
Women,200 m T12,Silver,ZINKEVICH Volha,BLR,NA,NA,Athletics,2004,NA
Women,200 m T12,Bronze,ALVES Maria Jose,BRA,NA,NA,Athletics,2004,NA
Women,200 m T34,Gold,CLARK Chelsea,CAN,NA,NA,Athletics,2004,NA
Women,200 m T34,Silver,BRENNAN Debbie,GBR,NA,NA,Athletics,2004,NA
Women,200 m T34,Bronze,ARAI Noriko,JPN,NA,NA,Athletics,2004,NA
Women,200 m T36,Gold,WANG Fang,CHN,NA,NA,Athletics,2004,NA
Women,200 m T36,Silver,ROBSON Hazel,GBR,NA,NA,Athletics,2004,NA
Women,200 m T36,Bronze,KIKUCHI Eriko,JPN,NA,NA,Athletics,2004,NA
Women,200 m T37,Gold,TRUSHNIKOVA Evgeniya,RUS,NA,NA,Athletics,2004,NA
Women,200 m T37,Silver,MCINTOSH Lisa,AUS,NA,NA,Athletics,2004,NA
Women,200 m T37,Bronze,FOERDER Isabelle,GER,NA,NA,Athletics,2004,NA
Women,200 m T46,Gold,WINTERS Amy,AUS,NA,NA,Athletics,2004,NA
Women,200 m T46,Silver,SZYMUL Anna,POL,NA,NA,Athletics,2004,NA
Women,200 m T46,Bronze,CHISTILINA Elena,RUS,NA,NA,Athletics,2004,NA
Women,200 m T52,Gold,FRANKS Lisa,CAN,NA,NA,Athletics,2004,NA
Women,200 m T52,Silver,SCHMID Pia,SUI,NA,NA,Athletics,2004,NA
Women,200 m T52,Bronze,TORRES Leticia,MEX,NA,NA,Athletics,2004,NA
Women,200 m T54,Gold,PETITCLERC Chantal,CAN,NA,NA,Athletics,2004,NA
Women,200 m T54,Silver,SCHAER Manuela,SUI,NA,NA,Athletics,2004,NA
Women,200 m T54,Bronze,MCFADDEN Tatyana,USA,NA,NA,Athletics,2004,NA
Women,400 m T12,Gold,EL HANNOUNI Assia,FRA,NA,NA,Athletics,2004,NA
Women,400 m T12,Silver,SANTOS Adria Rocha,BRA,NA,NA,Athletics,2004,NA
Women,400 m T12,Bronze,GUILHERMINA Terezinha,BRA,NA,NA,Athletics,2004,NA
Women,400 m T13,Gold,SEMENOVA Olga,RUS,NA,NA,Athletics,2004,NA
Women,400 m T13,Silver,KARAGIANNI Anthi,GRE,NA,NA,Athletics,2004,NA
Women,400 m T13,Bronze,HAYES Ilse,RSA,NA,NA,Athletics,2004,NA
Women,400 m T38,Gold,WEBB Katrina,AUS,NA,NA,Athletics,2004,NA
Women,400 m T38,Silver,WANG Fang,CHN,NA,NA,Athletics,2004,NA
Women,400 m T38,Bronze,DYACHENKO Inna,UKR,NA,NA,Athletics,2004,NA
Women,400 m T46,Gold,MORAMA Tshotlego,BOT,NA,NA,Athletics,2004,NA
Women,400 m T46,Silver,SZYMUL Anna,POL,NA,NA,Athletics,2004,NA
Women,400 m T46,Bronze,FIODOROW Alicja,POL,NA,NA,Athletics,2004,NA
Women,400 m T52,Gold,FRANKS Lisa,CAN,NA,NA,Athletics,2004,NA
Women,400 m T52,Silver,SOSA Lucia,MEX,NA,NA,Athletics,2004,NA
Women,400 m T52,Bronze,TORRES Leticia,MEX,NA,NA,Athletics,2004,NA
Women,400 m T53,Gold,GREY-THOMPSON Tanni,GBR,NA,NA,Athletics,2004,NA
Women,400 m T53,Silver,NORDLUND Madelene,SWE,NA,NA,Athletics,2004,NA
Women,400 m T53,Bronze,PORCELLATO Francesca,ITA,NA,NA,Athletics,2004,NA
Women,400 m T54,Gold,PETITCLERC Chantal,CAN,NA,NA,Athletics,2004,NA
Women,400 m T54,Silver,SAUVAGE Louise,AUS,NA,NA,Athletics,2004,NA
Women,400 m T54,Bronze,ROY Diane,CAN,NA,NA,Athletics,2004,NA
Women,800 m T12,Gold,EL HANNOUNI Assia,FRA,NA,NA,Athletics,2004,NA
Women,800 m T12,Silver,BATALOVA Rima,RUS,NA,NA,Athletics,2004,NA
Women,800 m T12,Bronze,PAUTOVA Elena,RUS,NA,NA,Athletics,2004,NA
Women,800 m T53,Gold,BLAUWET Cheri,USA,NA,NA,Athletics,2004,NA
Women,800 m T53,Silver,PORCELLATO Francesca,ITA,NA,NA,Athletics,2004,NA
Women,800 m T53,Bronze,NORDLUND Madelene,SWE,NA,NA,Athletics,2004,NA
Women,800 m T54,Gold,PETITCLERC Chantal,CAN,NA,NA,Athletics,2004,NA
Women,800 m T54,Silver,SAUVAGE Louise,AUS,NA,NA,Athletics,2004,NA
Women,800 m T54,Bronze,MATASSA Jessica,CAN,NA,NA,Athletics,2004,NA
Women,1500 m T12,Gold,PAUTOVA Elena,RUS,NA,NA,Athletics,2004,NA
Women,1500 m T12,Silver,LONGORKAYE Julia,KEN,NA,NA,Athletics,2004,NA
Women,1500 m T12,Bronze,BATALOVA Rima,RUS,NA,NA,Athletics,2004,NA
Women,1500 m T54,Gold,PETITCLERC Chantal,CAN,NA,NA,Athletics,2004,NA
Women,1500 m T54,Silver,HUNKELER Edith,SUI,NA,NA,Athletics,2004,NA
Women,1500 m T54,Bronze,ROY Diane,CAN,NA,NA,Athletics,2004,NA
Women,5000 m T54,Gold,TSUCHIDA Wakako,JPN,NA,NA,Athletics,2004,NA
Women,5000 m T54,Silver,HUNKELER Edith,SUI,NA,NA,Athletics,2004,NA
Women,5000 m T54,Bronze,BLAUWET Cheri,USA,NA,NA,Athletics,2004,NA
Women,Marathon T54,Gold,HATANAKA Kazu,JPN,NA,NA,Athletics,2004,NA
Women,Marathon T54,Silver,TSUCHIDA Wakako,JPN,NA,NA,Athletics,2004,NA
Women,Marathon T54,Bronze,BLAUWET Cheri,USA,NA,NA,Athletics,2004,NA
Women,Long Jump F12,Gold,ZINKEVICH Volha,BLR,NA,NA,Athletics,2004,NA
Women,Long Jump F12,Silver,LAZARO Rosalia,ESP,NA,NA,Athletics,2004,NA
Women,Long Jump F12,Bronze,KANUIK Hanna,BLR,NA,NA,Athletics,2004,NA
Women,Long Jump F13,Gold,JIMENEZ Ana I.,CUB,NA,NA,Athletics,2004,NA
Women,Long Jump F13,Silver,KARAGIANNI Anthi,GRE,NA,NA,Athletics,2004,NA
Women,Long Jump F13,Bronze,SIVITSKAYA Aksana,BLR,NA,NA,Athletics,2004,NA
Women,Long Jump F42,Gold,ZHANG Hai Yuan,CHN,NA,NA,Athletics,2004,NA
Women,Long Jump F42,Silver,WOLF Christine,GER,NA,NA,Athletics,2004,NA
Women,Long Jump F42,Bronze,BUSTAMANTE Perla,MEX,NA,NA,Athletics,2004,NA
Women,Long Jump F44/46,Gold,SCHERNEY Andrea,AUT,NA,NA,Athletics,2004,NA
Women,Long Jump F44/46,Silver,WANG Juan,CHN,NA,NA,Athletics,2004,NA
Women,Long Jump F44/46,Bronze,HOLMES April,USA,NA,NA,Athletics,2004,NA
Women,Shot Put F12,Gold,SIVAKOVA Tamara,BLR,NA,NA,Athletics,2004,NA
Women,Shot Put F12,Silver,XU Hong Yan,CHN,NA,NA,Athletics,2004,NA
Women,Shot Put F12,Bronze,WILLIS Jodi,AUS,NA,NA,Athletics,2004,NA
Women,Shot Put F35/36,Gold,FOLTOVA Veronika,CZE,NA,NA,Athletics,2004,NA
Women,Shot Put F35/36,Silver,CHILEWSKA Renata,POL,NA,NA,Athletics,2004,NA
Women,Shot Put F35/36,Bronze,MALCHYK Alla,UKR,NA,NA,Athletics,2004,NA
Women,Shot Put F37/38,Gold,GRIGALIUNIENE Aldona,LTU,NA,NA,Athletics,2004,NA
Women,Shot Put F37/38,Silver,BUJARKOVA Vladimira,CZE,NA,NA,Athletics,2004,NA
Women,Shot Put F37/38,Bronze,BERNA Eva,CZE,NA,NA,Athletics,2004,NA
Women,Shot Put F40,Gold,GOMDI Afrah,TUN,NA,NA,Athletics,2004,NA
Women,Shot Put F40,Silver,EL GARAA Laila,MAR,NA,NA,Athletics,2004,NA
Women,Shot Put F40,Bronze,BEN ABIDI Enna,TUN,NA,NA,Athletics,2004,NA
Women,Shot Put F42-46,Gold,ZHENG Baozhu,CHN,NA,NA,Athletics,2004,NA
Women,Shot Put F42-46,Silver,BUSTAMANTE Perla,MEX,NA,NA,Athletics,2004,NA
Women,Shot Put F42-46,Bronze,DE LAS HERAS Noralvis,CUB,NA,NA,Athletics,2004,NA
Women,Shot Put F32-34/52/53,Gold,SALAS Maria E.,MEX,NA,NA,Athletics,2004,NA
Women,Shot Put F32-34/52/53,Silver,YAKYBCHUK Tetyana,UKR,NA,NA,Athletics,2004,NA
Women,Shot Put F32-34/52/53,Bronze,ALSHERAIAN Maha N. M.,KUW,NA,NA,Athletics,2004,NA
Women,Shot Put F54/55,Gold,BUGGENHAGEN Marianne,GER,NA,NA,Athletics,2004,NA
Women,Shot Put F54/55,Silver,KACANU Eva,CZE,NA,NA,Athletics,2004,NA
Women,Shot Put F54/55,Bronze,MAJCEN Tatjana,SLO,NA,NA,Athletics,2004,NA
Women,Shot Put F56-58,Gold,MEDJMEDJ Nadia,ALG,NA,NA,Athletics,2004,NA
Women,Shot Put F56-58,Silver,LI Ling,CHN,NA,NA,Athletics,2004,NA
Women,Shot Put F56-58,Bronze,WILLING Martina,GER,NA,NA,Athletics,2004,NA
Women,Discus Throw F13,Gold,XU Hong Yan,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F13,Silver,SIVAKOVA Tamara,BLR,NA,NA,Athletics,2004,NA
Women,Discus Throw F13,Bronze,KNIGHT Courtney,CAN,NA,NA,Athletics,2004,NA
Women,Discus Throw F37,Gold,LI Chunhua,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F37,Silver,FRASER Amanda,AUS,NA,NA,Athletics,2004,NA
Women,Discus Throw F37,Bronze,KACHROUDI Fatma,TUN,NA,NA,Athletics,2004,NA
Women,Discus Throw F35/36/38,Gold,FOLTOVA Veronika,CZE,NA,NA,Athletics,2004,NA
Women,Discus Throw F35/36/38,Silver,BAI Xuhong,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F35/36/38,Bronze,CHILEWSKA Renata,POL,NA,NA,Athletics,2004,NA
Women,Discus Throw F40,Gold,BEN ABIDI Enna,TUN,NA,NA,Athletics,2004,NA
Women,Discus Throw F40,Silver,GOMDI Afrah,TUN,NA,NA,Athletics,2004,NA
Women,Discus Throw F40,Bronze,KENNEDY Jill,USA,NA,NA,Athletics,2004,NA
Women,Discus Throw F42-46,Gold,ZHENG Baozhu,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F42-46,Silver,BIENE Claudia,GER,NA,NA,Athletics,2004,NA
Women,Discus Throw F42-46,Bronze,VUKOVIC Jelena,CRO,NA,NA,Athletics,2004,NA
Women,Discus Throw F32-34/51-53,Gold,KNIEZKOVA Martina,CZE,NA,NA,Athletics,2004,NA
Women,Discus Throw F32-34/51-53,Silver,SATO Kyoko,JPN,NA,NA,Athletics,2004,NA
Women,Discus Throw F32-34/51-53,Bronze,ALSHERAIAN Maha N. M.,KUW,NA,NA,Athletics,2004,NA
Women,Discus Throw F54/55,Gold,WANG Ting,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F54/55,Silver,BUGGENHAGEN Marianne,GER,NA,NA,Athletics,2004,NA
Women,Discus Throw F54/55,Bronze,CHEN Liping,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F56-58,Gold,GUIMARAES Suely,BRA,NA,NA,Athletics,2004,NA
Women,Discus Throw F56-58,Silver,LI Ling,CHN,NA,NA,Athletics,2004,NA
Women,Discus Throw F56-58,Bronze,KHODAYARI Azam,IRI,NA,NA,Athletics,2004,NA
Women,Javelin F35-38,Gold,CHILEWSKA Renata,POL,NA,NA,Athletics,2004,NA
Women,Javelin F35-38,Silver,FOLTOVA Veronika,CZE,NA,NA,Athletics,2004,NA
Women,Javelin F35-38,Bronze,MASHININI Beverly,RSA,NA,NA,Athletics,2004,NA
Women,Javelin F40,Gold,GOMDI Afrah,TUN,NA,NA,Athletics,2004,NA
Women,Javelin F40,Silver,BEN ABIDI Enna,TUN,NA,NA,Athletics,2004,NA
Women,Javelin F40,Bronze,KENNEDY Jill,USA,NA,NA,Athletics,2004,NA
Women,Javelin F42-46,Gold,VARE Marjaana,FIN,NA,NA,Athletics,2004,NA
Women,Javelin F42-46,Silver,GOUDKOVA Natalia,RUS,NA,NA,Athletics,2004,NA
Women,Javelin F42-46,Bronze,HEGEN Andrea,GER,NA,NA,Athletics,2004,NA
Women,Javelin F33/34/52/53,Gold,RIVERA Esther,MEX,NA,NA,Athletics,2004,NA
Women,Javelin F33/34/52/53,Silver,SALAS Maria E.,MEX,NA,NA,Athletics,2004,NA
Women,Javelin F33/34/52/53,Bronze,ALA AHO Tiina,FIN,NA,NA,Athletics,2004,NA
Women,Javelin F54/55,Gold,SITU Ntombizanele,RSA,NA,NA,Athletics,2004,NA
Women,Javelin F54/55,Silver,MAJCEN Tatjana,SLO,NA,NA,Athletics,2004,NA
Women,Javelin F54/55,Bronze,CHEN Liping,CHN,NA,NA,Athletics,2004,NA
Women,Javelin F56-58,Gold,DJELAL Sofia,ALG,NA,NA,Athletics,2004,NA
Women,Javelin F56-58,Silver,IYIAZI Njideka E.,NGR,NA,NA,Athletics,2004,NA
Women,Javelin F56-58,Bronze,HUSSEIN Aziza,EGY,NA,NA,Athletics,2004,NA
Men,4x100 m T11-13,Gold,DUAN Qifeng,CHN,China,1,Athletics,2004,NA
Men,4x100 m T11-13,Gold,LI Qiang,CHN,China,2,Athletics,2004,NA
Men,4x100 m T11-13,Gold,LI Yansong,CHN,China,3,Athletics,2004,NA
Men,4x100 m T11-13,Gold,WU Xiang,CHN,China,4,Athletics,2004,NA
Men,4x100 m T11-13,Silver,CEPEDA Enrique,CUB,Cuba,1,Athletics,2004,NA
Men,4x100 m T11-13,Silver,BUSTAMANTE Irving,CUB,Cuba,2,Athletics,2004,NA
Men,4x100 m T11-13,Silver,GONZALEZ Fernando,CUB,Cuba,3,Athletics,2004,NA
Men,4x100 m T11-13,Silver,IZNAGA Adrian,CUB,Cuba,4,Athletics,2004,NA
Men,4x100 m T11-13,Silver,JIMENEZ Angel,CUB,Cuba,5,Athletics,2004,NA
Men,4x100 m T11-13,Bronze,DAZA TROCONIS Oduver Jose,VEN,Venezuela,1,Athletics,2004,NA
Men,4x100 m T11-13,Bronze,SANTANA Ricardo,VEN,Venezuela,2,Athletics,2004,NA
Men,4x100 m T11-13,Bronze,BELLO Anibal,VEN,Venezuela,3,Athletics,2004,NA
Men,4x100 m T11-13,Bronze,VILLARREAL Jose,VEN,Venezuela,4,Athletics,2004,NA
Men,4x100 m T35-38,Gold,SULLIVAN Tim,AUS,Australia,1,Athletics,2004,NA
Men,4x100 m T35-38,Gold,THRUPP Darren,AUS,Australia,2,Athletics,2004,NA
Men,4x100 m T35-38,Gold,BENZ Paul,AUS,Australia,3,Athletics,2004,NA
Men,4x100 m T35-38,Gold,HALL Benjamin,AUS,Australia,4,Athletics,2004,NA
Men,4x100 m T35-38,Silver,CHE Mian,CHN,China,1,Athletics,2004,NA
Men,4x100 m T35-38,Silver,CHEN Yang,CHN,China,2,Athletics,2004,NA
Men,4x100 m T35-38,Silver,ZHOU Wenjun,CHN,China,3,Athletics,2004,NA
Men,4x100 m T35-38,Silver,LU Yi,CHN,China,4,Athletics,2004,NA
Men,4x100 m T35-38,Bronze,DRIHA Oleksandr,UKR,Ukraine,1,Athletics,2004,NA
Men,4x100 m T35-38,Bronze,ONUFRIYENKO Andriy,UKR,Ukraine,2,Athletics,2004,NA
