SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20080869,2007,5,17,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,24078,2006,y,,ADCWT,,600134,98,198,1290,0,,,USFWS,9,White River
20080870,2007,5,17,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,20260,2006,y,,ADCWT,,600134,98,198,1086,0,,,USFWS,9,White River
20080871,2007,5,17,ON,NY,OSWEGO,,,,721,NO2,,LAT,SLW,13217,2006,y,,ADCWT,,600137,82.4,180,537,0,,,USFWS,9,White River
20080872,2007,5,10,ON,NY,OSWEGO,,,,721,NO2,,LAT,STW,21636,2006,y,,ADCWT,,600139,93.8,196,1161,0,,,USFWS,9,White River
20080873,2007,5,10,ON,NY,OSWEGO,,,,721,NO2,,LAT,STW,20444,2006,y,,ADCWT,,600139,93.8,196,1052,0,,,USFWS,9,White River
20080874,2007,5,15,ON,NY,OAK ORCHARD,,,,711,NO1,,LAT,STW,25708,2006,y,,ADCWT,,600143,96.5,183,1131,0,,,USFWS,9,White River
20080875,2007,5,15,ON,NY,OAK ORCHARD,,,,711,NO1,,LAT,STW,16332,2006,y,,ADCWT,,600143,96.5,185,741,0,,,USFWS,9,White River
20080876,2007,5,16,ON,NY,SODUS,,,,819,NO2,,LAT,STW,22404,2006,y,,ADCWT,,600144,92.8,170,778,0,,,USFWS,9,White River
20080877,2007,5,16,ON,NY,SODUS,,,,819,NO2,,LAT,STW,19669,2006,y,,ADCWT,,600144,92.8,183,864,0,,,USFWS,9,White River
20080878,2007,5,17,ON,NY,OSWEGO,,,,721,NO2,,LAT,STW,13528,2006,y,,ADCWT,,600145,,201,780,0,,,USFWS,9,White River
20080879,2007,5,18,ON,NY,STONY POINT,,,,422,NO2,,LAT,STW,22560,2006,y,,ADCWT,,600141,92.6,183,966,0,,,USFWS,9,White River
20080880,2007,5,18,ON,NY,STONY POINT,,,,422,NO2,,LAT,STW,19649,2006,y,,ADCWT,,600141,92.6,185,950,0,,,USFWS,9,White River
20080881,2007,5,18,ON,NY,STONY POINT,,,,422,NO2,,LAT,STW,23781,2006,y,,ADCWT,,600142,94.6,185,1057,0,,,USFWS,9,White River
20080882,2007,5,18,ON,NY,STONY POINT,,,,422,NO2,,LAT,STW,19335,2006,y,,ADCWT,,600142,94.6,188,898,0,,,USFWS,9,White River
20080883,2007,5,4,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,13159,2006,y,,ADCWT,,600150,,216,877,0,,,USFWS,9,Pittsford
20080884,2007,5,4,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,9198,2006,y,,ADCWT,,600150,,221,667,0,,,USFWS,9,Pittsford
20080885,2007,5,7,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,5038,2006,y,,ADCWT,,600150,,208,296,0,,,USFWS,9,Pittsford
20080886,2007,5,7,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,9645,2006,y,,ADCWT,,600148,,208,699,0,,,USFWS,9,Pittsford
20080887,2007,5,7,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,7523,2006,y,,ADCWT,,600148,,218,538,0,,,USFWS,9,Pittsford
20080888,2007,5,8,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,2994,2006,y,,ADCWT,,600148,,218,214,0,,,USFWS,9,Pittsford
20080889,2007,5,8,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,5470,2006,y,,ADCWT,,600148,,203,326,0,,,USFWS,9,Pittsford
20080890,2007,5,9,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,4828,2006,y,,ADCWT,,600148,,203,287,0,,,USFWS,9,Pittsford
20080891,2007,5,9,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,9195,2006,y,,ADCWT,,600148,,208,566,0,,,USFWS,9,Pittsford
20080892,2007,5,10,ER,NY,DUNKIRK,,,,325,NY,,LAT,SLW,961,2006,y,,ADCWT,,600148,,208,59,0,,,USFWS,9,Pittsford
20080893,2007,5,,ER,NY,DUNKIRK,,,,325,NY,,LAT,SKW,16490,2006,y,,ADCWT,,600138,,211,1064,0,,,USFWS,9,White River
20080894,2007,5,,ER,NY,DUNKIRK,,,,325,NY,,LAT,SKW,14185,2006,y,,ADCWT,,600138,,211,922,0,,,USFWS,9,White River
20080895,2007,5,,ER,NY,DUNKIRK,,,,325,NY,,LAT,STW,17953,2006,y,,ADCWT,,600140,,198,1007,0,,,USFWS,9,White River
20080896,2007,5,,ER,NY,DUNKIRK,,,,325,NY,,LAT,STW,20998,2006,y,,ADCWT,,600140,,188,974,0,,,USFWS,9,White River
20080897,2007,9,26,MI,WI,BAILEYS HARBOR,,45.0627,-87.0961,706,WM3,,BNT,SC,10220,2007,ff,,NC,,,,137,664,2,I21-SC-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080898,2007,8,4,MI,WI,BAILEYS HARBOR,,45.0627,-87.0961,706,WM3,,BNT,SC,19327,2007,ff,,NC,,,,109,555,2,I21-SC-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080899,2007,5,4,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,BNT,SC,11000,2006,y,,NC,,,,178,818,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080900,2007,4,25,MI,WI,SHEBOYGAN HARBOR,,43.7516,-87.7026,1502,WM5,,BNT,SC,11277,2006,y,,NC,,,,165,570,2,I21-SC-D-2006-SC-SC-SC-SC-LN-LN,u,WIDNR,2,
20080901,2007,4,26,MI,WI,LAKE MICHIGAN,,43.3874,-87.8667,1701,WM5,,BNT,SC,15041,2006,y,,NC,,,,178,1103,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080902,2007,4,19,MI,WI,OCONTO RIVER,,44.8859,-87.8862,802,WM1,,BNT,SC,5940,2006,y,,NC,,,,178,300,2,I21-SC-D-2006-SC-SC-SC-SC-LN-LN,u,WIDNR,2,
20080903,2007,4,19,MI,WI,OCONTO RIVER,,44.8951,-87.8928,802,WM1,,BNT,SC,10000,2006,y,,NC,,,,165,505,2,I21-SC-D-2006-SC-SC-SC-SC-LN-LN,u,WIDNR,2,
20080904,2007,5,2,MI,WI,MILWAUKEE HARBOR OUTER,,43.0261,-87.9011,1901,WM5,,BNT,SC,5640,2006,y,,NC,,,,178,435,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080905,2007,5,4,MI,WI,LAKE MICHIGAN,,42.8699,-87.8404,2002,WM5,,BNT,SC,8411,2006,y,,NC,,,,229,1125,2,I21-SC-D-2006-SC-SC-NV-NV-NV,u,WIDNR,2,
20080906,2007,4,28,MI,WI,MILWAUKEE HARBOR OUTER,,43.0261,-87.9011,1901,WM5,,BNT,SC,7080,2006,y,,NC,,,,178,545,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080907,2007,3,15,MI,WI,MANITOWOC RIVER,,44.0916,-87.6529,1303,WM4,,BNT,SC,15030,2006,y,,NC,,,,193,1231,2,I21-SC-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080908,2007,5,9,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,BNT,SC,3998,2006,y,,NC,,,,178,267,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080909,2007,3,15,MI,WI,MANITOWOC RIVER,,44.0916,-87.6529,1303,WM4,,BNT,SC,15030,2005,y,,NC,,,,193,1231,2,I21-SC-D-2005-WR-WR-WR-WR-WR-NEC-MZ,u,WIDNR,2,
20080910,2007,5,9,MI,WI,MANITOWOC RIVER,,44.0916,-87.6529,1303,WM4,,BNT,SC,7214,2006,y,,NC,,,,178,461,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080911,2007,5,2,MI,WI,AHNAPEE RIVER,,44.6082,-87.4327,1004,WM4,,BNT,SC,21000,2006,y,,NC,,,,178,1405,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080912,2007,4,18,MI,WI,LAKE MICHIGAN,,45.2183,-87.0324,607,WM2,,BNT,SC,7500,2006,y,,NC,,,,165,379,2,I21-SC-D-2006-SC-SC-SC-SC-LN-LN,u,WIDNR,2,
20080913,2007,4,27,MI,WI,STURGEON BAY CANAL,,44.759,-87.3141,804,WM1,,BNT,SC,11124,2006,y,,NC,,,,178,856,2,I21-SC-D-2006-SC-SC-SC-SC-BR-BR,u,WIDNR,2,
20080914,2007,2,22,MI,WI,AHNAPEE RIVER,,44.6082,-87.4327,1004,WM4,,BNT,SE,12382,2006,y,,NC,,,,173,686,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080915,2007,1,25,MI,WI,STURGEON BAY CANAL,,44.759,-87.3141,804,WM1,,BNT,SE,14500,2006,y,,NC,,,,173,735,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080916,2007,1,24,MI,WI,GREEN BAY,,44.9038,-87.405,801,WM1,,BNT,SE,14500,2006,y,,NC,,,,173,685,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080917,2007,2,28,MI,WI,SHEBOYGAN HARBOR,,43.749,-87.704,1502,WM5,,BNT,SE,25049,2006,y,,NC,,,,155,1103,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080918,2007,3,27,MI,WI,ROOT RIVER,,42.7295,-87.7922,2102,WM6,,BNT,SE,8770,2006,y,,ADLM,,,,175,505,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080919,2007,5,12,SU,WI,LAKE SUPERIOR,,46.5616,-90.4372,1511,WISC,WI2,BNT,SE,19659,2006,y,,NC,,,,155,835,2,I21-SE-F-2006-MI-WR-BY-BY-BR-BR,u,WIDNR,2,
20080920,2007,1,20,MI,WI,LAKE MICHIGAN,,43.3874,-87.8667,1701,WM5,,BNT,SE,10918,2006,y,,NC,,,,173,468,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080921,2007,4,3,MI,WI,DETROIT HARBOR,,45.3387,-86.9363,607,WM2,,BNT,SE,12895,2006,y,,NC,,,,152,538,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080922,2007,1,18,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,SE,27000,2006,y,,NC,,,,178,998,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080923,2007,3,24,MI,WI,ROOT RIVER,,42.7295,-87.7922,2102,WM6,,BNT,SE,18331,2006,y,,ADLM,,,,173,935,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080924,2007,2,24,MI,WI,LAKE MICHIGAN,,43.3874,-87.8667,1701,WM5,,BNT,SE,11000,2006,y,,NC,,,,155,360,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080925,2007,9,12,SU,WI,LAKE SUPERIOR,,46.5616,-90.4372,1511,WISC,WI2,BNT,SE,8356,2007,ff,,NC,,,,102,90,2,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080926,2007,5,16,SU,WI,CHEQUAMEGON BAY,,46.6677,-90.8834,1509,WISC,WI2,BNT,SE,12607,2006,y,,NC,,,,155,519,2,I21-SE-F-2006-MI-WR-BY-BY-BR-BR,u,WIDNR,2,
20080927,2007,3,16,MI,WI,MENOMINEE RIVER,,45.0945,-87.5964,703,WM1,,BNT,SE,11000,2006,y,,ADLM,,,,178,575,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080928,2007,9,25,SU,WI,LAKE SUPERIOR,,46.7896,-90.8526,1409,WISC,WI2,BNT,SE,4000,2007,ff,,NC,,,,107,50,2,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080929,2007,3,22,MI,WI,WEST TWIN RIVER,,44.26962,-87.74673,1303,WM4,,BNT,SE,16500,2006,y,,NC,,,,155,658,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080930,2007,4,17,MI,WI,KEWAUNEE RIVER,,44.5155,-87.5861,1104,WM4,,BNT,SE,11475,2006,y,,ADLM,,,,185,773,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080931,2007,5,9,SU,WI,LAKE SUPERIOR,,46.8074,-90.8189,1409,WISC,WI2,BNT,SE,37562,2006,y,,NC,,,,140,1298,2,I21-SE-F-2006-MI-WR-BY-BY-BR-BR,u,WIDNR,2,
20080932,2007,3,8,MI,WI,MANITOWOC RIVER,,44.0916,-87.6529,1303,WM4,,BNT,SE,16718,2006,y,,NC,,,,150,645,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080933,2007,5,15,SU,WI,LAKE SUPERIOR,,46.9458,-90.8886,1308,WISC,WI2,BNT,SE,17150,2006,y,,NC,,,,160,838,2,I21-SE-F-2006-MI-WR-BY-BY-BR-BR,u,WIDNR,2,
20080934,2007,5,8,SU,WI,CHEQUAMEGON BAY,,46.5947,-90.8852,1509,WISC,WI2,BNT,SE,12870,2006,y,,NC,,,,142,409,2,I21-SE-F-2006-MI-WR-BY-BY-BR-BR,u,WIDNR,2,
20080935,2007,3,20,MI,WI,MENOMINEE RIVER,,45.0945,-87.5964,703,WM1,,BNT,SE,9666,2006,y,,ADLM,,,,173,565,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080936,2007,2,20,MI,WI,LAKE MICHIGAN,,45.064,-87.0958,706,WM3,,BNT,SE,10000,2006,y,,NC,,,,183,663,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080937,2007,9,6,SU,WI,LAKE SUPERIOR,,46.8074,-90.8189,1409,WISC,Wi2,BNT,SE,27588,2007,ff,,NC,,,,102,300,3,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080938,2007,3,8,MI,WI,MILWAUKEE HARBOR OUTER,,43.0261,-87.9011,1901,WM5,,BNT,SE,14490,2006,y,,NC,,,,145,523,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080939,2007,9,11,SU,WI,LAKE SUPERIOR,,46.8074,-90.8189,1409,WISC,Wi2,BNT,SE,19232,2007,ff,,NC,,,,102,209,2,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080940,2007,9,11,SU,WI,LAKE SUPERIOR,,46.8074,-90.8189,1409,WISC,Wi2,BNT,SE,19232,2007,ff,,NC,,,,102,209,2,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080941,2007,3,14,MI,WI,MENOMINEE RIVER,,45.102,-87.629,703,WM1,,BNT,SE,11760,2006,y,,ADLM,,,,170,636,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080942,2007,2,21,MI,WI,OCONTO RIVER,,44.8875,-87.8928,802,WM1,,BNT,SE,16761,2006,y,,NC,,,,180,902,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080943,2007,1,24,MI,WI,EGG HARBOR,,45.0502,-87.283,705,WM1,,BNT,SE,15334,2006,y,,NC,,,,163,725,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080944,2007,9,11,SU,WI,LAKE SUPERIOR,,46.8074,-90.8189,1409,WISC,Wi2,BNT,SE,19358,2007,ff,,NC,,,,102,210,2,I21-SE-F-2007-MI-WR-BY-BY-BY-BY,u,WIDNR,2,
20080945,2007,3,28,MI,WI,MILWAUKEE HARBOR OUTER,,42.9968,-87.8822,1901,WM5,,BNT,SE,14000,2006,y,,NC,,,,150,613,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080946,2007,4,21,MI,WI,KEWAUNEE RIVER,,44.5155,-87.5861,1104,WM4,,BNT,SE,10664,2006,y,,ADLM,,,,185,781,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080947,2007,2,15,MI,WI,PESHTIGO RIVER,,45.0344,-87.7238,803,WM1,,BNT,SE,8316,2006,y,,NC,,,,183,573,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080948,2007,4,10,MI,WI,KEWAUNEE RIVER,,44.5155,-87.5861,1104,WM4,,BNT,SE,9251,2006,y,,ADLM,,,,196,751,2,I21-SE-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080949,2007,9,27,MI,WI,LAKE MICHIGAN,,45.2183,-87.0324,607,WM2,,BNT,WR,10310,2007,ff,,NC,,,,135,549,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080950,2007,10,26,MI,WI,MENOMINEE RIVER,,45.0945,-87.5964,703,WM1,,BNT,WR,6990,2006,ff,,NC,,,,188,530,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080951,2007,10,27,MI,WI,MENOMINEE RIVER,,45.0945,-87.5964,703,WM1,,BNT,WR,6295,2006,ff,,NC,,,,190,485,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080952,2007,4,18,MI,WI,STURGEON BAY CANAL,,44.759,-87.3141,804,WM1,,BNT,WR,2000,2006,y,,NC,,,,165,101,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080953,2007,8,15,MI,WI,MILWAUKEE HARBOR OUTER,,42.9968,-87.8822,1901,WM5,,BNT,WR,14896,2007,ff,,NC,,,,122,385,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080954,2007,8,9,MI,WI,LAKE MICHIGAN,,42.8699,-87.8404,2002,WM5,,BNT,WR,20794,2007,ff,,NC,,,,104,348,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080955,2007,8,3,MI,WI,STURGEON BAY CANAL,,44.759,-87.3141,804,WM1,,BNT,WR,31240,2007,ff,,NC,,,,104,565,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080956,2007,10,1,MI,WI,OCONTO RIVER,,44.8859,-87.8862,802,WM1,,BNT,WR,7980,2006,ff,,NC,,,,193,663,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080957,2007,10,31,MI,WI,PESHTIGO RIVER,,45.0344,-87.7238,803,WM1,,BNT,WR,8195,2006,ff,,NC,,,,190,640,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080958,2007,11,3,MI,WI,OCONTO RIVER,,44.8859,-87.8862,802,WM1,,BNT,WR,5305,2006,ff,,NC,,,,201,489,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080959,2007,10,27,MI,WI,PESHTIGO RIVER,,45.0344,-87.7238,803,WM1,,BNT,WR,2700,2006,ff,,NC,,,,188,205,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080960,2007,9,8,MI,WI,SHEBOYGAN HARBOR,,43.7516,-87.7026,1502,WM5,,BNT,WR,9405,2007,ff,,NC,,,,124,450,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080961,2007,8,9,MI,WI,LAKE MICHIGAN,,43.3874,-87.8667,1701,WM5,,BNT,WR,20304,2007,ff,,NC,,,,104,327,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080962,2007,9,13,MI,WI,LAKE MICHIGAN,,43.3874,-87.8667,1701,WM5,,BNT,WR,21020,2007,ff,,NC,,,,168,1075,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080963,2007,4,11,MI,WI,GREEN BAY,,44.9038,-87.405,801,WM1,,BNT,WR,9500,2006,y,,NC,,,,142,502,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080964,2007,9,29,MI,WI,RACINE HARBOR,,42.7286,-87.7789,2102,WM6,,BNT,WR,17880,2007,ff,,NC,,,,122,450,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080965,2007,9,28,MI,WI,RACINE HARBOR,,42.7286,-87.7789,2102,WM6,,BNT,WR,17162,2007,ff,,NC,,,,127,457,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080966,2007,2,22,MI,WI,ROOT RIVER,,42.7295,-87.7922,2102,WM6,,BNT,WR,6206,2006,y,,NC,,,,206,486,2,I21-WR-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080967,2007,2,17,MI,WI,ROOT RIVER,,42.7295,-87.7922,2102,WM6,,BNT,WR,15000,2006,y,,NC,,,,201,1186,2,I21-WR-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080968,2007,10,10,MI,WI,SISTER BAY,,45.1921,-87.1193,606,WM2,,BNT,WR,8713,2007,ff,,NC,,,,119,223,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080969,2007,10,11,MI,WI,GREEN BAY,,44.9038,-87.405,801,WM1,,BNT,WR,14081,2007,ff,,NC,,,,119,306,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080970,2007,10,10,MI,WI,ELLISON BAY,,45.2545,-87.0747,606,WM2,,BNT,WR,8713,2007,ff,,NC,,,,119,223,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080971,2007,9,19,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,17403,2007,ff,,NC,,,,137,1030,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080972,2007,4,18,MI,WI,BAILEYS HARBOR,,45.0627,-87.0961,706,WM3,,BNT,WR,11000,2006,y,,NC,,,,165,555,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080973,2007,9,28,MI,WI,AHNAPEE RIVER,,44.6082,-87.4327,1004,WM4,,BNT,WR,7916,2007,ff,,NC,,,,145,455,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080974,2007,8,7,MI,WI,AHNAPEE RIVER,,44.6082,-87.4327,1004,WM4,,BNT,WR,13075,2007,ff,,NC,,,,109,405,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080976,2007,9,15,MI,WI,KEWAUNEE RIVER,,44.459,-87.4995,1104,WM4,,BNT,WR,9890,2007,ff,,NC,,,,152,523,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080977,2007,10,4,MI,WI,DETROIT HARBOR,,45.3387,-86.9363,607,WM2,,BNT,WR,8700,2007,ff,,NC,,,,137,549,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080978,2007,3,31,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,1782,2006,y,,NC,,,,206,164,2,I21-WR-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080979,2007,4,17,MI,WI,LAKE MICHIGAN,,45.2908,-87.0231,606,WM2,,BNT,WR,10000,2006,y,,NC,,,,165,505,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080980,2007,4,19,MI,WI,PESHTIGO RIVER,,45.0344,-87.7238,803,WM1,,BNT,WR,18000,2006,y,,NC,,,,165,909,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080981,2007,9,19,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,BNT,WR,13000,2007,ff,,NC,,,,140,671,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080982,2007,9,15,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,18687,2007,ff,,NC,,,,140,904,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080983,2007,10,17,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,BNT,WR,1231,2007,ff,,NC,,,,124,119,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080984,2007,4,17,MI,WI,GREEN BAY,,45.1543,-87.1702,605,WM2,,BNT,WR,9500,2006,y,,NC,,,,165,480,2,I21-WR-D-2006-WR-WR-WR-WR-LN-LN,u,WIDNR,2,
20080985,2007,3,17,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,7513,2006,y,,NC,,,,208,586,2,I21-WR-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080986,2007,3,9,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,6968,2006,y,,NC,,,,201,591,2,I21-WR-D-2006-WR-WR-WR-WR-WR,u,WIDNR,2,
20080987,2007,9,14,MI,WI,SHEBOYGAN HARBOR,,43.7516,-87.7026,1502,WM5,,BNT,WR,19636,2007,ff,,NC,,,,157,869,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080988,2007,9,7,MI,WI,SHEBOYGAN HARBOR,,43.749,-87.704,1502,WM5,,BNT,WR,8910,2007,ff,,NC,,,,124,409,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080989,2007,8,2,MI,WI,LAKE MICHIGAN,,44.093,-87.6527,1303,WM4,,BNT,WR,8178,2007,ff,,NC,,,,119,135,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080990,2007,3,31,MI,WI,KENOSHA HARBOR,,42.5884,-87.8145,2202,WM6,,BNT,WR,6592,2006,y,,NC,,,,152,291,2,I21-WR-F-2006-MI-WR-WR-WR-WR,u,WIDNR,2,
20080991,2007,10,26,MI,WI,PESHTIGO RIVER,,45.0344,-87.7238,803,WM1,,BNT,WR,2400,2006,ff,,NC,,,,188,182,2,I21-WR-D-2006-WR-WR-WR-WR-TR-TR,u,WIDNR,2,
20080992,2007,9,15,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,BNT,WR,13384,2007,ff,,NC,,,,145,636,2,I21-WR-D-2007-WR-WR-WR-WR-WR,u,WIDNR,2,
20080993,2007,5,15,MI,WI,PIKE RIVER,,42.6079,-87.821,2202,WM6,,CHS,MI,13276,2007,sf,,OX,,,,91,90,2,I16-LM-F-2007-ST-WR-WR-WR-SEC-KE-SEC-KE,u,WIDNR,2,
20080994,2007,6,14,MI,WI,ELLISON BAY,,45.2545,-87.0747,606,WM2,,CHS,MI,61825,2007,sf,,OX,,,,104,553,2,I16-LM-F-2007-ST-WR-WR-WR-WR,u,WIDNR,2,
20080995,2007,7,13,MI,WI,LAKE MICHIGAN,,44.146,-87.5634,1303,WM4,,CHS,MI,59690,2007,sf,,OX,,,,107,685,2,I16-LM-F-2007-ST-BY-BY-BY-BY-BY,u,WIDNR,2,
20080996,2007,5,11,MI,WI,MILWAUKEE HARBOR OUTER,,43.0465,-87.8847,1901,WM5,,CHS,MI,96842,2007,sf,,OX,,,,86,538,2,I16-LM-F-2007-ST-WR-WR-WR-WR,u,WIDNR,2,
