year,month,service,departure_station,arrival_station,journey_time_avg,total_num_trips,avg_delay_all_departing,avg_delay_all_arriving,num_late_at_departure,num_arriving_late,delay_cause,delayed_number
2015,2,National,PARIS MONTPARNASSE,ST MALO,184.989010989,92,2.79120879121,7.97802197802,11,10,delay_cause_external_cause,0.142857142857
2015,2,National,ST MALO,PARIS MONTPARNASSE,193.351648352,92,0.043956043956,4.02197802198,0,9,delay_cause_external_cause,0.625
2015,2,National,ARRAS,PARIS NORD,57.8006430868,311,1.36334405145,-0.0900321543408,31,33,delay_cause_external_cause,0.166666666667
2015,2,National,PARIS NORD,DUNKERQUE,123.209205021,239,1.35564853556,2.22175732218,16,16,delay_cause_external_cause,0.0769230769231
2015,2,National,LILLE,LYON PART DIEU,193.148,250,1.652,4.344,19,26,delay_cause_external_cause,0.192307692308
2015,2,National,RENNES,LYON PART DIEU,261.340659341,91,5.02197802198,9.7032967033,13,17,delay_cause_external_cause,0.2
2015,2,International,PARIS EST,FRANCFORT,99.4047619048,126,1.1746031746,4,3,15,delay_cause_external_cause,0
2015,4,National,REIMS,PARIS EST,46.8480392157,204,0.205882352941,-0.647058823529,3,8,delay_cause_external_cause,0.571428571429
2015,4,National,PARIS EST,STRASBOURG,142.192757009,428,0.997663551402,2.67990654206,21,28,delay_cause_external_cause,0.296296296296
2015,4,National,PARIS LYON,AIX EN PROVENCE TGV,184.531674208,442,0.778280542986,6.18552036199,12,42,delay_cause_external_cause,0.261904761905
2015,4,National,ANNECY,PARIS LYON,225.052631579,191,0.142105263158,4.75789473684,2,18,delay_cause_external_cause,0.333333333333
2015,4,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,181.656682028,218,3.83410138249,3.46082949309,40,26,delay_cause_external_cause,0.307692307692
2015,4,National,GRENOBLE,PARIS LYON,198.959090909,220,0.809090909091,3.2,12,11,delay_cause_external_cause,0.636363636364
2015,4,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.7286432161,199,0.472361809045,2.30150753769,5,22,delay_cause_external_cause,0.0952380952381
2015,4,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,80.0093457944,214,2.85514018692,2.17289719626,31,31,delay_cause_external_cause,0.285714285714
2015,4,National,MULHOUSE VILLE,PARIS LYON,167.550324675,309,2.00974025974,1.44480519481,32,21,delay_cause_external_cause,0.285714285714
2015,4,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.286363636,110,0.0727272727273,4.85454545455,0,16,delay_cause_external_cause,0.3125
2015,4,National,VALENCE ALIXAN TGV,PARIS LYON,130.640316206,255,6.57707509881,7.12252964427,88,53,delay_cause_external_cause,0.264150943396
2015,4,National,PARIS MONTPARNASSE,ANGOULEME,154.981308411,321,0.246105919003,1.93769470405,3,19,delay_cause_external_cause,0.111111111111
2015,4,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,209.726172466,663,3.53706505295,3.67019667171,103,47,delay_cause_external_cause,0.372093023256
2015,4,National,BREST,PARIS MONTPARNASSE,271.488687783,221,0.0904977375566,1.7963800905,1,7,delay_cause_external_cause,0.571428571429
2015,4,National,PARIS MONTPARNASSE,LAVAL,96.6751054852,237,0.367088607595,0.649789029536,4,6,delay_cause_external_cause,0.5
2015,4,National,LE MANS,PARIS MONTPARNASSE,58.6010989011,455,2.12967032967,1.82417582418,34,39,delay_cause_external_cause,0.105263157895
2015,4,National,PARIS MONTPARNASSE,QUIMPER,267.13,200,0.37,1.77,3,8,delay_cause_external_cause,0.571428571429
2015,4,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,328.807432432,148,0.824324324324,4.89189189189,8,14,delay_cause_external_cause,0.307692307692
2015,4,National,VANNES,PARIS MONTPARNASSE,208.795918367,245,1.02040816327,0.530612244898,11,5,delay_cause_external_cause,0.4
2015,4,National,PARIS NORD,DOUAI,71.0663265306,196,1.2193877551,2.04081632653,10,20,delay_cause_external_cause,0.421052631579
2015,4,National,LILLE,LYON PART DIEU,193.895910781,269,1.93680297398,5.29739776952,26,23,delay_cause_external_cause,0.304347826087
2015,4,National,LYON PART DIEU,MONTPELLIER,110.991666667,360,4.81111111111,10.3694444444,80,80,delay_cause_external_cause,0.246753246753
2015,4,National,MARSEILLE ST CHARLES,LILLE,297.732394366,213,1.6103286385,11.3896713615,14,66,delay_cause_external_cause,0.215384615385
2015,4,National,LYON PART DIEU,RENNES,261.370588235,85,9.70588235294,9.57647058824,57,17,delay_cause_external_cause,0.4
