id	title	author	year	total_weeks	first_week	debut_rank	best_rank
6787	THEY CAME TO CORDURA	Glendon Swarthout	1958	3	1958-03-23	1	15
6788	THEY SEEK A COUNTRY	Francis Brett Young	1937	1	1937-10-25	8	8
6789	THEY WALK IN THE CITY	J. B. Priestley	1936	3	1936-08-31	6	6
679	BEULAH LAND	Lonnie Coleman	1973	9	1973-12-16	10	7
6790	THEY WENT ON TOGETHER	Robert Nathan	1941	2	1941-04-28	6	5
6791	THICK AS THIEVES	Sandra Brown	2020	3	2020-09-13	7	3
6792	THIEVES IN THE NIGHT	Arthur Koestler	1946	16	1946-11-24	2	5
6793	THIEVES’ PARADISE	Eric Jerome Dickey	2002	2	2002-06-02	6	11
6794	THIN AIR	Robert B. Parker	1995	3	1995-06-04	9	12
6795	THINGS YOU SAVE IN A FIRE	Katherine Center	2019	1	2019-09-01	11	15
6796	THINK TWICE	Lisa Scottoline	2010	3	2010-04-04	6	4
6797	THINNER	Richard Bachman	1985	25	1985-03-03	3	1
6798	THIRD DEGREE	Greg Iles	2007	1	2007-11-25	15	13
6799	THIRTEEN	Kelley Armstrong	2012	1	2012-08-12	13	15
68	A CHARMED LIFE	Mary McCarthy	1955	10	1955-11-27	16	9
680	BEVERLY HILLS DEAD	Stuart Woods	2008	4	2008-02-03	8	4
6800	THIRTEEN MOONS	Charles Frazier	2006	9	2006-10-22	8	2
6801	THIRTEEN WOMEN	Tiffany Thayer	1932	3	1932-03-14	2	2
6802	THIRTY-FOUR EAST	Alfred Coppel	1974	1	1974-06-09	1	10
6803	THIS ABOVE ALL	Eric Knight	1941	27	1941-04-21	2	1
6804	THIS BODY OF DEATH	Elizabeth George	2010	4	2010-05-09	5	4
6805	THIS BOOK IS FULL OF SPIDERS	David Wong	2012	1	2012-10-21	9	11
6806	THIS HEART OF MINE	Susan Elizabeth Phillips	2001	3	2001-02-25	13	7
6807	THIS IS HOW YOU LOSE HER	Junot Díaz	2012	6	2012-09-30	5	6
6808	THIS IS THE HOUR	Lion Feuchtwanger	1951	13	1951-06-10	9	7
6809	THIS IS THE YEAR	Feike Feikema	1947	5	1947-04-13	5	15
681	BEYOND DESIRE	Pierre La Mure	1956	3	1956-01-01	16	13
6810	THIS PROUD HEART	Pearl S. Buck	1938	8	1938-02-14	5	4
6811	THIS ROUGH MAGIC	Mary Stewart	1964	30	1964-08-23	12	2
6812	THIS SIDE OF INNOCENCE	Taylor Caldwell	1946	41	1946-04-28	2	1
6813	THIS TENDER LAND	William Kent Krueger	2019	3	2019-09-22	14	3
6814	THIS TIME LOVE	Elizabeth Lowell	2003	1	2003-02-09	6	15
6815	THIS WAS A MAN	Jeffrey Archer	2016	1	2016-11-27	2	7
6816	THIS YEAR IT WILL BE DIFFERENT	Maeve Binchy	1996	4	1996-12-15	13	14
6817	THOMAS	Shelley Mydans	1965	18	1965-10-03	16	6
6818	THOMASINA	Paul Gallico	1957	10	1957-12-29	15	8
6819	THOSE IN PERIL	Wilbur Smith	2011	1	2011-05-29	13	11
682	BEYOND REACH	Karin Slaughter	2007	2	2007-08-19	5	6
6820	THOSE OTHER PEOPLE	Mary King O'Donnell	1946	2	1946-02-17	2	14
6821	THOSE WHO LOVE	Irving Stone	1965	39	1965-10-31	2	2
6822	THOSE WITHOUT SHADOWS	Francoise Sagan	1957	3	1957-11-24	1	12
6823	THOUGH NOT DEAD	Dana Stabenow	2011	1	2011-02-20	9	16
6824	THRAWN	Timothy Zahn	2017	3	2017-04-30	4	2
6825	THRAWN ASCENDANCY: CHAOS RISING	Timothy Zahn	2020	1	2020-09-20	12	9
6826	THRAWN: ALLIANCES	Timothy Zahn	2018	2	2018-08-12	5	1
6827	THRAWN: TREASON	Timothy Zahn	2019	1	2019-08-11	2	5
6828	THREAT VECTOR	Tom Clancy with Mark Greaney	2012	7	2012-12-23	14	1
6829	THREE CAME HOME	Agnes Newton Keith	1948	1	1948-02-22	5	16
683	BEYOND THE BLACK STUMP	Nevil Shute	1956	5	1956-09-09	14	10
6830	THREE COMRADES	Erich Maria Remarque	1937	4	1937-05-10	6	5
6831	THREE FATES	Nora Roberts	2002	5	2002-04-21	12	1
6832	THREE HARBOURS	F. Van Wyck Mason	1938	15	1938-12-05	6	3
6833	THREE LOVES	A. J. Cronin	1932	1	1932-05-02	2	2
6834	THREE MEN AND DIANA	Kathleen Norris	1934	1	1934-06-11	8	8
6835	THREE O'CLOCK DINNER	Josephine Pinckney	1945	13	1945-10-14	10	5
6836	THREE SECONDS	Anders Roslund and Borge Hellstrom	2011	4	2011-01-23	3	8
6837	THREE SISTERS, THREE QUEENS	Philippa Gregory	2016	4	2016-08-28	13	5
6838	THREE STATIONS	Martin Cruz Smith	2010	2	2010-09-05	4	7
6839	THREE WEEKS IN PARIS	Barbara Taylor Bradford	2002	4	2002-03-03	3	9
684	BEYOND THE GREAT SNOW MOUNTAINS	Louis L'Amour	1999	6	1999-05-30	15	9
6840	THREE WOMEN DISAPPEAR	James Patterson and Shan Serafin	2020	2	2020-11-15	1	4
6841	THRICE THE BRINDED CAT HATH MEW'D	Alan Bradley	2016	1	2016-10-09	14	6
6842	THRILL	! by Jackie Collins	1998	6	1998-03-08	15	5
6843	THROUGH A GLASS DARKLY	Karleen Koen	1986	21	1986-09-07	14	4
6844	THROUGH FIERY TRIALS	David Weber	2019	1	2019-01-27	12	12
6845	THROUGH THE FIELDS OF CLOVER	Peter De Vries	1961	2	1961-03-19	15	14
6846	THRUSH GREEN	"""Miss Read"""	1960	3	1960-01-24	16	13
6847	THUD	! by Terry Pratchett	2005	2	2005-10-02	5	4
6848	THUNDER POINT	Jack Higgins	1993	3	1993-07-11	14	14
6849	THURSDAY NEXT	Jasper Fforde	2007	2	2007-08-12	9	10
685	BEYOND THE ICE LIMIT	Douglas Preston and Lincoln Child	2016	2	2016-06-05	5	7
6850	THURSDAY THE RABBI WALKED OUT	Harry Kemelman	1978	6	1978-11-12	3	12
6851	THURSDAY'S CHILD	Sandra Brown	2002	3	2002-01-20	5	7
6852	THY BROTHER'S WIFE	Andrew M. Greeley	1982	19	1982-04-11	5	4
6853	TIAMAT'S WRATH	James S.A. Corey	2019	1	2019-04-14	15	6
6854	TICK TOCK	James Patterson and Michael Ledwidge	2011	8	2011-02-13	9	1
6855	TIDELANDS	Philippa Gregory	2019	1	2019-09-08	9	13
6856	TIDINGS OF GREAT JOY	Sandra Brown	1997	2	1997-11-30	10	13
6857	TIES THAT BIND	Phillip Margolin	2003	3	2003-03-30	2	9
6858	TIFFANY THAYER'S THREE MUSKETEERS	Tiffany Thayer	1939	2	1939-11-20	6	6
6859	TIGER'S CLAW	Dale Brown	2012	1	2012-09-23	14	16
686	BEYOND THE SOUND OF GUNS	Emilie Loring	1946	2	1946-02-10	2	16
6860	TILL WE MEET AGAIN	Judith Krantz	1988	20	1988-08-14	10	2
6861	TIME AND CHANCE	Sharon Kay Penman	2002	1	2002-03-31	10	15
6862	TIME AND THE HOUR	Howard Spring	1958	7	1958-03-16	11	8
6863	TIME AND TIME AGAIN	James Hilton	1953	27	1953-09-06	9	2
6864	TIME MUST HAVE A STOP	Aldous Huxley	1944	2	1944-09-24	5	5
6865	TIME OUT OF MIND	Rachel Field	1935	17	1935-04-15	4	2
6866	TIME UNTIME	Sherrilyn Kenyon	2012	1	2012-08-26	6	8
6867	TIME'S CONVERT	Deborah Harkness	2018	3	2018-10-07	1	3
6868	TIME: THE PRESENT	Tess Slesinger	1935	1	1935-07-08	8	8
6869	TIMELESS	R.A. Salvatore	2018	1	2018-09-23	14	14
687	BEYOND THIS PLACE	A.J. Cronin	1953	34	1953-08-02	16	1
6870	TIMELINE	Michael Crichton	1999	17	1999-12-05	6	4
6871	TIMEPIECE	Richard Paul Evans	1996	6	1996-05-05	6	6
6872	TIMEQUAKE	Kurt Vonnegut	1997	5	1997-10-12	6	7
6873	TIMOTHY'S GAME	Lawrence Sanders	1988	8	1988-07-17	10	6
6874	TINKER, TAILOR, SOLDIER, SPY	John le Carré	1974	40	1974-06-23	9	1
6875	TINSEL	William Goldman	1979	8	1979-09-02	1	5
6876	TIS FOLLY TO BE WISE	Lion Feuchtwanger	1953	1	1953-06-07	16	16
6877	TISHOMINGO BLUES	Elmore Leonard	2002	5	2002-02-17	4	5
6878	TO BE A PILGRIM	Joyce Cary	1949	1	1949-05-08	4	16
6879	TO BE THE BEST	Barbara Taylor Bradford	1988	13	1988-07-10	5	2
688	BHOWANI JUNCTION	John Masters	1954	11	1954-04-18	11	5
6880	TO BE WHERE YOU ARE	Jan Karon	2017	4	2017-10-08	6	2
6881	TO CATCH A KING	Harry Patterson	1979	4	1979-09-23	9	13
6882	TO DIE BUT ONCE	Jacqueline Winspear	2018	1	2018-04-15	3	5
6883	TO DWELL IN DARKNESS	Deborah Crombie	2014	1	2014-10-12	7	12
6884	TO GREEN ANGEL TOWER	Tad Williams	1993	5	1993-03-14	5	12
6885	TO HAVE AND HAVE NOT	Ernest Hemingway	1937	9	1937-10-25	4	3
6886	TO HAVE AND TO HOLD	Jane Green	2004	1	2004-06-06	7	15
6887	TO KILL A MOCKINGBIRD	Harper Lee	1960	98	1960-08-07	14	2
6888	TO SAIL BEYOND THE SUNSET	Robert A. Heinlein	1987	4	1987-07-19	12	13
6889	TO SAIL BEYOND THE SUNSET	Robert Heinlein	1987	1	1987-08-09	12	12
689	BIG GIRL	Danielle Steel	2010	4	2010-03-14	8	5
6890	TO SERVE THEM ALL MY DAYS	R.F. Delderfield	1972	11	1972-10-01	10	7
6891	TO SING WITH THE ANGELS	Maurice Hindus	1941	2	1941-02-24	6	6
6892	TO SLEEP IN A SEA OF STARS	Christopher Paolini	2020	2	2020-10-04	5	4
6893	TO THE HILT	Dick Francis	1996	6	1996-10-13	6	6
6894	TO THE INDIES	C. S. Forester	1940	5	1940-08-05	4	4
6895	TO THE LAND OF LONG LOST FRIENDS	Alexander McCall Smith	2019	1	2019-11-10	2	12
6896	TO THE MOMENT OF TRIUMPH	Pamela Frankau	1953	6	1953-02-15	16	10
6897	TO THE MOON AND BACK	Karen Kingsbury	2018	1	2018-06-17	13	5
6898	TO THE NINES	Janet Evanovich	2003	8	2003-08-03	9	1
6899	TO TRY MEN'S SOULS	Newt Gingrich, William R. Forstchen and Albert S. Hanser	2009	1	2009-11-08	2	13
69	A CITY OF BELLS,  by Elizabeth Goudge. (Coward-McCann.) 		1937	3	1937-06-21	7	6
690	BIG GIRLS DON'T CRY	Connie Briscoe	1996	1	1996-05-19	11	16
6900	TOBIAS BRANDYWINE	Dan Wickenden	1948	2	1948-06-06	7	11
6901	TODAY I FEEL SILLY & OTHER MOODS THAT MAKE MY DAY	Jamie Lee Curtis. Illustrated by Laura Cornell	1998	9	1998-11-08	2	10
6902	TODAY WILL BE DIFFERENT	Maria Semple	2016	4	2016-10-23	16	6
6903	TOIL OF THE BRAVE	Inglis Fletcher	1946	10	1946-12-08	1	11
6904	TOLBECKEN	Samuel Shellabarger	1956	9	1956-09-23	13	9
6905	TOM CLANCY LINE OF SIGHT	Mike Maden	2018	4	2018-07-01	9	3
6906	TOM CLANCY POWER AND EMPIRE	Marc Cameron	2017	5	2017-12-17	2	7
6907	TOM CLANCY UNDER FIRE	Grant Blackwood	2015	4	2015-07-05	8	4
6908	TOM CLANCY: CODE OF HONOR	Marc Cameron	2019	3	2019-12-08	9	6
6909	TOM CLANCY: COMMANDER IN CHIEF	Mark Greaney	2015	5	2015-12-20	4	3
691	BIG LITTLE LIES	Liane Moriarty	2014	15	2014-08-17	10	1
6910	TOM CLANCY: DUTY AND HONOR	Grant Blackwood	2016	4	2016-07-03	5	4
6911	TOM CLANCY: ENEMY CONTACT	Mike Maden	2019	4	2019-06-30	4	5
6912	TOM CLANCY: FIRING POINT	Mike Maden	2020	2	2020-06-28	5	8
6913	TOM CLANCY: FULL FORCE AND EFFECT	Mark Greaney	2014	5	2014-12-21	15	5
6914	TOM CLANCY: OATH OF OFFICE	Marc Cameron	2018	5	2018-12-16	16	11
6915	TOM CLANCY: POINT OF CONTACT	Mike Maden	2017	6	2017-07-02	16	3
6916	TOM CLANCY: SHADOW OF THE DRAGON	Marc Cameron	2020	1	2020-12-06	4	9
6917	TOM CLANCY: SUPPORT AND DEFEND	Mark Greaney	2014	5	2014-08-10	12	3
6918	TOM CLANCY: TRUE FAITH AND ALLEGIANCE	Mark Greaney	2016	6	2016-12-25	12	3
6919	TOMB OF THE GOLDEN BIRD	Elizabeth Peters	2006	2	2006-04-16	5	7
692	BIG SKY	Kate Atkinson	2019	1	2019-07-14	5	8
6920	TOMORROW WE REAP	James Street and James Childers	1949	8	1949-07-17	4	8
6921	TOMORROW WILL BE BETTER	Betty Smith	1948	20	1948-09-05	3	2
6922	TOMORROW!	Philip Wylie	1954	17	1954-02-07	13	5
6923	TOO LATE THE PHALAROPE	Alan Paton	1953	22	1953-09-06	10	2
6924	TOO LITTLE LOVE	Robert Henriques	1950	12	1950-07-02	3	8
6925	TOO MANY GHOSTS	Paul Gallico	1959	10	1959-11-29	15	11
6926	TOO MUCH, TOO SOON	Jacqueline Briskin	1985	7	1985-08-25	10	8
6927	TOP SECRET	W. E. B. Griffin and William E. Butterworth IV	2014	1	2014-08-24	9	14
6928	TOP SECRET TWENTY-ONE	Janet Evanovich	2014	7	2014-07-06	7	1
6929	TOPAZ	Leon Uris	1967	52	1967-10-01	12	1
693	BIG SUMMER	Jennifer Weiner	2020	11	2020-05-24	7	5
6930	TOTAL CONTROL	David Baldacci	1997	12	1997-02-02	5	2
6931	TOTAL RECALL	Sara Paretsky	2001	4	2001-09-23	9	10
6932	TOUCH AND GO	Lisa Gardner	2013	4	2013-02-24	1	4
6933	TOUCH NOT THE CAT	Mary Stewart	1976	23	1976-08-08	10	2
6934	TOUCH THE DEVIL	Jack Higgins	1982	8	1982-08-15	9	8
6935	TOUGH COOKIE	Diane Mott Davidson	2000	4	2000-03-19	9	9
6936	TOUGH CUSTOMER	Sandra Brown	2010	4	2010-08-29	15	2
6937	TOUGH GUYS DON'T DANCE	Norman Mailer	1984	11	1984-08-26	4	4
6938	TOWARD THE MORNING	Hervey Allen	1948	15	1948-09-12	3	3
6939	TOWER IN THE WEST	Frank Norris	1957	8	1957-01-27	9	9
694	BIG TROUBLE	Dave Barry	1999	5	1999-10-03	12	10
6940	TOWERS IN THE MIST	Elizabeth Goudge	1938	4	1938-06-06	7	5
6941	TOWERS OF MIDNIGHT	Robert Jordan and Brandon Sanderson	2010	6	2010-11-21	12	1
6942	TOXIC BACHELORS	Danielle Steel	2005	7	2005-11-13	5	4
6943	TOXIC GAME	Christine Feehan	2019	1	2019-03-31	8	13
6944	TOXIN	Robin Cook	1998	5	1998-04-12	12	6
6945	TOYS	James Patterson and Neil McMahon	2011	6	2011-04-03	14	1
6946	TRACE	Patricia Cornwell	2004	10	2004-09-26	9	1
6947	TRACKS	Louise Erdrich	1988	4	1988-10-09	14	12
6948	TRADE WIND	M.M. Kaye	1981	9	1981-07-26	6	7
6949	TRADER OF SECRETS	Steve Martini	2011	1	2011-06-19	14	10
695	BILLY BATHGATE	E. L. Doctorow	1989	12	1989-03-05	12	4
6950	TRADING UP	Candace Bushnell	2003	8	2003-07-20	13	5
6951	TRAIL OF THE SPELLMANS: DOCUMENT #5	Lisa Lutz	2012	1	2012-03-18	15	15
6952	TRANSATLANTIC	Colum McCann	2013	2	2013-06-23	2	13
6953	TRANSCENDENT KINGDOM	Yaa Gyasi	2020	3	2020-09-20	6	3
6954	TRANSCRIPTION	Kate Atkinson	2018	2	2018-10-14	1	4
6955	TRANSFER POINT	Kathryn Forbes	1947	3	1947-12-21	2	15
6956	TRAVELS WITH MY AUNT	Graham Greene	1970	22	1970-02-01	1	2
6957	TREACHERY IN DEATH	J. D. Robb	2011	4	2011-03-13	12	1
6958	TREASON	Stuart Woods	2020	1	2020-01-26	6	10
6959	TREASURE	Clive Cussler	1988	18	1988-03-20	1	3
696	BILLY STRAIGHT	Jonathan Kellerman	1999	8	1999-01-17	14	3
6960	TREASURE HUNT	John Lescroart	2010	1	2010-01-31	11	8
6961	TREASURE OF KHAN	Clive Cussler and Dirk Cussler	2006	7	2006-12-17	8	5
6962	TREASURES	Belva Plain	1992	5	1992-03-15	13	8
6963	TREE OF SMOKE	Denis Johnson	2007	1	2007-09-23	7	6
6964	TRIAL	Don M. Mankiewicz	1955	16	1955-01-23	10	5
6965	TRIAL BY FIRE	Harold Coyle	1992	4	1992-03-29	13	11
6966	TRIBUTE	Nora Roberts	2008	6	2008-07-27	2	1
6967	TRICKSTER'S POINT	William Kent Krueger	2012	1	2012-09-09	10	12
6968	TRICKY BUSINESS	Dave Barry	2002	1	2002-10-20	4	10
6969	TRICKY TWENTY-TWO	Janet Evanovich	2015	7	2015-12-06	15	1
697	BIRDS OF AMERICA	Lorrie Moore	1998	3	1998-10-11	2	14
6970	TRIGGER WARNING	Neil Gaiman	2015	5	2015-02-22	3	4
6971	TRINITY	Leon Uris	1976	77	1976-03-28	7	1
6972	TRIPLE	Ken Follett	1979	34	1979-09-09	9	1
6973	TRIPTYCH	Karin Slaughter	2006	1	2006-09-03	12	9
6974	TRIUMPH	Philip Wylie	1963	8	1963-03-10	14	6
6975	TROJAN ODYSSEY	Clive Cussler	2003	7	2003-12-14	10	4
6976	TROPIC OF CANCER	Henry Miller	1961	25	1961-07-02	11	5
6977	TROUBLE IN THE FLESH	Max Wylie	1959	1	1959-06-28	16	15
6978	TROUBLED BLOOD	Robert Galbraith	2020	2	2020-10-04	3	2
6979	TROUBLED SLEEP	Jean-Paul Sartre	1951	1	1951-03-04	1	16
698	BIRDS OF AMERICA	Mary McCarthy	1971	1	1971-06-13	5	8
6980	TROUBLES IN PARADISE	Elin Hilderbrand	2020	3	2020-10-25	1	2
6981	TRUE AT FIRST LIGHT	Ernest Hemingway	1999	4	1999-07-25	1	11
6982	TRUE BELIEVER	Nicholas Sparks	2005	17	2005-05-01	5	1
6983	TRUE BLUE	David Baldacci	2009	9	2009-11-15	7	3
6984	TRUE COLORS	Kristin Hannah	2009	3	2009-02-22	1	5
6985	TRUE CONFESSIONS	John Gregory Dunne	1977	2	1977-12-04	6	14
6986	TRUE DETECTIVES	Jonathan Kellerman	2009	4	2009-04-12	2	1
6987	TRUE EVIL	Greg Iles	2006	3	2006-12-31	2	13
6988	TRUE GRIT	Charles Portis	1968	22	1968-07-21	16	3
6989	TRULY MADLY GUILTY	Liane Moriarty	2016	8	2016-08-14	7	1
699	BIRTHDAY LETTERS	Ted Hughes	1998	5	1998-02-22	13	7
6990	TRULY, MADLY, DEEPLY	Karen Kingsbury	2020	1	2020-11-15	5	8
6991	TRUST ME	Jayne Ann Krentz	1995	4	1995-01-29	7	9
6992	TRUST NO ONE	Jayne Ann Krentz	2015	1	2015-01-25	10	13
6993	TRUSTEE FROM THE TOOLROOM	Nevil Shute	1960	21	1960-04-10	15	5
6994	TRUTH OR DARE	Jayne Ann Krentz	2004	2	2004-01-18	9	4
6995	TRUTH OR DIE	James Patterson and Howard Roughan	2015	5	2015-07-12	8	3
6996	TSAR	Ted Bell	2008	3	2008-10-12	16	5
6997	TUESDAY THE RABBI SAW RED	Harry Kemelman	1974	6	1974-03-24	10	6
6998	TUNC	Lawrence Durrell	1968	10	1968-05-05	1	7
6999	TUNNEL VISION	Sara Paretsky	1994	4	1994-06-05	8	12
7	"""P"" IS FOR PERIL"	Sue Grafton	2001	8	2001-06-24	14	1
70	A CLASH OF KINGS	George R. R. Martin	1999	1	1999-02-21	6	13
700	BIRTHRIGHT	Nora Roberts	2003	5	2003-04-20	9	1
7000	TURBO TWENTY-THREE	Janet Evanovich	2016	7	2016-12-04	11	1
7001	TURBULENCE	Stuart Woods	2018	1	2018-06-24	1	10
7002	TURN COAT	Jim Butcher	2009	3	2009-04-26	3	1
7003	TURNING ANGEL	Greg Iles	2006	5	2006-01-15	5	8
7004	TURNING POINT	Danielle Steel	2019	4	2019-01-27	3	3
7005	TURTLE MOON	Alice Hoffman	1992	3	1992-05-24	10	10
7006	TWELVE DAYS	Alex Berenson	2015	2	2015-03-01	9	10
7007	TWELVE DAYS OF CHRISTMAS	Debbie Macomber	2016	1	2016-10-23	1	7
7008	TWELVE SHARP	Janet Evanovich	2006	10	2006-07-09	2	1
7009	TWELVE TIMES BLESSED	Jacquelyn Mitchard	2003	2	2003-04-20	7	14
701	BITE ME	Christopher Moore	2010	2	2010-04-11	7	5
7010	TWENTIES GIRL	Sophie Kinsella	2009	3	2009-08-09	8	4
7011	TWENTY WISHES	Debbie Macomber	2008	4	2008-05-18	1	3
7012	TWICE SHY	Dick Francis	1982	16	1982-04-18	10	3
7013	TWILIGHT FOR THE GODS	Ernest Gann	1957	11	1957-02-10	11	8
7014	TWILIGHT OF HONOR	Al Dewlen	1962	9	1962-02-11	14	12
7015	TWILIGHT ON THE FLOODS	Marguerite Steen	1949	16	1949-08-21	6	1
7016	TWILIGHT’S DAWN	Anne Bishop	2011	1	2011-03-20	11	14
7017	TWIN PEAKS: THE FINAL DOSSIER	Mark Frost	2017	1	2017-11-19	3	4
7018	TWISTED	Jonathan Kellerman	2004	1	2004-12-12	10	6
7019	TWISTED PREY	John Sandford	2018	5	2018-05-13	12	1
702	BITTER SWEET	LaVyrle Spencer	1990	10	1990-03-04	8	5
7020	TWISTED TWENTY-SIX	Janet Evanovich	2019	8	2019-12-01	5	1
7021	TWO ADOLESCENTS	Alberto Moravia	1950	11	1950-08-13	3	6
7022	TWO BY TWO	Nicholas Sparks	2016	21	2016-10-23	11	1
7023	TWO FROM GALILEE	Marjorie Holmes	1973	2	1973-01-07	1	10
7024	TWO FROM THE HEART	James Patterson and Frank Constantini, Emily Raymond and Brian Sitts	2017	1	2017-04-30	8	6
7025	TWO FROM THE HEART	James Patterson and Frank Costantini, Emily Raymond and Brian Sitts	2017	2	2017-05-07	9	8
7026	TWO GRAVES	Douglas Preston and Lincoln Child	2012	3	2012-12-30	5	8
7027	TWO KINDS OF TRUTH	Michael Connelly	2017	9	2017-11-19	1	2
7028	TWO LITTLE GIRLS IN BLUE	Mary Higgins Clark	2006	9	2006-04-23	14	1
7029	TWO NIGHTS	Kathy Reichs	2017	1	2017-07-30	6	10
703	BITTERROOT	James Lee Burke	2001	2	2001-07-01	5	7
7030	TWO OF A KIND	Nora Roberts	2005	2	2005-05-15	3	15
7031	TWO PEOPLE	A. A. Milne	1931	4	1931-11-16	2	2
7032	TWO WEEKS	Karen Kingsbury	2019	1	2019-04-28	12	5
7033	TWO WEEKS IN ANOTHER TOWN	Irwin Shaw	1960	17	1960-02-07	16	3
7034	TWO WOMEN	Alberto Moravia	1958	3	1958-06-22	16	15
7035	TWO WORLDS AND THEIR WAYS	Ivy Compton-Burnett	1949	2	1949-06-26	1	16
7036	TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS	Salman Rushdie	2015	2	2015-09-27	5	9
7037	TWO-DOLLAR BILL	Stuart Woods	2005	2	2005-05-01	11	7
7038	TYPHOON FURY	Clive Cussler and Boyd Morrison	2017	3	2017-11-26	3	5
7039	TYRANNOSAUR CANYON	Douglas Preston	2005	2	2005-09-11	7	6
704	BITTERSWEET	Danielle Steel	1999	8	1999-04-18	14	1
7040	UHURU	Robert Ruark	1962	24	1962-06-24	10	4
7041	ULYSSES	James Joyce	1934	9	1934-02-05	6	2
7042	UNACCUSTOMED EARTH	Jhumpa Lahiri	2008	7	2008-04-20	11	1
7043	UNBOUND	Stuart Woods	2018	1	2018-01-21	14	7
7044	UNCOMMON TYPE	Tom Hanks	2017	10	2017-11-05	4	3
7045	UNCOMPROMISING HONOR	David Weber	2018	1	2018-10-21	5	9
7046	UNCONQUERED	Neil H. Swanson	1947	11	1947-12-21	1	7
7047	UNDEAD AND UNFINISHED	MaryJanice Davidson	2010	1	2010-07-25	15	15
7048	UNDEAD AND UNWELCOME	MaryJanice Davidson	2009	1	2009-06-21	1	14
7049	UNDER CURRENTS	Nora Roberts	2019	5	2019-07-28	14	2
705	BLACK AND BLUE	Anna Quindlen	1998	20	1998-02-15	12	2
7050	UNDER FIRE	W. E. B. Griffin	2002	6	2002-02-03	14	2
7051	UNDER ORDERS	Dick Francis	2006	4	2006-10-15	8	3
7052	UNDER SIEGE	Stephen Coonts	1990	7	1990-10-21	13	8
7053	UNDER THE DOME	Stephen King	2009	9	2009-11-29	3	1
7054	UNDER THE EYE OF THE STORM	John Hersey	1967	6	1967-04-16	10	7
7055	UNDER THE VOLCANO	Malcolm Lowry	1947	8	1947-03-23	3	10
7056	UNDER THE WIDE AND STARRY SKY	Nancy Horan	2014	3	2014-02-09	13	9
7057	UNDERCOVER	Danielle Steel	2015	1	2015-09-27	6	10
7058	UNDERTOW	A. Hamilton Gibbs	1932	2	1932-06-27	2	2
7059	UNDERWORLD	Don DeLillo	1997	10	1997-09-28	12	5
706	BLACK BETTY	Walter Mosley	1994	2	1994-07-17	13	15
7060	UNDONE	Karin Slaughter	2009	1	2009-08-02	3	14
7061	UNDUE INFLUENCE	Steve Martini	1994	6	1994-07-31	7	9
7062	UNEXPECTED BLESSINGS	Barbara Taylor Bradford	2005	4	2005-01-23	8	6
7063	UNFINISHED CATHEDRAL	T. S. Stribling	1934	5	1934-06-11	2	2
7064	UNFINISHED TALES	J.R.R. Tolkien	1980	20	1980-11-23	1	3
7065	UNFIT TO PRACTICE	Perri O'Shaughnessy	2002	1	2002-08-18	10	15
7066	UNINTENDED CONSEQUENCES	Stuart Woods	2013	3	2013-04-28	6	4
7067	UNIVERSAL HARVESTER	John Darnielle	2017	1	2017-02-26	4	10
7068	UNLUCKY 13	James Patterson and Maxine Paetro	2014	7	2014-05-25	9	1
7069	UNNATURAL ACTS	Stuart Woods	2012	3	2012-05-06	6	4
707	BLACK CREEK CROSSING	John Saul	2004	1	2004-04-04	2	12
7070	UNNATURAL EXPOSURE	Patricia Cornwell	1997	13	1997-08-03	14	1
7071	UNSEEN	Karin Slaughter	2013	1	2013-07-21	3	10
7072	UNSHELTERED	Barbara Kingsolver	2018	6	2018-11-04	13	3
7073	UNSOLVED	James Patterson and David Ellis	2019	6	2019-06-23	3	2
7074	UNSPEAKABLE	Sandra Brown	1998	8	1998-06-28	9	3
7075	UNTIL I FIND YOU	John Irving	2005	6	2005-07-31	6	3
7076	UNTIL THE DAY BREAK	Louis Bromfield	1942	9	1942-06-08	5	2
7077	UNTIL THE END OF TIME	Danielle Steel	2013	4	2013-02-17	13	1
7078	UNTIL YOU	Judith McNaught	1994	6	1994-08-21	10	6
7079	UNTO THIS HOUR	Tom Wicker	1984	6	1984-03-18	6	12
708	BLACK GENESIS	L. Ron Hubbard	1986	3	1986-04-06	5	14
7080	UNTO US A SON IS GIVEN	Donna Leon	2019	1	2019-03-24	7	12
7081	UP AT THE VILLA	W. Somerset Maugham	1941	5	1941-04-14	6	5
7082	UP CLOSE AND DANGEROUS	Linda Howard	2007	3	2007-08-05	5	6
7083	UP COUNTRY	Nelson DeMille	2002	9	2002-02-17	12	2
7084	UP IN HONEY’S ROOM	Elmore Leonard	2007	1	2007-05-27	9	15
7085	UP ISLAND	Anne Rivers Siddons	1997	17	1997-06-15	8	4
7086	UP THE DOWN STAIRCASE	Bel Kaufman	1965	61	1965-03-14	11	1
7087	US AGAINST YOU	Fredrik Backman	2018	1	2018-06-24	16	9
7088	USE OF FORCE	Brad Thor	2017	5	2017-07-16	15	3
7089	UTOPIA AVENUE	David Mitchell	2020	1	2020-08-02	2	9
709	BLACK HILLS	Nora Roberts	2009	5	2009-07-26	4	1
7090	VALEDICTION	Robert B. Parker	1984	2	1984-05-20	7	14
7091	VALENTINE	Elizabeth Wetmore	2020	3	2020-04-19	6	2
7092	VALHALLA	Jere Peacock	1961	3	1961-02-26	13	12
