id	title	author	year	total_weeks	first_week	debut_rank	best_rank
2166	HER FATHER'S HOUSE	Belva Plain	2002	1	2002-08-18	9	14
2167	HER FEARFUL SYMMETRY	Audrey Niffenegger	2009	3	2009-10-18	9	6
2168	HER MOTHER’S HOPE	Francine Rivers	2010	1	2010-04-04	14	12
2169	HER OWN RULES	Barbara Taylor Bradford	1996	5	1996-05-19	7	11
217	A SECRET AFFAIR	Mary Balogh	2010	1	2010-06-06	11	10
2170	HERE I AM	Jonathan Safran Foer	2016	4	2016-09-25	15	7
2171	HERE LIES	Dorothy Parker	1939	5	1939-05-15	4	4
2172	HERE TODAY AND GONE TOMORROW	Louis Bromfield	1934	1	1934-04-16	8	8
2173	HERE'S TO US	Elin Hilderbrand	2016	6	2016-07-03	6	3
2174	HERETICS OF DUNE	Frank Herbert	1984	20	1984-04-08	4	3
2175	HERITAGE	Anthony West	1955	7	1955-10-23	16	11
2176	HEROES ARE MY WEAKNESS	Susan Elizabeth Phillips	2014	1	2014-09-14	9	14
2177	HEROES OF THE FRONTIER	Dave Eggers	2016	1	2016-08-14	14	8
2178	HERZOG	Saul Bellow	1964	42	1964-10-11	3	1
2179	HEY, GOOD LOOKING	Fern Michaels	2006	1	2006-04-23	10	12
218	A SECRET KEPT	Tatiana de Rosnay	2010	1	2010-10-03	13	14
2180	HEYDAY	Kurt Andersen	2007	1	2007-04-01	2	13
2181	HIDDEN ORDER	Brad Thor	2013	5	2013-07-28	10	2
2182	HIDDEN PASSIONS	Alice Alfonsi	2001	7	2001-02-11	14	4
2183	HIDDEN PREY	John Sandford	2004	5	2004-05-30	8	2
2184	HIDE	Lisa Gardner	2007	3	2007-02-18	10	9
2185	HIDE & SEEK	James Patterson	1996	7	1996-01-14	4	6
2186	HIDEAWAY	Dean R. Koontz	1992	10	1992-01-26	1	1
2187	HIDEAWAY	Nora Roberts	2020	5	2020-06-14	16	2
2188	HIGH COUNTRY	Nevada Barr	2004	3	2004-02-29	4	12
2189	HIGH DRUID OF SHANNARA: Jarka Ruus	Terry Brooks	2003	4	2003-09-14	9	3
219	A SENSE OF VALUES	Sloan Wilson	1961	10	1961-01-15	15	10
2190	HIGH DRUID OF SHANNARA: STRAKEN	Terry Brooks	2005	3	2005-09-25	6	5
2191	HIGH DRUID OF SHANNARA: TANEQUIL	Terry Brooks	2004	3	2004-09-19	14	7
2192	HIGH FIVE	Janet Evanovich	1999	2	1999-07-11	14	13
2193	HIGH HEARTS	Rita Mae Brown	1986	5	1986-05-18	7	12
2194	HIGH JINX	William F. Buckley Jr	1986	3	1986-04-20	3	10
2195	HIGH JINX	William F. Buckley Jr.	1986	1	1986-04-13	7	15
2196	HIGH NOON	Nora Roberts	2007	6	2007-07-29	15	2
2197	HIGH PROFILE	Robert B. Parker	2007	5	2007-02-25	6	4
2198	HIGH TIDE	Jude Deveraux	1999	3	1999-11-14	15	14
2199	HIGH TOWERS	Thomas B. Costain	1949	18	1949-01-23	2	3
22	16TH SEDUCTION	James Patterson and Maxine Paetro	2017	7	2017-05-21	16	1
220	A SEPARATE PEACE	John Knowles	1960	2	1960-03-27	1	16
2200	HIGH VALLEY	Charmian Clift And George Johnston	1950	10	1950-06-25	1	12
2201	HILL OF THE HAWK	Scott O'Dell	1947	4	1947-11-02	7	15
2202	HILL TOWNS	Anne Rivers Siddons	1993	7	1993-07-11	12	11
2203	HIM WITH HIS FOOT IN HIS MOUTH AND OTHER STORIES	Saul Bellow	1984	8	1984-06-17	6	12
2204	HIMALAYAN ASSIGNMENT	Francis Van Wyck Mason	1952	4	1952-02-24	12	12
2205	HIPPIE	Paulo Coelho	2018	1	2018-10-14	12	15
2206	HISTORY OF WHITE BEN	Clemence Dane	1939	1	1939-09-11	6	6
2207	HIT LIST	Laurell K. Hamilton	2011	2	2011-06-26	6	1
2208	HOCUS POCUS	Kurt Vonnegut	1990	7	1990-09-23	2	4
2209	HOLD BACK THE NIGHT	Pat Frank	1952	9	1952-04-06	12	7
221	A SERPENT'S TOOTH	Craig Johnson	2013	1	2013-06-23	5	16
2210	HOLD THE DREAM	Barbara Taylor Bradford	1985	19	1985-05-19	3	1
2211	HOLD TIGHT	Harlan Coben	2008	5	2008-05-04	13	1
2212	HOLDFAST GAINES	Odell Shepard and Willard Shepard	1946	15	1946-12-08	7	5
2213	HOLLYWOOD	Gore Vidal	1990	4	1990-02-18	5	9
2214	HOLLYWOOD CROWS	Joseph Wambaugh	2008	2	2008-04-13	14	5
2215	HOLLYWOOD HUSBANDS	Jackie Collins	1986	17	1986-10-19	7	3
2216	HOLLYWOOD KIDS	Jackie Collins	1994	3	1994-10-02	12	10
2217	HOLLYWOOD WIVES	Jackie Collins	1983	28	1983-08-07	4	4
2218	HOLLYWOOD WIVES -- THE NEW GENERATION	Jackie Collins	2001	3	2001-07-08	4	5
2219	HOLLYWOOD WIVES -- The New Generation	Jackie Collins	2001	2	2001-07-29	9	11
222	A SHADE OF DIFFERENCE	Allen Drury	1962	25	1962-10-07	10	1
2220	HOLY COW	David Duchovny	2015	1	2015-03-01	15	16
2221	HOLY DEADLOCK,  by A. P. Herbert. (Doubleday, Doran.) 		1934	4	1934-08-13	5	4
2222	HOLY GHOST	John Sandford	2018	4	2018-10-28	13	2
2223	HOME	Harlan Coben	2016	7	2016-10-09	9	1
2224	HOME	Marilynne Robinson	2008	2	2008-09-21	5	13
2225	HOME	Toni Morrison	2012	4	2012-05-27	13	9
2226	HOME BEFORE DARK	Riley Sager	2020	1	2020-07-19	2	8
2227	HOME FOR THE HOLIDAYS	Johanna Lindsey	2000	2	2000-11-05	5	13
2228	HOME FROM THE HILL	William Humphrey	1958	8	1958-03-02	15	13
2229	HOME FRONT	Kristin Hannah	2012	5	2012-02-19	13	1
223	A SHIVER OF LIGHT	Laurell K. Hamilton	2014	1	2014-06-22	12	5
2230	HOME FRONT	Patti Davis with Maureen Strange Foster	1986	9	1986-03-30	15	6
2231	HOME SAFE	Elizabeth Berg	2009	1	2009-05-17	2	14
2232	HOME SONG	LaVyrle Spencer	1995	7	1995-02-12	8	6
2233	HOME TO HOLLY SPRINGS	Jan Karon	2007	8	2007-11-18	4	3
2234	HOME TOWN	Cleveland Amory	1950	6	1950-01-29	1	12
2235	HOMEGOING	Yaa Gyasi	2016	1	2016-06-26	15	15
2236	HOMELAND	John Jakes	1993	2	1993-07-18	15	15
2237	HOMEPORT	Nora Roberts	1998	6	1998-04-05	8	4
2238	HOMER & LANGLEY	E. L. Doctorow	2009	3	2009-09-20	12	7
2239	HOMEWARD BORNE	Ruth Chatterton	1950	23	1950-05-28	5	5
224	A SHOOTING STAR	Wallace Stegner	1961	11	1961-06-11	13	7
2240	HONEY IN THE HORN	H. L. Davis	1935	11	1935-09-02	5	3
2241	HONEYMOON	James Patterson and Howard Roughan	2005	9	2005-03-06	3	1
2242	HONG KONG	Stephen Coonts	2000	1	2000-10-01	10	15
2243	HONOR AMONG THIEVES	Jeffrey Archer	1993	8	1993-07-18	10	5
2244	HONOR BOUND	Sandra Brown	2002	1	2002-03-31	8	13
2245	HONOR BOUND	W.E.B. Griffin	1994	7	1994-01-30	17	6
2246	HONOR THYSELF	Danielle Steel	2008	4	2008-03-16	13	5
2247	HOOLIGANS	William Diehl	1984	1	1984-07-22	9	14
2248	HOPE OF HEAVEN	John O'Hara	1938	5	1938-04-04	6	4
2249	HOPE THROUGH HEARTSONGS	written and illustrated by Mattie J. T. Stepanek	2002	5	2002-04-14	10	9
225	A SHOWER OF SUMMER DAYS	May Sarton	1952	1	1952-12-14	16	16
2250	HOPE TO DIE	James Patterson	2014	11	2014-12-14	10	1
2251	HOPE TO DIE	Lawrence Block	2001	1	2001-11-04	15	16
2252	HORN OF AFRICA	Philip Caputo	1981	1	1981-01-11	1	15
2253	HORNBLOWER AND THE ATROPOS	C.S. Forester	1953	2	1953-10-04	16	13
2254	HORNBLOWER AND THE HOTSPUR	C.S. Forester	1962	9	1962-09-02	14	6
2255	HORNET FLIGHT	Ken Follett	2002	8	2002-12-22	15	5
2256	HORNET'S NEST	Patricia Cornwell	1997	11	1997-02-02	14	1
2257	HORNS	Joe Hill	2010	2	2010-03-07	14	10
2258	HORNSTEIN'S BOY	Robert Traver	1962	13	1962-04-22	14	8
2259	HORSE HEAVEN	Jane Smiley	2000	5	2000-04-23	4	12
226	A SINGLE PEBBLE	John Hersey	1956	23	1956-06-24	12	4
2260	HOSTAGE	Robert Crais	2001	4	2001-08-26	8	10
2261	HOSTAGES	Stefan Heym	1942	2	1942-10-26	5	5
2262	HOT FLASHES	Barbara Raskin	1987	11	1987-09-20	3	8
2263	HOT ICE	Nora Roberts	2002	2	2002-08-18	6	11
2264	HOT MAHOGANY	Stuart Woods	2008	3	2008-10-12	12	4
2265	HOT MONEY	Dick Francis	1988	12	1988-03-13	7	3
2266	HOT PURSUIT	Stuart Woods	2015	2	2015-04-26	6	4
2267	HOT PURSUIT	Suzanne Brockmann	2009	1	2009-08-16	11	7
2268	HOT SIX	Janet Evanovich	2000	9	2000-07-09	7	1
2269	HOT SPRINGS	Stephen Hunter	2000	2	2000-07-23	7	14
227	A SMALL TOWN IN GERMANY	John le Carré	1968	28	1968-11-10	16	2
2270	HOT TARGET	Suzanne Brockmann	2005	1	2005-01-16	13	10
2271	HOTEL	Arthur Hailey	1965	46	1965-02-28	11	3
2272	HOTEL DU LAC	Anita Brookner	1985	9	1985-03-17	9	10
2273	HOTEL ON THE CORNER OF BITTER AND SWEET	Jamie Ford	2009	2	2009-04-05	15	15
2274	HOTEL PASTIS	Peter Mayle	1993	2	1993-11-21	10	14
2275	HOTEL TALLYRAND	Paul Hyde Bonner	1953	13	1953-04-26	16	5
2276	HOTEL VENDOME	Danielle Steel	2011	3	2011-11-20	1	4
2277	HOTHOUSE ORCHID	Stuart Woods	2009	2	2009-10-11	8	5
2278	HOTSHOT	Julie Garwood	2013	1	2013-08-25	11	6
2279	HOUND-DOG MAN	Fred Gipson	1949	8	1949-01-30	1	12
228	A SOLDIER OF THE GREAT WAR	Mark Helprin	1991	6	1991-06-23	15	14
2280	HOUR GAME	David Baldacci	2004	6	2004-11-14	4	1
2281	HOUSE DIVIDED	Ben Ames Williams	1947	40	1947-09-28	3	1
2282	HOUSE OF EARTH AND BLOOD	Sarah J. Maas	2020	3	2020-03-22	8	1
2283	HOUSE OF SPIES	Daniel Silva	2017	6	2017-07-30	13	1
2284	HOUSE RULES	Jodi Picoult	2010	9	2010-03-21	3	1
2285	HOW FIRM A FOUNDATION	David Weber	2011	1	2011-10-02	1	8
2286	HOW GREEN WAS MY VALLEY	Richard Llewellyn	1940	35	1940-02-19	2	1
2287	HOW STELLA GOT HER GROOVE BACK	Terry McMillan	1996	21	1996-05-19	11	1
2288	HOW THE LIGHT GETS IN	Louise Penny	2013	3	2013-09-15	7	1
2289	HOW TO BE GOOD	Nick Hornby	2001	1	2001-07-29	12	14
229	A SON OF THE CIRCUS	John Irving	1994	9	1994-09-04	8	7
2290	HOW TO MAKE AN AMERICAN QUILT	Whitney Otto	1991	8	1991-05-05	15	12
2291	HOW TO SAVE YOUR OWN LIFE	Erica Jong	1977	15	1977-04-03	7	5
2292	HOW TO WALK AWAY	Katherine Center	2018	1	2018-06-03	8	14
2293	HUGGER MUGGER	Robert B. Parker	2000	4	2000-04-23	14	8
2294	HUMANS, BOW DOWN	James Patterson and Emily Raymond with Jill Dembowski	2017	4	2017-03-12	1	7
2295	HUMBOLDT'S GIFT	Saul Bellow	1975	24	1975-09-07	1	2
2296	HUNDRED-DOLLAR BABY	Robert B. Parker	2006	2	2006-11-12	11	6
2297	HUNGRY AS THE SEA	Wilbur Smith	1980	10	1980-03-23	9	7
2298	HUNGRY HILL	Daphne du Maurier	1943	15	1943-06-28	3	2
2299	HUNTERS HORN	Harriette Simpson Arnow	1949	5	1949-06-19	3	13
23	1876	Gore Vidal	1976	25	1976-03-21	6	1
230	A SONG OF SIXPENCE	A.J. Cronin	1964	3	1964-11-22	15	10
2300	HUNTERS OF DUNE	Brian Herbert and Kevin J. Anderson	2006	3	2006-09-10	6	3
2301	HUNTER’S MOON	Randy Wayne White	2007	1	2007-04-15	3	13
2302	HUNTING BADGER	Tony Hillerman	1999	9	1999-11-28	11	9
2303	HUNTING EVE	Iris Johansen	2013	1	2013-08-04	4	13
2304	HUNTING FEAR	Kay Hooper	2004	1	2004-09-05	5	13
2305	HUNTING SEASON	Nevada Barr	2002	4	2002-03-10	2	7
2306	HUNTING SHADOWS	Charles Todd	2014	1	2014-02-09	4	16
2307	HURRY SUNDOWN	K.B. Gilden	1965	15	1965-02-14	4	2
2308	HUSH HUSH	Laura Lippman	2015	1	2015-03-15	1	15
2309	HUSH MONEY	Robert B. Parker	1999	4	1999-03-28	2	5
231	A SOUTHERN FAMILY	Gail Godwin	1987	7	1987-10-25	3	7
2310	I ALMOST FORGOT ABOUT YOU	Terry McMillan	2016	1	2016-06-26	12	12
2311	I AM CHARLOTTE SIMMONS	Tom Wolfe	2004	14	2004-11-28	7	3
2312	I AM THE FOX	Winifred Van Etten	1936	2	1936-09-07	7	7
2313	I AM THINKING OF MY DARLING	Vincent McHugh	1943	1	1943-08-23	5	5
2314	I AND MY TRUE LOVE	Helen MacInnes	1953	6	1953-03-08	12	9
2315	I CAN GET IT FOR YOU WHOLESALE	Jerome Weldman	1937	14	1937-05-24	5	3
2316	I CAPTURE THE CASTLE	Dodie Smith	1948	20	1948-11-14	4	7
2317	I COME AS A THIEF	Louis Auchincloss	1972	1	1972-10-08	1	10
2318	I DON'T KNOW HOW SHE DOES IT	Allison Pearson	2002	11	2002-10-27	3	8
2319	I HEARD THAT SONG BEFORE	Mary Higgins Clark	2007	7	2007-04-22	7	1
232	A SOUTHERN FAMILY	Gail Godwin.	1987	1	1987-10-18	4	13
2320	I HEARD THE OWL CALL MY NAME	Margaret Craven	1974	20	1974-03-03	10	6
2321	I KNOW A SECRET	Tess Gerritsen	2017	1	2017-09-03	1	8
2322	I KNOW THIS MUCH IS TRUE	Wally Lamb	1998	19	1998-07-05	4	1
2323	I LOVE MISS TILLI BEAN	Ilka Chase	1946	4	1946-03-17	1	10
2324	I MET A LADY	Howard Spring	1961	7	1961-12-17	12	11
2325	I OWE YOU ONE	Sophie Kinsella	2019	1	2019-02-24	11	15
2326	I SAY A LITTLE PRAYER	E. Lynn Harris	2006	4	2006-05-21	3	3
2327	I STILL DREAM ABOUT YOU	Fannie Flagg	2010	2	2010-11-28	2	6
2328	I THEE WED	Amanda Quick	1999	3	1999-04-25	7	9
2329	I WAS A TEEN-AGE DWARF	Max Shulman	1959	1	1959-09-20	1	16
233	A SPARK OF LIGHT	Jodi Picoult	2018	8	2018-10-21	13	1
2330	I WAS AMELIA EARHART	Jane Mendelsohn	1996	14	1996-05-12	3	6
2331	I WAS DANCING	Edwin O'Connor	1964	1	1964-05-31	5	10
2332	I WOULD LEAVE ME IF I COULD	Halsey	2020	2	2020-11-29	13	2
2333	I'LL BE SEEING YOU	Mary Higgins Clark	1993	14	1993-05-09	6	3
2334	I'LL TAKE MANHATTAN	Judith Krantz	1986	23	1986-05-04	13	1
2335	I'LL TAKE MANHATTAN	Judith Krantz.	1986	1	1986-04-27	12	2
2336	I'LL WALK ALONE	Mary Higgins Clark	2011	7	2011-04-24	2	3
2337	I'VE GOT MY EYES ON YOU	Mary Higgins Clark	2018	6	2018-04-22	14	1
2338	I'VE GOT YOU UNDER MY SKIN	Mary Higgins Clark	2014	6	2014-04-20	7	1
2339	I'VE GOT YOUR NUMBER	Sophie Kinsella	2012	3	2012-03-04	2	4
234	A SPOOL OF BLUE THREAD	Anne Tyler	2015	13	2015-03-01	3	3
2340	I, ALEX CROSS	James Patterson	2009	13	2009-12-06	4	1
2341	I, CLAUDIUS	Robert Graves	1934	12	1934-06-11	5	1
2342	I, MICHAEL BENNETT	James Patterson and Michael Ledwidge	2012	6	2012-07-29	14	2
2343	I, MY ANCESTOR	Nancy Wilson Ross	1950	6	1950-02-19	3	9
2344	I, SNIPER	Stephen Hunter	2010	6	2010-01-17	2	14
2345	I, THE KING	Frances Parkinson Keyes	1966	12	1966-06-26	8	6
2346	ICE	Linda Howard	2009	1	2009-11-29	10	8
2347	ICE COLD	Tess Gerritsen	2010	3	2010-07-18	10	10
2348	ICE PALACE	Edna Ferber	1958	28	1958-03-30	15	2
2349	ICE STATION ZEBRA	Alistair MacLean	1963	1	1963-12-29	9	10
235	A SPOT OF BOTHER	Mark Haddon	2006	2	2006-10-01	2	12
2350	ICEBREAKER	John Gardner	1983	11	1983-04-17	6	9
2351	ICED	Karen Marie Moning	2012	1	2012-11-18	8	9
2352	ICON	Frederick Forsyth	1996	2	1996-11-03	10	11
2353	IDA ELISABETH	Sigrid Undset	1933	1	1933-10-16	3	3
2354	IDENTICAL	Scott Turow	2013	6	2013-11-03	11	4
2355	IF BEALE STREET COULD TALK	James Baldwin	1974	7	1974-07-07	10	7
2356	IF I HAVE FOUR APPLES	Josephine Lawrence	1936	9	1936-01-06	7	1
2357	IF IT BLEEDS	Stephen King	2020	18	2020-05-10	2	1
2358	IF LOOKS COULD KILL	Kate White	2002	5	2002-05-19	9	10
2359	IF NOT FOR YOU	Debbie Macomber	2017	3	2017-04-09	8	3
236	A STAR IN THE WIND	Robert Nathan	1962	3	1962-02-25	15	13
2360	IF THIS WORLD WERE MINE	E. Lynn Harris	1997	10	1997-08-03	12	4
2361	IF TOMORROW COMES	Sidney Sheldon	1985	36	1985-01-27	2	1
2362	IF YOU WERE HERE	Jen Lancaster	2011	1	2011-05-22	15	14
2363	ILLUSIONS	Richard Bach	1977	80	1977-06-19	10	2
2364	ILLUSIONS OF LOVE	Cynthia Freeman	1984	15	1984-12-02	8	6
2365	ILLYRIAN SPRING	Ann Bridge	1935	6	1935-08-12	8	3
2366	IMAGINARY FRIEND	Stephen Chbosky	2019	2	2019-10-20	2	10
2367	IMAJICA	Clive Barker	1991	3	1991-09-29	4	14
2368	IMITATION OF LIFE	Fannie Hurst	1933	1	1933-02-13	3	3
2369	IMMORTAL WIFE	Irving Stone	1944	22	1944-10-29	4	3
237	A STEP OF FAITH	Richard Paul Evans	2013	2	2013-05-26	10	5
2370	IMMORTALITY	Milan Kundera	1991	8	1991-06-02	12	9
2371	IMPACT	Douglas Preston	2010	4	2010-01-24	7	4
2372	IMPERIAL BEDROOMS	Bret Easton Ellis	2010	1	2010-07-04	15	15
2373	IMPERIAL CITY	Elmer Rice	1937	7	1937-11-22	8	4
2374	IMPERIAL WOMAN	Pearl S. Buck	1956	24	1956-04-15	15	2
2375	IMPERIUM	Robert Harris	2006	2	2006-10-08	12	7
2376	IMPORTANT PEOPLE	Robert Van Gelder	1948	1	1948-08-15	2	16
2377	IMPOSSIBLE	Danielle Steel	2005	6	2005-03-20	6	3
2378	IMZADI	Peter David	1992	6	1992-07-26	2	7
2379	IN A DARK GARDEN	Frank Slaughter	1946	3	1946-11-10	1	15
238	A STONE FOR DANNY FISHER	Harold Robbins	1952	7	1952-04-06	15	12
2380	IN A DARK, DARK WOOD	Ruth Ware	2015	1	2015-08-30	5	11
2381	IN A SUMMER SEASON	Elizabeth Taylor	1961	4	1961-02-12	1	13
2382	IN AT THE DEATH	Harry Turtledove	2007	1	2007-08-19	11	12
2383	IN BED WE CRY	Ilka Chase	1943	12	1943-11-22	5	3
2384	IN DANGER'S PATH	W. E. B. Griffin	1999	7	1999-01-31	10	2
2385	IN FIVE YEARS	Rebecca Serle	2020	7	2020-03-29	2	5
2386	IN HIS FATHER'S FOOTSTEPS	Danielle Steel	2018	5	2018-09-23	2	2
2387	IN ONE PERSON	John Irving	2012	4	2012-05-27	9	5
2388	IN PARADISE	Peter Matthiessen	2014	1	2014-04-27	15	9
2389	IN PRAISE OF THE STEPMOTHER	Mario Vargas Llosa	1990	1	1990-11-11	12	14
239	A STORM OF SWORDS	George R. R. Martin	2000	2	2000-11-19	3	12
2390	IN PURSUIT OF THE PROPER SINNER	Elizabeth George	1999	5	1999-09-19	9	7
2391	IN SUNLIGHT AND IN SHADOW	Mark Helprin	2012	1	2012-10-21	13	15
2392	IN THE BEAUTY OF THE LILIES	John Updike	1996	5	1996-02-18	8	9
2393	IN THE BEGINNING	Chaim Potok	1975	20	1975-11-23	1	5
2394	IN THE BLAZING LIGHT	Max White	1946	1	1946-02-03	1	16
2395	IN THE COMPANY OF CHEERFUL LADIES	Alexander McCall Smith	2005	7	2005-05-08	10	6
2396	IN THE COMPANY OF OTHERS	Jan Karon	2010	5	2010-11-07	13	2
2397	IN THE COMPANY OF THE COURTESAN	Sarah Dunant	2006	6	2006-03-05	4	6
2398	IN THE HANDS OF THE SENECAS	Walter D. Edmonds	1947	2	1947-02-23	4	11
2399	IN THE MIDST OF WINTER	Isabel Allende	2017	2	2017-11-19	9	10
24	19 PURCHASE STREET	Gerald A. Browne	1982	7	1982-09-05	1	10
240	A STRANGER IN THE HOUSE	Shari Lapena	2017	2	2017-09-03	3	10
2400	IN THE NAME OF HONOR	Richard North Patterson	2010	1	2010-07-18	11	11
2401	IN THE NATIONAL INTEREST	Marvin Kalb and Ted Koppel	1978	1	1978-01-15	4	13
2402	IN THE PRESENCE OF THE ENEMY	Elizabeth George	1996	8	1996-03-24	8	2
2403	IN THE UNLIKELY EVENT	Judy Blume	2015	8	2015-06-21	8	4
2404	IN THE WET	Nevil Shute	1953	14	1953-05-24	13	10
2405	IN THE WRONG RAIN	Robert P. Kirsch	1959	2	1959-07-12	1	14
2406	IN THIS GRAVE HOUR	Jacqueline Winspear	2017	2	2017-04-02	11	5
2407	IN THIS HOUSE OF BREDE	Rumer Godden	1969	19	1969-10-12	1	4
2408	IN THIS MOMENT	Karen Kingsbury	2017	1	2017-11-26	7	9
2409	IN THIS MOUNTAIN	Jan Karon	2002	8	2002-06-16	12	1
241	A STRANGER IN THE MIRROR	Sidney Sheldon	1976	21	1976-05-02	1	3
2410	IN THIS OUR LIFE	Ellen Glasgow	1941	13	1941-04-07	3	2
2411	IN TOO DEEP	Jayne Ann Krentz	2011	1	2011-01-16	3	9
2412	INCA GOLD	Clive Cussler	1994	14	1994-05-15	1	2
2413	INCUBUS DREAMS	Laurell K. Hamilton	2004	4	2004-10-17	8	2
2414	INDECENT EXPOSURE	Stuart Woods	2017	1	2017-06-25	8	10
2415	INDEPENDENT PEOPLE	Halldor Laxness	1946	3	1946-08-25	1	15
2416	INDIGNATION	Philip Roth	2008	2	2008-10-05	3	10
2417	INDULGENCE IN DEATH	J. D. Robb	2010	2	2010-11-21	14	3
2418	INFERNO	Dan Brown	2013	29	2013-06-02	6	1
2419	INHERENT VICE	Thomas Pynchon	2009	2	2009-08-23	9	5
242	A STRANGER IS WATCHING	Mary Higgins Clark	1978	13	1978-03-26	3	8
2420	INHERITANCE	Judith Michael	1988	16	1988-03-20	12	4
2421	INHERITANCE	Phyllis Bentley	1932	5	1932-09-26	3	3
2422	INLAND	Téa Obreht	2019	3	2019-09-01	8	9
2423	INNOCENCE	Dean Koontz	2013	4	2013-12-29	14	9
2424	INNOCENT	Scott Turow	2010	7	2010-05-23	4	3
2425	INNOCENT AS SIN	Elizabeth Lowell	2007	1	2007-07-08	11	14
2426	INNOCENT BLOOD	P.D. James	1980	16	1980-05-25	1	3
2427	INNOCENT IN DEATH	J. D. Robb	2007	5	2007-03-11	4	1
2428	INNOCENT SUMMER	Frances Frost	1936	1	1936-02-10	7	7
2429	INNOCENT TRAITOR	Alison Weir	2007	2	2007-03-18	3	12
243	A STROKE OF MIDNIGHT	Laurell K. Hamilton	2005	3	2005-05-01	10	6
2430	INSANE CITY	Dave Barry	2013	2	2013-02-17	8	12
2431	INSATIABLE APPETITES	Stuart Woods	2015	4	2015-01-25	1	4
2432	INSIDE THE O'BRIENS	Lisa Genova	2015	2	2015-04-26	14	12
2433	INSIDE, OUTSIDE	Herman Wouk	1985	24	1985-03-24	15	3
2434	INSIDIOUS	Catherine Coulter	2016	3	2016-08-28	10	2
2435	INSOMNIA	Stephen King	1994	16	1994-10-23	15	1
2436	INTENSITY	Dean Koontz	1996	12	1996-01-21	2	1
2437	INTERVENTION	Robin Cook	2009	1	2009-08-30	4	15
2438	INTO THE DREAMING	Karen Marie Moning	2012	1	2012-05-13	1	14
2439	INTO THE FIRE	Suzanne Brockmann	2008	1	2008-08-10	9	7
244	A SUDDEN CHANGE OF HEART	Barbara Taylor Bradford	1999	7	1999-03-07	4	6
2440	INTO THE STORM	Suzanne Brockmann	2006	4	2006-09-03	6	3
2441	INTO THE WATER	Paula Hawkins	2017	17	2017-05-21	1	1
2442	INTO THE WOODS	Kim Harrison	2012	1	2012-10-28	12	13
2443	INTUITION	Allegra Goodman	2006	1	2006-04-09	13	15
2444	INVASION	 Maxence van der Meersch	1937	2	1937-02-08	4	4
2445	INVINCIBLE	Troy Denning	2008	3	2008-06-01	4	5
2446	INVISIBLE	James Patterson and David Ellis	2014	7	2014-07-13	8	1
2447	INVISIBLE GIRL	Lisa Jewell	2020	1	2020-11-01	10	12
2448	INVISIBLE MAN	Ralph Ellison	1952	13	1952-05-04	14	8
2449	INVISIBLE PREY	John Sandford	2007	5	2007-06-03	13	3
245	A SUDDEN LIGHT	Garth Stein	2014	1	2014-10-19	8	14
2450	INVITATION TO THE WALTZ	Rosamond Lehmann	1932	3	1932-11-14	1	1
2451	INÉS OF MY SOUL	Isabel Allende	2006	1	2006-11-26	3	14
2452	IRELAND	Frank Delaney	2005	4	2005-03-13	3	11
2453	IRON GOLD	Pierce Brown	2018	1	2018-02-04	8	3
2454	IRON HOUSE	John Hart	2011	1	2011-07-31	16	10
2455	IRON ORCHID	Stuart Woods	2005	1	2005-10-30	1	15
2456	IRRESISTIBLE FORCES	Danielle Steel	1999	9	1999-11-21	8	4
2457	ISLAND	Aldous Huxley	1962	11	1962-04-15	1	7
2458	ISLAND BENEATH THE SEA	Isabel Allende	2010	3	2010-05-16	1	13
2459	ISLAND IN THE SUN	Alec Waugh	1956	20	1956-01-22	10	5
246	A SUMMER PLACE	Sloan Wilson	1958	18	1958-04-27	12	4
2460	ISLANDIA	Austin Wright	1942	9	1942-04-20	3	2
2461	ISLANDS	Anne Rivers Siddons	2004	3	2004-04-25	1	9
2462	ISLANDS IN THE STREAM	Ernest Hemingway	1970	24	1970-10-18	15	2
2463	ISLE OF DOGS	Patricia Cornwell	2001	6	2001-10-28	15	1
2464	ISLE OF PALMS	Dorothea Benton Frank	2003	4	2003-07-13	6	11
2465	ISTANBUL PASSAGE	Joseph Kanon	2012	1	2012-06-17	4	13
2466	IT	Stephen King	1986	35	1986-09-14	3	1
2467	IT CAN'T HAPPEN HERE	Sinclair Lewis	1935	31	1935-10-28	3	1
2468	IT DEVOURS!	Joseph Fink and Jeffrey Cranor	2017	1	2017-11-05	11	10
2469	IT TAKES ALL KINDS	Louis Bromfield	1939	3	1939-10-23	4	4
247	A SUNLESS SEA	Anne Perry	2012	1	2012-09-16	7	10
2470	IT'S NOT ALL DOWNHILL FROM HERE	Terry McMillan	2020	1	2020-04-19	16	12
2471	I’D KNOW YOU ANYWHERE	Laura Lippman	2010	3	2010-09-05	13	11
2472	I’VE GOT YOUR NUMBER	Sophie Kinsella	2012	1	2012-03-25	16	16
2473	JACK	Marilynne Robinson	2020	1	2020-10-18	9	10
2474	JACK AND JILL	James Patterson	1996	8	1996-09-22	6	2
2475	JACKDAWS	Ken Follett	2001	8	2001-12-23	7	7
2476	JAILBIRD	Kurt Vonnegut	1979	31	1979-09-23	2	1
2477	JAINA PROUDMOORE: TIDES OF WAR	Christie Golden	2012	1	2012-09-16	10	13
2478	JAMAICA INN	Daphne Du Maurier	1936	10	1936-05-04	6	3
2479	JAMES SHORE'S DAUGHTER	Stephen Vincent Benet	1934	3	1934-05-07	8	6
