year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,total,rank,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader
2022,Japan,6,6,0,42,30,4,35,21,11,143,14,2,2,1,1,Takuya Inoue,Sogo Murakami
2022,Israel,6,6,0,39,35,14,36,14,4,142,16,2,2,2,0,Dan Carmon,Dmitry Novikov
2022,Mongolia,6,6,0,42,37,0,42,19,2,142,16,1,2,3,0,Batbayasgalan Balkhuu,Batzorig Undrakh
2022,Hong Kong,6,6,0,42,37,4,42,10,5,140,18,0,5,1,0,Tat Wing Leung,Cesar Jose Alaban
2022,Islamic Republic of Iran,6,5,1,40,30,2,42,16,7,137,19,1,3,1,1,Navid Safaei,Roohallah Mahkam
2022,Brazil,6,6,0,36,42,3,38,10,5,134,20,1,3,2,0,Luciano Monteiro De Castro,Rafael Filipe Dos Santos
2022,France,6,6,0,39,21,5,42,18,8,133,21,1,3,1,1,Théo Lenoir,Martin Rakovsky
2022,Serbia,6,6,0,42,20,14,35,17,4,132,22,0,4,1,1,Miljan Knežević,Teodor Von Burg
2022,Canada,6,5,1,37,23,8,42,11,10,131,23,0,4,1,1,Victor Rong,Anna Kelley
2022,Mexico,6,6,0,40,17,4,36,30,2,129,24,1,2,2,1,Luis Eduardo García Hernández,José Ignacio Barradas Bribiesca
2022,Austria,6,6,0,38,26,2,29,28,4,127,25,0,5,0,1,Theresia Eisenkölbl,Stefan Leopoldseder
2022,Kazakhstan,6,6,0,35,35,0,40,13,4,127,25,0,3,2,1,Assylbek Issakhov,Kanat Satylkhanov
2022,Bulgaria,6,5,1,42,15,4,42,20,3,126,27,0,3,2,1,Stanislav Harizanov,Stoyan Boev
2022,Greece,6,6,0,42,21,2,42,15,4,126,27,1,2,3,0,Anargyros Fellouris,Silouanos Brazitikos
2022,Kyrgyzstan,6,6,0,30,21,0,42,27,2,122,29,1,3,0,2,Timur Mambetov,Makhamadkhan Ishmatov
2022,Peru,6,5,1,42,25,0,35,16,4,122,29,0,2,3,1,Jesus Zapata,Jose Garcia
2022,Germany,6,5,1,40,27,2,32,19,0,120,31,0,2,4,0,Uwe Leck,Christian Bernert
2022,New Zealand,6,5,1,42,14,0,42,22,0,120,31,0,3,3,0,Ross Atkins,Kevin Shen
2022,Malaysia,6,5,1,42,21,1,42,10,2,118,33,0,2,4,0,M. Syafiq Johar,Muhammad Zafree Zaharidan
2022,Vietnam,6,6,0,36,26,2,42,8,4,118,33,0,2,3,1,Gia Vuong Nguyen Chu,Ba Khanh Trinh Le
2022,Croatia,6,6,0,40,11,0,42,20,3,116,35,0,3,2,1,Ivan Novak,Lukas Novak
2022,Slovakia,6,4,2,38,15,5,28,29,1,116,35,1,1,3,1,Martin Vodička,Ákos Záhorský
2022,Thailand,6,6,0,38,32,1,35,8,2,116,35,0,3,1,2,Nithi Rungtanapirom,Teeradej Kittipassorn
2022,Armenia,6,6,0,35,21,2,40,14,1,113,38,0,0,5,1,Smbat Gogyan,Grigor Keropyan
2022,Australia,6,2,4,37,21,3,42,9,1,113,38,1,1,2,2,Hadyn Tang,Michelle Chen
2022,Ukraine,6,4,2,38,22,1,35,17,0,113,38,0,2,3,1,Bogdan Rublov,Andrii Anikushyn
2022,Indonesia,6,6,0,42,17,0,42,9,1,111,41,1,0,3,2,Nanang Susyanto,Aleams Barra
2022,Saudi Arabia,6,6,0,39,18,2,42,10,0,111,41,0,1,4,1,Sultan Albarakati,Majid Almarhoumi
2022,Uzbekistan,6,5,1,36,20,1,35,18,0,110,43,0,2,3,0,Utkir Boltaev,Umid Rakhmonov
2022,Netherlands,6,6,0,37,18,0,37,16,1,109,44,0,1,4,1,Quintijn Puite,Johan Konter
2022,Georgia,6,6,0,39,15,1,36,15,2,108,45,1,0,3,1,George Chelidze,Givi Nadibaidze
2022,North Macedonia,6,6,0,38,12,1,41,13,2,107,46,1,0,2,3,Ilija Jovceski,Mirko Petrushevski
2022,Turkmenistan,6,6,0,33,15,1,42,15,1,107,46,0,2,2,2,Pirmyrat Gurbanov,Murat Chashemov
2022,Switzerland,6,5,1,42,12,2,36,14,0,106,48,1,0,1,4,David Rusch,Tan Hong
2022,Czech Republic,6,3,3,36,8,0,42,16,1,103,49,0,2,2,2,Danil Koževnikov,Lenka Kopfová
2022,Philippines,6,6,0,40,13,1,35,13,0,102,50,0,1,3,2,Hazel Joy Shi,Kerish Villegas
2022,Sweden,6,5,1,41,13,1,30,14,3,102,50,0,1,3,2,Victor Ufnarovski,David Wärn
2022,Lithuania,5,3,2,35,9,6,30,14,0,94,52,1,0,2,2,Artūras Dubickas,Zina Šiaulienė
2022,South Africa,6,4,2,34,8,0,35,16,0,93,53,0,1,2,1,Dylan Nelson,Kerry Porrill
2022,Slovenia,6,4,2,40,5,0,37,8,2,92,54,0,1,1,3,Gregor Dolinar,Luka Horjak
2022,Estonia,6,6,0,30,13,0,29,19,0,91,55,0,1,1,4,Oleg Košik,Hendrik Vija
2022,Argentina,6,5,1,36,15,0,17,21,1,90,56,0,1,3,1,Patricia Fauring,Martín Mereb
2022,Cyprus,6,4,2,31,9,0,37,9,2,88,57,0,2,1,3,Demetres Christofides,Constantinos Koupparis
2022,Denmark,6,5,1,42,4,1,27,14,0,88,57,0,0,2,4,Kirsten Rosenkilde,Magnus Ridder Olsen
2022,Colombia,6,5,1,35,5,0,35,12,0,87,59,0,0,2,4,Maria Losada,Santiago Rodríguez
2022,Latvia,6,6,0,32,6,0,35,14,0,87,59,0,0,2,4,Kims Georgs Pavlovs,Ilmārs Štolcers
2022,Algeria,6,6,0,30,11,0,36,8,1,86,61,1,0,0,4,Rahmani Abdallah,Hacene Belbachir
2022,Finland,6,4,2,40,6,2,17,19,1,85,62,0,1,1,3,Anne-Maria Ernvall-Hytönen,Daniel Slivinskiy
2022,Norway,6,6,0,36,8,0,24,17,0,85,62,0,0,3,3,Dávid Kunszenti-Kovács,Edvard Walde Heimdal
2022,Republic of Moldova,5,4,1,31,8,2,29,14,0,84,64,0,1,2,2,Valeriu Guțu,Marcel Teleucă
2022,Bangladesh,6,5,1,33,8,0,28,14,0,83,65,0,0,2,4,Mahbubul Alam Majumdar,Mirza Md Tanjim Shorif Mugdho
2022,Costa Rica,6,5,1,29,2,0,35,16,0,82,66,0,0,2,3,Oscar Zamora Luna,Anthony Santiago Chaves Aguilar
2022,Belgium,6,6,0,38,11,0,22,9,0,80,67,0,1,2,1,Bart Windels,Philippe Niederkorn
2022,Spain,6,6,0,37,17,1,10,13,2,80,67,0,0,2,3,María Gaspar,Óscar Rivero
2022,Tajikistan,6,6,0,29,8,0,33,9,1,80,67,0,0,2,3,Pirahmad Olimjoni,Malik Sitamov
2022,Portugal,6,5,1,37,10,2,11,11,0,71,70,0,0,1,4,Joana Teles,Nuno Miguel Arala Santos
2022,Sri Lanka,6,6,0,42,4,0,17,8,0,71,70,0,0,2,4,Ghaura Abheendra Mahabaduge,Gonaduwage Maneth Banula Perera
2022,Cuba,6,4,2,36,0,0,31,0,1,68,72,0,0,0,5,Ernesto Alejandro López Cadalso,Roman Fresneda Quiroga
2022,Ireland,6,6,0,34,3,0,22,8,0,67,73,0,0,0,4,Andrew Smith,Tianyiwa Xie
2022,Tunisia,6,6,0,28,4,0,28,7,0,67,73,0,0,1,3,Taoufik Charrada,Raouf Thabet
2022,Azerbaijan,6,5,1,36,10,0,17,1,0,64,75,0,0,1,5,Abbas Mammadov,Ismat Aghayev
2022,Pakistan,6,6,0,28,7,1,19,9,0,64,75,0,1,1,1,Sarfraz Ahmad,Hani Shaker
2022,Syria,6,6,0,36,7,0,21,0,0,64,75,0,0,1,4,Omran Kouba,Mohamad Firas Alhalabi
2022,Luxembourg,6,2,4,34,2,0,16,8,0,60,78,0,0,1,3,Pascal Zeihen,Bernard Felten
2022,Macau,6,5,1,28,0,0,21,7,0,56,79,0,0,0,5,Hou Tin Chau,Kan Chun Leong
2022,Albania,6,5,1,19,2,0,29,1,0,51,80,0,0,1,3,Erind Bedalli,Bruno Bajo
2022,Iraq,5,4,1,23,4,0,16,7,0,50,81,0,0,2,1,Abdullah Muqdad Mawlood Alani,Ekram Rahim Ghaffar Ghaffar
2022,Kosovo,6,5,1,30,3,0,13,2,0,48,82,0,0,0,4,Dorlir Ahmeti,Besfort Shala
2022,Uruguay,6,5,1,28,1,0,18,1,0,48,82,0,0,0,3,Nelson Raul Chocca,Guillermo Stock Lorenzo
2022,Ecuador,6,6,0,19,0,0,13,14,0,46,84,0,0,1,2,Jorge Chamaidan,Jhosue Infante
2022,Dominican Republic,6,6,0,24,0,0,7,8,0,39,85,0,0,0,3,Abdul Abner Lugo Jiménez,Elba Teresa Mejía De La Cruz
2022,Rwanda,6,4,2,31,0,0,7,1,0,39,85,0,0,0,4,Obed Nsanzimfura Korusenge,Salvi Mucyo
2022,Trinidad and Tobago,5,5,0,19,1,0,9,8,0,37,87,0,0,0,2,Indra Haraksingh,Prasanna Ramakrishnan
2022,Iceland,6,4,2,11,1,0,10,13,0,35,88,0,0,0,2,Sigurður Jens Albertsson,Elvar Wang Atlason
2022,Myanmar,6,4,2,16,0,0,14,0,0,30,89,0,0,0,3,Aung Kyaw,Shine Maw Arnt
2022,Nepal,6,6,0,19,1,0,7,1,0,28,90,0,0,0,2,Chhabi Dhungana,Narayan Paudel
2022,Bolivia,4,3,1,15,2,0,8,0,1,26,91,0,0,1,1,,Guillermo Fernando Vera Hurtado
2022,Uganda,6,4,2,10,0,0,11,1,0,22,92,0,0,0,1,Joseph Ssebuliba,Medi Ssesanga
2022,Paraguay,4,4,0,10,0,0,9,1,0,20,93,0,0,0,1,Shing Cheng Chan Chang,Carmen Cecilia Sánchez Vázquez
2022,Ivory Coast,6,5,1,14,0,0,4,1,0,19,94,0,0,0,0,Modeste Essoh,Aboubacar Camara
2022,Puerto Rico,3,2,1,15,0,0,1,2,0,18,95,0,0,0,1,Natalia María Pacheco Tallaj,Juan Esteban Florez Coronel
2022,Chile,2,2,0,10,0,0,0,7,0,17,96,0,0,0,1,Hernan Burgos,Anibal Velozo
2022,El Salvador,3,2,1,7,0,0,9,1,0,17,96,0,0,0,1,,Riquelmi Salvador Cardona Fuentes
2022,Nicaragua,1,1,0,7,1,0,7,1,0,16,98,0,0,1,0,,Rufo Holvin Casco Arévalo
2022,Botswana,6,5,1,14,0,0,1,0,0,15,99,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole
2022,Liechtenstein,1,1,0,7,0,0,7,0,0,14,100,0,0,0,1,Ricardo Olivo,Elia Steinfeld
2022,Venezuela,3,2,1,6,0,0,4,4,0,14,100,0,0,0,0,Rafael Sánchez,Francisco Molina Tirado
2022,Panama,1,1,0,3,0,0,7,0,0,10,102,0,0,0,1,Joselito Wong,
2022,Bhutan,5,5,0,4,0,0,1,3,0,8,103,0,0,0,0,Yeshi Dorji,Pema Choden
2022,Kenya,5,5,0,6,0,0,0,1,0,7,104,0,0,0,0,James Kiwanuka Katende,Martin Mungai Ndungu
2022,Ghana,6,2,4,4,0,0,0,0,0,4,105,0,0,0,0,Eric Shen,Joel Manu
2022,Oman,6,0,6,2,0,0,0,2,0,4,105,0,0,0,0,Mian Mohammed Salim Al Hinai,Mahmood Mohammed Sarahan Al Hashami
2022,Honduras,1,1,0,1,0,0,0,0,0,1,107,0,0,0,0,Devis Moises Alvarado Zavala,
2022,United Arab Emirates,4,2,2,1,0,0,0,0,0,1,107,0,0,0,0,Ushangi Goginava,Ayesha Mohammad Alhaj Mahmood Al Nasser
2021,United States of America,6,5,1,42,41,19,40,35,15,192,1,5,1,0,0,John Berman,Carl Schildkraut
2021,People's Republic of China,6,6,0,42,42,31,40,22,13,190,2,5,1,0,0,Liang Xiao,Yijun Yao
2021,Republic of Korea,6,6,0,42,37,18,42,7,22,168,3,2,4,0,0,Suyoung Choi,Hwajong Yoo
2021,India,6,6,0,42,34,11,42,28,10,167,4,4,1,0,1,Krishnan Sivasubramanian,Rijul Saini
2021,Belarus,6,6,0,42,30,10,42,36,5,165,5,4,0,2,0,David Zmiaikou,Dzmitry Bazyleu
2021,Singapore,6,6,0,42,37,7,42,29,5,162,6,1,5,0,0,Yong Sheng Soh,Teck Kian Teo
2021,United Kingdom,6,6,0,42,33,8,42,31,6,162,6,2,3,1,0,Dominic Yeo,Vesna Kadelburg
2021,Hungary,6,6,0,42,37,16,36,23,1,155,8,2,3,1,0,Viktor Harangi,Sándor Dobos
2021,Poland,6,6,0,42,25,5,42,35,2,151,9,1,4,1,0,Tomasz Cieśla,Łukasz Bożyk
2021,Türkiye,6,5,1,38,37,5,42,12,17,151,9,2,2,2,0,Azer Kerimov,Ahmet İleri
2021,Taiwan,6,6,0,42,33,6,42,23,3,149,11,2,2,2,0,Chu-Lan Kao,Jeng-Chung Chen
2021,Romania,6,5,1,39,42,2,39,14,9,145,12,1,4,1,0,Cătălin Gherghe,Mihai Chiș
2021,Bosnia and Herzegovina,6,5,1,42,25,3,42,29,3,144,13,3,1,2,0,Adisa Bolić,Bojan Pažin
2021,Italy,6,5,1,42,32,3,36,27,3,143,14,1,3,2,0,Massimo Gobbino,Samuele Mongodi
2021,Japan,6,6,0,42,30,4,35,21,11,143,14,2,2,1,1,Takuya Inoue,Sogo Murakami
2021,Israel,6,6,0,39,35,14,36,14,4,142,16,2,2,2,0,Dan Carmon,Dmitry Novikov
2021,Mongolia,6,6,0,42,37,0,42,19,2,142,16,1,2,3,0,Batbayasgalan Balkhuu,Batzorig Undrakh
2021,Hong Kong,6,6,0,42,37,4,42,10,5,140,18,0,5,1,0,Tat Wing Leung,Cesar Jose Alaban
2021,Islamic Republic of Iran,6,5,1,40,30,2,42,16,7,137,19,1,3,1,1,Navid Safaei,Roohallah Mahkam
2021,Brazil,6,6,0,36,42,3,38,10,5,134,20,1,3,2,0,Luciano Monteiro De Castro,Rafael Filipe Dos Santos
2021,France,6,6,0,39,21,5,42,18,8,133,21,1,3,1,1,Théo Lenoir,Martin Rakovsky
2021,Serbia,6,6,0,42,20,14,35,17,4,132,22,0,4,1,1,Miljan Knežević,Teodor Von Burg
2021,Canada,6,5,1,37,23,8,42,11,10,131,23,0,4,1,1,Victor Rong,Anna Kelley
2021,Mexico,6,6,0,40,17,4,36,30,2,129,24,1,2,2,1,Luis Eduardo García Hernández,José Ignacio Barradas Bribiesca
2021,Austria,6,6,0,38,26,2,29,28,4,127,25,0,5,0,1,Theresia Eisenkölbl,Stefan Leopoldseder
2021,Kazakhstan,6,6,0,35,35,0,40,13,4,127,25,0,3,2,1,Assylbek Issakhov,Kanat Satylkhanov
2021,Bulgaria,6,5,1,42,15,4,42,20,3,126,27,0,3,2,1,Stanislav Harizanov,Stoyan Boev
2021,Greece,6,6,0,42,21,2,42,15,4,126,27,1,2,3,0,Anargyros Fellouris,Silouanos Brazitikos
2021,Kyrgyzstan,6,6,0,30,21,0,42,27,2,122,29,1,3,0,2,Timur Mambetov,Makhamadkhan Ishmatov
2021,Peru,6,5,1,42,25,0,35,16,4,122,29,0,2,3,1,Jesus Zapata,Jose Garcia
2021,Germany,6,5,1,40,27,2,32,19,0,120,31,0,2,4,0,Uwe Leck,Christian Bernert
2021,New Zealand,6,5,1,42,14,0,42,22,0,120,31,0,3,3,0,Ross Atkins,Kevin Shen
2021,Malaysia,6,5,1,42,21,1,42,10,2,118,33,0,2,4,0,M. Syafiq Johar,Muhammad Zafree Zaharidan
2021,Vietnam,6,6,0,36,26,2,42,8,4,118,33,0,2,3,1,Gia Vuong Nguyen Chu,Ba Khanh Trinh Le
2021,Croatia,6,6,0,40,11,0,42,20,3,116,35,0,3,2,1,Ivan Novak,Lukas Novak
2021,Slovakia,6,4,2,38,15,5,28,29,1,116,35,1,1,3,1,Martin Vodička,Ákos Záhorský
2021,Thailand,6,6,0,38,32,1,35,8,2,116,35,0,3,1,2,Nithi Rungtanapirom,Teeradej Kittipassorn
2021,Armenia,6,6,0,35,21,2,40,14,1,113,38,0,0,5,1,Smbat Gogyan,Grigor Keropyan
2021,Australia,6,2,4,37,21,3,42,9,1,113,38,1,1,2,2,Hadyn Tang,Michelle Chen
2021,Ukraine,6,4,2,38,22,1,35,17,0,113,38,0,2,3,1,Bogdan Rublov,Andrii Anikushyn
2021,Indonesia,6,6,0,42,17,0,42,9,1,111,41,1,0,3,2,Nanang Susyanto,Aleams Barra
2021,Saudi Arabia,6,6,0,39,18,2,42,10,0,111,41,0,1,4,1,Sultan Albarakati,Majid Almarhoumi
2021,Uzbekistan,6,5,1,36,20,1,35,18,0,110,43,0,2,3,0,Utkir Boltaev,Umid Rakhmonov
2021,Netherlands,6,6,0,37,18,0,37,16,1,109,44,0,1,4,1,Quintijn Puite,Johan Konter
2021,Georgia,6,6,0,39,15,1,36,15,2,108,45,1,0,3,1,George Chelidze,Givi Nadibaidze
2021,North Macedonia,6,6,0,38,12,1,41,13,2,107,46,1,0,2,3,Ilija Jovceski,Mirko Petrushevski
2021,Turkmenistan,6,6,0,33,15,1,42,15,1,107,46,0,2,2,2,Pirmyrat Gurbanov,Murat Chashemov
2021,Switzerland,6,5,1,42,12,2,36,14,0,106,48,1,0,1,4,David Rusch,Tan Hong
2021,Czech Republic,6,3,3,36,8,0,42,16,1,103,49,0,2,2,2,Danil Koževnikov,Lenka Kopfová
2021,Philippines,6,6,0,40,13,1,35,13,0,102,50,0,1,3,2,Hazel Joy Shi,Kerish Villegas
2021,Sweden,6,5,1,41,13,1,30,14,3,102,50,0,1,3,2,Victor Ufnarovski,David Wärn
2021,Lithuania,5,3,2,35,9,6,30,14,0,94,52,1,0,2,2,Artūras Dubickas,Zina Šiaulienė
2021,South Africa,6,4,2,34,8,0,35,16,0,93,53,0,1,2,1,Dylan Nelson,Kerry Porrill
2021,Slovenia,6,4,2,40,5,0,37,8,2,92,54,0,1,1,3,Gregor Dolinar,Luka Horjak
2021,Estonia,6,6,0,30,13,0,29,19,0,91,55,0,1,1,4,Oleg Košik,Hendrik Vija
2021,Argentina,6,5,1,36,15,0,17,21,1,90,56,0,1,3,1,Patricia Fauring,Martín Mereb
2021,Cyprus,6,4,2,31,9,0,37,9,2,88,57,0,2,1,3,Demetres Christofides,Constantinos Koupparis
2021,Denmark,6,5,1,42,4,1,27,14,0,88,57,0,0,2,4,Kirsten Rosenkilde,Magnus Ridder Olsen
2021,Colombia,6,5,1,35,5,0,35,12,0,87,59,0,0,2,4,Maria Losada,Santiago Rodríguez
2021,Latvia,6,6,0,32,6,0,35,14,0,87,59,0,0,2,4,Kims Georgs Pavlovs,Ilmārs Štolcers
2021,Algeria,6,6,0,30,11,0,36,8,1,86,61,1,0,0,4,Rahmani Abdallah,Hacene Belbachir
2021,Finland,6,4,2,40,6,2,17,19,1,85,62,0,1,1,3,Anne-Maria Ernvall-Hytönen,Daniel Slivinskiy
2021,Norway,6,6,0,36,8,0,24,17,0,85,62,0,0,3,3,Dávid Kunszenti-Kovács,Edvard Walde Heimdal
2021,Republic of Moldova,5,4,1,31,8,2,29,14,0,84,64,0,1,2,2,Valeriu Guțu,Marcel Teleucă
2021,Bangladesh,6,5,1,33,8,0,28,14,0,83,65,0,0,2,4,Mahbubul Alam Majumdar,Mirza Md Tanjim Shorif Mugdho
2021,Costa Rica,6,5,1,29,2,0,35,16,0,82,66,0,0,2,3,Oscar Zamora Luna,Anthony Santiago Chaves Aguilar
2021,Belgium,6,6,0,38,11,0,22,9,0,80,67,0,1,2,1,Bart Windels,Philippe Niederkorn
2021,Spain,6,6,0,37,17,1,10,13,2,80,67,0,0,2,3,María Gaspar,Óscar Rivero
2021,Tajikistan,6,6,0,29,8,0,33,9,1,80,67,0,0,2,3,Pirahmad Olimjoni,Malik Sitamov
2021,Portugal,6,5,1,37,10,2,11,11,0,71,70,0,0,1,4,Joana Teles,Nuno Miguel Arala Santos
2021,Sri Lanka,6,6,0,42,4,0,17,8,0,71,70,0,0,2,4,Ghaura Abheendra Mahabaduge,Gonaduwage Maneth Banula Perera
2021,Cuba,6,4,2,36,0,0,31,0,1,68,72,0,0,0,5,Ernesto Alejandro López Cadalso,Roman Fresneda Quiroga
2021,Ireland,6,6,0,34,3,0,22,8,0,67,73,0,0,0,4,Andrew Smith,Tianyiwa Xie
2021,Tunisia,6,6,0,28,4,0,28,7,0,67,73,0,0,1,3,Taoufik Charrada,Raouf Thabet
2021,Azerbaijan,6,5,1,36,10,0,17,1,0,64,75,0,0,1,5,Abbas Mammadov,Ismat Aghayev
2021,Pakistan,6,6,0,28,7,1,19,9,0,64,75,0,1,1,1,Sarfraz Ahmad,Hani Shaker
2021,Syria,6,6,0,36,7,0,21,0,0,64,75,0,0,1,4,Omran Kouba,Mohamad Firas Alhalabi
2021,Luxembourg,6,2,4,34,2,0,16,8,0,60,78,0,0,1,3,Pascal Zeihen,Bernard Felten
2021,Macau,6,5,1,28,0,0,21,7,0,56,79,0,0,0,5,Hou Tin Chau,Kan Chun Leong
2021,Albania,6,5,1,19,2,0,29,1,0,51,80,0,0,1,3,Erind Bedalli,Bruno Bajo
2021,Iraq,5,4,1,23,4,0,16,7,0,50,81,0,0,2,1,Abdullah Muqdad Mawlood Alani,Ekram Rahim Ghaffar Ghaffar
2021,Kosovo,6,5,1,30,3,0,13,2,0,48,82,0,0,0,4,Dorlir Ahmeti,Besfort Shala
2021,Uruguay,6,5,1,28,1,0,18,1,0,48,82,0,0,0,3,Nelson Raul Chocca,Guillermo Stock Lorenzo
2021,Ecuador,6,6,0,19,0,0,13,14,0,46,84,0,0,1,2,Jorge Chamaidan,Jhosue Infante
2021,Dominican Republic,6,6,0,24,0,0,7,8,0,39,85,0,0,0,3,Abdul Abner Lugo Jiménez,Elba Teresa Mejía De La Cruz
2021,Rwanda,6,4,2,31,0,0,7,1,0,39,85,0,0,0,4,Obed Nsanzimfura Korusenge,Salvi Mucyo
2021,Trinidad and Tobago,5,5,0,19,1,0,9,8,0,37,87,0,0,0,2,Indra Haraksingh,Prasanna Ramakrishnan
2021,Iceland,6,4,2,11,1,0,10,13,0,35,88,0,0,0,2,Sigurður Jens Albertsson,Elvar Wang Atlason
2021,Myanmar,6,4,2,16,0,0,14,0,0,30,89,0,0,0,3,Aung Kyaw,Shine Maw Arnt
2021,Nepal,6,6,0,19,1,0,7,1,0,28,90,0,0,0,2,Chhabi Dhungana,Narayan Paudel
2021,Bolivia,4,3,1,15,2,0,8,0,1,26,91,0,0,1,1,,Guillermo Fernando Vera Hurtado
2021,Uganda,6,4,2,10,0,0,11,1,0,22,92,0,0,0,1,Joseph Ssebuliba,Medi Ssesanga
2021,Paraguay,4,4,0,10,0,0,9,1,0,20,93,0,0,0,1,Shing Cheng Chan Chang,Carmen Cecilia Sánchez Vázquez
2021,Ivory Coast,6,5,1,14,0,0,4,1,0,19,94,0,0,0,0,Modeste Essoh,Aboubacar Camara
2021,Puerto Rico,3,2,1,15,0,0,1,2,0,18,95,0,0,0,1,Natalia María Pacheco Tallaj,Juan Esteban Florez Coronel
2021,Chile,2,2,0,10,0,0,0,7,0,17,96,0,0,0,1,Hernan Burgos,Anibal Velozo
2021,El Salvador,3,2,1,7,0,0,9,1,0,17,96,0,0,0,1,,Riquelmi Salvador Cardona Fuentes
2021,Nicaragua,1,1,0,7,1,0,7,1,0,16,98,0,0,1,0,,Rufo Holvin Casco Arévalo
2021,Botswana,6,5,1,14,0,0,1,0,0,15,99,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole
2021,Liechtenstein,1,1,0,7,0,0,7,0,0,14,100,0,0,0,1,Ricardo Olivo,Elia Steinfeld
2021,Venezuela,3,2,1,6,0,0,4,4,0,14,100,0,0,0,0,Rafael Sánchez,Francisco Molina Tirado
2021,Panama,1,1,0,3,0,0,7,0,0,10,102,0,0,0,1,Joselito Wong,
2021,Bhutan,5,5,0,4,0,0,1,3,0,8,103,0,0,0,0,Yeshi Dorji,Pema Choden
2021,Kenya,5,5,0,6,0,0,0,1,0,7,104,0,0,0,0,James Kiwanuka Katende,Martin Mungai Ndungu
2021,Ghana,6,2,4,4,0,0,0,0,0,4,105,0,0,0,0,Eric Shen,Joel Manu
2021,Oman,6,0,6,2,0,0,0,2,0,4,105,0,0,0,0,Mian Mohammed Salim Al Hinai,Mahmood Mohammed Sarahan Al Hashami
2021,Honduras,1,1,0,1,0,0,0,0,0,1,107,0,0,0,0,Devis Moises Alvarado Zavala,
2021,United Arab Emirates,4,2,2,1,0,0,0,0,0,1,107,0,0,0,0,Ushangi Goginava,Ayesha Mohammad Alhaj Mahmood Al Nasser
2020,United States of America,6,5,1,42,41,19,40,35,15,192,1,5,1,0,0,John Berman,Carl Schildkraut
2020,People's Republic of China,6,6,0,42,42,31,40,22,13,190,2,5,1,0,0,Liang Xiao,Yijun Yao
2020,Republic of Korea,6,6,0,42,37,18,42,7,22,168,3,2,4,0,0,Suyoung Choi,Hwajong Yoo
2020,India,6,6,0,42,34,11,42,28,10,167,4,4,1,0,1,Krishnan Sivasubramanian,Rijul Saini
2020,Belarus,6,6,0,42,30,10,42,36,5,165,5,4,0,2,0,David Zmiaikou,Dzmitry Bazyleu
2020,Singapore,6,6,0,42,37,7,42,29,5,162,6,1,5,0,0,Yong Sheng Soh,Teck Kian Teo
2020,United Kingdom,6,6,0,42,33,8,42,31,6,162,6,2,3,1,0,Dominic Yeo,Vesna Kadelburg
2020,Hungary,6,6,0,42,37,16,36,23,1,155,8,2,3,1,0,Viktor Harangi,Sándor Dobos
2020,Poland,6,6,0,42,25,5,42,35,2,151,9,1,4,1,0,Tomasz Cieśla,Łukasz Bożyk
2020,Türkiye,6,5,1,38,37,5,42,12,17,151,9,2,2,2,0,Azer Kerimov,Ahmet İleri
2020,Taiwan,6,6,0,42,33,6,42,23,3,149,11,2,2,2,0,Chu-Lan Kao,Jeng-Chung Chen
2020,Romania,6,5,1,39,42,2,39,14,9,145,12,1,4,1,0,Cătălin Gherghe,Mihai Chiș
2020,Bosnia and Herzegovina,6,5,1,42,25,3,42,29,3,144,13,3,1,2,0,Adisa Bolić,Bojan Pažin
2020,Italy,6,5,1,42,32,3,36,27,3,143,14,1,3,2,0,Massimo Gobbino,Samuele Mongodi
2020,Japan,6,6,0,42,30,4,35,21,11,143,14,2,2,1,1,Takuya Inoue,Sogo Murakami
2020,Israel,6,6,0,39,35,14,36,14,4,142,16,2,2,2,0,Dan Carmon,Dmitry Novikov
2020,Mongolia,6,6,0,42,37,0,42,19,2,142,16,1,2,3,0,Batbayasgalan Balkhuu,Batzorig Undrakh
2020,Hong Kong,6,6,0,42,37,4,42,10,5,140,18,0,5,1,0,Tat Wing Leung,Cesar Jose Alaban
2020,Islamic Republic of Iran,6,5,1,40,30,2,42,16,7,137,19,1,3,1,1,Navid Safaei,Roohallah Mahkam
2020,Brazil,6,6,0,36,42,3,38,10,5,134,20,1,3,2,0,Luciano Monteiro De Castro,Rafael Filipe Dos Santos
2020,France,6,6,0,39,21,5,42,18,8,133,21,1,3,1,1,Théo Lenoir,Martin Rakovsky
2020,Serbia,6,6,0,42,20,14,35,17,4,132,22,0,4,1,1,Miljan Knežević,Teodor Von Burg
2020,Canada,6,5,1,37,23,8,42,11,10,131,23,0,4,1,1,Victor Rong,Anna Kelley
2020,Mexico,6,6,0,40,17,4,36,30,2,129,24,1,2,2,1,Luis Eduardo García Hernández,José Ignacio Barradas Bribiesca
2020,Austria,6,6,0,38,26,2,29,28,4,127,25,0,5,0,1,Theresia Eisenkölbl,Stefan Leopoldseder
2020,Kazakhstan,6,6,0,35,35,0,40,13,4,127,25,0,3,2,1,Assylbek Issakhov,Kanat Satylkhanov
2020,Bulgaria,6,5,1,42,15,4,42,20,3,126,27,0,3,2,1,Stanislav Harizanov,Stoyan Boev
